INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
10142059	1	1	42	59	8	46	28	-1	-1	坐骑：碧水金睛兽	10	-1	#c33ff99（有效期15天，从获得时开始计时。）#r#W使用后可增加#G坐骑：碧水金睛兽#W有效期，增加时间为物品剩余有效期的时间。#r#cFFCC00骑乘后移动速度+80%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	Ride2_5	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142060	1	1	42	60	8	97	27	-1	-1	坐骑：银汉浮梁	10	-1	#cffff00【奢侈品】#r#W#c33ff99（有效期1天，从获得时开始计时。）#r#W使用后可增加#G坐骑：银汉浮梁#W有效期，增加时间为物品剩余有效期的时间。#r召唤后可邀请同伴一同骑乘。#r#R《华御录·七夕花榜系列》#r该坐骑归属七夕花榜系列，可在华御录中激活华御效果#r#cFFCC00骑乘后移动速度+80%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_5	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142061	1	1	42	61	8	97	27	-1	-1	坐骑：银汉浮梁	10	-1	#cffff00【奢侈品】#r#W#c33ff99（有效期3天，从获得时开始计时。）#r#W使用后可增加#G坐骑：银汉浮梁#W有效期，增加时间为物品剩余有效期的时间。#r召唤后可邀请同伴一同骑乘。#r#R《华御录·七夕花榜系列》#r该坐骑归属七夕花榜系列，可在华御录中激活华御效果#r#cFFCC00骑乘后移动速度+80%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_5	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142062	1	1	42	62	8	97	27	-1	-1	坐骑：银汉浮梁	10	-1	#cffff00【奢侈品】#r#W#c33ff99（有效期7天，从获得时开始计时。）#r#W使用后可增加#G坐骑：银汉浮梁#W有效期，增加时间为物品剩余有效期的时间。#r召唤后可邀请同伴一同骑乘。#r#R《华御录·七夕花榜系列》#r该坐骑归属七夕花榜系列，可在华御录中激活华御效果#r#cFFCC00骑乘后移动速度+80%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_5	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142063	1	1	42	63	8	97	27	-1	-1	坐骑：银汉浮梁	10	-1	#cffff00【奢侈品】#r#W#c33ff99（有效期15天，从获得时开始计时。）#r#W使用后可增加#G坐骑：银汉浮梁#W有效期，增加时间为物品剩余有效期的时间。#r召唤后可邀请同伴一同骑乘。#r#R《华御录·七夕花榜系列》#r该坐骑归属七夕花榜系列，可在华御录中激活华御效果#r#cFFCC00骑乘后移动速度+80%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_5	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142064	1	1	42	64	8	97	27	-1	-1	坐骑：银汉浮梁	10	-1	#cffff00【奢侈品】#r#W#c33ff99（有效期30天，从获得时开始计时。）#r#W使用后可增加#G坐骑：银汉浮梁#W有效期，增加时间为物品剩余有效期的时间。#r召唤后可邀请同伴一同骑乘。#r#R《华御录·七夕花榜系列》#r该坐骑归属七夕花榜系列，可在华御录中激活华御效果#r#cFFCC00骑乘后移动速度+80%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_5	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142065	1	1	42	65	8	97	27	-1	-1	坐骑：银汉浮梁	10	-1	#cffff00【奢侈品】#r#W#c33ff99（有效期90天，从获得时开始计时。）#r#W使用后可增加#G坐骑：银汉浮梁#W有效期，增加时间为物品剩余有效期的时间。#r召唤后可邀请同伴一同骑乘。#r#R《华御录·七夕花榜系列》#r该坐骑归属七夕花榜系列，可在华御录中激活华御效果#r#cFFCC00骑乘后移动速度+80%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_5	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142066	1	1	42	66	8	97	27	-1	-1	坐骑：银汉浮梁	10	-1	#cffff00【奢侈品】#r#W#c33ff99（有效期180天，从获得时开始计时。）#r#W使用后可增加#G坐骑：银汉浮梁#W有效期，增加时间为物品剩余有效期的时间。#r召唤后可邀请同伴一同骑乘。#r#R《华御录·七夕花榜系列》#r该坐骑归属七夕花榜系列，可在华御录中激活华御效果#r#cFFCC00骑乘后移动速度+80%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_5	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142067	1	1	42	67	8	97	27	-1	-1	坐骑：银汉浮梁	10	-1	#cffff00【奢侈品】#r#W使用后可激活永久#G坐骑：银汉浮梁#W。#r召唤后可邀请同伴一同骑乘。#r#R《华御录·七夕花榜系列》#r该坐骑归属七夕花榜系列，可在华御录中激活华御效果#r#cFFCC00骑乘后移动速度+80%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_5	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142068	1	1	42	68	8	97	28	-1	-1	坐骑：银汉浮梁	10	-1	#cffff00【奢侈品】#r#W#c33ff99（有效期1天，从获得时开始计时。）#r#W使用后可增加#G坐骑：银汉浮梁#W有效期，增加时间为物品剩余有效期的时间。#r召唤后可邀请同伴一同骑乘。#r#R《华御录·七夕花榜系列》#r该坐骑归属七夕花榜系列，可在华御录中激活华御效果#r#cFFCC00骑乘后移动速度+80%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_5	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142069	1	1	42	69	8	97	28	-1	-1	坐骑：银汉浮梁	10	-1	#cffff00【奢侈品】#r#W#c33ff99（有效期3天，从获得时开始计时。）#r#W使用后可增加#G坐骑：银汉浮梁#W有效期，增加时间为物品剩余有效期的时间。#r召唤后可邀请同伴一同骑乘。#r#R《华御录·七夕花榜系列》#r该坐骑归属七夕花榜系列，可在华御录中激活华御效果#r#cFFCC00骑乘后移动速度+80%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_5	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142070	1	1	42	70	8	97	28	-1	-1	坐骑：银汉浮梁	10	-1	#cffff00【奢侈品】#r#W#c33ff99（有效期7天，从获得时开始计时。）#r#W使用后可增加#G坐骑：银汉浮梁#W有效期，增加时间为物品剩余有效期的时间。#r召唤后可邀请同伴一同骑乘。#r#R《华御录·七夕花榜系列》#r该坐骑归属七夕花榜系列，可在华御录中激活华御效果#r#cFFCC00骑乘后移动速度+80%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_5	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142071	1	1	42	71	8	97	28	-1	-1	坐骑：银汉浮梁	10	-1	#cffff00【奢侈品】#r#W#c33ff99（有效期15天，从获得时开始计时。）#r#W使用后可增加#G坐骑：银汉浮梁#W有效期，增加时间为物品剩余有效期的时间。#r召唤后可邀请同伴一同骑乘。#r#R《华御录·七夕花榜系列》#r该坐骑归属七夕花榜系列，可在华御录中激活华御效果#r#cFFCC00骑乘后移动速度+80%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_5	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142072	1	1	42	72	8	97	28	-1	-1	坐骑：银汉浮梁	10	-1	#cffff00【奢侈品】#r#W#c33ff99（有效期30天，从获得时开始计时。）#r#W使用后可增加#G坐骑：银汉浮梁#W有效期，增加时间为物品剩余有效期的时间。#r召唤后可邀请同伴一同骑乘。#r#R《华御录·七夕花榜系列》#r该坐骑归属七夕花榜系列，可在华御录中激活华御效果#r#cFFCC00骑乘后移动速度+80%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_5	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142073	1	1	42	73	8	97	28	-1	-1	坐骑：银汉浮梁	10	-1	#cffff00【奢侈品】#r#W#c33ff99（有效期90天，从获得时开始计时。）#r#W使用后可增加#G坐骑：银汉浮梁#W有效期，增加时间为物品剩余有效期的时间。#r召唤后可邀请同伴一同骑乘。#r#R《华御录·七夕花榜系列》#r该坐骑归属七夕花榜系列，可在华御录中激活华御效果#r#cFFCC00骑乘后移动速度+80%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_5	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142074	1	1	42	74	8	97	28	-1	-1	坐骑：银汉浮梁	10	-1	#cffff00【奢侈品】#r#W#c33ff99（有效期180天，从获得时开始计时。）#r#W使用后可增加#G坐骑：银汉浮梁#W有效期，增加时间为物品剩余有效期的时间。#r召唤后可邀请同伴一同骑乘。#r#R《华御录·七夕花榜系列》#r该坐骑归属七夕花榜系列，可在华御录中激活华御效果#r#cFFCC00骑乘后移动速度+80%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_5	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142075	1	1	42	75	8	97	28	-1	-1	坐骑：银汉浮梁	10	-1	#cffff00【奢侈品】#r#W使用后可激活永久#G坐骑：银汉浮梁#W。#r召唤后可邀请同伴一同骑乘。#r#R《华御录·七夕花榜系列》#r该坐骑归属七夕花榜系列，可在华御录中激活华御效果#r#cFFCC00骑乘后移动速度+80%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_5	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142076	1	1	42	76	8	39	28	-1	-1	翅膀：雪羽	10	-1	#c33ff99（有效期7天，从获得时开始计时。）#r#W使用后可增加#G翅膀：雪羽#W有效期，增加时间为物品剩余有效期的时间。#r#cFFCC00飞行中移动速度+80%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	Ride2_12	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142077	1	1	42	77	8	97	27	-1	-1	坐骑：银汉浮梁	10	-1	#cffff00【奢侈品】#r#W#c33ff99（有效期60天，从获得时开始计时。）#r#W使用后可增加#G坐骑：银汉浮梁#W有效期，增加时间为物品剩余有效期的时间。#r召唤后可邀请同伴一同骑乘。#r#R《华御录·七夕花榜系列》#r该坐骑归属七夕花榜系列，可在华御录中激活华御效果#r#cFFCC00骑乘后移动速度+80%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_5	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142078	1	1	42	78	8	97	28	-1	-1	坐骑：银汉浮梁	10	-1	#cffff00【奢侈品】#r#W#c33ff99（有效期60天，从获得时开始计时。）#r#W使用后可增加#G坐骑：银汉浮梁#W有效期，增加时间为物品剩余有效期的时间。#r召唤后可邀请同伴一同骑乘。#r#R《华御录·七夕花榜系列》#r该坐骑归属七夕花榜系列，可在华御录中激活华御效果#r#cFFCC00骑乘后移动速度+80%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_5	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142079	1	1	42	79	8	35	28	-1	-1	坐骑：天马	10	-1	#c33ff99（有效期7天，从获得时开始计时。）#r#W使用后可增加#G坐骑：天马#W有效期，增加时间为物品剩余有效期的时间。#r#cFFCC00骑乘后移动速度+85%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	Ride2_13	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142080	1	1	42	80	8	99	27	-1	-1	坐骑：灵鹄	40	10	使用后可激活永久#G坐骑：灵鹄#W。#r曼陀山庄弟子40级可用。#r可在曼陀山庄门派场景中#gfff0f0叶婆婆（62，130）#g000000#W处购买，售价#gfff0f01#g000000#W#-14。#r#cFFCC00骑乘后移动速度+40%#r#G（右键点击即可使用）	10000	1000	150	3	0	21	999801	RideHeader10_6	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142081	1	1	42	81	8	100	27	-1	-1	坐骑：衔月鹄	60	10	使用后可激活永久#G坐骑：衔月鹄#W。#r曼陀山庄弟子60级可用。#r可在曼陀山庄门派场景中#gfff0f0叶婆婆（62，130）#g000000#W处购买，售价#gfff0f01#g000000#W#-14。#r#cFFCC00骑乘后移动速度+70%#r#G（右键点击即可使用）	10000	1000	187	3	0	21	999801	RideHeader10_8	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142082	1	1	42	82	8	101	27	-1	-1	坐骑：问情鹄	80	10	#c33ff99（有效期30天，从购买时开始计时。）#r#W使用后可增加#G坐骑：问情鹄#W有效期，增加时间为物品剩余有效期的时间。#r曼陀山庄弟子80级可用。#r#cFFCC00骑乘后移动速度+75%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_7	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	1	-1	-1
10142083	1	1	42	83	8	101	27	-1	-1	坐骑：问情鹄	80	10	#c33ff99（有效期90天，从首次装备时开始计时。）#r#W使用后可增加#G坐骑：问情鹄#W有效期，增加时间为物品剩余有效期的时间。#r曼陀山庄弟子80级可用。#r#cFFCC00骑乘后移动速度+75%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_7	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	1	-1	-1
10142084	1	1	42	84	8	101	27	-1	-1	坐骑：问情鹄	80	10	#c33ff99（有效期180天，从购买时开始计时。）#r#W使用后可增加#G坐骑：问情鹄#W有效期，增加时间为物品剩余有效期的时间。#r曼陀山庄弟子80级可用。#r#cFFCC00骑乘后移动速度+75%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_7	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	1	-1	-1
10142085	1	1	42	85	8	101	27	-1	-1	坐骑：问情鹄	80	10	使用后可激活永久#G坐骑：问情鹄#W。#r曼陀山庄弟子80级可用。#r#cFFCC00骑乘后移动速度+75%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_7	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	1	-1	-1
10142086	1	1	42	86	8	85	27	-1	-1	坐骑：烈焰追风	10	-1	#c33ff99（有效期1天，从获得时开始计时。）#r#W使用后可增加#G坐骑：烈焰追风#W有效期，增加时间为物品剩余有效期的时间。#r#cFFCC00骑乘后移动速度+80%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_11	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142087	1	1	42	87	8	85	27	-1	-1	坐骑：烈焰追风	10	-1	#c33ff99（有效期3天，从获得时开始计时。）#r#W使用后可增加#G坐骑：烈焰追风#W有效期，增加时间为物品剩余有效期的时间。#r#cFFCC00骑乘后移动速度+80%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_11	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142088	1	1	42	88	8	85	27	-1	-1	坐骑：烈焰追风	10	-1	#c33ff99（有效期7天，从获得时开始计时。）#r#W使用后可增加#G坐骑：烈焰追风#W有效期，增加时间为物品剩余有效期的时间。#r#cFFCC00骑乘后移动速度+80%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_11	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
