INT	INT	STRING	INT	INT	INT
262	1303	Chª tác C¤p 70 8Tinh môn phái A Húc nhçn Hoä Võ Ðang	21000041	3	10122117
263	1304	Chª tác C¤p 80 8Tinh môn phái A Húc nhçn Hoä Võ Ðang	21000041	3	10122118
264	1305	Chª tác C¤p 90 8Tinh môn phái A Húc nhçn Hoä Võ Ðang	21000041	3	10122119
265	1302	Chª tác C¤p 60 8Tinh môn phái A Húc nhçn Huy«n Vû Ðang	21000042	3	10122120
266	1303	Chª tác C¤p 70 8Tinh môn phái A Húc nhçn Huy«n Vû Ðang	21000042	3	10122121
267	1304	Chª tác C¤p 80 8Tinh môn phái A Húc nhçn Huy«n Vû Ðang	21000042	3	10122122
268	1305	Chª tác C¤p 90 8Tinh môn phái A Húc nhçn Huy«n Vû Ðang	21000042	3	10122123
269	1302	Chª tác C¤p 60 8Tinh môn phái A Húc nhçn Ðµc Võ Ðang	21000043	3	10122124
270	1303	Chª tác C¤p 70 8Tinh môn phái A Húc nhçn Ðµc Võ Ðang	21000043	3	10122125
271	1304	Chª tác C¤p 80 8Tinh môn phái A Húc nhçn Ðµc Võ Ðang	21000043	3	10122126
272	1305	Chª tác C¤p 90 8Tinh môn phái A Húc nhçn Ðµc Võ Ðang	21000043	3	10122127
273	1302	Chª tác C¤p 60 8Tinh môn phái A Húc nhçn Bång Nga Mi	21000040	4	10122128
274	1303	Chª tác C¤p 70 8Tinh môn phái A Húc nhçn Bång Nga Mi	21000040	4	10122129
275	1304	Chª tác C¤p 80 8Tinh môn phái A Húc nhçn Bång Nga Mi	21000040	4	10122130
276	1305	Chª tác C¤p 90 8Tinh môn phái A Húc nhçn Bång Nga Mi	21000040	4	10122131
277	1302	Chª tác C¤p 60 8Tinh môn phái A Húc nhçn Hoä Nga Mi	21000041	4	10122132
278	1303	Chª tác C¤p 70 8Tinh môn phái A Húc nhçn Hoä Nga Mi	21000041	4	10122133
279	1304	Chª tác C¤p 80 8Tinh môn phái A Húc nhçn Hoä Nga Mi	21000041	4	10122134
280	1305	Chª tác C¤p 90 8Tinh môn phái A Húc nhçn Hoä Nga Mi	21000041	4	10122135
281	1302	Chª tác C¤p 60 8Tinh môn phái A Húc nhçn Huy«n Nga Mi	21000042	4	10122136
282	1303	Chª tác C¤p 70 8Tinh môn phái A Húc nhçn Huy«n Nga Mi	21000042	4	10122137
283	1304	Chª tác C¤p 80 8Tinh môn phái A Húc nhçn Huy«n Nga Mi	21000042	4	10122138
284	1305	Chª tác C¤p 90 8Tinh môn phái A Húc nhçn Huy«n Nga Mi	21000042	4	10122139
285	1302	Chª tác C¤p 60 8Tinh môn phái A Húc nhçn Ðµc Nga Mi	21000043	4	10122140
286	1303	Chª tác C¤p 70 8Tinh môn phái A Húc nhçn Ðµc Nga Mi	21000043	4	10122141
287	1304	Chª tác C¤p 80 8Tinh môn phái A Húc nhçn Ðµc Nga Mi	21000043	4	10122142
288	1305	Chª tác C¤p 90 8Tinh môn phái A Húc nhçn Ðµc Nga Mi	21000043	4	10122143
289	1302	Chª tác C¤p 60 8Tinh môn phái A Húc nhçn Bång Tinh Túc	21000040	5	10122144
290	1303	Chª tác C¤p 70 8Tinh môn phái A Húc nhçn Bång Tinh Túc	21000040	5	10122145
291	1304	Chª tác C¤p 80 8Tinh môn phái A Húc nhçn Bång Tinh Túc	21000040	5	10122146
292	1305	Chª tác C¤p 90 8Tinh môn phái A Húc nhçn Bång Tinh Túc	21000040	5	10122147
293	1302	Chª tác C¤p 60 8Tinh môn phái A Húc nhçn ð¯m lØa Túc	21000041	5	10122148
294	1303	Chª tác C¤p 70 8Tinh môn phái A Húc nhçn ð¯m lØa Túc	21000041	5	10122149
295	1304	Chª tác C¤p 80 8Tinh môn phái A Húc nhçn ð¯m lØa Túc	21000041	5	10122150
296	1305	Chª tác C¤p 90 8Tinh môn phái A Húc nhçn ð¯m lØa Túc	21000041	5	10122151
297	1302	Chª tác C¤p 60 8Tinh môn phái A Húc nhçn Huy«n Tinh Túc	21000042	5	10122152
298	1303	Chª tác C¤p 70 8Tinh môn phái A Húc nhçn Huy«n Tinh Túc	21000042	5	10122153
299	1304	Chª tác C¤p 80 8Tinh môn phái A Húc nhçn Huy«n Tinh Túc	21000042	5	10122154
300	1305	Chª tác C¤p 90 8Tinh môn phái A Húc nhçn Huy«n Tinh Túc	21000042	5	10122155
301	1302	Chª tác C¤p 60 8Tinh môn phái A Húc nhçn Ðµc Tinh Túc	21000043	5	10122156
302	1303	Chª tác C¤p 70 8Tinh môn phái A Húc nhçn Ðµc Tinh Túc	21000043	5	10122157
303	1304	Chª tác C¤p 80 8Tinh môn phái A Húc nhçn Ðµc Tinh Túc	21000043	5	10122158
304	1305	Chª tác C¤p 90 8Tinh môn phái A Húc nhçn Ðµc Tinh Túc	21000043	5	10122159
305	1302	Chª tác C¤p 60 8Tinh môn phái A Húc nhçn Bång ÐÕi Lý	21000040	6	10122160
306	1303	Chª tác C¤p 70 8Tinh môn phái A Húc nhçn Bång ÐÕi Lý	21000040	6	10122161
307	1304	Chª tác C¤p 80 8Tinh môn phái A Húc nhçn Bång ÐÕi Lý	21000040	6	10122162
308	1305	Chª tác C¤p 90 8Tinh môn phái A Húc nhçn Bång ÐÕi Lý	21000040	6	10122163
309	1302	Chª tác C¤p 60 8Tinh môn phái A Húc nhçn Hoä ÐÕi Lý	21000041	6	10122164
310	1303	Chª tác C¤p 70 8Tinh môn phái A Húc nhçn Hoä ÐÕi Lý	21000041	6	10122165
311	1304	Chª tác C¤p 80 8Tinh môn phái A Húc nhçn Hoä ÐÕi Lý	21000041	6	10122166
312	1305	Chª tác C¤p 90 8Tinh môn phái A Húc nhçn Hoä ÐÕi Lý	21000041	6	10122167
313	1302	Chª tác C¤p 60 8Tinh môn phái A Húc nhçn Huy«n ÐÕi Lý	21000042	6	10122168
314	1303	Chª tác C¤p 70 8Tinh môn phái A Húc nhçn Huy«n ÐÕi Lý	21000042	6	10122169
315	1304	Chª tác C¤p 80 8Tinh môn phái A Húc nhçn Huy«n ÐÕi Lý	21000042	6	10122170
316	1305	Chª tác C¤p 90 8Tinh môn phái A Húc nhçn Huy«n ÐÕi Lý	21000042	6	10122171
317	1302	Chª tác C¤p 60 8Tinh môn phái A Húc nhçn Ðµc ÐÕi Lý	21000043	6	10122172
318	1303	Chª tác C¤p 70 8Tinh môn phái A Húc nhçn Ðµc ÐÕi Lý	21000043	6	10122173
319	1304	Chª tác C¤p 80 8Tinh môn phái A Húc nhçn Ðµc ÐÕi Lý	21000043	6	10122174
320	1305	Chª tác C¤p 90 8Tinh môn phái A Húc nhçn Ðµc ÐÕi Lý	21000043	6	10122175
321	1302	Chª tác C¤p 60 8Tinh môn phái A Húc nhçn Bång Thiên S½n	21000040	7	10122176
322	1303	Chª tác C¤p 70 8Tinh môn phái A Húc nhçn Bång Thiên S½n	21000040	7	10122177
323	1304	Chª tác C¤p 80 8Tinh môn phái A Húc nhçn Bång Thiên S½n	21000040	7	10122178
324	1305	Chª tác C¤p 90 8Tinh môn phái A Húc nhçn Bång Thiên S½n	21000040	7	10122179
325	1302	Chª tác C¤p 60 8Tinh môn phái A Húc nhçn Hoä Thiên S½n	21000041	7	10122180
326	1303	Chª tác C¤p 70 8Tinh môn phái A Húc nhçn Hoä Thiên S½n	21000041	7	10122181
327	1304	Chª tác C¤p 80 8Tinh môn phái A Húc nhçn Hoä Thiên S½n	21000041	7	10122182
328	1305	Chª tác C¤p 90 8Tinh môn phái A Húc nhçn Hoä Thiên S½n	21000041	7	10122183
329	1302	Chª tác C¤p 60 8Tinh môn phái A Húc nhçn Huy«n Thiên S½n	21000042	7	10122184
330	1303	Chª tác C¤p 70 8Tinh môn phái A Húc nhçn Huy«n Thiên S½n	21000042	7	10122185
331	1304	Chª tác C¤p 80 8Tinh môn phái A Húc nhçn Huy«n Thiên S½n	21000042	7	10122186
332	1305	Chª tác C¤p 90 8Tinh môn phái A Húc nhçn Huy«n Thiên S½n	21000042	7	10122187
333	1302	Chª tác C¤p 60 8Tinh môn phái A Húc nhçn Ðµc Thiên S½n	21000043	7	10122188
334	1303	Chª tác C¤p 70 8Tinh môn phái A Húc nhçn Ðµc Thiên S½n	21000043	7	10122189
335	1304	Chª tác C¤p 80 8Tinh môn phái A Húc nhçn Ðµc Thiên S½n	21000043	7	10122190
336	1305	Chª tác C¤p 90 8Tinh môn phái A Húc nhçn Ðµc Thiên S½n	21000043	7	10122191
337	1302	Chª tác C¤p 60 8Tinh môn phái A Húc nhçn Bång Tiêu Dao	21000040	8	10122192
338	1303	Chª tác C¤p 70 8Tinh môn phái A Húc nhçn Bång Tiêu Dao	21000040	8	10122193
339	1304	Chª tác C¤p 80 8Tinh môn phái A Húc nhçn Bång Tiêu Dao	21000040	8	10122194
340	1305	Chª tác C¤p 90 8Tinh môn phái A Húc nhçn Bång Tiêu Dao	21000040	8	10122195
341	1302	Chª tác C¤p 60 8Tinh môn phái A Húc nhçn Hoä tiêu dao	21000041	8	10122196
342	1303	Chª tác C¤p 70 8Tinh môn phái A Húc nhçn Hoä tiêu dao	21000041	8	10122197
343	1304	Chª tác C¤p 80 8Tinh môn phái A Húc nhçn Hoä tiêu dao	21000041	8	10122198
344	1305	Chª tác C¤p 90 8Tinh môn phái A Húc nhçn Hoä tiêu dao	21000041	8	10122199
345	1302	Chª tác C¤p 60 8Tinh môn phái A Húc nhçn Huy«n tiêu dao	21000042	8	10122200
346	1303	Chª tác C¤p 70 8Tinh môn phái A Húc nhçn Huy«n tiêu dao	21000042	8	10122201
347	1304	Chª tác C¤p 80 8Tinh môn phái A Húc nhçn Huy«n tiêu dao	21000042	8	10122202
348	1305	Chª tác C¤p 90 8Tinh môn phái A Húc nhçn Huy«n tiêu dao	21000042	8	10122203
349	1302	Chª tác C¤p 60 8Tinh môn phái A Húc nhçn Ðµc tiêu dao	21000043	8	10122204
350	1303	Chª tác C¤p 70 8Tinh môn phái A Húc nhçn Ðµc tiêu dao	21000043	8	10122205
351	1304	Chª tác C¤p 80 8Tinh môn phái A Húc nhçn Ðµc tiêu dao	21000043	8	10122206
352	1305	Chª tác C¤p 90 8Tinh môn phái A Húc nhçn Ðµc tiêu dao	21000043	8	10122207
353	1302	Chª tác C¤p 60 8Tinh môn phái A Húc nhçn Bång MÕn Ðà	21000040	10	10122208
354	1303	Chª tác C¤p 70 8Tinh môn phái A Húc nhçn Bång MÕn Ðà	21000040	10	10122209
355	1304	Chª tác C¤p 80 8Tinh môn phái A Húc nhçn Bång MÕn Ðà	21000040	10	10122210
356	1305	Chª tác C¤p 90 8Tinh môn phái A Húc nhçn Bång MÕn Ðà	21000040	10	10122211
357	1302	Chª tác C¤p 60 8Tinh môn phái A Húc nhçn Hoä MÕn Ðà	21000041	10	10122212
358	1303	Chª tác C¤p 70 8Tinh môn phái A Húc nhçn Hoä MÕn Ðà	21000041	10	10122213
359	1304	Chª tác C¤p 80 8Tinh môn phái A Húc nhçn Hoä MÕn Ðà	21000041	10	10122214
360	1305	Chª tác C¤p 90 8Tinh môn phái A Húc nhçn Hoä MÕn Ðà	21000041	10	10122215
361	1302	Chª tác C¤p 60 8Tinh môn phái A Húc nhçn Huy«n MÕn Ðà	21000042	10	10122216
362	1303	Chª tác C¤p 70 8Tinh môn phái A Húc nhçn Huy«n MÕn Ðà	21000042	10	10122217
363	1304	Chª tác C¤p 80 8Tinh môn phái A Húc nhçn Huy«n MÕn Ðà	21000042	10	10122218
364	1305	Chª tác C¤p 90 8Tinh môn phái A Húc nhçn Huy«n MÕn Ðà	21000042	10	10122219
365	1302	Chª tác C¤p 60 8Tinh môn phái A Húc nhçn Ðµc MÕn Ðà	21000043	10	10122220
366	1303	Chª tác C¤p 70 8Tinh môn phái A Húc nhçn Ðµc MÕn Ðà	21000043	10	10122221
367	1304	Chª tác C¤p 80 8Tinh môn phái A Húc nhçn Ðµc MÕn Ðà	21000043	10	10122222
368	1305	Chª tác C¤p 90 8Tinh môn phái A Húc nhçn Ðµc MÕn Ðà	21000043	10	10122223
369	1306	Chª tác C¤p 60 5Tinh A Húc Hµ Phù Bång	21000028	-1	10123016
370	1307	Chª tác C¤p 70 5Tinh A Húc Hµ Phù Bång	21000028	-1	10123017
371	1308	Chª tác C¤p 80 5Tinh A Húc Hµ Phù Bång	21000028	-1	10123018
372	1309	Chª tác C¤p 90 5Tinh A Húc Hµ Phù Bång	21000028	-1	10123019
373	1306	Chª tác C¤p 60 5Tinh A Húc Hµ Phù Hoä	21000029	-1	10123020
374	1307	Chª tác C¤p 70 5Tinh A Húc Hµ Phù Hoä	21000029	-1	10123021
375	1308	Chª tác C¤p 80 5Tinh A Húc Hµ Phù Hoä	21000029	-1	10123022
376	1309	Chª tác C¤p 90 5Tinh A Húc Hµ Phù Hoä	21000029	-1	10123023
377	1306	Chª tác C¤p 60 5Tinh A Húc Hµ Phù Huy«n	21000030	-1	10123024
378	1307	Chª tác C¤p 70 5Tinh A Húc Hµ Phù Huy«n	21000030	-1	10123025
379	1308	Chª tác C¤p 80 5Tinh A Húc Hµ Phù Huy«n	21000030	-1	10123026
380	1309	Chª tác C¤p 90 5Tinh A Húc Hµ Phù Huy«n	21000030	-1	10123027
381	1306	Chª tác C¤p 60 5Tinh A Húc Hµ Phù Ðµc	21000031	-1	10123028
382	1307	Chª tác C¤p 70 5Tinh A Húc Hµ Phù Ðµc	21000031	-1	10123029
383	1308	Chª tác C¤p 80 5Tinh A Húc Hµ Phù Ðµc	21000031	-1	10123030
384	1309	Chª tác C¤p 90 5Tinh A Húc Hµ Phù Ðµc	21000031	-1	10123031
385	1310	Chª tác C¤p 60 6Tinh A Húc Hµ Phù Bång	21000032	-1	10123032
386	1311	Chª tác C¤p 70 6Tinh A Húc Hµ Phù Bång	21000032	-1	10123033
387	1312	Chª tác C¤p 80 6Tinh A Húc Hµ Phù Bång	21000032	-1	10123034
388	1313	Chª tác C¤p 90 6Tinh A Húc Hµ Phù Bång	21000032	-1	10123035
389	1310	Chª tác C¤p 60 6Tinh A Húc Hµ Phù Hoä	21000033	-1	10123036
390	1311	Chª tác C¤p 70 6Tinh A Húc Hµ Phù Hoä	21000033	-1	10123037
391	1312	Chª tác C¤p 80 6Tinh A Húc Hµ Phù Hoä	21000033	-1	10123038
392	1313	Chª tác C¤p 90 6Tinh A Húc Hµ Phù Hoä	21000033	-1	10123039
393	1310	Chª tác C¤p 60 6Tinh A Húc Hµ Phù Huy«n	21000034	-1	10123040
394	1311	Chª tác C¤p 70 6Tinh A Húc Hµ Phù Huy«n	21000034	-1	10123041
395	1312	Chª tác C¤p 80 6Tinh A Húc Hµ Phù Huy«n	21000034	-1	10123042
396	1313	Chª tác C¤p 90 6Tinh A Húc Hµ Phù Huy«n	21000034	-1	10123043
397	1310	Chª tác C¤p 60 6Tinh A Húc Hµ Phù Ðµc	21000035	-1	10123044
398	1311	Chª tác C¤p 70 6Tinh A Húc Hµ Phù Ðµc	21000035	-1	10123045
399	1312	Chª tác C¤p 80 6Tinh A Húc Hµ Phù Ðµc	21000035	-1	10123046
400	1313	Chª tác C¤p 90 6Tinh A Húc Hµ Phù Ðµc	21000035	-1	10123047
401	1314	Chª tác C¤p 60 7Tinh A Húc Hµ Phù Bång	21000036	-1	10123048
402	1315	Chª tác C¤p 70 7Tinh A Húc Hµ Phù Bång	21000036	-1	10123049
403	1316	Chª tác C¤p 80 7Tinh A Húc Hµ Phù Bång	21000036	-1	10123050
404	1317	Chª tác C¤p 90 7Tinh A Húc Hµ Phù Bång	21000036	-1	10123051
405	1314	Chª tác C¤p 60 7Tinh A Húc Hµ Phù Hoä	21000037	-1	10123052
406	1315	Chª tác C¤p 70 7Tinh A Húc Hµ Phù Hoä	21000037	-1	10123053
407	1316	Chª tác C¤p 80 7Tinh A Húc Hµ Phù Hoä	21000037	-1	10123054
408	1317	Chª tác C¤p 90 7Tinh A Húc Hµ Phù Hoä	21000037	-1	10123055
409	1314	Chª tác C¤p 60 7Tinh A Húc Hµ Phù Huy«n	21000038	-1	10123056
410	1315	Chª tác C¤p 70 7Tinh A Húc Hµ Phù Huy«n	21000038	-1	10123057
411	1316	Chª tác C¤p 80 7Tinh A Húc Hµ Phù Huy«n	21000038	-1	10123058
412	1317	Chª tác C¤p 90 7Tinh A Húc Hµ Phù Huy«n	21000038	-1	10123059
413	1314	Chª tác C¤p 60 7Tinh A Húc Hµ Phù Ðµc	21000039	-1	10123060
414	1315	Chª tác C¤p 70 7Tinh A Húc Hµ Phù Ðµc	21000039	-1	10123061
415	1316	Chª tác C¤p 80 7Tinh A Húc Hµ Phù Ðµc	21000039	-1	10123062
416	1317	Chª tác C¤p 90 7Tinh A Húc Hµ Phù Ðµc	21000039	-1	10123063
417	1318	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Phù Bång Thiªu Lâm	21000040	0	10123064
418	1319	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Phù Bång Thiªu Lâm	21000040	0	10123065
419	1320	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Phù Bång Thiªu Lâm	21000040	0	10123066
420	1321	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Phù Bång Thiªu Lâm	21000040	0	10123067
421	1318	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Phù Hoä Thiªu Lâm	21000041	0	10123068
422	1319	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Phù Hoä Thiªu Lâm	21000041	0	10123069
423	1320	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Phù Hoä Thiªu Lâm	21000041	0	10123070
424	1321	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Phù Hoä Thiªu Lâm	21000041	0	10123071
425	1318	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Phù Huy«n Thiªu Lâm	21000042	0	10123072
426	1319	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Phù Huy«n Thiªu Lâm	21000042	0	10123073
427	1320	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Phù Huy«n Thiªu Lâm	21000042	0	10123074
428	1321	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Phù Huy«n Thiªu Lâm	21000042	0	10123075
429	1318	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Phù Ðµc Thiªu Lâm	21000043	0	10123076
430	1319	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Phù Ðµc Thiªu Lâm	21000043	0	10123077
431	1320	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Phù Ðµc Thiªu Lâm	21000043	0	10123078
432	1321	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Phù Ðµc Thiªu Lâm	21000043	0	10123079
433	1318	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Phù Bång Minh Giáo	21000040	1	10123080
434	1319	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Phù Bång Minh Giáo	21000040	1	10123081
435	1320	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Phù Bång Minh Giáo	21000040	1	10123082
436	1321	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Phù Bång Minh Giáo	21000040	1	10123083
437	1318	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Phù Hoä Minh Giáo	21000041	1	10123084
438	1319	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Phù Hoä Minh Giáo	21000041	1	10123085
439	1320	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Phù Hoä Minh Giáo	21000041	1	10123086
440	1321	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Phù Hoä Minh Giáo	21000041	1	10123087
441	1318	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Phù Huy«n Minh Giáo	21000042	1	10123088
442	1319	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Phù Huy«n Minh Giáo	21000042	1	10123089
443	1320	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Phù Huy«n Minh Giáo	21000042	1	10123090
444	1321	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Phù Huy«n Minh Giáo	21000042	1	10123091
445	1318	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Phù Ðµc Minh Giáo	21000043	1	10123092
446	1319	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Phù Ðµc Minh Giáo	21000043	1	10123093
447	1320	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Phù Ðµc Minh Giáo	21000043	1	10123094
448	1321	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Phù Ðµc Minh Giáo	21000043	1	10123095
449	1318	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Phù Bång Cái Bang	21000040	2	10123096
450	1319	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Phù Bång Cái Bang	21000040	2	10123097
451	1320	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Phù Bång Cái Bang	21000040	2	10123098
452	1321	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Phù Bång Cái Bang	21000040	2	10123099
453	1318	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Phù Hoä Cái Bang	21000041	2	10123100
454	1319	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Phù Hoä Cái Bang	21000041	2	10123101
455	1320	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Phù Hoä Cái Bang	21000041	2	10123102
456	1321	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Phù Hoä Cái Bang	21000041	2	10123103
457	1318	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Phù Huy«n Cái Bang	21000042	2	10123104
458	1319	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Phù Huy«n Cái Bang	21000042	2	10123105
459	1320	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Phù Huy«n Cái Bang	21000042	2	10123106
460	1321	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Phù Huy«n Cái Bang	21000042	2	10123107
461	1318	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Phù Ðµc Cái Bang	21000043	2	10123108
462	1319	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Phù Ðµc Cái Bang	21000043	2	10123109
463	1320	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Phù Ðµc Cái Bang	21000043	2	10123110
464	1321	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Phù Ðµc Cái Bang	21000043	2	10123111
465	1318	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Phù Bång Võ Ðang	21000040	3	10123112
466	1319	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Phù Bång Võ Ðang	21000040	3	10123113
467	1320	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Phù Bång Võ Ðang	21000040	3	10123114
468	1321	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Phù Bång Võ Ðang	21000040	3	10123115
469	1318	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Phù Hoä Võ Ðang	21000041	3	10123116
470	1319	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Phù Hoä Võ Ðang	21000041	3	10123117
471	1320	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Phù Hoä Võ Ðang	21000041	3	10123118
472	1321	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Phù Hoä Võ Ðang	21000041	3	10123119
473	1318	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Phù Huy«n Vû Ðang	21000042	3	10123120
474	1319	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Phù Huy«n Vû Ðang	21000042	3	10123121
475	1320	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Phù Huy«n Vû Ðang	21000042	3	10123122
476	1321	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Phù Huy«n Vû Ðang	21000042	3	10123123
477	1318	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Phù Ðµc Võ Ðang	21000043	3	10123124
478	1319	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Phù Ðµc Võ Ðang	21000043	3	10123125
479	1320	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Phù Ðµc Võ Ðang	21000043	3	10123126
480	1321	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Phù Ðµc Võ Ðang	21000043	3	10123127
481	1318	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Phù Bång Nga Mi	21000040	4	10123128
482	1319	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Phù Bång Nga Mi	21000040	4	10123129
483	1320	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Phù Bång Nga Mi	21000040	4	10123130
484	1321	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Phù Bång Nga Mi	21000040	4	10123131
485	1318	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Phù Hoä Nga Mi	21000041	4	10123132
486	1319	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Phù Hoä Nga Mi	21000041	4	10123133
487	1320	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Phù Hoä Nga Mi	21000041	4	10123134
488	1321	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Phù Hoä Nga Mi	21000041	4	10123135
489	1318	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Phù Huy«n Nga Mi	21000042	4	10123136
490	1319	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Phù Huy«n Nga Mi	21000042	4	10123137
491	1320	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Phù Huy«n Nga Mi	21000042	4	10123138
492	1321	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Phù Huy«n Nga Mi	21000042	4	10123139
493	1318	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Phù Ðµc Nga Mi	21000043	4	10123140
494	1319	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Phù Ðµc Nga Mi	21000043	4	10123141
495	1320	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Phù Ðµc Nga Mi	21000043	4	10123142
496	1321	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Phù Ðµc Nga Mi	21000043	4	10123143
497	1318	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Phù Bång Tinh Túc	21000040	5	10123144
498	1319	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Phù Bång Tinh Túc	21000040	5	10123145
499	1320	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Phù Bång Tinh Túc	21000040	5	10123146
500	1321	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Phù Bång Tinh Túc	21000040	5	10123147
501	1318	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Phù ð¯m lØa Túc	21000041	5	10123148
502	1319	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Phù ð¯m lØa Túc	21000041	5	10123149
503	1320	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Phù ð¯m lØa Túc	21000041	5	10123150
504	1321	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Phù ð¯m lØa Túc	21000041	5	10123151
505	1318	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Phù Huy«n Tinh Túc	21000042	5	10123152
506	1319	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Phù Huy«n Tinh Túc	21000042	5	10123153
507	1320	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Phù Huy«n Tinh Túc	21000042	5	10123154
508	1321	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Phù Huy«n Tinh Túc	21000042	5	10123155
509	1318	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Phù Ðµc Tinh Túc	21000043	5	10123156
510	1319	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Phù Ðµc Tinh Túc	21000043	5	10123157
