INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING
275	Cái Bang lßu phái 2AOEkÛ nång	3	3	342	361	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
276	†n Sát ð½n th¬ thß½ng t±n kÛ nång t§p hþp	3	6	491	493	501	505	507	508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
277	Võ Ðang lßu phái 2ð½n th¬ thß½ng t±n kÛ nång t§p hþp	3	7	371	373	377	381	385	388	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
278	Võ Ðang lßu phái 2qu¥n th¬ thß½ng t±n kÛ nång t§p hþp	3	2	372	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
279	T¤t cä môn phái kh¯ng chª Hþp T§p	1	10	19	21	1153	14	17	13	15	136	11	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
280	T¤t cä ám khí kh¯ng chª Hþp T§p[(KhÑ môn phái Trùng) Phª Khí]	5	4	11	14	638	681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
281	T¤t cä môn phái giäm t¯c ðµ Hþp T§p	1	1	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
282	Sao nhö Tinh	3	2	3350	3454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
283	LÕc Dß½ng Vû Sß	3	4	3455	3456	3457	3461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
284	Th¥n thú 4kÛ nång Hþp T§p	3	30	672	673	674	675	676	677	678	679	680	681	682	683	684	685	686	687	688	689	690	691	694	695	696	697	698	699	736	737	738	739	
285	Th¥n thú 4kÛ nång Hþp T§p	3	8	740	741	742	743	744	745	746	747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
286	H°i Thành kÛ nång	3	3	22	63	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
287	 	3	4	3551	3552	3553	3554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
288	Thánh Thú biªn thân ðµng tác	3	4	3555	3556	3557	3558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
289	D¸ thú biªn thân ðµng tác	3	4	3559	3560	3561	3562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
290	Thông døng mi­n d¸ch t¤t cä giäm t¯c ðµ	1	2	23	4814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
291	Thông døng mi­n d¸ch t¤t cä Phong Huy®t Tr× gió lØa	1	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
292	Thông døng mi­n d¸ch t¤t cä Tê Li®t	1	2	14	639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
293	Thông døng mi­n d¸ch t¤t cä Tän Công	1	1	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
294	Thông døng mi­n d¸ch t¤t cä phong ¤n	1	1	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
295	Thông døng mi­n d¸ch t¤t cä Th¤t Minh	1	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
296	Thông døng mi­n d¸ch t¤t cä giäm t¯c ðµ +cÑng ng¡c	1	7	23	107	132	152	181	4814	5014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
308	CØa quay Phái b¸ xua tan BUFFbài xích nhau IDt§p hþp	1	30	105	115	116	117	126	129	134	137	138	145	147	151	158	159	161	168	171	172	99	185	183	192	190	292	193	1515	1512	1510	1326	1327	
309	Thú H°n Dñ Nhi®t 2	3	2	3588	3589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
310	Ngày m°ng mµt tháng nåm pháo hoa	3	1	3592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
311	Ngày mùa hè biªn thân ðµng tác	3	3	3606	3608	3607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
312	MÕn Ðà S½n Trang TRÀ kÛ nång Hþp T§p	3	6	765	767	768	773	784	786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
313	MÕn Ðà S½n Trang tiªng ðàn kÛ nång Hþp T§p	3	7	760	761	763	769	785	771	775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
314	MÕn Ðà S½n Trang mµt khúc Xuân Hi¬u +Bão Hß½ng Chi Ð¥u bài xích nhau	0	2	1327	1326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
315	MÕn Ðà S½n Trang Dñ Nhi®t	3	1	3679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
316	Mµt khúc Xuân Hi¬u	0	1	1327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
317	Bão Hß½ng Chi Ð¥u	0	1	1326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
318	Nguyên ðán hþp v¾i tình hình	3	1	3702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
319	Ti¬u nh¸ T± Th¯ TØ	3	4	3709	3710	3711	3712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
320	H§u Trù T± Th¯ TØ	3	4	3713	3714	3715	3716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
321	Cùng KÏ Thú H°n chü ðµng Tän Công, b¸ ðµng Tê Li®t	1	2	5154	5160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
322	SØa chæa Công	3	2	3719	3720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
323	Thª lñc 1ngß¶i qua ðß¶ng Giáp	3	2	3721	3722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
324	SØa chæa Công	3	2	3723	3724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
325	Thª lñc 1ngß¶i qua ðß¶ng Giáp	3	2	3725	3726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
326	SØa chæa Công	3	2	3727	3728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
327	Thª lñc 1ngß¶i qua ðß¶ng Giáp	3	2	3729	3730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
328	Biªn thân thi nhân	3	1	3731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
329	Thª lñc 1ngß¶i qua ðß¶ng Giáp	3	2	3745	3746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
330	Thª lñc 1ngß¶i qua ðß¶ng Giáp	3	2	3747	3748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
331	Thª lñc 1ngß¶i qua ðß¶ng Giáp	3	2	3749	3750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
332	T¤t cä kh¯ng chª Hþp T§p +Cùng KÏ +gió lØa mê muµi	1	7	14	17	21	13	136	127	5160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
333	Bän cû Dñ Nhi®t	3	3	3788	3789	3790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
334	S¯ h÷c tình læ	3	1	3791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
335	S¯ h÷c kªt bái	3	1	3792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
336	S¯ h÷c Vô	3	1	3793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
337	Tìm kiªm tình læ	3	2	3800	3797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
338	Tìm kiªm kªt bái	3	2	3800	3798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
339	Tìm kiªm Vô	3	2	3800	3799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
340	Tránh né tình læ	3	2	3801	3807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
341	Tránh né kªt bái	3	2	3802	3808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
342	Tránh né Vô	3	2	3803	3809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
343	Lang nhân	3	1	3810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
344	Th¯ TØ	3	3	3811	3812	3824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
345	Ði¬m thông minh s¡c xäo	3	5	3814	3815	3816	3817	3818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
346	Tân khách biªn thân	3	2	3821	3820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
347	Mi­n d¸ch ¦n thân	0	5	99	176	177	180	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
348	Cái Bang Qu¥n kÛ nång	3	3	342	361	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
349	Nga Mi thanh tâm	3	1	424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
350	Tiêu dao b¦y r§p Chß¾c Thiêu	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
351	Ki«u Phong biªn thân	3	3	3933	3934	3936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
352	Hü C¯t Chi Ðµc bufft§p hþp	0	5	5599	5600	5601	5602	5603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
353	KÛ nång ån kh¾p Th¸ 5Ðích	4	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
354	Th¥n binh có th¬ xØ døng Ðích kÛ nång id	3	29	2	23	24	25	26	27	28	29	30	31	34	37	51	52	53	56	63	73	74	75	78	80	81	86	87	89	96	110	197	0	
355	Vi Ðà ChØ Phó vû khí	8	7	167	168	169	170	171	172	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
356	(Tiªp 139t§p hþp)Phi thß½ng t±n LoÕi phän ð¯i hi®u quä	1	1	1153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
357	Ngñ Mã Linh	10	7	43	48	51	83	84	35	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
358	Hóa r°ng	3	2	4620	4622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
359	Tinh linh ki«m giæ Giä	3	2	4624	4625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
360	Ngày sinh Kh±ng TØ bé	3	4	4626	4627	4628	4629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
361	Thi«u Cänh nåm xßa	3	1	4825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
362	T÷a kÜ c¤t chÑa	10	8	138	125	116	108	97	92	86	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
363	Ðoan ng÷ ð¥u bªp	3	1	4842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
364	Dßþc Sß 20shi®u quä t§p hþp	0	21	5955	5956	5947	5948	5949	5950	5951	5952	5953	5992	5993	5994	5995	6000	6001	6002	6003	5996	5997	5998	5999	0	0	0	0	0	0	0	0	0	
365	N¤u nß¾ng 60minhi®u quä t§p hþp	0	28	5977	5978	5939	5926	5927	5981	5982	5983	5984	5985	5989	5990	5988	5928	5929	5930	5931	5937	5940	5941	5942	5943	5936	5932	5933	5934	5935	5991	0	0	
366	Môn phái Ph± Thông Công Kích Hoà liên tøc KÛ	3	14	281	311	341	371	401	431	461	491	521	760	3266	3267	3268	3269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
367	Tiªn giai MÕt Ðµc kÛ nång Hþp T§p	3	3	349	446	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
368	Tiªn giai tôi vào nß¾c lÕnh kÛ nång Hþp T§p	3	6	325	522	527	529	544	545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
369	MÕnh mi®ng Tá Ca Ðß¶ng Tång kÛ nång	3	3	4862	4863	4864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
370	MÕnh mi®ng Tá Ca biªn thân Ngßu kÛ nång	3	1	4865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
371	MÕnh mi®ng Dñ Nhi®t	3	1	4911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
372	H°ng tr§n doanh biªn thân	3	2	4898	4899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
373	Lam tr§n doanh biªn thân	3	2	4900	4901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
374	Løc tr§n doanh biªn thân	3	2	4902	4903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
375	Th¤t H°n	1	3	467	475	476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
376	Câu H°n Thiên	0	1	6510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
377	Câu H°n Ð¸a	0	1	6511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
378	Câu H°n M®nh	0	1	6512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
379	Nhß Phong Tñ Bª	5	1	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
380	Hüy bö	0	1	6531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
381	Câu H°n trÕng thái T±ng	0	3	6510	6511	6512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
382	Cß¶ng Kh±ng Ðái gió lØa	1	9	13	122	17	21	14	136	213	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
383	Ác Nhân C¯c Công Phòng trÕng thái bài xích nhau	0	2	6524	6527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
384	Thiên Ð¸a Minh Di®t	3	1	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
385	Dñ Nhi®t kÛ nång	3	3	4617	4618	4619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
386	Cß¶ng Kh±ng không mang theo gió lØa	1	10	13	122	17	21	14	136	15	19	23	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
387	Th¤t H°n Ð¸a +AB	1	2	477	475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
388	Th¤t H°n Thiên +AB	1	2	477	467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
389	Th¤t H°n M®nh +AB	1	2	477	476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
390	Long Ðän xe hoa pháo hoa Long kÛ nång	3	2	4961	4991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
391	Tang H°n	0	1	6530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
392	Kinh h°n	0	1	6524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
393	Liêm Quyªt	0	1	6527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
394	Dñ Nhi®t Ác Nhân C¯c kÛ nång	3	3	4616	4614	4615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
395	CØa quay Phái b¸ xua tan BUFFbài xích nhau IDt§p hþp 2	1	2	472	477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
396	L­ hµi bång Ðáp Ð« chim cánh cøt biªn thân	3	2	5001	5087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
397	L­ hµi bång Ðáp Ð« ThuÖ Ð°n biªn thân	3	2	5002	5088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
398	L­ hµi bång Ðáp Ð« Ti¬u Miêu biªn thân	3	2	5003	5089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
399	B¡p Tâm Kinh biªn thân	3	4	5004	5005	5006	5007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
400	Tá Tuyªt C¥u biªn thân	3	2	5018	5019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
401	L­ hµi bång Tø Nhân thu th§p kÛ nång	3	1	5021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
402	Biªn thân C¤p 1	3	3	5022	5084	5042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
403	Biªn thân C¤p 2	3	4	5023	5084	5085	5042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
404	Biªn thân C¤p 3	3	5	5024	5084	5085	5038	5042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
405	Biªn thân C¤p 4	3	5	5025	5084	5086	5039	5042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
406	Biªn thân C¤p 5	3	6	5026	5084	5086	5040	5041	5042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
407	L­ hµi bång tªt âm l¸ch Bào ôn tuy«n biªn thân	3	2	5044	5043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
408	L­ hµi bång nguyên ðán Bào ôn tuy«n biªn thân	3	3	5047	5045	5048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
409	Bång tuyªt PVPC¤p 1 Tuyªt Nhân biªn thân kÛ nång t§p hþp	3	4	5049	5053	5052	5050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
410	Bång tuyªt PVPbiªn thân bufft§p hþp	2	1	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
411	Cho phép Ð¯i Tuyªt Nhân có hi®u lñc Ðích hi®u quä t§p hþp 1	2	4	175	176	177	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
412	Cho phép Ð¯i bình thß¶ng Tuyªt Nhân có hi®u lñc Ðích hi®u quä t§p hþp 2	1	15	6827	9394	6830	6831	556	395	6853	6854	6855	6856	6859	6860	6863	6869	6881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
413	Bång tuyªt PVPkích thích Tuyªt Nhân biªn thân kÛ nång t§p hþp	3	5	5049	5053	5052	5050	5051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
414	Bång tuyªt PVPphø gia kÛ nång	3	6	5068	5054	5055	5427	5057	5406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
415	Cho phép Ð¯i kích thích Tuyªt Nhân có hi®u lñc Ðích hi®u quä t§p hþp 2	1	12	6827	9394	6830	6831	556	395	6853	6859	6860	6863	6869	6881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
416	Bång tuyªt PVPC¤p 2 Tuyªt Nhân biªn thân kÛ nång t§p hþp	3	4	5049	5053	5052	5050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
417	Bång tuyªt PVPC¤p 3 Tuyªt Nhân biªn thân kÛ nång t§p hþp	3	4	5049	5053	5052	5050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
418	Bång tuyªt PVPC¤p 4 Tuyªt Nhân biªn thân kÛ nång t§p hþp	3	4	5049	5053	5052	5050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
419	Bång tuyªt PVPC¤p 5 Tuyªt Nhân biªn thân kÛ nång t§p hþp	3	4	5049	5053	5052	5050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
420	Bång tuyªt PVPC¤p 6 Tuyªt Nhân biªn thân kÛ nång t§p hþp	3	4	5049	5053	5052	5050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
421	Bång tuyªt PVPC¤p 7 Tuyªt Nhân biªn thân kÛ nång t§p hþp	3	4	5049	5053	5052	5050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
422	Bång tuyªt PVPC¤p 8 Tuyªt Nhân biªn thân kÛ nång t§p hþp	3	4	5049	5053	5052	5050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
423	Bång tuyªt PVPC¤p 9 Tuyªt Nhân biªn thân kÛ nång t§p hþp	3	4	5049	5053	5052	5050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
424	Bång tuyªt PVPC¤p 10 Tuyªt Nhân biªn thân kÛ nång t§p hþp	3	4	5049	5053	5052	5050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
425	Bång tuyªt hþp thành Tuyªt C¥u	3	1	5072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
426	Tân sinh Tiªu chuy®n xßa	3	3	5079	5080	5081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
427	Ti¬u Kim Kh¯i Ban Chuyên Nhân kÛ nång	3	1	5090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
428	Ti¬u Kim Kh¯i ð® trình kÛ nång	3	1	5091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
429	Ngû s¡c Th¥n Ngßu	3	6	5101	5103	5120	5105	5106	5094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
430	Ti¬u H° Tiên	3	6	5150	5107	5108	5109	5148	5094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
431	Manh Süng Trß	3	6	5151	5110	5111	5112	5113	5094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
432	Ng½ ngác Ngßu	3	6	5152	5115	5116	5122	5117	5094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
433	Thông Tý Th¥n Viên	3	6	5101	5119	5118	5112	5121	5094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
