INT	STRING	STRING	INT	INT	STRING	INT	INT	INT
707	Vãn Sän Ng÷c M­(cây non)	ÖÖÖ²/ÖÖÖ²ÓñÃ×Ğ¡.mesh	-1	0		0	711000	0
708	Vãn Sän Ng÷c M­(sinh trß·ng Trung)	ÖÖÖ²/ÖÖÖ²ÓñÃ×ÖĞ.mesh	-1	0		0	711001	0
709	Vãn Sän Ng÷c M­	ÖÖÖ²/ÖÖÖ²ÓñÃ×´ó.mesh	10	0		0	711002	0
710	Vãn Sän Hoa Sinh(cây non)	ÖÖÖ²/»¨ÉúĞ¡.mesh	-1	0		0	711000	0
711	Vãn Sän Hoa Sinh(sinh trß·ng Trung)	ÖÖÖ²/»¨ÉúÖĞ.mesh	-1	0		0	711001	0
712	Vãn Sän Hoa Sinh	ÖÖÖ²/»¨Éú´ó.mesh	10	0		0	711002	0
713	Vãn Sän H°ng Thñ(cây non)	ÖÖÖ²/ºìÊíĞ¡.mesh	-1	0		0	711000	0
714	Vãn Sän H°ng Thñ(sinh trß·ng Trung)	ÖÖÖ²/ºìÊíÖĞ.mesh	-1	0		0	711001	0
715	Vãn Sän H°ng Thñ	ÖÖÖ²/ºìÊí´ó.mesh	10	0		0	711002	0
716	Vãn Sän Cao Lß½ng(cây non)	ÖÖÖ²/¸ßÁ»Ğ¡.mesh	-1	0		0	711000	0
717	Vãn Sän Cao Lß½ng(sinh trß·ng Trung)	ÖÖÖ²/¸ßÁ»ÖĞ.mesh	-1	0		0	711001	0
718	Vãn Sän Cao Lß½ng	ÖÖÖ²/¸ßÁ»´ó.mesh	10	0		0	711002	0
719	Vãn Sän Chi Ma(cây non)	ÖÖÖ²/Ö¥ÂéĞ¡.mesh	-1	0		0	711000	0
720	Vãn Sän Chi Ma(sinh trß·ng Trung)	ÖÖÖ²/Ö¥ÂéÖĞ.mesh	-1	0		0	711001	0
721	Vãn Sän Chi Ma	ÖÖÖ²/Ö¥Âé´ó.mesh	10	0		0	711002	0
722	Vãn Sän Løc Ğ§u(cây non)	ÖÖÖ²/ÂÌ¶¹Ğ¡.mesh	-1	0		0	711000	0
723	Vãn Sän Løc Ğ§u(sinh trß·ng Trung)	ÖÖÖ²/ÂÌ¶¹ÖĞ.mesh	-1	0		0	711001	0
724	Vãn Sän Løc Ğ§u	ÖÖÖ²/ÂÌ¶¹´ó.mesh	10	0		0	711002	0
725	Vãn Sän Hoàng Ğ§u(cây non)	ÖÖÖ²/»Æ¶¹Ğ¡.mesh	-1	0		0	711000	0
726	Vãn Sän Hoàng Ğ§u(sinh trß·ng Trung)	ÖÖÖ²/»Æ¶¹ÖĞ.mesh	-1	0		0	711001	0
727	Vãn Sän Hoàng Ğ§u	ÖÖÖ²/»Æ¶¹´ó.mesh	10	0		0	711002	0
728	Vãn Sän Tàm Ğ§u(cây non)	ÖÖÖ²/²Ï¶¹Ğ¡.mesh	-1	0		0	711000	0
729	Vãn Sän Tàm Ğ§u(sinh trß·ng Trung)	ÖÖÖ²/²Ï¶¹ÖĞ.mesh	-1	0		0	711001	0
730	Vãn Sän Tàm Ğ§u	ÖÖÖ²/²Ï¶¹´ó.mesh	10	0		0	711002	0
731	Vãn Sän Mã Linh Thñ(cây non)	ÖÖÖ²/ÍÁ¶¹Ğ¡.mesh	-1	0		0	711000	0
732	Vãn Sän Mã Linh Thñ(sinh trß·ng Trung)	ÖÖÖ²/ÍÁ¶¹ÖĞ.mesh	-1	0		0	711001	0
733	Vãn Sän Mã Linh Thñ	ÖÖÖ²/ÍÁ¶¹´ó.mesh	10	0		0	711002	0
734	Vãn Sän Vu Ğ¥u(cây non)	ÖÖÖ²/ÓóÍ·Ğ¡.mesh	-1	0		0	711000	0
735	Vãn Sän Vu Ğ¥u(sinh trß·ng Trung)	ÖÖÖ²/ÓóÍ·ÖĞ.mesh	-1	0		0	711001	0
736	Vãn Sän Vu Ğ¥u	ÖÖÖ²/ÓóÍ·´ó.mesh	10	0		0	711002	0
737	Vãn Sän Træ Ma(cây non)	ÖÖÖ²/Ğ¡ÂóĞ¡.mesh	-1	0		0	711000	0
738	Vãn Sän Træ Ma(sinh trß·ng Trung)	ÖÖÖ²/Ğ¡ÂóÖĞ.mesh	-1	0		0	711001	0
739	Vãn Sän Træ Ma	ÖÖÖ²/Ğ¡Âó´ó.mesh	10	0		0	711002	0
740	Vãn Sän Thäo Miên(cây non)	ÖÖÖ²/Ğ¡ÂóĞ¡.mesh	-1	0		0	711000	0
741	Vãn Sän Thäo Miên(sinh trß·ng Trung)	ÖÖÖ²/Ğ¡ÂóÖĞ.mesh	-1	0		0	711001	0
742	Vãn Sän Thäo Miên	ÖÖÖ²/Ğ¡Âó´ó.mesh	10	0		0	711002	0
743	Vãn Sän Á Ma(cây non)	ÖÖÖ²/Ğ¡ÂóĞ¡.mesh	-1	0		0	711000	0
744	Vãn Sän Á Ma(sinh trß·ng Trung)	ÖÖÖ²/Ğ¡ÂóÖĞ.mesh	-1	0		0	711001	0
745	Vãn Sän Á Ma	ÖÖÖ²/Ğ¡Âó´ó.mesh	10	0		0	711002	0
746	Vãn Sän Mµc Miên(cây non)	ÖÖÖ²/Ğ¡ÂóĞ¡.mesh	-1	0		0	711000	0
747	Vãn Sän Mµc Miên(sinh trß·ng Trung)	ÖÖÖ²/Ğ¡ÂóÖĞ.mesh	-1	0		0	711001	0
748	Vãn Sän Mµc Miên	ÖÖÖ²/Ğ¡Âó´ó.mesh	10	0		0	711002	0
749	Vãn Sän Hoàng Ma(cây non)	ÖÖÖ²/Ğ¡ÂóĞ¡.mesh	-1	0		0	711000	0
750	Vãn Sän Hoàng Ma(sinh trß·ng Trung)	ÖÖÖ²/Ğ¡ÂóÖĞ.mesh	-1	0		0	711001	0
751	Vãn Sän Hoàng Ma	ÖÖÖ²/Ğ¡Âó´ó.mesh	10	0		0	711002	0
752	Vãn Sän Vân Miên(cây non)	ÖÖÖ²/Ğ¡ÂóĞ¡.mesh	-1	0		0	711000	0
753	Vãn Sän Vân Miên(sinh trß·ng Trung)	ÖÖÖ²/Ğ¡ÂóÖĞ.mesh	-1	0		0	711001	0
754	Vãn Sän Vân Miên	ÖÖÖ²/Ğ¡Âó´ó.mesh	10	0		0	711002	0
755	Vãn Sän C¦n Ma(cây non)	ÖÖÖ²/Ğ¡ÂóĞ¡.mesh	-1	0		0	711000	0
756	Vãn Sän C¦n Ma(sinh trß·ng Trung)	ÖÖÖ²/Ğ¡ÂóÖĞ.mesh	-1	0		0	711001	0
757	Vãn Sän C¦n Ma	ÖÖÖ²/Ğ¡Âó´ó.mesh	10	0		0	711002	0
758	Vãn Sän Nhung Miên(cây non)	ÖÖÖ²/Ğ¡ÂóĞ¡.mesh	-1	0		0	711000	0
759	Vãn Sän Nhung Miên(sinh trß·ng Trung)	ÖÖÖ²/Ğ¡ÂóÖĞ.mesh	-1	0		0	711001	0
760	Vãn Sän Nhung Miên	ÖÖÖ²/Ğ¡Âó´ó.mesh	10	0		0	711002	0
761	Vãn Sän Thanh Ma(cây non)	ÖÖÖ²/Ğ¡ÂóĞ¡.mesh	-1	0		0	711000	0
762	Vãn Sän Thanh Ma(sinh trß·ng Trung)	ÖÖÖ²/Ğ¡ÂóÖĞ.mesh	-1	0		0	711001	0
763	Vãn Sän Thanh Ma	ÖÖÖ²/Ğ¡Âó´ó.mesh	10	0		0	711002	0
764	Vãn Sän Thái Miên(cây non)	ÖÖÖ²/Ğ¡ÂóĞ¡.mesh	-1	0		0	711000	0
765	Vãn Sän Thái Miên(sinh trß·ng Trung)	ÖÖÖ²/Ğ¡ÂóÖĞ.mesh	-1	0		0	711001	0
766	Vãn Sän Thái Miên	ÖÖÖ²/Ğ¡Âó´ó.mesh	10	0		0	711002	0
767	Vãn Sän La B¯ Ma(cây non)	ÖÖÖ²/Ğ¡ÂóĞ¡.mesh	-1	0		0	711000	0
768	Vãn Sän La B¯ Ma(sinh trß·ng Trung)	ÖÖÖ²/Ğ¡ÂóÖĞ.mesh	-1	0		0	711001	0
769	Vãn Sän La B¯ Ma	ÖÖÖ²/Ğ¡Âó´ó.mesh	10	0		0	711002	0
770	Vãn Sän Løc Ğ¸a Miên(cây non)	ÖÖÖ²/Ğ¡ÂóĞ¡.mesh	-1	0		0	711000	0
771	Vãn Sän Løc Ğ¸a Miên(sinh trß·ng Trung)	ÖÖÖ²/Ğ¡ÂóÖĞ.mesh	-1	0		0	711001	0
772	Vãn Sän Løc Ğ¸a Miên	ÖÖÖ²/Ğ¡Âó´ó.mesh	10	0		0	711002	0
773	Bình thß¶ng bánh k©o cß¾i	Ï²°ü/ÆÕÍ¨Ï²°ü.mesh	26	0		0	712526	0
774	Cao c¤p bánh k©o cß¾i	Ï²°ü/¸ß¼¶Ï²°ü.mesh	26	0		0	712526	0
775	Xa hoa bánh k©o cß¾i	Ï²°ü/ºÀ»ªÏ²°ü.mesh	26	0		0	712526	0
776	Kính H° Thiên Niên Thäo	²İÒ©¿óÊ¯/ÏÉµ¤ÁéÒ©.obj	26	0		0	710531	0
777	Ğom Ğóm	²İÒ©¿óÊ¯/Ó©»ğ³æ.obj	26	0		0	712527	0
778	Tuyªt Ğôi	0ÎïÆ·/npcÑ©¶Ñ.obj	26	0		0	889270	0
779	Ngày sinh Kh±ng TØ Bäo Tß½ng	Ï²°ü/ºÀ»ªÏ²°ü.mesh	26	0		0	712526	0
780	Niên Thú Bäo Tß½ng	Ï²°ü/ºÀ»ªÏ²°ü.mesh	26	0		0	50052	0
781	Niên Thú Bäo Tß½ng	Ï²°ü/¸ß¼¶Ï²°ü.mesh	26	0		0	50055	0
782	Kh±ng Minh Ğång	²İÒ©¿óÊ¯/¿×Ã÷µÆ1.obj	26	0		0	808085	0
783	Kh±ng Minh Ğång	²İÒ©¿óÊ¯/¿×Ã÷µÆ2.obj	26	0		0	808085	0
784	Kh±ng Minh Ğång	²İÒ©¿óÊ¯/¿×Ã÷µÆ3.obj	26	0		0	808085	0
785	Hß½ng Huân	²İÒ©¿óÊ¯/ÏãŞ¸.obj	8	0		0	710000	0
786	S½n chi	²İÒ©¿óÊ¯/Î¦×Ó.obj	8	0		0	710000	0
787	Song Hoa	²İÒ©¿óÊ¯/Ë«»¨.obj	8	0		0	710000	0
788	Thanh Hi®p	²İÒ©¿óÊ¯/ÇàÒ¶.obj	8	0		0	710000	0
789	H°ng Hoa	²İÒ©¿óÊ¯/ºì»¨.obj	8	0		0	710000	0
790	T× bích khoáng thÕch	²İÒ©¿óÊ¯/Üë±Ì¿óÊ¯.obj	7	0		0	710000	0
791	L¸ch ThÕch	²İÒ©¿óÊ¯/¹â»¬µÄÊ¯Í·.obj	50	0		0	712534	0
792	¿ng Linh	²İÒ©¿óÊ¯/´óÑãÓğÃ«.obj	50	0		0	712534	0
793	Th¤t Di®p Liên	²İÒ©¿óÊ¯/ÆßÒ¶Á«.obj	50	0		0	712534	0
794	BÕch H± ThÕch	²İÒ©¿óÊ¯/kvk°×»¢Ê¯.obj	51	0		0	710016	0
795	Bàn C± ThÕch	²İÒ©¿óÊ¯/kvkÅ®æ´Ê¯.obj	51	0		0	710019	0
796	Thanh Long ThÕch	²İÒ©¿óÊ¯/kvkÇàÁúÊ¯.obj	51	0		0	710015	0
797	Huy«n Vû ThÕch	²İÒ©¿óÊ¯/kvkĞşÎäÊ¯.obj	51	0		0	710018	0
798	Chu Tß¾c ThÕch	²İÒ©¿óÊ¯/kvkÖìÈ¸Ê¯.obj	51	0		0	710017	0
799	HÑa Nguy®n L­ Bao	Ï²°ü/ºÀ»ªÏ²°ü.mesh	26	0		0	712526	0
800	Hy Hæu Hoa B°n	0ÎïÆ·/npc20091111ÜÔÀò»¨Åè.obj	26	0		0	716000	0
801	Hoa lài	0ÎïÆ·/npc20091111ÜÔÀò»¨.obj	26	0		0	716001	0
802	Linh Ng÷c mÕch khoáng	²İÒ©¿óÊ¯/npcÁéÓñ¿óÊ¯20091124.obj	7	0		0	712535	0
803	Khôi Giáp Th¤t LÕc	Ê¦ÃÅÈÎÎñ/npcÉ¢ÂäµÄîø¼×100113.obj	26	0		0	715032	0
804	Thuçn Bài Th¤t LÕc	Ê¦ÃÅÈÎÎñ/npcÉ¢ÂäµÄ¶ÜÅÆ100113.obj	26	0		0	715033	0
805	Binh Khí Th¤t LÕc	Ê¦ÃÅÈÎÎñ/npcÉ¢ÂäµÄ±øÆ÷100113.obj	26	0		0	715034	0
806	Bäo Tß½ng	Ê¦ÃÅÈÎÎñ/°×ÑÕÉ«±¦Ïä.obj	26	0		0	712501	0
807	C¥u phúc L­ HÕp	Ï²°ü/ºÀ»ªÏ²°ü.mesh	26	0		0	712526	0
808	Hß½ng li®u	ÂüÍÓÉ½×¯_ÏãÁÏ.obj	26	0		0	893256	0
809	QuÏnh Ng÷c d¥u tr½n	ÂüÍÓÉ½×¯_ÇíÓñÓÍÖ¬.obj	26	0		0	893257	0
810	C¥m Mµc	ÂüÍÓÉ½×¯_ÇÙÄ¾.obj	26	0		0	893258	0
811	Trß¶ng Xuân ThÕch	²İÒ©¿óÊ¯/npc³¤´º¹ÈµÍ¼¶²É¼¯¿óÊ¯.obj	57	0		0	292002	0
812	Bång Tinh	0ÎïÆ·/npcÏª¹È±ù×©.obj	58	0		0	890127	0
813	G§y trúc	0ÎïÆ·/npcÊñÄÏÖñËñ.obj	58	0		0	890128	0
814	Hoa tß½i	0ÎïÆ·/npcÎ÷¸®º£ÌÄ»¨.obj	58	0		0	890129	0
815	Trß¶ng Xuân ThÕch	²İÒ©¿óÊ¯/npc°×Ïªºş²É¼¯¿óÊ¯.obj	57	0		0	292002	0
816	Ğom Ğóm	²İÒ©¿óÊ¯/ÍìĞÇºÓ×ÏÉ«Ó©»ğ³æ.obj	26	0		0	998289	0
817	Ğom Ğóm	²İÒ©¿óÊ¯/ÍìĞÇºÓºìÉ«Ó©»ğ³æ.obj	26	0		0	998289	0
818	Ğom Ğóm	²İÒ©¿óÊ¯/ÍìĞÇºÓÀ¶É«Ó©»ğ³æ.obj	26	0		0	998289	0
819	Lu§n võ ch÷n r¬ L­ HÕp	0ÎïÆ·/HJ_npcÎÊÇéÀñ´ü23.obj	26	0		0	712526	0
820	Cây hß½ng b°	²İÒ©¿óÊ¯/npc¸Ê²İ.obj	63	0		0	890350	0
821	Cö chi và cö lan	²İÒ©¿óÊ¯/npcÖ¥À¼.obj	63	0		0	890350	0
822	Huyªt Phøc Linh	²İÒ©¿óÊ¯/npcÑªÜòÜß.obj	63	0		0	890350	0
823	Lúa të	²İÒ©¿óÊ¯/npc¾¬µ¾.obj	63	0		0	890350	0
824	Giao bÕch	²İÒ©¿óÊ¯/npcÜú°×.obj	63	0		0	890350	0
825	Doanh Nguy®t Du¦n	²İÒ©¿óÊ¯/npcÓ¯ÔÂËñ.obj	63	0		0	890350	0
826	Thanh Ğ°ng	²İÒ©¿óÊ¯/npcÇàÍ­¿óÊ¯.obj	64	0		0	890350	0
827	Huy«n thiªt	²İÒ©¿óÊ¯/npcĞşÌú¿óÊ¯.obj	64	0		0	890350	0
828	ĞoÕn Nguy®t Ngân	²İÒ©¿óÊ¯/npc¶ÍÔÂÒø¿óÊ¯.obj	64	0		0	890350	0
829	Hoa Chi	²İÒ©¿óÊ¯/npcèëÖ¦.obj	63	0		0	890350	0
830	Sß½ng Trúc	²İÒ©¿óÊ¯/npcËªÖñ.obj	63	0		0	890350	0
831	Trinh Vân Tùng	²İÒ©¿óÊ¯/npcÕêÔÆËÉ.obj	63	0		0	890350	0
832	Cây hß½ng b°·sän lßşng cao	²İÒ©¿óÊ¯/npc¸Ê²İ¸ß¼¶.obj	63	0		0	890350	0
833	Cây hß½ng b°·sän lßşng cao	²İÒ©¿óÊ¯/npc¸Ê²İ¸ß¼¶.obj	63	0		0	890350	0
834	Cö chi và cö lan·sän lßşng cao	²İÒ©¿óÊ¯/npcÖ¥À¼¸ß¼¶.obj	63	0		0	890350	0
835	Huyªt Phøc Linh·sän lßşng cao	²İÒ©¿óÊ¯/npcÑªÜòÜß¸ß¼¶.obj	63	0		0	890350	0
836	Lúa të·sän lßşng cao	²İÒ©¿óÊ¯/npc¾¬µ¾¸ß¼¶.obj	63	0		0	890350	0
837	Lúa të·sän lßşng cao	²İÒ©¿óÊ¯/npc¾¬µ¾¸ß¼¶.obj	63	0		0	890350	0
838	Giao bÕch·sän lßşng cao	²İÒ©¿óÊ¯/npcÜú°×¸ß¼¶.obj	63	0		0	890350	0
839	Doanh Nguy®t Du¦n·sän lßşng cao	²İÒ©¿óÊ¯/npcÓ¯ÔÂËñ¸ß¼¶.obj	63	0		0	890350	0
840	Thanh Ğ°ng·sän lßşng cao	²İÒ©¿óÊ¯/npcÇàÍ­¿óÊ¯¸ß¼¶.obj	64	0		0	890350	0
841	Thanh Ğ°ng·sän lßşng cao	²İÒ©¿óÊ¯/npcÇàÍ­¿óÊ¯¸ß¼¶.obj	64	0		0	890350	0
842	Huy«n thiªt·sän lßşng cao	²İÒ©¿óÊ¯/npcĞşÌú¿óÊ¯¸ß¼¶.obj	64	0		0	890350	0
843	ĞoÕn Nguy®t Ngân·sän lßşng cao	²İÒ©¿óÊ¯/npc¶ÍÔÂÒø¿óÊ¯¸ß¼¶.obj	64	0		0	890350	0
844	Hoa Chi·sän lßşng cao	²İÒ©¿óÊ¯/npcèëÖ¦¸ß¼¶.obj	63	0		0	890350	0
845	Hoa Chi·sän lßşng cao	²İÒ©¿óÊ¯/npcèëÖ¦¸ß¼¶.obj	63	0		0	890350	0
846	Sß½ng Trúc·sän lßşng cao	²İÒ©¿óÊ¯/npcËªÖñ¸ß¼¶.obj	63	0		0	890350	0
847	Trinh Vân Tùng·sän lßşng cao	²İÒ©¿óÊ¯/npcÕêÔÆËÉ¸ß¼¶.obj	63	0		0	890350	0
848	Cö chi và cö lan	²İÒ©¿óÊ¯/npcÖ¥À¼.obj	63	0		0	890350	0
849	Huyªt Phøc Linh	²İÒ©¿óÊ¯/npcÑªÜòÜß.obj	63	0		0	890350	0
850	Bï NgÕn Linh Hoa	²İÒ©¿óÊ¯/npc±Ë°¶Áé»¨.obj	63	0		0	890350	0
851	Giao bÕch	²İÒ©¿óÊ¯/npcÜú°×.obj	63	0		0	890350	0
852	Doanh Nguy®t Du¦n	²İÒ©¿óÊ¯/npcÓ¯ÔÂËñ.obj	63	0		0	890350	0
853	Lßu Hoa Tùng Lµ	²İÒ©¿óÊ¯/npcÁ÷»ªËÉÂ¶.obj	63	0		0	890350	0
854	Huy«n thiªt	²İÒ©¿óÊ¯/npcĞşÌú¿óÊ¯.obj	64	0		0	890350	0
855	ĞoÕn Nguy®t Ngân	²İÒ©¿óÊ¯/npc¶ÍÔÂÒø¿óÊ¯.obj	64	0		0	890350	0
856	Tiêu Hoa Lßu Kim	²İÒ©¿óÊ¯/npcÏö»ªöÌ½ğ¿óÊ¯.obj	64	0		0	890350	0
857	Sß½ng Trúc	²İÒ©¿óÊ¯/npcËªÖñ.obj	63	0		0	890350	0
858	Trinh Vân Tùng	²İÒ©¿óÊ¯/npcÕêÔÆËÉ.obj	63	0		0	890350	0
859	Hoài Nha Ğàn Mµc	²İÒ©¿óÊ¯/npc»³ÑÅÌ´Ä¾.obj	63	0		0	890350	0
860	Cö chi và cö lan·sän lßşng cao	²İÒ©¿óÊ¯/npcÖ¥À¼¸ß¼¶.obj	63	0		0	890350	0
861	Huyªt Phøc Linh·sän lßşng cao	²İÒ©¿óÊ¯/npcÑªÜòÜß¸ß¼¶.obj	63	0		0	890350	0
862	Bï NgÕn Linh Hoa·sän lßşng cao	²İÒ©¿óÊ¯/npc±Ë°¶Áé»¨¸ß¼¶.obj	63	0		0	890350	0
863	Giao bÕch·sän lßşng cao	²İÒ©¿óÊ¯/npcÜú°×¸ß¼¶.obj	63	0		0	890350	0
864	Doanh Nguy®t Du¦n·sän lßşng cao	²İÒ©¿óÊ¯/npcÓ¯ÔÂËñ¸ß¼¶.obj	63	0		0	890350	0
865	Lßu Hoa Tùng Lµ·sän lßşng cao	²İÒ©¿óÊ¯/npcÁ÷»ªËÉÂ¶¸ß¼¶.obj	63	0		0	890350	0
866	Huy«n thiªt·sän lßşng cao	²İÒ©¿óÊ¯/npcĞşÌú¿óÊ¯¸ß¼¶.obj	64	0		0	890350	0
867	ĞoÕn Nguy®t Ngân·sän lßşng cao	²İÒ©¿óÊ¯/npc¶ÍÔÂÒø¿óÊ¯¸ß¼¶.obj	64	0		0	890350	0
868	Tiêu Hoa Lßu Kim·sän lßşng cao	²İÒ©¿óÊ¯/npcÏö»ªöÌ½ğ¿óÊ¯¸ß¼¶.obj	64	0		0	890350	0
869	Sß½ng Trúc·sän lßşng cao	²İÒ©¿óÊ¯/npcËªÖñ¸ß¼¶.obj	63	0		0	890350	0
870	Trinh Vân Tùng·sän lßşng cao	²İÒ©¿óÊ¯/npcÕêÔÆËÉ¸ß¼¶.obj	63	0		0	890350	0
871	Hoài Nha Ğàn Mµc·sän lßşng cao	²İÒ©¿óÊ¯/npc»³ÑÅÌ´Ä¾¸ß¼¶.obj	63	0		0	890350	0
872	Xß½ng khô	npc_2024¿İ¹Ç¶Ñ.obj	26	0		0	890368	0
873	NgÕc Ngß Ğän	npc_2024²É¼¯µãöùÓãµ°.obj	26	0		0	890369	0
874	Cây trÕng nguyên	npc_2024²É¼¯µãÒ»Æ·ºì.obj	26	0		0	890370	0
