INT	STRING	STRING	STRING	INT	INT	INT
368	菩提老祖	#{DSJD_240520_222}	set:NPCHead12 image:NPCHead12_2	6000	0	0
369	菩提老祖	#{DSJD_240520_254}	set:NPCHead12 image:NPCHead12_2	6000	0	0
370	唐僧	#{DHJDY_240521_187}	set:NPCHead13 image:NPCHead13_2	6000	0	0
371	唐僧	#{DHJDY_240521_188}	set:NPCHead13 image:NPCHead13_2	6000	0	0
372	菩提老祖	#{DSJD_240520_45}	set:NPCHead12 image:NPCHead12_2	6000	0	0
373	唐僧·移魂后	#{DHEJ_240521_276}	set:NPCHead13 image:NPCHead13_2	6000	0	0
374	唐僧·移魂后	#{DHEJ_240521_278}	set:NPCHead13 image:NPCHead13_2	6000	0	0
375	唐僧·移魂后	#{DHEJ_240521_279}	set:NPCHead13 image:NPCHead13_2	6000	0	0
376	天将	#{DHEJ_240521_280}	set:NPCHead13 image:NPCHead13_3	6000	0	0
377	悟空·移魂后	#{DHEJ_240521_281}	set:NPCHead13 image:NPCHead13_1	6000	0	0
378	天将	#{DHEJ_240521_285}	set:NPCHead13 image:NPCHead13_3	6000	0	0
379	天将	#{DHEJ_240521_286}	set:NPCHead13 image:NPCHead13_3	6000	0	0
380	唐僧·移魂后	#{DHEJ_240521_287}	set:NPCHead13 image:NPCHead13_2	6000	0	0
381	天将	#{DHEJ_240521_288}	set:NPCHead13 image:NPCHead13_3	6000	0	0
382	天将	#{DHEJ_240521_289}	set:NPCHead13 image:NPCHead13_3	6000	0	0
383	菩提老祖	#{QXPVE_240628_13}	set:NPCHead12 image:NPCHead12_2	6000	0	0
384	菩提老祖	#{QXPVE_240628_14}	set:NPCHead12 image:NPCHead12_2	6000	0	0
385	菩提老祖	#{QXPVE_240628_15}	set:NPCHead12 image:NPCHead12_2	6000	0	0
386	牛魔王	#{QXPVE_240628_16}	set:NPCHead11 image:NPCHead11_2	6000	0	0
387	孙悟空	#{QXPVE_240628_17}	set:NPCHead13 image:NPCHead13_1	6000	0	0
388	二郎神	#{QXPVE_240628_18}	set:NPCHead12 image:NPCHead12_1	6000	0	0
389	菩提老祖	#{QXPVE_240628_1}	set:NPCHead12 image:NPCHead12_2	6000	0	0
390	菩提老祖	#{QXPVE_240628_2}	set:NPCHead12 image:NPCHead12_2	6000	0	0
391	菩提老祖	#{QXPVE_240628_3}	set:NPCHead12 image:NPCHead12_2	6000	0	0
392	菩提老祖	#{QXPVE_240628_4}	set:NPCHead12 image:NPCHead12_2	6000	0	0
393	菩提老祖	#{QXPVE_240628_5}	set:NPCHead12 image:NPCHead12_2	6000	0	0
394	菩提老祖	#{QXPVE_240628_6}	set:NPCHead12 image:NPCHead12_2	6000	0	0
395	菩提老祖	#{QXPVE_240628_7}	set:NPCHead12 image:NPCHead12_2	6000	0	0
396	菩提老祖	#{QXPVE_240628_8}	set:NPCHead12 image:NPCHead12_2	6000	0	0
397	菩提老祖	#{QXPVE_240628_9}	set:NPCHead12 image:NPCHead12_2	6000	0	0
398	菩提老祖	#{QXPVE_240628_10}	set:NPCHead12 image:NPCHead12_2	6000	0	0
399	菩提老祖	#{QXPVE_240628_11}	set:NPCHead12 image:NPCHead12_2	6000	0	0
400	菩提老祖	#{QXPVE_240628_12}	set:NPCHead12 image:NPCHead12_2	6000	0	0
401	菩提老祖	#{QXPVE_240628_28}	set:NPCHead12 image:NPCHead12_2	6000	0	0
402	菩提老祖	#{QXPVE_240628_19}	set:NPCHead12 image:NPCHead12_2	6000	0	0
403	菩提老祖	#{QXPVE_240628_20}	set:NPCHead12 image:NPCHead12_2	6000	0	0
404	菩提老祖	#{QXPVE_240628_21}	set:NPCHead12 image:NPCHead12_2	6000	0	0
405	菩提老祖	#{QXPVE_240628_22}	set:NPCHead12 image:NPCHead12_2	6000	0	0
406	菩提老祖	#{QXPVE_240628_23}	set:NPCHead12 image:NPCHead12_2	6000	0	0
407	菩提老祖	#{QXPVE_240628_24}	set:NPCHead12 image:NPCHead12_2	6000	0	0
408	牛魔王	#{QXPVE_240628_25}	set:NPCHead11 image:NPCHead11_2	6000	0	0
409	孙悟空	#{QXPVE_240628_26}	set:NPCHead13 image:NPCHead13_1	6000	0	0
410	二郎神	#{QXPVE_240628_27}	set:NPCHead12 image:NPCHead12_1	6000	0	0
411	葡萄小祖	#{LLKC_240517_47}	set:NPCHead11 image:NPCHead11_5	6000	0	0
412	葡萄小祖	#{LLKC_240517_51}	set:NPCHead11 image:NPCHead11_5	6000	0	0
413	白晶晶	#{LLKC_240517_78}	set:NPCHead11 image:NPCHead11_4	6000	0	0
414	白晶晶	#{LLKC_240517_81}	set:NPCHead11 image:NPCHead11_4	6000	0	0
415	白晶晶	#{LLKC_240517_89}	set:NPCHead11 image:NPCHead11_4	6000	0	0
416	白晶晶	#{LLKC_240517_92}	set:NPCHead11 image:NPCHead11_4	6000	0	0
417	白晶晶	#{LLKC_240517_95}	set:NPCHead11 image:NPCHead11_4	6000	0	0
418	白晶晶	#{LLKC_240517_98}	set:NPCHead11 image:NPCHead11_4	6000	0	0
419	白晶晶	#{LLKC_240517_101}	set:NPCHead11 image:NPCHead11_4	6000	0	0
420	白晶晶	#{LLKC_240517_104}	set:NPCHead11 image:NPCHead11_4	6000	0	0
421	白晶晶	#{LLKC_240517_107}	set:NPCHead11 image:NPCHead11_4	6000	0	0
422	白晶晶	#{LLKC_240517_112}	set:NPCHead11 image:NPCHead11_4	6000	0	0
423	白晶晶	#{LLKC_240517_115}	set:NPCHead11 image:NPCHead11_4	6000	0	0
424	紫霞仙子	#{LLKC_240517_113}	set:NPCHead12 image:NPCHead12_4	6000	0	0
425	牛夫人	#{LLKC_240517_114}	set:NPCHead11 image:NPCHead11_6	6000	0	0
426	紫霞仙子	#{LLKC_240517_116}	set:NPCHead12 image:NPCHead12_4	6000	0	0
427	牛夫人	#{LLKC_240517_117}	set:NPCHead11 image:NPCHead11_6	6000	0	0
428	葡萄小祖	#{LLKC_240517_50}	set:NPCHead11 image:NPCHead11_5	6000	0	0
429	白晶晶	#{LLKC_240517_61}	set:NPCHead11 image:NPCHead11_4	6000	0	0
430	白晶晶	#{LLKC_240517_62}	set:NPCHead11 image:NPCHead11_4	6000	0	0
431	白晶晶	#{LLKC_240517_63}	set:NPCHead11 image:NPCHead11_4	6000	0	0
432	白晶晶	#{LLKC_240517_64}	set:NPCHead11 image:NPCHead11_4	6000	0	0
433	紫霞仙子	#{LLKC_240517_65}	set:NPCHead12 image:NPCHead12_4	6000	0	0
434	紫霞仙子	#{LLKC_240517_66}	set:NPCHead12 image:NPCHead12_4	6000	0	0
435	紫霞仙子	#{LLKC_240517_67}	set:NPCHead12 image:NPCHead12_4	6000	0	0
436	紫霞仙子	#{LLKC_240517_68}	set:NPCHead12 image:NPCHead12_4	6000	0	0
437	牛夫人	#{LLKC_240517_69}	set:NPCHead11 image:NPCHead11_6	6000	0	0
438	牛夫人	#{LLKC_240517_70}	set:NPCHead11 image:NPCHead11_6	6000	0	0
439	牛夫人	#{LLKC_240517_71}	set:NPCHead11 image:NPCHead11_6	6000	0	0
440	牛夫人	#{LLKC_240517_72}	set:NPCHead11 image:NPCHead11_6	6000	0	0
441	紫霞仙子	#{LLKC_240517_79}	set:NPCHead12 image:NPCHead12_4	6000	0	0
442	牛夫人	#{LLKC_240517_80}	set:NPCHead11 image:NPCHead11_6	6000	0	0
443	紫霞仙子	#{LLKC_240517_82}	set:NPCHead12 image:NPCHead12_4	6000	0	0
444	牛夫人	#{LLKC_240517_83}	set:NPCHead11 image:NPCHead11_6	6000	0	0
445	紫霞仙子	#{LLKC_240517_90}	set:NPCHead12 image:NPCHead12_4	6000	0	0
446	牛夫人	#{LLKC_240517_91}	set:NPCHead11 image:NPCHead11_6	6000	0	0
447	紫霞仙子	#{LLKC_240517_93}	set:NPCHead12 image:NPCHead12_4	6000	0	0
448	牛夫人	#{LLKC_240517_94}	set:NPCHead11 image:NPCHead11_6	6000	0	0
449	紫霞仙子	#{LLKC_240517_96}	set:NPCHead12 image:NPCHead12_4	6000	0	0
450	牛夫人	#{LLKC_240517_97}	set:NPCHead11 image:NPCHead11_6	6000	0	0
451	紫霞仙子	#{LLKC_240517_99}	set:NPCHead12 image:NPCHead12_4	6000	0	0
452	牛夫人	#{LLKC_240517_100}	set:NPCHead11 image:NPCHead11_6	6000	0	0
453	紫霞仙子	#{LLKC_240517_102}	set:NPCHead12 image:NPCHead12_4	6000	0	0
454	牛夫人	#{LLKC_240517_103}	set:NPCHead11 image:NPCHead11_6	6000	0	0
455	紫霞仙子	#{LLKC_240517_105}	set:NPCHead12 image:NPCHead12_4	6000	0	0
456	牛夫人	#{LLKC_240517_106}	set:NPCHead11 image:NPCHead11_6	6000	0	0
457	紫霞仙子	#{LLKC_240517_108}	set:NPCHead12 image:NPCHead12_4	6000	0	0
458	牛夫人	#{LLKC_240517_109}	set:NPCHead11 image:NPCHead11_6	6000	0	0
459	灵灵鸠	#{ZDBT_240703_242}	set:NPCHead12 image:NPCHead12_6	6000	0	0
460	灵灵鸠	#{ZDBT_240703_264}	set:NPCHead12 image:NPCHead12_6	6000	0	0
461	紫霞	#{DSJD_240520_90}	set:NPCHead12 image:NPCHead12_4	6000	0	0
462	至尊宝	#{DSJD_240520_315}	set:NPCHead12 image:NPCHead12_3	6000	0	0
463	紫霞	#{DSJD_240520_314}	set:NPCHead12 image:NPCHead12_4	6000	0	0
464	天将	#{DHEJ_240521_314}	set:NPCHead13 image:NPCHead13_3	6000	0	0
465	唐僧·移魂后	#{DHEJ_240521_315}	set:NPCHead13 image:NPCHead13_2	6000	0	0
466	天将	#{DHEJ_240521_316}	set:NPCHead13 image:NPCHead13_3	6000	0	0
467	唐僧·移魂后	#{DHEJ_240521_317}	set:NPCHead13 image:NPCHead13_2	6000	0	0
468	唐僧·移魂后	#{DHEJ_240521_319}	set:NPCHead13 image:NPCHead13_2	6000	0	0
469	悟空·移魂后	#{DHEJ_240521_320}	set:NPCHead13 image:NPCHead13_1	6000	0	0
470	天将	#{DHEJ_240521_321}	set:NPCHead13 image:NPCHead13_3	6000	0	0
471	悟空·移魂后	#{DHEJ_240521_323}	set:NPCHead13 image:NPCHead13_1	6000	0	0
472	唐僧·移魂后	#{DHEJ_240521_324}	set:NPCHead13 image:NPCHead13_2	6000	0	0
473	至尊宝	#{DSJD_240520_317}	set:NPCHead12 image:NPCHead12_3	6000	0	0
474	至尊宝	#{DSJD_240520_318}	set:NPCHead12 image:NPCHead12_3	6000	0	0
475	至尊宝	#{DSJD_240520_324}	set:NPCHead12 image:NPCHead12_3	6000	0	0
476	已废弃可用	#{ZDBT_240703_219}	set:NPCHead02 image:NPCHead02_1	6000	0	0
477	已废弃可用	#{ZDBT_240703_220}	set:NPCHead02 image:NPCHead02_1	6000	0	0
478	孙悟空	#{DHJDY_240521_198}	set:NPCHead13 image:NPCHead13_1	6000	0	0
479	紫霞仙子	#{DHJDY_240521_200}	set:NPCHead12 image:NPCHead12_4	6000	0	0
480	不留行	#{ZDBT_240703_241}	set:NPCHead13 image:NPCHead13_5	6000	0	0
481	灵灵鸠	#{ZDBT_240703_63}	set:NPCHead12 image:NPCHead12_6	6000	0	0
482	菩提老祖	#{QXPVE_240628_69}	set:NPCHead12 image:NPCHead12_2	6000	0	0
483	哈里克	#{DDDB_20240711_144}	set:NPCHead14 image:NPCHead14_1	6000	0	0
484	灵灵鸠	#{ZDBT_240703_64}	set:NPCHead12 image:NPCHead12_6	6000	0	0
485	灵灵鸠	#{ZDBT_240703_67}	set:NPCHead12 image:NPCHead12_6	6000	0	0
486	灵灵鸠	#{ZDBT_240703_69}	set:NPCHead12 image:NPCHead12_6	6000	0	0
487	灵灵鸠	#{ZDBT_240703_73}	set:NPCHead12 image:NPCHead12_6	6000	0	0
488	灵灵鸠	#{ZDBT_240703_284}	set:NPCHead12 image:NPCHead12_6	6000	0	0
489	灵灵鸠	#{ZDBT_240703_285}	set:NPCHead12 image:NPCHead12_6	6000	0	0
490	灵灵鸠	#{ZDBT_240703_286}	set:NPCHead12 image:NPCHead12_6	6000	0	0
491	灵灵鸠	#{ZDBT_240703_313}	set:NPCHead12 image:NPCHead12_6	6000	0	0
492	陈无垢	#{DDDB_20240711_261}	set:NPCHead13 image:NPCHead13_6	6000	0	0
493	陈无垢	#{DDDB_20240711_262}	set:NPCHead13 image:NPCHead13_6	6000	0	0
494	陈无垢	#{DDDB_20240711_263}	set:NPCHead13 image:NPCHead13_6	6000	0	0
495	大黑熊	#{BXDK_240909_85}	set:NPCHead14 image:NPCHead14_3	6000	0	0
496	大黑熊	#{BXDK_240909_86}	set:NPCHead14 image:NPCHead14_3	6000	0	0
497	大黑熊	#{BXDK_240909_87}	set:NPCHead14 image:NPCHead14_3	6000	0	0
498	大黑熊	#{BXDK_240909_88}	set:NPCHead14 image:NPCHead14_3	6000	0	0
499	大黑熊	#{BXDK_240909_94}	set:NPCHead14 image:NPCHead14_3	6000	0	0
500	燕赤霞	#{BXDZ_240918_89}	set:NPCHead20 image:NPCHead20_2	10000	0	0
501	燕赤霞	#{BXDZ_240918_90}	set:NPCHead20 image:NPCHead20_2	10000	0	0
502	燕赤霞	#{BXDZ_240918_91}	set:NPCHead20 image:NPCHead20_2	10000	0	0
503	燕赤霞	#{BXDZ_240918_92}	set:NPCHead20 image:NPCHead20_2	10000	0	0
504	燕赤霞	#{BXDZ_240918_93}	set:NPCHead20 image:NPCHead20_2	10000	0	0
505	燕赤霞	#{BXDZ_240918_94}	set:NPCHead20 image:NPCHead20_2	10000	0	0
506	燕赤霞	#{BXDZ_240918_95}	set:NPCHead20 image:NPCHead20_2	10000	0	0
507	燕赤霞	#{BXDZ_240918_96}	set:NPCHead20 image:NPCHead20_2	10000	0	0
508	燕赤霞	#{BXDZ_240918_97}	set:NPCHead20 image:NPCHead20_2	10000	0	0
509	宋军统帅	#{BXGZ_240927_05}	set:NPCHead02 image:NPCHead02_2	6000	0	0
510	辽军统帅	#{BXGZ_240927_05}	set:NPCHead02 image:NPCHead02_1	6000	0	0
511	豹小红	#{BXDR_20240920_179}	set:NPCHead14 image:NPCHead14_4	6000	0	0
512	豹小红	#{BXDR_20240920_180}	set:NPCHead14 image:NPCHead14_4	6000	0	0
513	豹小黄	#{BXDR_20240920_181}	set:NPCHead14 image:NPCHead14_5	6000	0	0
514	豹小黄	#{BXDR_20240920_182}	set:NPCHead14 image:NPCHead14_5	6000	0	0
515	豹小蓝	#{BXDR_20240920_183}	set:NPCHead14 image:NPCHead14_6	6000	0	0
516	豹小蓝	#{BXDR_20240920_184}	set:NPCHead14 image:NPCHead14_6	6000	0	0
517	豹小绿	#{BXDR_20240920_185}	set:NPCHead15 image:NPCHead15_1	6000	0	0
518	豹小绿	#{BXDR_20240920_186}	set:NPCHead15 image:NPCHead15_1	6000	0	0
519	豹小紫	#{BXDR_20240920_187}	set:NPCHead15 image:NPCHead15_2	6000	0	0
520	豹小紫	#{BXDR_20240920_188}	set:NPCHead15 image:NPCHead15_2	6000	0	0
521	豹小红	#{BXDR_20240920_205}	set:NPCHead14 image:NPCHead14_4	6000	0	0
522	豹小红	#{BXDR_20240920_206}	set:NPCHead14 image:NPCHead14_4	6000	0	0
523	豹小黄	#{BXDR_20240920_205}	set:NPCHead14 image:NPCHead14_5	6000	0	0
524	豹小黄	#{BXDR_20240920_206}	set:NPCHead14 image:NPCHead14_5	6000	0	0
525	豹小蓝	#{BXDR_20240920_205}	set:NPCHead14 image:NPCHead14_6	6000	0	0
526	豹小蓝	#{BXDR_20240920_206}	set:NPCHead14 image:NPCHead14_6	6000	0	0
527	豹小绿	#{BXDR_20240920_205}	set:NPCHead15 image:NPCHead15_1	6000	0	0
528	豹小绿	#{BXDR_20240920_206}	set:NPCHead15 image:NPCHead15_1	6000	0	0
529	豹小紫	#{BXDR_20240920_205}	set:NPCHead15 image:NPCHead15_2	6000	0	0
530	豹小紫	#{BXDR_20240920_206}	set:NPCHead15 image:NPCHead15_2	6000	0	0
531	燕赤霞	#{BXDZ_240918_366}	set:NPCHead20 image:NPCHead20_2	6000	0	0
532	燕赤霞	#{BXDZ_240918_367}	set:NPCHead20 image:NPCHead20_2	6000	0	0
533	乌漆嘛黑	#{SXXG_241111_235}	set:NPCHead15 image:NPCHead15_3	6000	0	0
534	伙伴蛊惑猫	#{SXXG_241111_236}	set:NPCHead15 image:NPCHead15_5	6000	0	0
535	乌漆嘛黑真身	#{SXXG_241111_237}	set:NPCHead15 image:NPCHead15_6	6000	0	0
536	伙伴蛊惑猫	#{SXXG_241111_239}	set:NPCHead15 image:NPCHead15_5	6000	0	0
537	蛇小瑞	#{SXXG_241111_246}	set:NPCHead15 image:NPCHead15_4	6000	0	0
538	白泽	#{KWCC_241219_18}	set:NPCHead19 image:NPCHead19_1	6000	0	0
539	白泽	#{KWCC_241219_36}	set:NPCHead19 image:NPCHead19_1	6000	0	0
540	千机	#{ZSYC_241211_77}	set:NPCHead19 image:NPCHead19_2	6000	0	0
541	千机	#{ZSYC_241211_79}	set:NPCHead19 image:NPCHead19_2	6000	0	0
542	千机	#{ZSYC_241211_80}	set:NPCHead19 image:NPCHead19_2	6000	0	0
543	千机	#{ZSYC_241211_81}	set:NPCHead19 image:NPCHead19_2	6000	0	0
544	千机	#{ZSYC_241211_86}	set:NPCHead19 image:NPCHead19_2	6000	0	0
545	千机	#{ZSYC_241211_89}	set:NPCHead19 image:NPCHead19_2	6000	0	0
546	千机	#{ZSYC_241211_90}	set:NPCHead19 image:NPCHead19_2	6000	0	0
547	千机	#{ZSYC_241211_91}	set:NPCHead19 image:NPCHead19_2	6000	0	0
548	千机	#{ZSYC_241211_92}	set:NPCHead19 image:NPCHead19_2	6000	0	0
549	踏荒寅虎	#{KWRW_241218_71}	set:NPCHead16 image:NPCHead16_5	6000	0	0
550	踏荒寅虎	#{KWRW_241218_72}	set:NPCHead16 image:NPCHead16_5	6000	0	0
551	白泽	#{KWRW_241218_73}	set:NPCHead19 image:NPCHead19_1	6000	0	0
552	白泽	#{KWRW_241218_89}	set:NPCHead19 image:NPCHead19_1	6000	0	0
553	白泽	#{KWRW_241218_93}	set:NPCHead19 image:NPCHead19_1	6000	0	0
554	白泽	#{KWRW_241218_94}	set:NPCHead19 image:NPCHead19_1	6000	0	0
555	神秘声音	#{KWRW_241218_151}	set:NPCHead16 image:NPCHead16_6	6000	0	0
556	神秘声音	#{KWRW_241218_116}	set:NPCHead16 image:NPCHead16_6	6000	0	0
557	神秘声音	#{KWRW_241218_153}	set:NPCHead16 image:NPCHead16_6	6000	0	0
558	神秘声音	#{KWRW_241218_154}	set:NPCHead16 image:NPCHead16_6	6000	0	0
559	神秘声音	#{KWRW_241218_155}	set:NPCHead16 image:NPCHead16_6	6000	0	0
560	神秘声音	#{KWRW_241218_156}	set:NPCHead16 image:NPCHead16_6	6000	0	0
561	九尾灵狐	#{SJYY_20241216_257}	set:NPCHead03 image:NPCHead03_3	6000	0	0
562	九尾灵狐	#{SJYY_20241216_258}	set:NPCHead03 image:NPCHead03_3	6000	0	0
563	千机	#{ZSYC_241211_268}	set:NPCHead15 image:NPCHead15_2	6000	0	0
564	展长风	#{TLCJ_20240709_272}	set:NPCHead19 image:NPCHead19_5	6000	0	0
565	展长风	#{TLCJ_20240709_273}	set:NPCHead19 image:NPCHead19_5	6000	0	0
566	展长风	#{TLCJ_20240709_274}	set:NPCHead19 image:NPCHead19_5	6000	0	0
567	展长风	#{TLCJ_20240709_275}	set:NPCHead19 image:NPCHead19_5	6000	0	0
568	展长风	#{TLCJ_20240709_276}	set:NPCHead19 image:NPCHead19_5	6000	0	0
569	禁卫统领	#{SWZJ_250328_48}	set:NPCHead19 image:NPCHead19_4	6000	0	0
570	禁卫统领	#{SWZJ_250328_50}	set:NPCHead19 image:NPCHead19_4	6000	0	0
571	阿达	#{JOMY_20250403_214}	set:NPCHead19 image:NPCHead19_3	6000	0	0
572	展长风	#{TLCJ_250319_34}	set:NPCHead19 image:NPCHead19_5	6000	0	0
573	燕赤霞	#{BXDZ_250616_10}	set:NPCHead20 image:NPCHead20_2	6000	0	0
574	燕赤霞	#{BXDZ_250616_03}	set:NPCHead20 image:NPCHead20_2	6000	0	0
575	血槐姥姥	#{DZSY_250611_128}	set:NPCHead20 image:NPCHead20_6	6000	0	0
576	燕赤霞	#{DZSY_250611_129}	set:NPCHead20 image:NPCHead20_2	6000	0	0
577	燕赤霞	#{DZSY_250611_130}	set:NPCHead20 image:NPCHead20_2	6000	0	0
578	血槐姥姥	#{DZSY_250611_131}	set:NPCHead20 image:NPCHead20_6	6000	0	0
579	燕赤霞	#{DZSY_250611_104}	set:NPCHead20 image:NPCHead20_2	6000	0	0
580	萧峰心魔	#{DZSY_250611_132}	set:NPCHead01 image:NPCHead01_6	6000	0	0
581	燕赤霞	#{DZSY_250611_121}	set:NPCHead20 image:NPCHead20_2	6000	0	0
582	聂小倩	#{HXWS_20250613_7}	set:NPCHead20 image:NPCHead20_5	6000	0	0
583	血槐姥姥	#{DZSY_250611_137}	set:NPCHead20 image:NPCHead20_6	6000	0	0
584	燕赤霞	#{DZSY_250611_138}	set:NPCHead20 image:NPCHead20_2	6000	0	0
585	腐秽罗刹	#{DZSY_250611_139}	set:NPCHead20 image:NPCHead20_3	6000	0	0
586	血槐姥姥	#{DZSY_250611_140}	set:NPCHead20 image:NPCHead20_6	6000	0	0
587	腐秽罗刹	#{DZSY_250611_141}	set:NPCHead20 image:NPCHead20_3	6000	0	0
588	血槐姥姥	#{DZSY_250611_142}	set:NPCHead20 image:NPCHead20_6	6000	0	0
589	宁采臣	#{HXWS_20250613_68}	set:NPCHead19 image:NPCHead19_6	6000	0	0
590	宁采臣	#{HXWS_20250613_69}	set:NPCHead19 image:NPCHead19_6	6000	0	0
591	宁采臣	#{HXWS_20250613_70}	set:NPCHead19 image:NPCHead19_6	6000	0	0
592	宁采臣	#{HXWS_20250613_71}	set:NPCHead19 image:NPCHead19_6	6000	0	0
593	宁采臣	#{QXPVE_250701_11}	set:NPCHead19 image:NPCHead19_6	6000	0	0
594	月槐女妖	#{QXPVE_250701_12}	set:NPCHead20 image:NPCHead20_1	6000	0	0
595	月槐女妖	#{QXPVE_250701_13}	set:NPCHead20 image:NPCHead20_1	6000	0	0
596	宁采臣	#{QXPVE_250701_14}	set:NPCHead19 image:NPCHead19_6	6000	0	0
597	腐秽罗刹	#{DZSY_250611_148}	set:NPCHead20 image:NPCHead20_3	6000	0	0
598	宁采臣	#{DZSY_250611_149}	set:NPCHead20 image:NPCHead20_4	6000	0	0
599	腐秽罗刹	#{DZSY_250611_150}	set:NPCHead20 image:NPCHead20_3	6000	0	0
600	聂小倩	#{DZSY_250611_151}	set:NPCHead20 image:NPCHead20_5	6000	0	0
601	血槐姥姥	#{DZSY_250611_152}	set:NPCHead20 image:NPCHead20_6	6000	0	0
602	聂小倩	#{DZSY_250611_153}	set:NPCHead20 image:NPCHead20_5	6000	0	0
603	血槐姥姥	#{DZSY_250611_154}	set:NPCHead20 image:NPCHead20_6	6000	0	0
604	铁丑	#{DFYR_250725_94}	set:NPCHead21 image:NPCHead21_5	6000	0	0
605	灵灵铃	#{DFYR_250725_95}	set:NPCHead21 image:NPCHead21_2	6000	0	0
606	灵灵铃	#{DFYR_250725_97}	set:NPCHead21 image:NPCHead21_2	6000	0	0
607	灵灵铃	#{DFYR_250725_102}	set:NPCHead21 image:NPCHead21_2	6000	0	0
608	阿紫	#{DFYR_250725_107}	set:NPCHead21 image:NPCHead21_1	6000	0	0
609	灵灵铃	#{DFYR_250725_107}	set:NPCHead21 image:NPCHead21_2	6000	0	0
610	灵灵铃	#{DFYR_250725_113}	set:NPCHead21 image:NPCHead21_2	6000	0	0
611	阿紫	#{DFYR_250725_119}	set:NPCHead21 image:NPCHead21_1	6000	0	0
612	阿紫	#{DFYR_250725_120}	set:NPCHead21 image:NPCHead21_1	6000	0	0
613	神秘高人	#{DFYR_250725_121}	set:NPCHead21 image:NPCHead21_4	6000	0	0
614	神秘高人	#{DFYR_250725_122}	set:NPCHead21 image:NPCHead21_4	6000	0	0
615	神秘高人	#{DFYR_250725_123}	set:NPCHead21 image:NPCHead21_4	6000	0	0
616	神秘高人	#{DFYR_250725_124}	set:NPCHead21 image:NPCHead21_4	6000	0	0
617	神秘高人	#{DFYR_250725_186}	set:NPCHead21 image:NPCHead21_4	6000	0	0
618	灵灵铃	#{DFYR_250725_196}	set:NPCHead21 image:NPCHead21_2	6000	0	0
619	神秘高人	#{DFYR_250725_197}	set:NPCHead21 image:NPCHead21_4	6000	0	0
620	神秘高人	#{DFYR_250725_198}	set:NPCHead21 image:NPCHead21_4	6000	0	0
621	阿紫	#{DFYR_250725_179}	set:NPCHead21 image:NPCHead21_1	6000	0	0
622	阿紫	#{DFYR_250725_176}	set:NPCHead21 image:NPCHead21_1	6000	0	0
623	铁丑	#{DFYR_250725_212}	set:NPCHead21 image:NPCHead21_5	6000	0	0
624	灵灵铃	#{DFYR_250725_213}	set:NPCHead21 image:NPCHead21_2	6000	0	0
625	铁丑	#{DFYR_250725_214}	set:NPCHead21 image:NPCHead21_5	6000	0	0
626	灵灵铃	#{DFYR_250725_215}	set:NPCHead21 image:NPCHead21_2	6000	0	0
627	阿紫	#{DFYR_250725_218}	set:NPCHead21 image:NPCHead21_1	6000	0	0
628	阿紫	#{DFYR_250725_227}	set:NPCHead21 image:NPCHead21_1	6000	0	0
629	阿紫	#{DFYR_250725_228}	set:NPCHead21 image:NPCHead21_1	6000	0	0
630	灵灵铃	#{DFYR_250725_230}	set:NPCHead21 image:NPCHead21_2	6000	0	0
631	阿紫	#{DFYR_250725_231}	set:NPCHead21 image:NPCHead21_1	6000	0	0
632	神秘高人	#{DFYR_250725_232}	set:NPCHead21 image:NPCHead21_4	6000	0	0
633	阿紫	#{DFYR_250725_109}	set:NPCHead21 image:NPCHead21_1	6000	0	0
