INT	INT	INT	INT	INT
931	10142450	-1	-1	46479
932	10142451	-1	-1	46480
933	10142452	-1	-1	46481
934	10142453	-1	-1	46482
935	10142454	-1	-1	46483
936	10142455	-1	-1	46484
937	10142456	-1	-1	46485
938	10142457	-1	-1	46486
939	10142458	-1	-1	46487
940	10142459	-1	-1	39596
941	10142460	-1	-1	39597
942	10142461	-1	-1	39598
943	10142462	-1	-1	39599
944	10142463	-1	-1	39600
945	10142464	-1	-1	39601
946	10142465	-1	-1	39602
947	10142466	-1	-1	39603
948	10142467	-1	-1	39604
949	10142468	-1	-1	39605
950	10142469	-1	-1	39606
951	10142470	-1	-1	39607
952	10142471	-1	-1	39608
953	10142472	-1	-1	39609
954	10142473	-1	-1	39610
955	10142474	-1	-1	39611
956	10142475	-1	-1	39612
957	10142476	-1	-1	39613
958	10142477	-1	-1	47579
959	10142478	-1	-1	47580
960	10142479	-1	-1	47581
961	10142480	-1	-1	47582
962	10142481	-1	-1	47583
963	10142482	-1	-1	47584
964	10142483	-1	-1	47585
965	10142484	-1	-1	47586
966	10142485	-1	-1	47587
967	10142486	-1	-1	47588
968	10142487	-1	-1	47589
969	10142488	-1	-1	47590
970	10142489	-1	-1	47591
971	10142490	-1	-1	47592
972	10142491	-1	-1	47593
973	10142492	-1	-1	47594
974	10142510	-1	-1	47616
975	10142511	-1	-1	47617
976	10142512	-1	-1	47618
977	10142513	-1	-1	47619
978	10142514	-1	-1	47620
979	10142515	-1	-1	47621
980	10142516	-1	-1	47622
981	10142517	-1	-1	47623
982	10142518	-1	-1	47624
983	10142519	-1	-1	47625
984	10142520	-1	-1	47626
985	10142521	-1	-1	47627
986	10142522	-1	-1	47628
987	10142523	-1	-1	47629
988	10142524	-1	-1	47630
989	10142525	-1	-1	47631
990	10142526	-1	-1	47632
991	10142527	-1	-1	47633
992	10142528	-1	-1	47766
993	10142529	-1	-1	47767
994	10142530	-1	-1	47768
995	10142531	-1	-1	47769
996	10142532	-1	-1	47770
997	10142533	-1	-1	47771
998	10142534	-1	-1	47772
999	10142535	-1	-1	47773
1000	10142536	-1	-1	47774
1001	10142537	-1	-1	47775
1002	10142538	-1	-1	47776
1003	10142539	-1	-1	47777
1004	10142540	-1	-1	47778
1005	10142541	-1	-1	47779
1006	10142542	-1	-1	47780
1007	10142543	-1	-1	47781
1008	10142544	-1	-1	47782
1009	10142545	-1	-1	47783
1010	10142546	-1	-1	47792
1011	10142547	-1	-1	47793
1012	10142548	-1	-1	47794
1013	10142549	-1	-1	47795
1014	10142550	-1	-1	47796
1015	10142551	-1	-1	47797
1016	10142552	-1	-1	47798
1017	10142553	-1	-1	47799
1018	10142554	-1	-1	47800
1019	10142555	-1	-1	47801
1020	10142556	-1	-1	47802
1021	10142557	-1	-1	47803
1022	10142558	-1	-1	47804
1023	10142559	-1	-1	47805
1024	10142560	-1	-1	47806
1025	10142561	-1	-1	47807
1026	10142562	-1	-1	47808
1027	10142563	-1	-1	47809
1028	10142564	-1	-1	47818
1029	10142565	-1	-1	47819
1030	10142566	-1	-1	47820
1031	10142567	-1	-1	47821
1032	10142568	-1	-1	47822
1033	10142569	-1	-1	47823
1034	10142570	-1	-1	47824
1035	10142571	-1	-1	47825
1036	10142572	-1	-1	47826
1037	10142573	-1	-1	47827
1038	10142574	-1	-1	47828
1039	10142575	-1	-1	47829
1040	10142576	-1	-1	47830
1041	10142577	-1	-1	47831
1042	10142578	-1	-1	47832
1043	10142579	-1	-1	47833
1044	10142580	-1	-1	47834
1045	10142581	-1	-1	47835
1046	10142582	-1	-1	47844
1047	10142583	-1	-1	47845
1048	10142584	-1	-1	47846
1049	10142585	-1	-1	47847
1050	10142586	-1	-1	47848
1051	10142587	-1	-1	47849
1052	10142588	-1	-1	47850
1053	10142589	-1	-1	47851
1054	10142590	-1	-1	47852
1055	10142591	-1	-1	47853
1056	10142592	-1	-1	47854
1057	10142593	-1	-1	47855
1058	10142594	-1	-1	47856
1059	10142595	-1	-1	47857
1060	10142596	-1	-1	47858
1061	10142597	-1	-1	47859
1062	10142598	-1	-1	47860
1063	10142599	-1	-1	47861
1064	10142672	-1	-1	47974
1065	10142673	-1	-1	47975
1066	10142674	-1	-1	47976
1067	10142675	-1	-1	47977
1068	10142676	-1	-1	47978
1069	10142677	-1	-1	47979
1070	10142678	-1	-1	47980
1071	10142679	-1	-1	47981
1072	10142680	-1	-1	47982
1073	10142681	-1	-1	47983
1074	10142682	-1	-1	47984
1075	10142683	-1	-1	47985
1076	10142684	-1	-1	47986
1077	10142685	-1	-1	47987
1078	10142686	-1	-1	47988
1079	10142687	-1	-1	47989
1080	10142688	-1	-1	47990
1081	10142689	-1	-1	47991
1082	10142494	-1	-1	12156
1083	10142495	-1	-1	12157
1084	10142496	-1	-1	12158
1085	10142497	-1	-1	12159
1086	10142498	-1	-1	12160
1087	10142499	-1	-1	12161
1088	10142500	-1	-1	12162
1089	10142501	-1	-1	12163
1090	10142502	-1	-1	12164
1091	10142503	-1	-1	12165
1092	10142504	-1	-1	12166
1093	10142505	-1	-1	12167
1094	10142506	-1	-1	12168
1095	10142507	-1	-1	12169
1096	10142508	-1	-1	12170
1097	10142509	-1	-1	12171
1098	10142690	-1	-1	48140
1099	10142691	-1	-1	48141
1100	10142692	-1	-1	48142
1101	10142693	-1	-1	48143
1102	10142694	-1	-1	48144
1103	10142695	-1	-1	48145
1104	10142696	-1	-1	48146
1105	10142697	-1	-1	48147
1106	10142698	-1	-1	48148
1107	10142699	-1	-1	48149
1108	10142700	-1	-1	48150
1109	10142701	-1	-1	48151
1110	10142702	-1	-1	48152
1111	10142703	-1	-1	48153
1112	10142704	-1	-1	48154
1113	10142705	-1	-1	48155
1114	10142706	-1	-1	48156
1115	10142707	-1	-1	48157
1116	10142708	-1	-1	48186
1117	10142709	-1	-1	48187
1118	10142710	-1	-1	48188
1119	10142711	-1	-1	48189
1120	10142712	-1	-1	48190
1121	10142713	-1	-1	48191
1122	10142714	-1	-1	48192
1123	10142715	-1	-1	48193
1124	10142716	-1	-1	48194
1125	10142717	-1	-1	48195
1126	10142718	-1	-1	48196
1127	10142719	-1	-1	48197
1128	10142720	-1	-1	48198
1129	10142721	-1	-1	48199
1130	10142722	-1	-1	48200
1131	10142723	-1	-1	48201
1132	10142724	-1	-1	48202
1133	10142725	-1	-1	48203
1134	10142726	-1	-1	48510
1135	10142727	-1	-1	48511
1136	10142728	-1	-1	48512
1137	10142729	-1	-1	48513
1138	10142730	-1	-1	48514
1139	10142731	-1	-1	48515
1140	10142732	-1	-1	48516
1141	10142733	-1	-1	48517
1142	10142734	-1	-1	48518
1143	10142735	-1	-1	48519
1144	10142736	-1	-1	48520
1145	10142737	-1	-1	48521
1146	10142738	-1	-1	48522
1147	10142739	-1	-1	48523
1148	10142740	-1	-1	48524
1149	10142741	-1	-1	48525
1150	10142742	-1	-1	48525
1151	10142743	-1	-1	48525
1152	10142750	-1	-1	48551
1153	10142751	-1	-1	48552
1154	10142752	-1	-1	48553
1155	10142753	-1	-1	48554
1156	10142754	-1	-1	48555
1157	10142755	-1	-1	48556
1158	10142756	-1	-1	48557
1159	10142757	-1	-1	48558
1160	10142758	-1	-1	48559
1161	10142759	-1	-1	48560
1162	10142760	-1	-1	48561
1163	10142761	-1	-1	48562
1164	10142762	-1	-1	48563
1165	10142763	-1	-1	48564
1166	10142764	-1	-1	48565
1167	10142765	-1	-1	48566
1168	10142766	-1	-1	48566
1169	10142767	-1	-1	48566
1170	10142768	-1	-1	49281
1171	10142769	-1	-1	49282
1172	10142770	-1	-1	49283
1173	10142771	-1	-1	49284
1174	10142772	-1	-1	49285
1175	10142773	-1	-1	49286
1176	10142774	-1	-1	49287
1177	10142775	-1	-1	49288
1178	10142776	-1	-1	49289
1179	10142777	-1	-1	49290
1180	10142778	-1	-1	49291
1181	10142779	-1	-1	49292
1182	10142780	-1	-1	49293
1183	10142781	-1	-1	49294
1184	10142782	-1	-1	49295
1185	10142783	-1	-1	49296
1186	10142784	-1	-1	49297
1187	10142785	-1	-1	49298
1188	10142786	-1	-1	49349
1189	10142787	-1	-1	49350
1190	10142788	-1	-1	49351
1191	10142789	-1	-1	49352
1192	10142790	-1	-1	49353
1193	10142791	-1	-1	49354
1194	10142792	-1	-1	49355
1195	10142793	-1	-1	49356
1196	10142794	-1	-1	49357
1197	10142795	-1	-1	49358
1198	10142796	-1	-1	49359
1199	10142797	-1	-1	49360
1200	10142798	-1	-1	49361
1201	10142799	-1	-1	49362
1202	10142800	-1	-1	49363
1203	10142801	-1	-1	49364
1204	10142802	-1	-1	49375
1205	10142803	-1	-1	49376
1206	10142804	-1	-1	49377
1207	10142805	-1	-1	49378
1208	10142806	-1	-1	49379
1209	10142807	-1	-1	49380
1210	10142808	-1	-1	49381
1211	10142809	-1	-1	49382
1212	10142810	-1	-1	49383
1213	10142811	-1	-1	49384
1214	10142812	-1	-1	49385
1215	10142813	-1	-1	49386
1216	10142814	-1	-1	49387
1217	10142815	-1	-1	49388
1218	10142816	-1	-1	49389
1219	10142817	-1	-1	49390
1220	10142818	-1	-1	49401
1221	10142819	-1	-1	49402
1222	10142820	-1	-1	49403
1223	10142821	-1	-1	49404
1224	10142822	-1	-1	49405
1225	10142823	-1	-1	49406
1226	10142824	-1	-1	49407
1227	10142825	-1	-1	49408
1228	10142826	-1	-1	49409
1229	10142827	-1	-1	49410
1230	10142828	-1	-1	49411
1231	10142829	-1	-1	49412
1232	10142830	-1	-1	49413
1233	10142831	-1	-1	49414
1234	10142832	-1	-1	49415
1235	10142833	-1	-1	49416
1236	10142834	-1	-1	49365
1237	10142835	-1	-1	49366
1238	10142836	-1	-1	49391
1239	10142837	-1	-1	49392
1240	10142838	-1	-1	49417
1241	10142839	-1	-1	49418
