INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
10213014	1	2	13	14	2	136	22	-1	-1	七星锦服	68	-1	紫气缠绕，给穿戴者带来神秘的力量。	1465	1172	197	3	3	-1	-1	NewCloth1_7	衣服	1	1	-1	-1	539	539	-1	-1	3	-1	-1	-1	-1	-1	-1	43	-1	-1	43	-1	-1	43	-1	-1	43	-1	-1	-1	-1	-1	43	-1	-1	-1	-1	-1	-1	43	-1	-1	-1	-1	-1	-1	43	-1	-1	-1	-1	-1	-1	43	5	43	43	43	43	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	1068	4	7	1	250	10213016	0	0	0	1	-1
10213016	1	2	13	16	2	137	22	-1	-1	引凤锦衣	78	-1	带有沉香的味道，据说可引来凤凰，仿若仙界之物。	1775	1420	210	3	3	-1	-1	NewCloth1_8	衣服	1	1	-1	-1	624	624	-1	-1	3	-1	-1	-1	-1	-1	-1	43	-1	-1	43	-1	-1	43	-1	-1	43	-1	-1	-1	-1	-1	43	-1	-1	-1	-1	-1	-1	43	-1	-1	-1	-1	-1	-1	43	-1	-1	-1	-1	-1	-1	43	5	43	43	43	43	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	1078	4	7	1	250	10213018	0	0	0	1	-1
10213018	1	2	13	18	2	138	22	-1	-1	沐水天衣	88	-1	传说可映出沐羽神鸟的神奇天衣，世之罕见。#r#G该装备可到洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处使用寒玉精粹或者点金之箭进行极限打孔。	2450	1960	222	3	3	-1	-1	NewCloth1_9	衣服	1	1	-1	-1	709	709	-1	-1	3	-1	-1	-1	-1	-1	-1	43	-1	-1	43	-1	-1	43	-1	-1	43	-1	-1	-1	-1	-1	43	-1	-1	-1	-1	-1	-1	43	-1	-1	-1	-1	-1	-1	43	-1	-1	-1	-1	-1	-1	43	5	43	43	43	43	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	1088	4	7	1	250	10213020	0	0	0	1	-1
10213020	1	2	13	20	2	139	22	-1	-1	幻世魔衣	98	-1	由传说中可穿越三界的奇幻材料制成，非凡间之物，罕得之。#r#G该装备可到洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处使用寒玉精粹或者点金之箭进行极限打孔。	3400	2720	235	3	3	-1	-1	NewCloth1_10	衣服	1	1	-1	-1	794	794	-1	-1	3	-1	-1	-1	-1	-1	-1	43	-1	-1	43	-1	-1	43	-1	-1	43	-1	-1	-1	-1	-1	43	-1	-1	-1	-1	-1	-1	43	-1	-1	-1	-1	-1	-1	43	-1	-1	-1	-1	-1	-1	43	5	43	43	43	43	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	1098	4	7	1	250	-1	0	0	0	1	-1
10213034	1	2	13	34	2	146	22	-1	-1	赤瑶裘	68	-1	传说中九天玄女穿戴之物，据说乃瑶池仙女以手工缝制而成。	1465	1172	197	3	3	-1	-1	NewCloth3_7	衣服	1	1	-1	-1	539	539	-1	-1	3	-1	-1	-1	-1	-1	-1	38	-1	-1	38	-1	-1	38	-1	-1	38	-1	-1	-1	-1	-1	38	-1	-1	-1	-1	-1	-1	38	-1	-1	-1	-1	-1	-1	38	-1	-1	-1	-1	-1	38	38	5	38	38	38	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	1068	4	7	1	250	10213036	0	0	0	1	-1
10213036	1	2	13	36	2	147	22	-1	-1	九霄裘	78	-1	由灵霄宝殿中的金色云朵制成，防御力奇高，据说乃天神的战备品。	1775	1420	210	3	3	-1	-1	NewCloth3_8	衣服	1	1	-1	-1	624	624	-1	-1	3	-1	-1	-1	-1	-1	-1	38	-1	-1	38	-1	-1	38	-1	-1	38	-1	-1	-1	-1	-1	38	-1	-1	-1	-1	-1	-1	38	-1	-1	-1	-1	-1	-1	38	-1	-1	-1	-1	-1	38	38	5	38	38	38	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	1078	4	7	1	250	10213038	0	0	0	1	-1
10213038	1	2	13	38	2	148	22	-1	-1	玄魄天裘	88	-1	传说是用冥界鬼域魂魄制成，并由大师加持了大悲咒，穿戴者无论所处险境再困难，皆有可能反败为胜。#r#G该装备可到洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处使用寒玉精粹或者点金之箭进行极限打孔。	2450	1960	222	3	3	-1	-1	NewCloth3_9	衣服	1	1	-1	-1	709	709	-1	-1	3	-1	-1	-1	-1	-1	-1	38	-1	-1	38	-1	-1	38	-1	-1	38	-1	-1	-1	-1	-1	38	-1	-1	-1	-1	-1	-1	38	-1	-1	-1	-1	-1	-1	38	-1	-1	-1	-1	-1	38	38	5	38	38	38	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	1088	4	7	1	250	10213040	0	0	0	1	-1
10213040	1	2	13	40	2	149	22	-1	-1	噬麟圣裘	98	-1	据说是由一种吞噬麒麟而生的神兽皮打造而成的，上有麒麟魂魄的魔力，坚固无比的神奇装备，能够御敌于无形。#r#G该装备可到洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处使用寒玉精粹或者点金之箭进行极限打孔。	3400	2720	235	3	3	-1	-1	NewCloth3_10	衣服	1	1	-1	-1	794	794	-1	-1	3	-1	-1	-1	-1	-1	-1	38	-1	-1	38	-1	-1	38	-1	-1	38	-1	-1	-1	-1	-1	38	-1	-1	-1	-1	-1	-1	38	-1	-1	-1	-1	-1	-1	38	-1	-1	-1	-1	-1	38	38	5	38	38	38	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	1098	4	7	1	250	-1	0	0	0	1	-1
10213054	1	2	13	54	2	156	22	-1	-1	隐狼铠	68	-1	具有灵性的罕有之物，据传是圣兽隐狼被降伏后幻变而成，蕴涵了无穷的能量。 	1465	1172	197	3	3	-1	-1	NewCloth2_7	衣服	1	1	-1	-1	539	539	-1	-1	3	-1	-1	-1	-1	-1	-1	43	-1	-1	43	-1	-1	43	-1	-1	43	-1	-1	-1	-1	-1	43	-1	-1	-1	-1	-1	-1	43	-1	-1	-1	-1	-1	-1	43	-1	-1	-1	-1	-1	43	-1	5	43	43	43	43	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	1068	4	7	1	250	10213056	0	0	0	1	-1
10213056	1	2	13	56	2	157	22	-1	-1	碎魄铠	78	-1	上古流传下来的碎魂石制成，华丽，蕴含着神秘力量，能够聚集天地间的灵气化为己用。	1775	1420	210	3	3	-1	-1	NewCloth2_8	衣服	1	1	-1	-1	624	624	-1	-1	3	-1	-1	-1	-1	-1	-1	43	-1	-1	43	-1	-1	43	-1	-1	43	-1	-1	-1	-1	-1	43	-1	-1	-1	-1	-1	-1	43	-1	-1	-1	-1	-1	-1	43	-1	-1	-1	-1	-1	43	-1	5	43	43	43	43	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	1078	4	7	1	250	10213058	0	0	0	1	-1
10213058	1	2	13	58	2	158	22	-1	-1	哀凰天铠	88	-1	哀凰的鳞片打造的甲胄，上有天女施加的魔力，坚固无比的神奇装备，能够驱敌于无形。#r#G该装备可到洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处使用寒玉精粹或者点金之箭进行极限打孔。	2450	1960	222	3	3	-1	-1	NewCloth2_9	衣服	1	1	-1	-1	709	709	-1	-1	3	-1	-1	-1	-1	-1	-1	43	-1	-1	43	-1	-1	43	-1	-1	43	-1	-1	-1	-1	-1	43	-1	-1	-1	-1	-1	-1	43	-1	-1	-1	-1	-1	-1	43	-1	-1	-1	-1	-1	43	-1	5	43	43	43	43	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	1088	4	7	1	250	10213060	0	0	0	1	-1
10213060	1	2	13	60	2	159	22	-1	-1	凶陌圣甲	98	-1	蕴藏了紫薇仙术封印的世间凶恶之魂，据说此物为天界轩辕之部所有，以鸾蛟皮制成，威力不容小窥。#r#G该装备可到洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处使用寒玉精粹或者点金之箭进行极限打孔。	3400	2720	235	3	3	-1	-1	NewCloth2_10	衣服	1	1	-1	-1	794	794	-1	-1	3	-1	-1	-1	-1	-1	-1	43	-1	-1	43	-1	-1	43	-1	-1	43	-1	-1	-1	-1	-1	43	-1	-1	-1	-1	-1	-1	43	-1	-1	-1	-1	-1	-1	43	-1	-1	-1	-1	-1	43	-1	5	43	43	43	43	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	1098	4	7	1	250	-1	0	0	0	1	-1
10214014	1	2	14	14	14	-1	22	-1	-1	七星腕	66	-1	紫气缠绕，给穿戴者带来神秘的力量。	1465	1172	197	3	3	-1	-1	Arm_13	护腕	1	1	-1	-1	-1	-1	500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	-1	-1	-1	23	-1	23	-1	-1	-1	-1	23	23	2	23	23	-1	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	1066	4	7	1	250	10214016	0	0	0	1	-1
10214016	1	2	14	16	14	-1	22	-1	-1	引凤腕	76	-1	带有沉香的味道，据说可引来凤凰，仿若仙界之物。	1775	1420	210	3	3	-1	-1	Arm_14	护腕	1	1	-1	-1	-1	-1	580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	-1	-1	-1	23	-1	23	-1	-1	-1	-1	23	23	2	23	23	-1	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	1076	4	7	1	250	10214018	0	0	0	1	-1
10214018	1	2	14	18	14	-1	22	-1	-1	沐水天腕	86	-1	传说可映出沐羽神鸟的神奇天腕，世之罕见。#r#G该装备可到洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处使用寒玉精粹或者点金之箭进行极限打孔。	2450	1960	222	3	3	-1	-1	Arm_10	护腕	1	1	-1	-1	-1	-1	660	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	-1	-1	-1	23	-1	23	-1	-1	-1	-1	23	23	2	23	23	-1	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	1086	4	7	1	250	10214020	0	0	0	1	-1
10214020	1	2	14	20	14	-1	22	-1	-1	幻世魔腕	96	-1	由传说中可穿越三界的奇幻材料制成，非凡间之物，罕得之。#r#G该装备可到洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处使用寒玉精粹或者点金之箭进行极限打孔。	3400	2720	235	3	3	-1	-1	Arm_15	护腕	1	1	-1	-1	-1	-1	740	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	-1	-1	-1	23	-1	23	-1	-1	-1	-1	23	23	2	23	23	-1	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	1096	4	7	1	250	-1	0	0	0	1	-1
10215014	1	2	15	14	15	-1	22	-1	-1	七星肩	68	-1	紫气缠绕，给穿戴者带来神秘的力量。	1465	1172	197	3	3	-1	-1	Shoulder_15	护肩	1	1	-1	-1	202	202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	23	23	2	23	23	23	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	1068	4	7	1	250	10215016	0	0	0	1	-1
10215016	1	2	15	16	15	-1	22	-1	-1	引凤肩	78	-1	带有沉香的味道，据说可引来凤凰，仿若仙界之物。	1775	1420	210	3	3	-1	-1	Shoulder_16	护肩	1	1	-1	-1	234	234	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	23	23	2	23	23	23	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	1078	4	7	1	250	10215018	0	0	0	1	-1
10215018	1	2	15	18	15	-1	22	-1	-1	沐水天肩	88	-1	传说可映出沐羽神鸟的神奇天肩，世之罕见。#r#G该装备可到洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处使用寒玉精粹或者点金之箭进行极限打孔。	2450	1960	222	3	3	-1	-1	Shoulder_13	护肩	1	1	-1	-1	266	266	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	23	23	2	23	23	23	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	1088	4	7	1	250	10215020	0	0	0	1	-1
10215020	1	2	15	20	15	-1	22	-1	-1	幻世魔肩	98	-1	由传说中可穿越三界的奇幻材料制成，非凡间之物，罕得之。#r#G该装备可到洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处使用寒玉精粹或者点金之箭进行极限打孔。	3400	2720	235	3	3	-1	-1	Shoulder_14	护肩	1	1	-1	-1	298	298	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	23	23	2	23	23	23	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	1098	4	7	1	250	-1	0	0	0	1	-1
10220017	1	2	20	17	7	-1	22	-1	-1	阴阳链	68	-1	阴阳饰纹的符石制成的挂坠，佩带后能辟妖邪，据说乃太上老君遗失于人间之物，法力无边。	1465	1172	197	3	3	-1	-1	Necklace2_6	项链	1	1	-1	-1	-1	-1	250	83	2	-1	-1	20	-1	-1	5	-1	-1	5	-1	-1	5	-1	-1	5	-1	-1	-1	20	-1	-1	20	-1	-1	-1	20	-1	-1	20	-1	-1	-1	-1	-1	20	20	20	-1	-1	-1	-1	20	20	5	20	20	20	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	1068	4	7	1	250	10220018	0	0	0	1	-1
10220018	1	2	20	18	7	-1	22	-1	-1	勾魂铃	78	-1	传说是冥界勾取世间灵魂进入冥界的宝物，有极强的力量。	1955	1564	210	3	3	-1	-1	Necklace3_7	项链	1	1	-1	-1	-1	-1	290	96	2	-1	-1	20	-1	-1	5	-1	-1	5	-1	-1	5	-1	-1	5	-1	-1	-1	20	-1	-1	20	-1	-1	-1	20	-1	-1	20	-1	-1	-1	-1	-1	20	20	20	-1	-1	-1	-1	20	20	5	20	20	20	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	1078	4	7	1	250	10220019	0	0	0	1	-1
10220019	1	2	20	19	7	-1	22	-1	-1	烈日	88	-1	由传说中的金阳宝石制成，炙热无比，据说佩带着周身会闪耀太阳的光芒。#r#G该装备可到洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处使用寒玉精粹或者点金之箭进行极限打孔。	2730	2184	222	3	3	-1	-1	Necklace3_8	项链	1	1	-1	-1	-1	-1	330	110	2	-1	-1	20	-1	-1	5	-1	-1	5	-1	-1	5	-1	-1	5	-1	-1	-1	20	-1	-1	20	-1	-1	-1	20	-1	-1	20	-1	-1	-1	-1	-1	20	20	20	-1	-1	-1	-1	20	20	5	20	20	20	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	1088	4	7	1	250	-1	0	0	0	1	-1
10220020	1	2	20	20	7	-1	22	-1	-1	蝶恋	98	-1	蝶仙为人世男子所救，为了答谢此人便洒下泪滴，用其制成蝶恋项链，送予男子，此项链香气扑鼻，每每夜晚，仿似有万蝶起舞，非人间之物。#r#G该装备可到洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处使用寒玉精粹或者点金之箭进行极限打孔。	3720	2976	235	3	3	-1	-1	Necklace3_9	项链	1	1	-1	-1	-1	-1	370	123	2	-1	-1	20	-1	-1	5	-1	-1	5	-1	-1	5	-1	-1	5	-1	-1	-1	20	-1	-1	20	-1	-1	-1	20	-1	-1	20	-1	-1	-1	-1	-1	20	20	20	-1	-1	-1	-1	20	20	5	20	20	20	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	1098	4	7	1	250	-1	0	0	0	1	-1
10221017	1	2	21	17	5	-1	22	-1	-1	雾霓带	62	-1	万紫千红的云丝编制而成的霓裳腰带，传说是天女所制。	1255	1004	190	3	3	-1	-1	Girdle2_7	腰带	1	1	-1	-1	-1	-1	-1	166	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	23	23	2	23	23	23	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	1062	4	7	1	250	10221018	0	0	0	1	-1
10221018	1	2	21	18	5	-1	22	-1	-1	六艺腰环	72	-1	有一块暗红隐于其中，据说是魔界生灵用自己的血染布后缝制而成，威力无穷。	1685	1348	202	3	3	-1	-1	Girdle2_8	腰带	1	1	-1	-1	-1	-1	-1	193	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	23	23	2	23	23	23	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	1072	4	7	1	250	10221019	0	0	0	1	-1
10221019	1	2	21	19	5	-1	22	-1	-1	催雪	82	-1	天神与凡间女子相爱，受到天惩，满天飞雪，化成催雪腰带，灵动神秘。#r#G该装备可到洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处使用寒玉精粹或者点金之箭进行极限打孔。	2310	1848	215	3	3	-1	-1	Girdle2_3	腰带	1	1	-1	-1	-1	-1	-1	220	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	23	23	2	23	23	23	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	1082	4	7	1	250	10221020	0	0	0	1	-1
10221020	1	2	21	20	5	-1	22	-1	-1	步月	92	-1	据说是嫦娥奔月时落下的腰带，后羿为之取名曰步月，以作纪念。#r#G该装备可到洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处使用寒玉精粹或者点金之箭进行极限打孔。	3240	2592	227	3	3	-1	-1	Girdle2_9	腰带	1	1	-1	-1	-1	-1	-1	246	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	23	23	2	23	23	23	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	1092	4	7	1	250	-1	0	0	0	1	-1
10222017	1	2	22	17	6	-1	22	-1	-1	八珍	65	-1	用八珍石制造的戒指，传说中乃天神遗留在人间的物品，仙气环绕，甚是珍贵。	1360	1088	194	3	3	-1	-1	Ring2_5	戒指	1	1	203	203	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	8	-1	-1	-1	-1	8	8	1	8	8	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	1065	4	7	1	250	10222018	0	0	0	1	-1
10222018	1	2	22	18	6	-1	22	-1	-1	百川	75	-1	据说有镇摄鬼魂的魔力，发出幽暗的紫光，诡异至极。	1820	1456	206	3	3	-1	-1	Ring2_2	戒指	1	1	235	235	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	8	-1	-1	-1	-1	8	8	1	8	8	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	1075	4	7	1	250	10222019	0	0	0	1	-1
10222019	1	2	22	19	6	-1	22	-1	-1	妖言	85	-1	以莽龙符咒封印的魔戒，虽已被封印，但力量仍不容小觑。#r#G该装备可到洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处使用寒玉精粹或者点金之箭进行极限打孔。	2520	2016	219	3	3	-1	-1	Ring3_7	戒指	1	1	267	267	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	8	-1	-1	-1	-1	8	8	1	8	8	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	1085	4	7	1	250	10222020	0	0	0	1	-1
10222020	1	2	22	20	6	-1	22	-1	-1	佛语	95	-1	无上圣物，以圣僧坐化后留下的舍利子镶嵌而成。#r#G该装备可到洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处使用寒玉精粹或者点金之箭进行极限打孔。	3480	2784	231	3	3	-1	-1	Ring3_8	戒指	1	1	299	299	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	8	-1	-1	-1	-1	8	8	1	8	8	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	1095	4	7	1	250	-1	0	0	0	1	-1
10222031	1	2	22	31	6	-1	22	-1	-1	破魂	75	-1	破露初凝，魂犹未凛。	1820	1456	200	3	3	-1	-1	Ring4_1	戒指	1	1	235	235	-1	-1	-1	-1	-1	-1	-1	21	-1	-1	2	-1	-1	2	-1	-1	2	-1	-1	2	-1	-1	-1	21	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	-1	21	-1	-1	-1	-1	21	-1	2	21	21	-1	21	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	1075	4	7	1	250	-1	0	0	0	1	-1
10222032	1	2	22	32	6	-1	22	-1	-1	凤武	75	-1	伴夜月银筝凤闲，暖东风乡被常悭。	1820	1456	200	3	3	-1	-1	Ring4_4	戒指	1	1	235	235	-1	-1	-1	-1	-1	-1	-1	21	-1	-1	2	-1	-1	2	-1	-1	2	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	-1	-1	-1	-1	-1	-1	-1	-1	21	-1	21	-1	-1	-1	-1	-1	21	2	21	21	-1	21	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	1075	4	7	1	250	-1	0	0	0	1	-1
10222033	1	2	22	33	6	-1	22	-1	-1	破天	85	-1	长空万里，云无留迹。#r#G该装备可到洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处使用寒玉精粹或者点金之箭进行极限打孔。	2520	2016	210	3	3	-1	-1	Ring4_2	戒指	1	1	267	267	-1	-1	-1	-1	-1	-1	-1	21	-1	-1	2	-1	-1	2	-1	-1	2	-1	-1	2	-1	-1	-1	21	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	-1	21	-1	-1	-1	-1	21	-1	2	21	21	-1	21	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	1085	4	7	1	250	-1	0	0	0	1	-1
10222034	1	2	22	34	6	-1	22	-1	-1	霜晓	85	-1	翠微霜晓，仰盼龙楼。#r#G该装备可到洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处使用寒玉精粹或者点金之箭进行极限打孔。	2520	2016	210	3	3	-1	-1	Ring4_5	戒指	1	1	267	267	-1	-1	-1	-1	-1	-1	-1	21	-1	-1	2	-1	-1	2	-1	-1	2	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	-1	-1	-1	-1	-1	-1	-1	-1	21	-1	21	-1	-1	-1	-1	-1	21	2	21	21	-1	21	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	1085	4	7	1	250	-1	0	0	0	1	-1
10222035	1	2	22	35	6	-1	22	-1	-1	惊心	95	-1	感时花溅泪，恨别鸟惊心。#r#G该装备可到洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处使用寒玉精粹或者点金之箭进行极限打孔。	3480	2784	220	3	3	-1	-1	Ring4_3	戒指	1	1	299	299	-1	-1	-1	-1	-1	-1	-1	21	-1	-1	2	-1	-1	2	-1	-1	2	-1	-1	2	-1	-1	-1	21	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	-1	21	-1	-1	-1	-1	21	-1	2	21	21	-1	21	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	1095	4	7	1	250	-1	0	0	0	1	-1
10222036	1	2	22	36	6	-1	22	-1	-1	横笛	95	-1	水晶宫里，一声吹断横笛。#r#G该装备可到洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处使用寒玉精粹或者点金之箭进行极限打孔。	3480	2784	220	3	3	-1	-1	Ring4_6	戒指	1	1	299	299	-1	-1	-1	-1	-1	-1	-1	21	-1	-1	2	-1	-1	2	-1	-1	2	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	-1	-1	-1	-1	-1	-1	-1	-1	21	-1	21	-1	-1	-1	-1	-1	21	2	21	21	-1	21	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	1095	4	7	1	250	-1	0	0	0	1	-1
10223017	1	2	23	17	12	-1	22	-1	-1	九涟	65	-1	封印了法术的护符，法力在表面形成了纹理，预示其不凡。	1360	1088	194	3	3	-1	-1	Amulet3_1	护符	1	1	203	203	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	8	-1	-1	-1	-1	8	8	1	8	8	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	1065	4	7	1	250	10223018	0	0	0	1	-1
