INT	INT	STRING	STRING	STRING	INT	STRING	INT	INT	INT	INT	INT
39920061	3	CommonLiveSkill2_16	Siêu c¤p Trân Thú Lung: CØu Lê Yêu H±	Th¥n kÏ Ğích Trân Thú Lung, Tá Khai H§u s¨ phóng xu¤t ra Nh¤t Thß Nh¤t Hùng hai mang theo c¤p b§c TÕi#G65C¤p#WDß#G95C¤p#Wtrong lúc ğó Ğích#YngoÕi công công kích Hình#WTrân Thú cøc cßng: CØu Lê Yêu H±. #rsØ døng Th¶i, Khä tñ hành lña ch÷n mu¯n khai ra Ğích Trân Thú Ğích mang theo c¤p b§c. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	65	Trân Thú Lung	7	1	0	0	0
39920062	3	Cloth2_12	TrÑng Trân Thú: Thông Thiên Nhân Ngçu	Hi hæu Ğích TrÑng Trân Thú, có th¬ ¤p trÑng Xu¤t#G95C¤p#WĞích#Ynµi công công kích Hình#WTrân Thú cøc cßng: Th¤t Xäo Li Miêu. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	95	TrÑng Trân Thú	1	1	0	0	0
39920063	3	CircularTaskTool44_2	S½n Tra Bång Ğß¶ng H° Lô	S½n Tra kh¦u v¸ Ğích mÑt quä, thoÕt nhìn r¤t ğ©p V¸.	1	Ğ½n Ğoän	1	1	0	0	0
39920064	3	CircularTaskTool44_3	ĞÕi Phong Xa	ĞÕi Phong Xa, th½ ¤u t¯t ğ©p chính là nh¾ lÕi.	1	Ğ½n Ğoän	1	1	0	0	0
39920065	3	Flower_16	MÕn Thiên Hoa Vû	Sau khi sØ døng bên dß¾i xung quanh các\u0020hÕ có mµt tr§n mßa hoa tráng l®. #r#c00FF00(Nh¤p chuµt phäi có th¬ sØ døng)	1	Ğ£c bi®t	1	1	0	0	0
39920066	3	Charm6_5	Tâm Ğ¥u İ Hşp	#RI love you! #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	1	Ğ£c bi®t	1	1	0	0	0
39920067	3	CircularTaskTool45_8	Cänh xuân tß½i ğ©p Kh·i Mµng·hoa h°ng tình nhân	Hàng vÕn hàng nghìn süng ái Thu Hoa Bäng thÑ nh¤t Danh.	10	Danh hi®u	1	1	0	0	0
39920068	3	CircularTaskTool45_8	Cu°ng dÕi không quên·Tuı tình ğ¶i Thánh	Hàng vÕn hàng nghìn süng ái T¯ng Hoa Bäng thÑ nh¤t Danh.	10	Danh hi®u	1	1	0	0	0
39920069	3	CircularTaskTool45_8	Cänh xuân tß½i ğ©p Kh·i Mµng·hoa h°ng tình nhân	Hàng vÕn hàng nghìn süng ái Thu Hoa Bäng thÑ nh¤t Danh.	10	Danh hi®u	1	1	0	0	0
39920070	3	CircularTaskTool45_8	Khí vû b¤t phàm	Tß¾ng mÕo, khí ğµ phi phàm Tøc có khä nång C§p, S· Ğáo ch² ğ«u b¸ ca ngşi, khích l® không ng×ng bên tai.	10	Danh hi®u	1	1	0	0	0
39920071	3	CircularTaskTool45_8	Phong lßu phóng khoáng	Hæu m¾i h÷c Nhi không câu n® l­ pháp, chï dña vào m²i tiªng nói cØ ğµng, có th¬ Linh ph¥n ğông giang h° hi®p næ lâm vào tâm ğµng.	10	Danh hi®u	1	1	0	0	0
39920072	3	CircularTaskTool45_8	Ng÷c thø lâm phong	T× nhö khí ch¤t siêu phàm, bµ dÕng TrÕi Quá Phan An, Ğµng Nhß sét ğánh tia ch¾p, T¸nh Nhß ng÷c thø chï có, dçn t¾i vô s¯ næ hi®p lâm vào khuynh ğäo.	10	Danh hi®u	1	1	0	0	0
39920073	3	CircularTaskTool45_8	Long Chß½ng Phøng Tß	Long Chß½ng Phøng Thái, Ki Ch¤t thiên nhiên. Tr¸ch Quä Phan Lang, Hñu Kiêm Kinh Tài Phong D§t.	10	Danh hi®u	1	1	0	0	0
39920074	3	CircularTaskTool45_8	Nhß hoa nhß ng÷c	Xinh ğ©p nhß hoa, Phu Tñ Mî Ng÷c, thiên sinh l® ch¤t TrÕi Bª Nguy®t, tao nhã Thång Tr¥m Ngß.	10	Danh hi®u	1	1	0	0	0
39920075	3	CircularTaskTool45_8	Qu¯c s¡c thiên hß½ng	Phiên Nhßşc Kinh H°ng, Uy¬n Nhßşc Du Long, Vinh Di®u Thu Cúc, Hoa M§u Xuân Tùng, th§t là qu¯c s¡c thiên hß½ng.	10	Danh hi®u	1	1	0	0	0
39920076	3	CircularTaskTool45_8	Khuynh Qu¯c Khuynh Thành	Phß½ng b¡c Hæu giai nhân, tuy®t thª Nhi ğµc l§p, Nh¤t C¯ Khuynh Nhân Thành, Tái C¯ Khuynh Nhân Qu¯c Ninh không biªt Khuynh Thành Dß Khuynh Qu¯c, giai nhân Nan Tái Ğ¡c.	10	Danh hi®u	1	1	0	0	0
39920077	3	CircularTaskTool45_8	Tuy®t thª giai nhân	Tuy®t thª tao nhã, Di®u Dung Tiên Tß. Khuynh Thª giai nhân, gi¯ng nhß HoÕ Trung Vân Tiên.	10	Danh hi®u	1	1	0	0	0
39920078	3	CommonLiveSkill2_16	Siêu c¤p Trân Thú Lung: Th¤t Xäo Li Miêu	Th¥n kÏ Ğích Trân Thú Lung, Tá Khai H§u s¨ phóng xu¤t ra Nh¤t Thß Nh¤t Hùng hai mang theo c¤p b§c TÕi#G65C¤p#WDß#G95C¤p#Wtrong lúc ğó Ğích#Ynµi công công kích Hình#WTrân Thú cøc cßng: Th¤t Xäo Li Miêu. #rsØ døng Th¶i, Khä tñ hành lña ch÷n mu¯n khai ra Ğích Trân Thú Ğích mang theo c¤p b§c. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	65	Trân Thú Lung	7	1	0	0	0
39920079	3	RideHeader9_5	ToÕ KÜ: Mµng Linh Tiên Câu	#c33ff99(th¶i hÕn có hi®u lñc 90Thiên, Thung nh§n ğßşc Th¶i b¡t ğ¥u th¶i trß¾c. )#r#cffff00? xa xï Ph¦m?#r#Wg?i v« Mµng Linh Tiên Câu KÜ Th×a. #r#cFFCC00KÜ Th×a lui v« phía sau Ğµng t¯c ğµ +85%#r#G(Hæu Ki®n Ği¬m Kích trang b¸ H§u có th¬ KÜ Th×a)	10	CßŞi	1	1	0	0	0
39920080	3	RideHeader9_5	ToÕ KÜ: Mµng Linh Tiên Câu	#c33ff99(th¶i hÕn có hi®u lñc 180Thiên, Thung nh§n ğßşc Th¶i b¡t ğ¥u th¶i trß¾c. )#r#cffff00? xa xï Ph¦m?#r#Wg?i v« Mµng Linh Tiên Câu KÜ Th×a. #r#cFFCC00KÜ Th×a lui v« phía sau Ğµng t¯c ğµ +85%#r#G(Hæu Ki®n Ği¬m Kích trang b¸ H§u có th¬ KÜ Th×a)	10	CßŞi	1	1	0	0	0
39920081	3	CircularTaskTool45_8	Cu°ng dÕi không quên·Tuı tình ğ¶i Thánh	Tham gia 2021Niên Tân Thiên Long Bát Bµ hoa h°ng ğßa tình hoÕt ğµng thu hoÕch danh hi®u.	10	Danh hi®u	1	1	0	0	0
39920082	3	CircularTaskTool45_8	Cänh xuân tß½i ğ©p Kh·i Mµng·hoa h°ng tình nhân	Tham gia 2021Niên Tân Thiên Long Bát Bµ hoa h°ng ğßa tình hoÕt ğµng thu hoÕch danh hi®u.	10	Danh hi®u	1	1	0	0	0
39920083	3	Weather3_12	Mãn Thiên Hoa Vû-Tâm Tß½ng ?N	Tâm Tß½ng ?N, không r¶i xa nhau!#r#c00FF00(Nh¤n chuµt phäi ğ¬ dùng)	1	Yên Hoa	1	1	0	0	0
39920084	3	CircularTaskTool45_8	Danh hi®u: Hãm Tr§n Doanh	Träm Ğ¸ch ĞoÕt Tr§n, dûng cäm tiªn t¾i Ğích quân t¯t, chiªn trß¶ng Trung Ğích chü lñc. #r#Gl?ch sØ vinh dñ#WğÕt t¾i#G500#WĞi¬m lînh. #r#Gdanh hi®u thuµc tính: Huyªt Thßşng HÕn +200	60	Binh Hành TÑ Tßşng danh hi®u	1	1	0	0	0
39920085	3	CircularTaskTool45_8	Danh hi®u: KÜ binh dûng mãnh Quân	Ngàn d§m Thi«n KÜ, ğ¤u tranh anh dûng Ğích Dûng Giä, chiªn trß¶ng Trung Ğích tinh anh. #r#Gl?ch sØ vinh dñ#WğÕt t¾i#G2000#WĞi¬m lînh. #r#Gdanh hi®u thuµc tính: Huyªt Thßşng HÕn +300	60	Binh Hành TÑ Tßşng danh hi®u	1	1	0	0	0
39920086	3	CircularTaskTool45_8	Danh hi®u: Tung hoành Sî	Tung hoành ngàn d§m, công huân l¾n lao Ğích tß¾ng lãnh, chiªn trß¶ng Trung Ğích anh tài. #r#Gl?ch sØ vinh dñ#WğÕt t¾i#G5000#WĞi¬m lînh. #r#Gdanh hi®u thuµc tính: Huyªt Thßşng HÕn +440	60	Binh Hành TÑ Tßşng danh hi®u	1	1	0	0	0
39920087	3	CircularTaskTool45_8	Danh hi®u: Bách Thång Tß¾ng	Bách chiªn bách th¡ng, Phá Ğ¸ch Thiên Quân Ğích ğÕi tß¾ng, chiªn trß¶ng Trung Ğích trung tâm. #r#Gl?ch sØ vinh dñ#WğÕt t¾i#G20000#WĞi¬m lînh. #r#Gdanh hi®u thuµc tính: Huyªt Thßşng HÕn +600	60	Binh Hành TÑ Tßşng danh hi®u	1	1	0	0	0
39920088	3	CircularTaskTool45_8	Danh hi®u: Lînh quân Chi Soái	Tung Lãnh Thiên Quân, Khí Cái núi sông Ğích Nguyên soái, chiªn trß¶ng Trung Ğích vß½ng giä. #r#Gl?ch sØ vinh dñ#WğÕt t¾i#G50000#WĞi¬m lînh. #r#Gdanh hi®u thuµc tính: Huyªt Thßşng HÕn +900	60	Binh Hành TÑ Tßşng danh hi®u	1	1	0	0	0
39920089	3	CircularTaskTool45_8	Danh hi®u: Nhân tài ki®t xu¤t	Ğánh ğâu th¡ng ğó; Không gì cän n±i, NgÕo Thª vô song Ğích Qu¯c Sî, chiªn trß¶ng Trung Ğích Chúa T¬. #r#Gl?ch sØ vinh dñ#WğÕt t¾i#G100000#WĞi¬m lînh. #r#Gdanh hi®u thuµc tính: Huyªt Thßşng HÕn +1300	60	Binh Hành TÑ Tßşng danh hi®u	1	1	0	0	0
39920090	3	CircularTaskTool45_8	Danh hi®u: Thiên hÕ n²i nh¾ nhà	Qu¥n hùng kính ngßŞng, thiên hÕ n²i nh¾ nhà Ğích ğª vß½ng, chiªn trß¶ng Trung Ğích truy«n thuyªt. #r#Gl?ch sØ vinh dñ#WğÕt t¾i#G200000#WĞi¬m lînh. #r#Gdanh hi®u thuµc tính: Huyªt Thßşng HÕn +2000	60	Binh Hành TÑ Tßşng danh hi®u	1	1	0	0	0
39920091	3	CircularTaskTool17_8	TÑ Tßşng vinh dñ	Binh Hành TÑ Tßşng Chuyên Thuµc vi tích phân thß·ng cho, ğ¬ mà khen ngşi TÕi#GTº Tßşng Thiên Môn Tr§n#Wbên trong ğçm máu chiªn ğ¤u hång hái Ğích hi®p sî. #rcó ğßşc cûng ğü Ğích TÑ Tßşng vinh dñ H§u, Khä TÕi#GTô Châu(193, 144)#RXung Sß ĞÕo#WXØ ğ±i hi hæu v§t ph¦m.	60	HoÕt ğµng vi tích phân	1	1	0	0	0
39920092	3	CircularTaskTool20_3	Hµi Kim Tr¥n	Rêu rao Chi trên núi Ğích màu vàng ThÕch Ph¤n, Khä v¨ B± Toàn Huy­n H°n. #rKhä ği trß¾c#GĞ?i Lı(137, 180)#RVõ TrÕch#WXØ dùng cho#G1Giai 0C¤p#WChí#G4Giai C¤p 10#WNµi Ğích#GHuy­n H°n#Wthång c¤p. #rTÕi#RVõ TrÕch#WXØ Hoàn có sÇn Vu hşp thành#YHµi Kim Sa#W, #YHµi kim thÕch#W.	1	Ng.Li®u ğ£c thù	2	1	0	0	0
39920093	3	CircularTaskTool19_12	M²i Nguy®t chÑng thñc L­ HÕp	M²i Nguy®t l¥n ğ¥u chÑng thñc Bäng Ğ¸nh Ğích s¯ ği®n thoÕi di ğµng H§u, Khä Ği¬m Kích lînh: #G1#WCá#YThiên Linh Ğan#W, #G5#WCá#YKim T¢m Ti#W, #G5#WCá#YThiên Canh Cß¶ng Hoá Tinh Hoa#WHoà#Y50Bäng Ğ¸nh nguyên bäo#WĞích tinh mÛ thß·ng cho.	10	ĞÕo cø hoÕt ğµng	1	1	0	0	0
39920094	3	RideHeader5_1	ToÕ KÜ: Giang Nam Toä Giáp Mã	#c33ff99(th¶i hÕn có hi®u lñc 7Thiên, Thung nh§n ğßşc Th¶i b¡t ğ¥u th¶i trß¾c. )#r#GBInh Hành TÑ Tßşng#Wkªt thúc Th¶i, T¯ng Quân vi tích phân bài danh thÑ nh¤t Ğích hi®p sî Khä nh§n ğßşc Ğích Chuyên Thuµc t÷a kÜ. #r#cFFCC00KÜ Th×a hi®u quä: Di ğµng t¯c ğµ +80%#r#G(Hæu Ki®n Ği¬m Kích trang b¸ H§u có th¬ KÜ Th×a)	10	CßŞi	1	1	0	0	0
39920095	3	RideHeader5_2	ToÕ KÜ: ĞÕi MÕc Kim Qua Mã	#c33ff99(th¶i hÕn có hi®u lñc 7Thiên, Thung nh§n ğßşc Th¶i b¡t ğ¥u th¶i trß¾c. )#r#GBInh Hành TÑ Tßşng#Wkªt thúc Th¶i, Liêu Quân vi tích phân bài danh thÑ nh¤t Ğích hi®p sî Khä nh§n ğßşc Ğích Chuyên Thuµc t÷a kÜ. #r#cFFCC00KÜ Th×a hi®u quä: Di ğµng t¯c ğµ +80%#r#G(Hæu Ki®n Ği¬m Kích trang b¸ H§u có th¬ KÜ Th×a)	10	CßŞi	1	1	0	0	0
39920096	3	CircularTaskTool45_8	Uyên ß½ng Mµng Chuyên Thuµc XÑng Hào	Ğêm th¤t t¸ch Mãn Ğình Phß½ng hoa tñ Bäng·uyên ß½ng Mµng T¯ng Hoa Bäng thÑ nh¤t Danh ğoÕt huy chß½ng thß·ng cho#GdAnh hi®u: Lãm C¦m Hi®t Phß½ng·t§n xß½ng tß½ng tß#W.	10	Danh hi®u	1	1	0	0	0
39920097	3	CircularTaskTool45_8	Uyên ß½ng Mµng Chuyên Thuµc XÑng Hào	Ğêm th¤t t¸ch Mãn Ğình Phß½ng hoa tñ Bäng·uyên ß½ng Mµng Thu Hoa Bäng thÑ nh¤t Danh ğoÕt huy chß½ng thß·ng cho#GdAnh hi®u: Ni®m CØu Tình Trß¶ng·Quân Tâm lòng ta#W.	10	Danh hi®u	1	1	0	0	0
39920098	3	CircularTaskTool45_8	Ğêm th¤t t¸ch luy kª Thu Hoa danh hi®u	Ğêm th¤t t¸ch tích lûy Thu Hoa 188Ğoá thß·ng cho#GdAnh hi®u: Nguy®n Trøc ánh trång lßu luyªn Khách#W.	10	Danh hi®u	1	1	0	0	0
39920099	3	CircularTaskTool45_8	Hàn DÕ ôm nhau Chuyên Thuµc XÑng Hào	Tình nhân Tiªt lãng mÕn T¤u Minh Tam Bµ Khúc Chung Chß½ng·Hàn DÕ ôm nhau T¯ng Hoa Bäng thÑ nh¤t Danh ğoÕt huy chß½ng thß·ng cho#GdAnh hi®u: S½n Häi ß¾c h©n·thi®t tình không h¯i h§n#W.	10	Danh hi®u	1	1	0	0	0
39920100	3	CircularTaskTool45_8	Hàn DÕ ôm nhau Chuyên Thuµc XÑng Hào	Tình nhân Tiªt lãng mÕn T¤u Minh Tam Bµ Khúc Chung Chß½ng·Hàn DÕ ôm nhau Thu Hoa Bäng thÑ nh¤t Danh ğoÕt huy chß½ng thß·ng cho#GdAnh hi®u: Thiên ğ¸a chÑng giám·tình thâm Tñ Häi#W.	10	Danh hi®u	1	1	0	0	0
39920101	3	CircularTaskTool45_8	Tình nhân Tiªt luy kª Thu Hoa danh hi®u	Tình nhân Tiªt tích lûy Thu Hoa 188Ğoá thß·ng cho#GdAnh hi®u: Hoa h°ng Ca Giä#W.	10	Danh hi®u	1	1	0	0	0
39920102	3	CircularTaskTool45_8	Danh hi®u: Môn phái ğÕi ğ® tØ	Tham dñ có mµt không hai sß môn·CØ Hi«n hoÕt ğµng Vinh Ğång ğÑng ğ¥u bäng thß·ng cho#GdAnh hi®u: Môn phái ğÕi ğ® tØ#W, H?n Th¶i 7Thiên.	10	Danh hi®u	1	1	0	0	0
39920103	3	CircularTaskTool45_8	Ngân hà Ğµ Chuyên Thuµc XÑng Hào	Ğêm th¤t t¸ch ngân hà hoa tñ Bäng·ngân hà Ğµ Thu Hoa Bäng thÑ nh¤t Danh ğoÕt huy chß½ng thß·ng cho#GdAnh hi®u: Trong su¯t ThuÖ Gian·Tri«u Tri«u Mµ Tình#W.	10	Danh hi®u	1	1	0	0	0
39920104	3	CircularTaskTool45_8	Ngân hà Ğµ Chuyên Thuµc XÑng Hào	Ğêm th¤t t¸ch ngân hà hoa tñ Bäng·ngân hà Ğµ T¯ng Hoa Bäng thÑ nh¤t Danh ğoÕt huy chß½ng thß·ng cho#GdAnh hi®u: Sáng trong sông ngân·xa xôi T¯ Tình#W.	10	Danh hi®u	1	1	0	0	0
39920105	3	CircularTaskTool45_8	Ğêm th¤t t¸ch luy kª Thu Hoa danh hi®u	Ğêm th¤t t¸ch tích lûy Thu Hoa 188Ğoá thß·ng cho#GdAnh hi®u: Ğ°ng h° nß¾c V¸ Yªt mµt lòng Nhân#W.	10	Danh hi®u	1	1	0	0	0
39920106	3	CircularTaskTool45_8	Tái ngoÕi Tuy®t Tr¥n·ĞÕi Tông Sß	Thay ğ±i nhß chong chóng, Phúc Thü Vi Vû, TÕi NhÕn Môn lu§n võ Cánh T¯c Trung nh§n ğßşc thÑ nh¤t Danh Ğích ğµi ngû Khä lînh.	10	Danh hi®u	1	1	0	0	0
39920107	3	CircularTaskTool45_8	Tái ngoÕi Tuy®t Tr¥n·Lång Tiêu Khách	Lång Tuy®t thiên hÕ, Duy Ngã Ğµc Tôn, TÕi NhÕn Môn lu§n võ Cánh T¯c Trung nh§n ğßşc ğ® nh¸ Danh Ğích ğµi ngû Khä lînh.	10	Danh hi®u	1	1	0	0	0
39920108	3	CircularTaskTool45_8	Tái ngoÕi Tuy®t Tr¥n·Kinh Minh Giä	Ninh Minh Nhi Sinh, B¤t M£c mà chªt, TÕi NhÕn Môn lu§n võ Cánh T¯c Trung nh§n ğßşc ğ® tam Danh Ğích ğµi ngû Khä lînh.	10	Danh hi®u	1	1	0	0	0
39920109	3	CircularTaskTool45_8	Tình nhân Tiªt luy kª Thu Hoa danh hi®u	Tình nhân Tiªt tích lûy Thu Hoa#G188#WĞoá thß·ng cho#Gdanh hi®u: Tình ch² Chung#W.	10	Danh hi®u	1	1	0	0	0
39920110	3	CircularTaskTool102_5	Ğ£c quy«n: M· ra Ki«n Ğïnh thß½ng hµi	Lînh H§u Khä m· ra Chuyên Thuµc cØa hàng#GKI«n Ğïnh thß½ng hµi#W. Khä TÕi LÕc Dß½ng#GTi«n Trang(65, 40)#RTôn Tiªn Bäo#WXØ mua hi hæu ğÕo cø. #r#G(chú ı: Cai ğÕo cø không th¬ nh§n ğßşc, lînh Bát Trùng hào hùng L­ H§u tñ ğµng m· ra Ki«n Ğïnh thß½ng hµi).	15	Ğ£c quy«n	1	0	0	0	0
39920111	3	CircularTaskTool24_5	Ğ¸nh Duyên Th¢ng	Th« non h©n bi¬n, Duyên Ğ¸nh ThØ Thân. Nguy®t Lão trân quı Ğích Ğ¸nh Chª H°ng Th¢ng, có th¬ Tß¾ng Chúc Phúc Ğích Vînh H¢ng Toàn Gi¾i ğ£c hi®u d¡t Ğáo chính mình Ğích trên ngß¶i. Có ğßşc Ğ¸nh Duyên Th¢ng Ğích ngß¶i ch½i, có th¬ TÕi#GL?c Dß½ng(47, 62)#RNguy®t Lão#WXØ tiªn hành Hôn Gi¾i ğ£c hi®u d¶i ği, d¶i ği thành công H§u, trang b¸ ı nhçn ğô hµi có l®nh Nhân ğ©p m¡t Ğích quang hoàn quay chung quanh. #r#GTi¬u nêu lên: M²i Danh ngß¶i ch½i chï có th¬ Dî tiªn hành mµt l¥n Hôn Gi¾i ğ£c hi®u d¶i ği.	1	Ğ£c bi®t	1	1	0	0	0
39920112	3	CircularTaskTool25_9	Trß¶ng Xuân Ng÷c Chi	Trß¶ng Xuân ğáy c¯c Ğích ng÷c thÕch nåm này tháng n÷ Kinh nß¾c su¯i c÷ rØa, hình dÕng mßşt mà, xúc cäm nhÇn nhøi, Th¸ ğúc#GTHiên Giám Linh Võ#WĞích chu¦n b¸ tài li®u. #rH÷c T§p#GThiên Giám Chú Pháp#WH§u, có th¬ sØ døng#YTrß¶ng Xuân Ng÷c Chi#WHoà Chú Ğ° ğúc#GĞ¸a Giai Linh Võ#WHo£c#GThiên Giai Linh Võ#W.	10	Ng.Li®u ğ£c thù	1	1	0	0	0
39920113	3	CircularTaskTool45_8	C¥m Kiªm T« Minh Ğµng thiên ğ¸a	Huy«n Ğµng CØu Tiêu NgoÕi, Kiªm Ğãng Thanh Nhai Gian. TÕi Huy«n Âm Hµi Võ Trung nh§n ğßşc Ğ®#G1#WDanh Ğích ğµi ngû Khä lînh.	60	Danh hi®u	1	1	0	0	0
39920114	3	CircularTaskTool45_8	Ph¯i hşp nh¸p nhàng Hµi tri âm	Mµt kiªm Phá C¥m İ, d¡t tay Nh§p h°ng tr¥n. TÕi Huy«n Âm Hµi Võ Trung nh§n ğßşc Ğ®#G2#WĞáo#G3#WDanh Ğích ğµi ngû Khä lînh.	60	Danh hi®u	1	1	0	0	0
39920115	3	CircularTaskTool45_8	Tin tÑc tß½ng thông Hæu thông minh s¡c xäo	Thông minh s¡c xäo ºc Cñu Khúc, Vãn Kiªm ĞÕp Huy«n Âm. TÕi Huy«n Âm Hµi Võ Trung nh§n ğßşc Ğ®#G4#WĞáo#G10#WDanh Ğích ğµi ngû Khä lînh.	60	Danh hi®u	1	1	0	0	0
39920116	3	CircularTaskTool45_8	Cµng thông minh s¡c xäo·giang h° c¥m tay	TÕi c¥m tay Nh§p giang h° hoÕt ğµng Trung tr· thành giang h° thông minh s¡c xäo Bäng thÑ nh¤t Danh Ğích ğµi ngû Khä nh§n ğßşc ThØ danh hi®u.	10	Danh hi®u	1	1	0	0	0
39920117	3	CircularTaskTool45_8	V¤n thông minh s¡c xäo·giang h° hi¬u nhau	TÕi c¥m tay Nh§p giang h° hoÕt ğµng Trung tr· thành giang h° thông minh s¡c xäo Bäng ğ® nh¸, ba gã Ğích ğµi ngû Khä nh§n ğßşc ThØ danh hi®u.	10	Danh hi®u	1	1	0	0	0
39920118	3	CircularTaskTool45_8	Phán thông minh s¡c xäo·giang h° ğ°ng hành	TÕi c¥m tay Nh§p giang h° hoÕt ğµng Trung tr· thành giang h° thông minh s¡c xäo Bäng Ğ® 4~10Danh Ğích ğµi ngû Khä nh§n ğßşc ThØ danh hi®u.	10	Danh hi®u	1	1	0	0	0
39920119	3	CircularTaskTool45_8	ThØ Xß¾ng Bï Hoà Cµng hÑng thú	Núi cao Tri nß¾c chäy, C¥m Khúc Cµng Kiªm Tâm. TÕi Huy«n Âm Hµi Võ Trung nh§n ğßşc Ğ®#G11#WĞáo#G50#WDanh Ğích ğµi ngû Khä lînh.	60	Danh hi®u	1	1	0	0	0
39920120	3	CircularTaskTool45_8	Nguy®n thông minh s¡c xäo·giang h° m¾i g£p	TÕi c¥m tay Nh§p giang h° hoÕt ğµng Trung thành công ği lên giang h° thông minh s¡c xäo Bäng Ğích ğµi ngû Khä nh§n ğßşc ThØ danh hi®u.	10	Danh hi®u	1	1	0	0	0
39920121	3	CircularTaskTool45_8	Ái Nhî mµt vÕn Niên Chuyên Thuµc XÑng Hào	Ğêm th¤t t¸ch Tiên Læ kÏ duyên hoa tñ Bäng·Ái Nhî mµt vÕn Niên Thu Hoa Bäng thÑ nh¤t Danh ğoÕt huy chß½ng thß·ng cho#GdAnh hi®u: Không tha s¾m chi«u·İ Trung giai nhân#W.	10	Danh hi®u	1	1	0	0	0
39920122	3	CircularTaskTool45_8	Ái Nhî mµt vÕn Niên Chuyên Thuµc XÑng Hào	Ğêm th¤t t¸ch Tiên Læ kÏ duyên hoa tñ Bäng·Ái Nhî mµt vÕn Niên T¯ng Hoa Bäng thÑ nh¤t Danh ğoÕt huy chß½ng thß·ng cho#GdAnh hi®u: Liªc m¡t mµt cái vÕn nåm·cái thª anh hùng#W.	10	Danh hi®u	1	1	0	0	0
39920123	3	CircularTaskTool45_8	Ğêm th¤t t¸ch luy kª Thu Hoa danh hi®u	Ğêm th¤t t¸ch luy kª Thu Hoa 188Ğoá thß·ng cho#GdAnh hi®u: Tß½ng tß T§n Nhi­m Lßşng Mi Gian#W.	10	Danh hi®u	1	1	0	0	0
39920124	3	CircularTaskTool45_8	Lçm b¡t ğ¥u vào mùa ğông Ngµ Chuyên Thuµc XÑng Hào	2024Niên tình nhân Tiªt lãng mÕn T¤u Minh Tam Bµ Khúc·Lçm b¡t ğ¥u vào mùa ğông Ngµ T¯ng Hoa Bäng thÑ nh¤t Danh ğoÕt huy chß½ng thß·ng cho#GdAnh hi®u: S½n Häi ß¾c h©n·thi®t tình không h¯i h§n#W.	10	Danh hi®u	1	1	0	0	0
39920125	3	CircularTaskTool45_8	Lçm b¡t ğ¥u vào mùa ğông Ngµ Chuyên Thuµc XÑng Hào	2024Niên tình nhân Tiªt lãng mÕn T¤u Minh Tam Bµ Khúc·Lçm b¡t ğ¥u vào mùa ğông Ngµ Thu Hoa Bäng thÑ nh¤t Danh ğoÕt huy chß½ng thß·ng cho#GdAnh hi®u: Thiên ğ¸a chÑng giám·tình thâm Tñ Häi#W.	10	Danh hi®u	1	1	0	0	0
39920126	3	CircularTaskTool45_8	Tình nhân Tiªt luy kª Thu Hoa danh hi®u	Tình nhân Tiªt tích lûy Thu Hoa#G188#WĞoá thß·ng cho#Gdanh hi®u: Tình ch² Chung#W.	10	Danh hi®u	1	1	0	0	0
39920127	3	DecorateWeapon2_13	Phi S¡c Khuynh Thành Hoa	Nhßşc Giáo Giäi Ngæ ¿ng Khuynh Qu¯c, Nh§m Th¸ vô tình Di®c ğµng lòng ngß¶i. #rsØ døng H§u Khä kích hoÕt vë ngoài Hoan SÑc: #YPHi S¡c Khuynh Thành Hoa#W, DÎ kích hoÕt Ğích Hoan SÑc vû khí nhßng · ngoài Quan m£t biên-Hoan SÑc Di®p Thiêm Trung tùy ı c¡t. #rKhä TÕi#GLÕc Dß½ng(243, 130)#RTrang Vân SÑc#WXØ thång c¤p Hoan SÑc vû khí. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	1	Hoan SÑc	10	0	0	0	0
39920128	3	DecorateWeapon2_14	Giáng Hoä Li ngß¶i kiªm	N½i nào hşp thành S¥u? Li lòng ngß¶i Thßşng Thu. #rsØ døng H§u Khä kích hoÕt vë ngoài Hoan SÑc: #YGIáng Hoä Li ngß¶i kiªm#W, DÎ kích hoÕt Ğích Hoan SÑc vû khí nhßng · ngoài Quan m£t biên-Hoan SÑc Di®p Thiêm Trung tùy ı c¡t. #rKhä TÕi#GLÕc Dß½ng(243, 130)#RTrang Vân SÑc#WXØ thång c¤p Hoan SÑc vû khí. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	1	Hoan SÑc	10	0	0	0	0
