INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT
10102010	1	1	2	10	0	498	1	-1	-1	Huyªt Thiªt Kiªm	100	Ðßþc chª tÕo t× Huy«n Thiªt, thân kiªm dài 1 trßþng, cñc kÏ n£ng, ð¥u kiªm cùn và tròn, toàn thân kiªm không th¬ trang trí trang sÑc lên.	16000	16000	237	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	208	-1	208	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword3_12	Ð½n Ðoän	2029	2000	0
10102012	1	1	2	12	0	363	1	-1	-1	Cu¯c Khai Khoáng	10	Cu¯c khai khoáng s½ c¤p	180	180	125	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	MenpaiLiveSkill_12	Công Cø	101	2000	0
10102013	1	1	2	13	0	361	1	-1	-1	Li«m Hái Thu¯c	10	Li«m Hái Thu¯c s½ c¤p	180	180	125	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	OtherTools2_13	Công Cø	102	2000	0
10102100	1	1	2	100	0	455	1	-1	-1	Thiªt Kiªm	1	Tân thü vû khí, không có gì giá tr¸. (Hæu Ki®n Ði¬m Kích có th¬ trang b¸)	20	20	114	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword1_1	Ð½n Ðoän	12	2000	0
10103000	1	1	3	0	0	593	1	-1	-1	Song Kh¦u Nh§n	1	Bình thß¶ng ð°ng thiªt S· Chú, hành t¦u giang h° phòng thân s· døng. (Hæu Ki®n Ði¬m Kích có th¬ trang b¸)	20	20	114	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands1_4	Song Ðoän	3	2000	0
10103001	1	1	3	1	0	594	1	-1	-1	Long H± Nhçn	10	Chª tÕo b¢ng tinh thiªt, luôn · bên cÕnh	180	180	125	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	28	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands1_5	Song Ðoän	2030	2000	0
10103002	1	1	3	2	0	595	1	-1	-1	Thß Hùng Kiªm	20	Song kiªm cùng màu, thân kiªm nhö h©p, giang h° hi®p khách thß¶ng mang bên ngß¶i	540	540	137	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	48	-1	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands1_6	Song Ðoän	2031	2000	0
10103003	1	1	3	3	0	599	1	-1	-1	TØ Mçu Kiªm	30	Hai thanh kiªm luôn li«n k« v¾i nhau, có lúc chia lìa có khi hþp thành nh¤t th¬, phÕm vi công kích có th¬ rµng có th¬ h©p	1150	1150	150	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	68	-1	68	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands1_10	Song Ðoän	2032	2000	0
10103004	1	1	3	4	0	603	1	-1	-1	Nga Mi Thích	40	Mãoi thích cûng gi¯ng hình cung tên, có th¬ ðâm có th¬ gÕt, nh© nhàng linh hoÕt.	1780	1780	162	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	88	-1	88	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands1_14	Song Ðoän	2033	2000	0
10103005	1	1	3	5	0	607	1	-1	-1	Xuyên Vân Kiªm	50	Song kiªm màu vàng, thân kiªm có kh¡c h÷a ð° th¤t thái tß¶ng vân, cä thanh kiªm nhß xuyên qua ðám mây, vì v§y m¾i có tên g÷i nhß v§y.	2700	2700	175	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	108	-1	108	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands2_2	Song Ðoän	2034	2000	0
10103006	1	1	3	6	0	612	1	-1	-1	Huyªt Höa Kiªm	60	Thân kiªm là hình tÑ lång, s¡c bén có th¬ ðâm xuyên qua v§t th¬, chuôi kiªm có khäm h°ng s¡c Bäo thÕch	3850	3850	187	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	128	-1	128	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands2_7	Song Ðoän	2035	2000	0
10103007	1	1	3	7	0	617	1	-1	-1	Ði®n Quang Chùy	70	Binh khí ng¡n và n£ng, tr÷ng lßþng r¤t n£ng, khi sØ døng lñc sát thß½ng cñc mÕnh.	5570	5570	200	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	148	-1	148	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands2_12	Song Ðoän	2036	2000	0
10103008	1	1	3	8	0	621	1	-1	-1	Âm Dß½ng Kiªm	80	Mûi kiªm nh÷n có 2 cái móc câu, ðuôi kiªm có 2 ði¬m l°i lên, xung phong di®t ð¸ch, có th¬ ðâm thÆng t¾i.	7450	7450	212	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	168	-1	168	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands2_16	Song Ðoän	2037	2000	0
10103009	1	1	3	9	0	625	1	-1	-1	Thiên Ð¸a Kiªm	90	Thßþng thiên nh§p ð¸a, träm yêu tr× ma.	9950	9950	225	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	188	-1	188	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands3_4	Song Ðoän	2038	2000	0
10103010	1	1	3	10	0	630	1	-1	-1	Uyên ¿½ng Ðao	100	Danh ðao th¶i c±, chª tÕo tinh tª.	16000	16000	237	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	208	-1	208	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands3_9	Song Ðoän	2039	2000	0
10103100	1	1	3	100	0	590	1	-1	-1	Ðào Mµc Kiªm	1	Tân thü vû khí, không có gì giá tr¸. (Hæu Ki®n Ði¬m Kích có th¬ trang b¸)	20	20	114	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands1_1	Song Ðoän	13	2000	0
10104000	1	1	4	0	0	545	1	-1	-1	Thüy M£c Phiªn	1	Tân thü vû khí, không có gì giá tr¸. (Hæu Ki®n Ði¬m Kích có th¬ trang b¸)	20	20	114	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan1_1	Phiªn	4	2000	0
10104001	1	1	4	1	0	548	1	-1	-1	Ðàn Hß½ng Phiªn	10	Thân quÕt ðßþc làm t× g² ðàn hß½ng, ti¬u xäo linh lung.	180	180	125	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	28	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan1_4	Phiªn	2040	2000	0
10104002	1	1	4	2	0	551	1	-1	-1	Quyên Cung Phiªn	20	Cung phiªn ðßþc tình chª t× nhæng v§t li®u chính là trúc, mµc, t½ løa.	540	540	137	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	48	-1	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan1_8	Phiªn	2041	2000	0
10104003	1	1	4	3	0	556	1	-1	-1	Miên Trúc Phiªn	30	Ðßþc là ra t× trúc · Miên S½n, ch¤t li®u cñc kÏ ch¡c ch¡n, ðßþc ngß¶i giang h° ßu chuµng.	1150	1150	150	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	68	-1	68	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan1_12	Phiªn	2042	2000	0
10104004	1	1	4	4	0	560	1	-1	-1	Tßþng Nha Phiªn	40	Thân cüa quÕt lông ðßþc tinh chª t× ngà voi, ch¡c ch¡n d¸ thß¶ng, có th¬ công có th¬ thü.	1780	1780	162	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	88	-1	88	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan1_16	Phiªn	2043	2000	0
10104005	1	1	4	5	0	564	1	-1	-1	Tß½ng Ng÷c Phiªn	50	QuÕt có màu ph¤n, tinh xäo lÕ thß¶ng, nan quÕt l¾n bên ngoài có khäm h°ng s¡c bäo ng÷c, ánh sáng chói m¡t.	2700	2700	175	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	108	-1	108	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan2_4	Phiªn	2044	2000	0
10104006	1	1	4	6	0	569	1	-1	-1	Täi Vân Phiªn	60	Ch¤t li®u ð£c bi®t, hình dáng lÕ kÏ, trong gi¯ng nhß t×ng ðám mây ðßþc ðem n¯i lÕi v¾i nhau, vì v§y m¾i có tên g÷i nhß v§y.	3850	3850	187	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	128	-1	128	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan2_9	Phiªn	2045	2000	0
10104007	1	1	4	7	0	572	1	-1	-1	Ðiêu Linh Phiªn	70	Ðßþc làm t× lông vû cüa loài th¥n ðiêu · Tây Vñc, bên trong có gi¤u 1 lßÞi dao s¡c bén, nh© nhàng linh hoÕt.	5570	5570	200	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	148	-1	148	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan2_10	Phiªn	2046	2000	0
10104008	1	1	4	8	0	576	1	-1	-1	Ðinh Quân Phiªn	80	Thân quÕt ðßþc làm t× loÕi g² tråm nåm trong Ð¸nh Quân S½n, thân quÕt nh÷n ðßþc b÷c s¡t, s¡c bén vô cùng, có th¬ t¤n công không th¬ phòng b¸.	7450	7450	212	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	168	-1	168	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan3_2	Phiªn	2047	2000	0
10104009	1	1	4	9	0	584	1	-1	-1	Chinh L² Phiªn	90	Thân quÕt có khäm 7 hÕt Lam cang ng÷c, ch¡c và cÑng vô cùng, thân quÕt có 7 cây cang châm, s¡c bén tuy®t luân.	9950	9950	225	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	188	-1	188	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan3_8	Phiªn	2048	2000	0
10104010	1	1	4	10	0	585	1	-1	-1	Phong Vû Phiªn	100	Cùng hµi ð°ng thuy«n, cùng mßu sñ vi®c thiên hÕ.	16000	16000	237	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	208	-1	208	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan3_9	Phiªn	2049	2000	0
10104100	1	1	4	100	0	545	1	-1	-1	Chiªt Phiªn	1	Tân thü vû khí, không có gì giá tr¸. (Hæu Ki®n Ði¬m Kích có th¬ trang b¸)	20	20	114	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan1_1	Phiªn	14	2000	0
10105000	1	1	5	0	0	500	1	-1	-1	Trúc Chi Hoàn	1	Tân thü vû khí, không có gì giá tr¸. (Hæu Ki®n Ði¬m Kích có th¬ trang b¸)	20	20	114	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus1_1	Khuyên	5	2000	0
10105001	1	1	5	1	0	501	1	-1	-1	BÕch H°ng Hoàn	10	Làm t× tinh thiªt, hình dáng gi¯ng nhß c¥u v°ng màu tr¡ng, thích hþp cho ngß¶i m¾i gia nh§p giang h° sØ døng.	180	180	125	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	28	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus1_2	Khuyên	2050	2000	0
10105002	1	1	5	2	0	504	1	-1	-1	TØ Ng÷c Hoàn	20	Phï có màu vàng, Thúy có màu xanh nhßng tím là quý nh¤t, có khäm TØ s¡c Bäo thÕch, trang nhã quý phái.	540	540	137	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	48	-1	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus1_5	Khuyên	2051	2000	0
10105003	1	1	5	3	0	508	1	-1	-1	Ngßng Sß½ng Hoàn	30	Thân hoàn có 3 lßÞi dao và 4 mûi thích, công có th¬ di®t ð¸ch, thü có th¬ phòng thân, ðßþc ngß¶i giang h° ßu chuµng.	1150	1150	150	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	68	-1	68	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus1_9	Khuyên	2052	2000	0
10105004	1	1	5	4	0	512	1	-1	-1	Ph¤t Hß½ng Hoàn	40	Chª tÕo t× ð°ng tinh, væng nhß bàn thÕch, có hß½ng th½m thoang thoäng.	1780	1780	162	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	88	-1	88	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus1_13	Khuyên	2053	2000	0
10105005	1	1	5	5	0	516	1	-1	-1	Bích Ng÷c Hoàn	50	Thân hoàn ðßþc ðúc t× bích s¡c ng÷c thÕch, toát lên ánh sáng màu xanh lÕnh l¨o.	2700	2700	175	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	108	-1	108	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus2_1	Khuyên	2054	2000	0
10105006	1	1	5	6	0	521	1	-1	-1	H²n Ðµn Hoàn	60	TÕo hình kÏ d¸, nhö nh¡n tinh tª, hoàn nh§n s¡c bén, sát thß½ng vô s¯.	3850	3850	187	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	128	-1	128	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus2_6	Khuyên	2055	2000	0
10105007	1	1	5	7	0	525	1	-1	-1	Tiêu Dao Hoàn	70	Do ðÕo nhân phái Tiêu Dao ðúc nên, không có chiêu thÑc thân pháp c¯ ð¸nh, tâm ðªn ðâu thì khuyên ðªn ðó.	5570	5570	200	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	148	-1	148	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus2_10	Khuyên	2056	2000	0
10105008	1	1	5	8	0	530	1	-1	-1	Thiên Møc Hoàn	80	Chuôi hoàn hình nhß s×ng cüa loài thú, lßÞi ð½n, m²i 1 ô có hình 1 con m¡t, vì v§y m¾i có tên g÷i nhß v§y.	7450	7450	212	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	168	-1	168	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus2_15	Khuyên	2057	2000	0
10105009	1	1	5	9	0	535	1	-1	-1	U Minh Hoàn	90	U Minh ðµ kh¦u Ðích ngàn nåm ThÕch S· TÕo, kinh nghi®m l® khí tiêm nhi­m, h¤p thu thª gian oán khí, uy lñc kinh ngß¶i.	9950	9950	225	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	188	-1	188	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus3_4	Khuyên	2058	2000	0
10105010	1	1	5	10	0	540	1	-1	-1	Long Phøng Hoàn	100	Long xu¤t Phøng tùy, hoàn hoàn tß½ng sinh.	16000	16000	237	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	208	-1	208	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus3_9	Khuyên	2059	2000	0
10105100	1	1	5	100	0	500	1	-1	-1	Thiªt Hoàn	1	Tân thü vû khí, không có gì giá tr¸. (Hæu Ki®n Ði¬m Kích có th¬ trang b¸)	20	20	114	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus1_1	Khuyên	15	2000	0
