INT	STRING	STRING	INT	FLOAT	FLOAT	INT	FLOAT	FLOAT	INT	FLOAT	FLOAT	INT	FLOAT	FLOAT	INT	FLOAT	FLOAT	INT	FLOAT	FLOAT	INT	FLOAT	FLOAT	INT	FLOAT	FLOAT	INT	FLOAT	FLOAT	INT	FLOAT	FLOAT	INT	FLOAT	FLOAT	INT	FLOAT	FLOAT	INT	FLOAT	FLOAT	INT	FLOAT	FLOAT	INT	FLOAT	FLOAT	INT	FLOAT	FLOAT	INT
322801	Nam Chiªu tinh anh quái v§t	[ð¥u møc]H¡c Träo Báo	4	274	77	0	271	135	0	246	128	0	232	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
322802	Nam Chiªu tinh anh quái v§t	[ð¥u møc]Tùng Lâm Phong	4	84	48	0	73	89	0	45	77	0	85	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
322803	Nam Chiªu tinh anh quái v§t	[ð¥u møc]Ð¢ng Giáp T£c	4	43	146	0	41	185	0	68	180	0	51	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
322804	Nam Chiªu tinh anh quái v§t	[ð¥u møc]Ð¢ng Giáp Dûng Sî	4	149	178	0	147	201	0	199	211	0	224	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
322805	Nam Chiªu tinh anh quái v§t	[ð¥u møc]H¡c Miêu Chiªn Sî	4	255	258	0	60	273	0	84	272	0	110	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
322901	Miêu Cß½ng tinh anh quái v§t	[ð¥u møc]Träo TrÕch NgÕc Ngß	4	97	44	0	42	48	0	57	73	0	105	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
322902	Miêu Cß½ng tinh anh quái v§t	[ð¥u møc]Vînh DÕ Tu La	4	161	53	0	153	73	0	193	96	0	141	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
322903	Miêu Cß½ng tinh anh quái v§t	[ð¥u møc]M£c Kiªp Tu La	4	161	201	0	155	223	0	121	194	0	124	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
322904	Miêu Cß½ng tinh anh quái v§t	[ð¥u møc]Ách Tu La	4	278	230	0	264	171	0	232	165	0	222	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
322905	Miêu Cß½ng tinh anh quái v§t	[ð¥u møc]A T¸ Tu La	4	272	90	0	256	115	0	228	104	0	259	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323001	Tây H° tinh anh quái v§t	[ð¥u møc]Hoa Cäng Ðµc Phong	4	86	53	0	100	69	0	50	88	0	82	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323002	Tây H° tinh anh quái v§t	[ð¥u møc]ThuÖ QuÖ Thám TØ	4	200	133	0	168	150	0	200	170	0	177	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323003	Tây H° tinh anh quái v§t	[ð¥u møc]ÐoÕn Ki«u Hoa Yêu	4	242	121	0	226	119	0	223	78	0	185	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323004	Tây H° tinh anh quái v§t	[ð¥u møc]BÕch Ðê Li­u QuÖ	4	101	221	0	119	234	0	83	256	0	112	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323005	Tây H° tinh anh quái v§t	[ð¥u møc]Quy Vân Trang tá ði«n	4	72	191	0	50	191	0	52	206	0	46	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323006	Tây H° tinh anh quái v§t	[ð¥u møc]Long Tïnh ThuÖ T£c	4	241	251	0	261	243	0	240	216	0	259	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323101	Long Tuy«n tinh anh quái v§t	[ð¥u møc]Long Tuy«n Báo	4	63	221	0	79	255	0	107	264	0	123	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323102	Long Tuy«n tinh anh quái v§t	[ð¥u møc]Lan Lµ ThuÖ QuÖ	4	97	217	0	122	211	0	58	146	0	56	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323103	Long Tuy«n tinh anh quái v§t	[ð¥u møc]Tung Hoä ThuÖ QuÖ	4	79	104	0	64	81	0	101	127	0	113	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323104	Long Tuy«n tinh anh quái v§t	[ð¥u møc]TÕc Thuy«n ThuÖ QuÖ	4	192	181	0	194	216	0	193	167	0	174	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323105	Long Tuy«n tinh anh quái v§t	[ð¥u møc]Quy Vân Trang Kiªm Sß	4	258	188	0	237	217	0	238	174	0	267	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323106	Long Tuy«n tinh anh quái v§t	[ð¥u møc]ThuÖ QuÖ Si Khách	4	235	88	0	157	103	0	125	106	0	227	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323201	Vû Di tinh anh quái v§t	[ð¥u møc]Thâm C¯c BÕch Viên	4	75	140	0	49	91	0	36	93	0	75	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323202	Vû Di tinh anh quái v§t	[ð¥u møc]BÕch Hoa Tri Thù	4	157	188	0	175	162	0	181	138	0	150	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323203	Vû Di tinh anh quái v§t	[ð¥u møc]S½n Vi®t Chiªn Sî	4	203	236	0	232	202	0	263	210	0	269	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323204	Vû Di tinh anh quái v§t	[ð¥u møc]S½n Vi®t ÐÕo Phï	4	138	40	0	154	47	0	107	69	0	110	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323205	Vû Di tinh anh quái v§t	[ð¥u møc]Thø Giáp Tiêu Binh	4	277	73	0	277	106	0	249	132	0	236	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323206	Vû Di tinh anh quái v§t	[ð¥u møc]S½n Vi®t Ðao Khách	4	171	210	0	166	247	0	148	266	0	179	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323301	Mai Lînh tinh anh quái v§t	[ð¥u møc]H°ng Bào Tri Thù	4	42	250	0	76	277	0	89	237	0	67	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323302	Mai Lînh tinh anh quái v§t	[ð¥u møc]Tùng Lâm Dã Nhân	4	93	123	0	83	138	0	35	122	0	33	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323303	Mai Lînh tinh anh quái v§t	[ð¥u møc]S½n Vi®t Tª Tß	4	48	64	0	43	43	0	46	84	0	111	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323304	Mai Lînh tinh anh quái v§t	[ð¥u møc]B¢ng Dân	4	122	192	0	115	170	0	160	198	0	141	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323305	Mai Lînh tinh anh quái v§t	[ð¥u møc]S½n Vi®t Hµ Pháp	4	234	41	0	238	76	0	190	116	0	190	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323306	Mai Lînh tinh anh quái v§t	[ð¥u møc]Lßu Kh¤u	4	222	190	0	225	220	0	202	196	0	210	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323401	Nam Häi tinh anh quái v§t	[ð¥u møc]Nam Häi NgÕc Ngß	4	71	94	0	72	134	0	71	166	0	48	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323402	Nam Häi tinh anh quái v§t	[ð¥u møc]NgÕc Ngß Bang H²n H²n	4	114	65	0	156	76	0	159	59	0	152	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323403	Nam Häi tinh anh quái v§t	[ð¥u møc]ThÕch Lão Nhân	4	197	150	0	218	147	0	116	127	0	117	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323404	Nam Häi tinh anh quái v§t	[ð¥u møc]NgÕc Ngß Bang Tá Thü	4	179	104	0	194	101	0	186	127	0	232	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323405	Nam Häi tinh anh quái v§t	[ð¥u møc]Nam Häi Häi ÐÕo	4	225	208	0	245	224	0	263	247	0	164	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323501	QuÏnh Châu tinh anh quái v§t	[ð¥u møc]Th¸ Huyªt NgÕc Ngß	4	253	182	0	266	221	0	238	202	0	269	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323502	QuÏnh Châu tinh anh quái v§t	[ð¥u møc]NgÕc Ngß Bang Dûng Sî	4	210	198	0	208	220	0	186	222	0	173	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323503	QuÏnh Châu tinh anh quái v§t	[ð¥u møc]Nam Häi ÐÕo Th¥n	4	65	199	0	77	220	0	234	55	0	215	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323504	QuÏnh Châu tinh anh quái v§t	[ð¥u møc]NgÕc Ngß Bang Sát Thü	4	225	113	0	219	165	0	96	127	0	117	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323505	QuÏnh Châu tinh anh quái v§t	[ð¥u møc]NgÕc Ngß Bang Ðß¶ng Chü	4	142	134	0	110	200	0	120	137	0	131	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323601	Cái Bang T±ng Ðà tinh anh quái v§t	[ð¥u møc]Phøc Thù ºa H¥u	4	42	147	0	151	153	0	111	138	0	72	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323602	Cái Bang T±ng Ðà tinh anh quái v§t	[ð¥u møc]Cß¶ng Tráng ºa H¥u	4	53	109	0	130	111	0	153	117	0	91	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323603	Cái Bang T±ng Ðà tinh anh quái v§t	[ð¥u møc]Tinh Tráng ºa H¥u	4	91	102	0	115	93	0	70	90	0	91	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323604	Nga Mi S½n tinh anh quái v§t	[ð¥u møc]Nga Mi BÕch Mi ºa Viên	4	137	153	0	150	138	0	152	106	0	154	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323605	Nga Mi S½n tinh anh quái v§t	[ð¥u møc]Nga Mi Lþi Träo ºa Viên	4	144	39	0	95	67	0	95	83	0	96	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323606	Nga Mi S½n tinh anh quái v§t	[ð¥u møc]Nga Mi Hung Nao	4	58	151	0	38	151	0	36	109	0	40	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323607	Quang Minh Ðïnh tinh anh quái v§t	[ð¥u møc]M§t Thám Tiên Phong	4	97	143	0	79	145	0	116	148	0	51	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323608	Quang Minh Ðïnh tinh anh quái v§t	[ð¥u møc]Thanh KÏ Thám Mã	4	157	138	0	159	97	0	51	98	0	28	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323609	Quang Minh Ðïnh tinh anh quái v§t	[ð¥u møc]Lam KÏ Thám Mã	4	29	51	0	80	37	0	117	38	0	155	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323610	Thiªu Lâm Tñ tinh anh quái v§t	[ð¥u møc]Mµc Nhân Lâu La	4	95	129	0	98	108	0	66	101	0	125	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323611	Thiªu Lâm Tñ tinh anh quái v§t	[ð¥u møc]Mµc Nhân Tinh Anh	4	128	84	0	96	85	0	65	88	0	69	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323612	Thiªu Lâm Tñ tinh anh quái v§t	[ð¥u møc]Mµc Nhân Võ Sî	4	154	52	0	41	99	0	42	131	0	78	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323613	Tinh Tú Häi tinh anh quái v§t	[ð¥u møc]Mµc Vß½ng Tri Thù	4	70	147	0	45	142	0	106	132	0	145	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323614	Tinh Tú Häi tinh anh quái v§t	[ð¥u møc]ThuÖ Vß½ng Tri Thù	4	138	95	0	115	110	0	61	114	0	52	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323615	Tinh Tú Häi tinh anh quái v§t	[ð¥u møc]Hoä Vß½ng Tri Thù	4	48	50	0	70	61	0	96	90	0	124	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323616	Linh ThÑu Phong tinh anh quái v§t	[ð¥u møc]Thiên S½n Ti¬u Tuyªt Quái	4	41	146	0	44	124	0	138	119	0	145	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323617	Linh ThÑu Phong tinh anh quái v§t	[ð¥u møc]Thiên S½n ÐÕi Tuyªt Quái	4	151	40	0	125	78	0	39	46	0	65	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323618	Linh ThÑu Phong tinh anh quái v§t	[ð¥u møc]Thiên S½n Tuyªt Quái Vß½ng	4	124	48	0	60	65	0	80	48	0	99	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323619	Núi Võ Ðang tinh anh quái v§t	[ð¥u møc]Yêu D¸ Tâm Ma	4	109	164	0	38	182	0	45	130	0	62	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323620	Núi Võ Ðang tinh anh quái v§t	[ð¥u møc]Phá Sân Tâm Ma	4	75	135	0	77	113	0	90	99	0	103	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323621	Núi Võ Ðang tinh anh quái v§t	[ð¥u møc]Sát Døc Tâm Ma	4	86	85	0	47	94	0	45	58	0	99	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323622	Lång Ba Ðµng tinh anh quái v§t	[ð¥u møc]Hü Th¬ ‘i LuÛ	3	49	148	0	57	65	0	96	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323623	Lång Ba Ðµng tinh anh quái v§t	[ð¥u møc]Thñc Tâm ‘i LuÛ	2	118	147	0	117	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323624	Lång Ba Ðµng tinh anh quái v§t	[ð¥u møc]Hoá Phách ‘i LuÛ	3	151	150	0	157	57	0	148	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323625	Thiên Long Tñ tinh anh quái v§t	[ð¥u møc]Di®t Yêu ‘i LuÛ	4	65	144	0	63	97	0	132	133	0	116	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323626	Thiên Long Tñ tinh anh quái v§t	[ð¥u møc]Chu Tiên ‘i LuÛ	4	147	149	0	155	125	0	96	89	0	86	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323627	Thiên Long Tñ tinh anh quái v§t	[ð¥u møc]Thí Th¥n ‘i LuÛ	4	36	78	0	45	46	0	149	34	0	122	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323701	ÐÕi Quân Thäo Li®u Trß¶ng	H°ng Phong Tri Thù	4	229	126	0	202	57	0	192	103	0	228	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323702	ÐÕi Quân Thäo Li®u Trß¶ng	H°ng Phong Hùng	4	216	224	0	231	94	0	200	28	0	229	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323703	ÐÕi Quân Thäo Li®u Trß¶ng	T¥n Gia TrÕi Th± Phï	4	159	187	0	157	227	0	176	207	0	154	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323704	ÐÕi Quân Thäo Li®u Trß¶ng	T¥n Gia TrÕi Hµ V®	4	74	233	0	49	222	0	129	170	0	60	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323705	ÐÕi Quân Thäo Li®u Trß¶ng	T¥n Gia TrÕi Giáo Ð¥u	4	56	196	0	78	223	0	66	231	0	115	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323706	ÐÕi Quân Thäo Li®u Trß¶ng	Ðä Thäo C¯c Liêu Binh	4	110	172	0	130	35	0	149	105	0	28	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323801	Miêu Nhân Ðµng	H°ng Bào Tri Thù	4	31	237	0	68	130	0	91	170	0	49	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323802	Miêu Nhân Ðµng	S½n Vi®n Tß Tª	4	95	151	0	29	103	0	98	105	0	201	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323803	Miêu Nhân Ðµng	B¢ng Dân	4	176	76	0	221	134	0	229	98	0	164	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323804	Miêu Nhân Ðµng	S½n Vi®n Hµ Pháp	4	124	16	0	116	55	0	236	28	0	231	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323805	Miêu Nhân Ðµng	Lßu Kh¤u	4	97	56	0	47	23	0	21	32	0	180	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323901	S½n Ðµng Thuy«n ‘	Hoa Cäng Ðµc Phong	4	53	211	0	94	204	0	60	231	0	93	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323902	S½n Ðµng Thuy«n ‘	Thüy QuÖ Thám TØ	4	144	191	0	169	210	0	168	239	0	180	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323903	S½n Ðµng Thuy«n ‘	ÐoÕn Ki«u Hoa Yêu	4	179	156	0	167	165	0	85	166	0	164	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323904	S½n Ðµng Thuy«n ‘	M§t Thám	4	149	73	0	175	58	0	220	208	0	225	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323905	S½n Ðµng Thuy«n ‘	Lßu Kh¤u	4	217	50	0	158	34	0	52	151	0	36	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323906	S½n Ðµng Thuy«n ‘	Long Tïnh Thüy T£c	4	93	90	0	30	32	0	85	35	0	50	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324001	Ôn Tuy«n Ðµng	Báo Ð¯m	4	64	231	0	56	185	0	22	155	0	118	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324002	Ôn Tuy«n Ðµng	Xích Cß¾c Dã Nhân	4	93	158	0	94	120	0	64	143	0	95	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324003	Ôn Tuy«n Ðµng	Lang Tµc Thám TØ	4	39	33	0	86	54	0	120	60	0	114	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324004	Ôn Tuy«n Ðµng	Phong Lang	4	52	70	0	236	234	0	215	193	0	160	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324005	Ôn Tuy«n Ðµng	Lang Tµc Kinh SÑ	4	175	200	0	223	131	0	218	62	0	146	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324006	Ôn Tuy«n Ðµng	Lang Tµc Chiªn Sî	4	165	122	0	206	73	0	183	33	0	228	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324101	Ma Nhai Ðµng	T¥n Gia TrÕi Lâu La	4	52	236	0	19	195	0	18	179	0	45	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324102	Ma Nhai Ðµng	T¥n Gia TrÕi Thân Binh	4	65	186	0	64	222	0	94	236	0	86	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
