INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	INT
186	0	1	34	0	808000	0	0	0	0	0	0	4	30	#PTÂn mµt vòng Ðích#GLâu Lan t¥m bäo hoÕt ðµng#Ps¡p Vu#G11: 30#Pb¡t ð¥u, Thïnh các v¸ ngß¶i ch½i chu¦n b¸ sÇn sàng. T¤t cä c¤p b§c ðÕt t¾i#G75C¤p#P, tÂm pháp c¤p b§c ðÕt t¾i#G40C¤p#PÐích ngß¶i ch½i, chï c¥n tÕo thành#G3Nhân Ho£c ðã ngoài#PÐích ðµi ngû, tìm ðßþc#GLâu Lan(162, 75) Kim CØu Linh#Plà có th¬ tham gia.	170	5	#GLÂu Lan t¥m bäo hoÕt ðµng#Ps¡p Vu#G11: 30#Pb¡t ð¥u, Thïnh Ðáo#GLâu Lan(162, 75)#Ptìm ðßþc#GKim CØu Linh#Pbáo danh có th¬ tham gia. T¤t cä c¤p b§c ðÕt t¾i#G75C¤p#P, tÂm pháp c¤p b§c ðÕt t¾i#G40C¤p#PÐích ngß¶i ch½i, chï c¥n tÕo thành#G3Nhân Ho£c ðã ngoài#PÐích ðµi ngû là có th¬ tham gia.	180	20	#GLÂu Lan t¥m bäo hoÕt ðµng#Pðã b¡t ð¥u r°i, Thïnh Ðáo#GLâu Lan(162, 75)#Ptìm ðßþc#GKim CØu Linh#Pbáo danh có th¬ tham gia.	350	5	#PhÔm nay Ðích#GLâu Lan t¥m bäo hoÕt ðµng#PTß¾ng Vu#G14: 30#Pkªt thúc, Thïnh các v¸ ngß¶i ch½i n¡m ch£t th¶i gian.	359	1	#PhÔm nay Ðích#GLâu Lan t¥m bäo hoÕt ðµng#Pðã kªt thúc, Cäm TÕ các v¸ Ðích tham dñ. Hoan nghênh Nhçm ngày mai lÕi ðªn!	360	-1	Lâu Lan t¥m bäo	95	-1	-1
187	0	1	74	186	808120	0	0	0	0	0	0	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Huy«n Võ Ðäo Lôi Lân Sô Phøng	95	-1	-1
188	0	1	76	186	808120	0	0	0	0	0	0	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Huy«n Võ Ðäo Lôi Lân Sô Phøng	95	-1	-1
189	0	1	74	186	808000	0	0	0	0	0	0	4	30	#{XXWD_8815_06}	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Huy«n Võ Ðäo Lôi Lân Sô Phøng	76	-1	-1
190	0	1	76	186	808000	0	0	0	0	0	0	4	30	#{XXWD_8815_06}	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Huy«n Võ Ðäo Lôi Lân Sô Phøng	78	-1	-1
191	0	2	76	0	808041	0	0	0	0	0	0	4	30	#{BHSJ_081014_01}	50	15	#{BHSJ_081014_30}	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Bang hµi qu¥n th¬ thu th§p	95	-1	-1
200	1	1	45	-1	808123	50	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Ván c¶ phòng nghï Chi Trân Lung Chi Quang	94	-1	-1
222	1	1	0	158	808106	95	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1440	-1	Thi¬m Ði®n C¦u	95	-1	-1
226	1	1	0	4	808132	95	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1001Cá nguy®n v÷ng	95	-1	-1
228	0	1	66	18	402110	0	0	0	0	0	0	4	4	#{CJG_090413_01}	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	Tàng Kinh Các	95	-1	-1
229	0	1	86	18	402110	0	0	0	0	0	0	4	4	#{CJG_090413_01}	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	Tàng Kinh Các	95	-1	-1
230	0	1	92	18	402110	0	0	0	0	0	0	4	4	#{CJG_090413_01}	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	Tàng Kinh Các	95	-1	-1
231	0	2	376	0	808000	76	0	0	0	0	0	4	30	#{ZXCM_090602_01}	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Giæa mùa hÕ tr× ma	385	-1	-1
232	0	2	386	0	808000	86	0	0	0	0	0	4	15	#{ZXCM_090602_02}	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Giæa mùa hÕ tr× ma	387	-1	-1
233	0	2	388	0	808000	88	0	0	0	0	0	4	60	#{ZXCM_090602_03}	65	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Giæa mùa hÕ tr× ma	393	-1	-1
234	0	1	52	443	50062	0	0	0	0	0	0	4	4	#{FHGC_090706_01}	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Phßþng hoàng lång mµ	90	-1	-1
235	0	1	90	443	50062	0	0	0	0	0	0	4	4	#{FHGC_090706_01}	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Phßþng hoàng lång mµ	95	-1	-1
240	0	2	676	0	403004	76	0	0	0	0	0	4	15	#{FHZD_090708_01}	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Phßþng hoàng C± Thành tranh ðoÕt	695	-1	-1
244	0	2	376	0	403004	76	0	0	0	0	0	4	15	#{FHZD_090708_01}	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Phßþng hoàng C± Thành tranh ðoÕt	395	-1	-1
250	0	1	43	18	402110	0	0	0	0	0	0	4	4	#{CJG_090413_01}	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	Tàng Kinh Các	95	-1	-1
275	1	0	5200	0	892385	1344	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	Hoa ðång ¦n ngæ	6600	-1	-1
314	1	0	0	0	892945	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Tiªng chuông thän nhiên HÕ tân niên	1295	-1	-1
315	0	0	0	0	808000	0	0	0	0	0	0	4	120	#{ZSHXN_101108_28}	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Tiªng chuông thän nhiên HÕ tân niên-0Ði¬m	1	-1	-1
316	0	0	48	0	808000	0	0	0	0	0	0	4	120	#{ZSHXN_101108_28}	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Tiªng chuông thän nhiên HÕ tân niên-12Ði¬m	49	-1	-1
317	0	0	80	0	808000	0	0	0	0	0	0	4	120	#{ZSHXN_101108_28}	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Tiªng chuông thän nhiên HÕ tân niên-20Ði¬m	81	-1	-1
319	0	1	32	41	893085	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Bäo Ð° Bí Cänh	35	-1	-1
320	0	1	36	41	893085	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Bäo Ð° Bí Cänh	39	-1	-1
321	0	1	40	41	893085	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Bäo Ð° Bí Cänh	47	-1	-1
322	0	1	48	41	893085	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Bäo Ð° Bí Cänh	63	-1	-1
323	0	1	64	41	893085	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Bäo Ð° Bí Cänh	83	-1	-1
324	0	1	84	41	893085	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Bäo Ð° Bí Cänh	95	-1	-1
328	0	2	574	0	808000	0	0	0	0	0	0	4	15	#{MPCG_191029_02}	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	NhÕn Môn lu§n võ	576	-1	-1
329	0	2	576	0	808000	0	0	0	0	0	0	4	60	#{MPCG_191029_03}	65	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	NhÕn Môn lu§n võ	581	-1	-1
330	0	2	274	0	808000	0	0	0	0	0	0	4	15	#{MPCG_191029_02}	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	NhÕn Môn lu§n võ	276	-1	-1
331	0	2	276	0	808000	0	0	0	0	0	0	4	60	#{MPCG_191029_03}	65	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	NhÕn Môn lu§n võ	281	-1	-1
347	1	1	59	39	893342	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	Thú H°n Chi LoÕn	64	-1	-1
348	1	1	83	39	893342	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	Thú H°n Chi LoÕn	88	-1	-1
349	1	2	460	0	888166	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	LÕp Tiêu	468	-1	-1
350	1	2	480	0	888166	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	LÕp Tiêu	488	-1	-1
351	0	2	374	0	893336	0	0	0	0	0	0	4	16	#{XSX_220705_339}	15	16	#{XSX_220705_339}	30	91	#{XSX_220705_340}	90	61	#{XSX_220705_340}	120	-1	-1	-1	-1	Tân Sát Tinh-Thß½ng S½n Phá Sát	395	-1	-1
352	0	2	674	0	893336	0	0	0	0	0	0	4	16	#{XSX_220705_339}	15	16	#{XSX_220705_339}	30	91	#{XSX_220705_340}	90	61	#{XSX_220705_340}	120	-1	-1	-1	-1	Tân Sát Tinh-Thß½ng S½n Phá Sát	695	-1	-1
358	1	1	80	0	889982	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Tranh phách TrÕi	95	-1	-1
360	0	2	283	617	292011	0	0	0	0	0	0	4	-1	-1	10	11	#{CJWK_221220_106}	10	21	#{CJWK_221220_106}	20	31	#{CJWK_221220_106}	30	-1	-1	-1	0	Tân Phöng C¯c T¥m Ng÷c-Chu Nh¸ 3	295	-1	-1
361	0	2	483	617	292011	0	0	0	0	0	0	4	-1	-1	10	11	#{CJWK_221220_106}	10	21	#{CJWK_221220_106}	20	31	#{CJWK_221220_106}	30	-1	-1	-1	0	Tân Phöng C¯c T¥m Ng÷c-Chu TÑ 3	495	-1	-1
363	0	2	284	0	808076	0	0	0	0	0	0	4	11	#{CJWK_221220_107}	10	21	#{CJWK_221220_107}	20	31	#{CJWK_221220_107}	30	-1	-1	-1	-1	-1	-1	-1	Tân Phöng C¯c T¥m Ng÷c-Chu Nh¸ 4	295	-1	-1
364	0	2	484	0	808076	0	0	0	0	0	0	4	11	#{CJWK_221220_107}	10	21	#{CJWK_221220_107}	20	31	#{CJWK_221220_107}	30	-1	-1	-1	-1	-1	-1	-1	Tân Phöng C¯c T¥m Ng÷c-Chu TÑ 4	495	-1	-1
365	0	2	83	0	808076	0	0	0	0	0	0	4	16	#{BLDPVP_221214_1}	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	HÕ Bán Trß¶ng-B¤t Lão Ði®n pvp	95	-1	-1
366	0	2	683	617	292003	0	0	0	0	0	0	4	-1	-1	10	21	#{CJWK_221220_01}	20	31	#{CJWK_221220_01}	30	31	#{CJWK_221220_01}	30	-1	-1	-1	0	Phöng C¯c T¥m Ng÷c-Chu Løc 3	695	-1	-1
367	0	2	684	0	808076	0	0	0	0	0	0	4	11	#{CJWK_221220_02}	10	21	#{CJWK_221220_02}	20	31	#{CJWK_221220_02}	30	-1	-1	-1	-1	-1	-1	-1	Phöng C¯c T¥m Ng÷c-Chu Løc 4	695	-1	-1
368	0	2	259	617	292011	0	0	0	0	0	0	4	-1	-1	10	21	#{CJWK_221220_106}	20	31	#{CJWK_221220_106}	30	31	#{CJWK_221220_106}	30	-1	-1	-1	0	Tân Phöng C¯c T¥m Ng÷c-Chu Nh¸ 1	295	-1	-1
369	0	2	459	617	292011	0	0	0	0	0	0	4	-1	-1	10	21	#{CJWK_221220_106}	20	31	#{CJWK_221220_106}	30	31	#{CJWK_221220_106}	30	-1	-1	-1	0	Tân Phöng C¯c T¥m Ng÷c-Chu TÑ 1	495	-1	-1
370	0	2	659	617	292003	0	0	0	0	0	0	4	-1	-1	10	21	#{CJWK_221220_01}	20	31	#{CJWK_221220_01}	30	31	#{CJWK_221220_01}	30	-1	-1	-1	0	Phöng C¯c T¥m Ng÷c-Chu Løc 1	695	-1	-1
371	0	2	260	0	808076	0	0	0	0	0	0	4	11	#{CJWK_221220_107}	10	21	#{CJWK_221220_107}	20	31	#{CJWK_221220_107}	30	-1	-1	-1	-1	-1	-1	-1	Tân Phöng C¯c T¥m Ng÷c-Chu Nh¸ 2	295	-1	-1
372	0	2	460	0	808076	0	0	0	0	0	0	4	11	#{CJWK_221220_107}	10	21	#{CJWK_221220_107}	20	31	#{CJWK_221220_107}	30	-1	-1	-1	-1	-1	-1	-1	Tân Phöng C¯c T¥m Ng÷c-Chu TÑ 2	495	-1	-1
373	0	2	660	0	808076	0	0	0	0	0	0	4	11	#{CJWK_221220_02}	10	21	#{CJWK_221220_02}	20	31	#{CJWK_221220_02}	30	-1	-1	-1	-1	-1	-1	-1	Phöng C¯c T¥m Ng÷c-Chu Løc 2	695	-1	-1
374	0	2	59	0	808076	0	0	0	0	0	0	4	16	#{BLDPVP_221214_193}	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Thßþng Bán Trß¶ng-B¤t Lão Ði®n pvp	95	-1	-1
377	0	2	674	0	888088	0	0	0	0	0	0	4	31	#{SRWF_230329_01}	30	271	#{SRWF_230329_02}	300	2	#{SRWF_230329_03}	301	-1	-1	-1	-1	-1	-1	-1	C¥m tay Nh§p giang h°	695	-1	-1
378	0	2	672	1300	18114	0	0	0	0	0	0	4	-1	-1	60	2	#{JYHD_230331_01}	61	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Giao Hæu hoÕt ðµng	696	-1	-1
380	0	2	72	1300	18114	0	0	0	0	0	0	4	-1	-1	60	2	#{JYHD_230331_01}	61	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Giao Hæu hoÕt ðµng	96	-1	-1
381	0	2	675	0	888088	0	0	0	0	0	0	4	-1	-1	5	11	#{SRPK_230331_01}	10	286	#{SRPK_230331_02}	285	301	#{SRPK_230331_03}	300	-1	-1	-1	-1	Huy«n Âm Hµi Võ	695	-1	-1
382	0	2	74	0	888088	0	0	0	0	0	0	4	31	#{SRWF_230329_01}	30	271	#{SRWF_230329_02}	300	2	#{SRWF_230329_03}	301	-1	-1	-1	-1	-1	-1	-1	C¥m tay Nh§p giang h°	95	-1	-1
383	0	2	75	0	888088	0	0	0	0	0	0	4	-1	-1	5	11	#{SRPK_230331_01}	10	286	#{SRPK_230331_02}	285	301	#{SRPK_230331_03}	300	-1	-1	-1	-1	Huy«n Âm Hµi Võ	95	-1	-1
413	0	2	678	0	808000	0	0	0	0	0	0	4	31	#{PTDB_231225_1}	30	11	#{PTDB_231225_2}	40	11	#{PTDB_231225_3}	50	11	#{PTDB_231225_4}	60	-1	-1	-1	-1	Bà Ðáp ðoÕt bäo	695	-1	-1
414	0	2	682	0	808000	0	0	0	0	0	0	4	21	#{PTDB_231225_5}	20	11	#{PTDB_231225_7}	30	2	#{PTDB_231225_8}	31	-1	-1	-1	-1	-1	-1	-1	Bà Ðáp ðoÕt bäo	695	-1	-1
419	0	2	680	655	998577	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	Bà Ðáp ðoÕt bäo	695	-1	-1
423	1	2	183	17563	502027	0	0	0	0	0	0	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	180	0	Chu Nh¤t Binh Hành TÑ Tßþng	195	-1	-1
424	1	2	183	17573	502027	0	0	0	0	0	0	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	180	0	Chu Nh¤t Binh Hành TÑ Tßþng	195	-1	-1
425	1	2	183	17583	502027	0	0	0	0	0	0	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	180	0	Chu Nh¤t Binh Hành TÑ Tßþng	195	-1	-1
426	1	2	183	17593	502027	0	0	0	0	0	0	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	180	0	Chu Nh¤t Binh Hành TÑ Tßþng	195	-1	-1
427	1	2	383	17563	502027	0	0	0	0	0	0	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	180	0	Chu Tam Binh Hành TÑ Tßþng	395	-1	-1
428	1	2	383	17573	502027	0	0	0	0	0	0	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	180	0	Chu Tam Binh Hành TÑ Tßþng	395	-1	-1
429	1	2	383	17583	502027	0	0	0	0	0	0	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	180	0	Chu Tam Binh Hành TÑ Tßþng	395	-1	-1
430	1	2	383	17593	502027	0	0	0	0	0	0	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	180	0	Chu Tam Binh Hành TÑ Tßþng	395	-1	-1
431	1	2	583	17563	502027	0	0	0	0	0	0	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	180	0	Chu Ngû Binh Hành TÑ Tßþng	595	-1	-1
432	1	2	583	17573	502027	0	0	0	0	0	0	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	180	0	Chu Ngû Binh Hành TÑ Tßþng	595	-1	-1
433	1	2	583	17583	502027	0	0	0	0	0	0	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	180	0	Chu Ngû Binh Hành TÑ Tßþng	595	-1	-1
434	1	2	583	17593	502027	0	0	0	0	0	0	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	180	0	Chu Ngû Binh Hành TÑ Tßþng	595	-1	-1
435	1	2	184	0	808000	0	0	0	0	0	0	4	2	#{XSLDZ_180521_95}	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	180	-1	Chu Nh¤t Binh Hành TÑ Tßþng	195	-1	-1
436	1	2	384	0	808000	0	0	0	0	0	0	4	2	#{XSLDZ_180521_95}	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	180	-1	Chu Tam Binh Hành TÑ Tßþng	395	-1	-1
437	1	2	584	0	808000	0	0	0	0	0	0	4	2	#{XSLDZ_180521_95}	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	180	-1	Chu Ngû Binh Hành TÑ Tßþng	595	-1	-1
438	0	1	84	0	998584	0	0	0	0	0	0	4	240	#{WYCJ_20240320_4}	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	180	-1	Ngày m°ng mµt tháng nåm Tr×u Tß·ng hoÕt ðµng	95	-1	-1
439	1	1	0	0	998811	95	0	0	0	0	0	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	190	0	Ngày mùa hè kem	95	-1	-1
440	1	1	80	0	998811	4	0	0	0	0	0	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	190	0	Ngày mùa hè kem	95	-1	-1
441	1	1	84	0	998811	4	0	0	0	0	0	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	190	0	Ngày mùa hè kem	95	-1	-1
442	1	1	88	0	998811	4	0	0	0	0	0	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	190	0	Ngày mùa hè kem	95	-1	-1
445	1	2	174	0	810170	74	0	0	0	0	0	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	C± Ðáp Tr× Sát Long Tháp Tru Tà	195	-1	-1
446	1	2	374	0	810170	74	0	0	0	0	0	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	C± Ðáp Tr× Sát Long Tháp Tru Tà	395	-1	-1
447	1	2	574	0	810170	74	0	0	0	0	0	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	C± Ðáp Tr× Sát Long Tháp Tru Tà	595	-1	-1
464	1	1	0	0	999450	95	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Long Ðän xe hoa Tá Ca	95	-1	-1
467	0	2	346	0	893336	0	0	0	0	0	0	4	15	#{XSX_240326_119}	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Tân Sát Tinh-Thß½ng S½n Phá Sát	395	-1	-1
468	0	2	347	0	893336	0	0	0	0	0	0	4	15	#{XSX_240326_119}	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Tân Sát Tinh-Thß½ng S½n Phá Sát	395	-1	-1
469	0	2	348	0	893336	0	0	0	0	0	0	4	60	#{XSX_220705_340}	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Tân Sát Tinh-Thß½ng S½n Phá Sát	395	-1	-1
470	0	2	352	0	893336	0	0	0	0	0	0	4	60	#{XSX_220705_340}	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Tân Sát Tinh-Thß½ng S½n Phá Sát	395	-1	-1
471	0	2	646	0	893336	0	0	0	0	0	0	4	15	#{XSX_240326_119}	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Tân Sát Tinh-Thß½ng S½n Phá Sát	695	-1	-1
472	0	2	647	0	893336	0	0	0	0	0	0	4	15	#{XSX_240326_119}	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Tân Sát Tinh-Thß½ng S½n Phá Sát	695	-1	-1
473	0	2	648	0	893336	0	0	0	0	0	0	4	60	#{XSX_220705_340}	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Tân Sát Tinh-Thß½ng S½n Phá Sát	695	-1	-1
474	0	2	652	0	893336	0	0	0	0	0	0	4	60	#{XSX_220705_340}	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Tân Sát Tinh-Thß½ng S½n Phá Sát	695	-1	-1
475	0	2	246	0	808000	0	0	0	0	0	0	4	15	#{MPCG_191029_02}	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	NhÕn Môn lu§n võ	295	-1	-1
477	0	2	248	0	808000	0	0	0	0	0	0	4	60	#{MPCG_191029_03}	65	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	NhÕn Môn lu§n võ	295	-1	-1
479	0	2	546	0	808000	0	0	0	0	0	0	4	15	#{MPCG_191029_02}	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	NhÕn Môn lu§n võ	595	-1	-1
481	0	2	548	0	808000	0	0	0	0	0	0	4	60	#{MPCG_191029_03}	65	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	NhÕn Môn lu§n võ	595	-1	-1
