INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	STRING	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
1018002	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Diên Khánh	    #{DY_DE_01}%n#{DY_DE_02}	    #{DY_DE_15}%n#{DY_DE_16}%g#{DY_DE_17}	1	#{RW_20080317_176}	    #{DY_DE_30}%R#{DY_DE_31}	0		2	Ðoàn Chính Thu¥n	0	51	1	6	40	-1	-1	-1	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004349	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018003	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Diên Khánh	    #{DY_DE_01}%n#{DY_DE_02}	    #{DY_DE_15}%n#{DY_DE_16}%g#{DY_DE_17}	1	#{RW_20080317_176}	    #{DY_DE_30}%R#{DY_DE_31}	0		2	Ðoàn Chính Thu¥n	0	52	1	6	50	-1	-1	-1	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004349	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018004	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Diên Khánh	    #{DY_DE_01}%n#{DY_DE_02}	    #{DY_DE_15}%n#{DY_DE_16}%g#{DY_DE_17}	1	#{RW_20080317_176}	    #{DY_DE_30}%R#{DY_DE_31}	0		2	Ðoàn Chính Thu¥n	0	53	1	6	60	-1	-1	-1	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004349	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018005	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Diên Khánh	    #{DY_DE_01}%n#{DY_DE_02}	    #{DY_DE_15}%n#{DY_DE_16}%g#{DY_DE_17}	1	#{RW_20080317_176}	    #{DY_DE_30}%R#{DY_DE_31}	0		2	Ðoàn Chính Thu¥n	0	54	1	6	70	-1	-1	-1	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004349	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018006	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Diên Khánh	    #{DY_DE_01}%n#{DY_DE_02}	    #{DY_DE_15}%n#{DY_DE_16}%g#{DY_DE_17}	1	#{RW_20080317_176}	    #{DY_DE_30}%R#{DY_DE_31}	0		2	Ðoàn Chính Thu¥n	0	55	1	6	80	-1	-1	-1	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004349	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018007	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Diên Khánh	    #{DY_DE_01}%n#{DY_DE_02}	    #{DY_DE_15}%n#{DY_DE_16}%g#{DY_DE_17}	1	#{RW_20080317_176}	    #{DY_DE_30}%R#{DY_DE_31}	0		2	Ðoàn Chính Thu¥n	0	56	1	6	90	-1	-1	-1	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004349	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018008	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Diên Khánh	    #{DY_DE_03}%n#{DY_DE_04}	    #{DY_DE_18}%n#{DY_DE_19}	1	#{RW_20080317_177}	    #{DY_DE_32}%R#{DY_DE_33}	0		2	Ðoàn Chính Thu¥n	0	57	1	7;8;9	40	-1	-1	-1	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004350	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018009	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Diên Khánh	    #{DY_DE_03}%n#{DY_DE_04}	    #{DY_DE_18}%n#{DY_DE_19}	1	#{RW_20080317_177}	    #{DY_DE_32}%R#{DY_DE_33}	0		2	Ðoàn Chính Thu¥n	0	58	1	7;8;9	50	-1	-1	-1	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004350	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018010	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Diên Khánh	    #{DY_DE_03}%n#{DY_DE_04}	    #{DY_DE_18}%n#{DY_DE_19}	1	#{RW_20080317_177}	    #{DY_DE_32}%R#{DY_DE_33}	0		2	Ðoàn Chính Thu¥n	0	59	1	7;8;9	60	-1	-1	-1	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004350	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018011	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Diên Khánh	    #{DY_DE_03}%n#{DY_DE_04}	    #{DY_DE_18}%n#{DY_DE_19}	1	#{RW_20080317_177}	    #{DY_DE_32}%R#{DY_DE_33}	0		2	Ðoàn Chính Thu¥n	0	60	1	7;8;9	70	-1	-1	-1	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004350	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018012	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Diên Khánh	    #{DY_DE_03}%n#{DY_DE_04}	    #{DY_DE_18}%n#{DY_DE_19}	1	#{RW_20080317_177}	    #{DY_DE_32}%R#{DY_DE_33}	0		2	Ðoàn Chính Thu¥n	0	61	1	7;8;9	80	-1	-1	-1	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004350	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018013	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Diên Khánh	    #{DY_DE_03}%n#{DY_DE_04}	    #{DY_DE_18}%n#{DY_DE_19}	1	#{RW_20080317_177}	    #{DY_DE_32}%R#{DY_DE_33}	0		2	Ðoàn Chính Thu¥n	0	62	1	7;8;9	90	-1	-1	-1	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004350	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018014	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Diên Khánh	    #{DY_DE_05}%n#{DY_DE_04}	    #{DY_DE_20}%n#{DY_DE_19}	1	#{RW_20080317_177}	    #{DY_DE_32}%R#{DY_DE_33}	0		2	Ðoàn Chính Thu¥n	0	63	1	10;11;12	40	-1	-1	-1	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004353	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018015	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Diên Khánh	    #{DY_DE_05}%n#{DY_DE_04}	    #{DY_DE_20}%n#{DY_DE_19}	1	#{RW_20080317_177}	    #{DY_DE_32}%R#{DY_DE_33}	0		2	Ðoàn Chính Thu¥n	0	64	1	10;11;12	50	-1	-1	-1	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004353	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018016	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Diên Khánh	    #{DY_DE_05}%n#{DY_DE_04}	    #{DY_DE_20}%n#{DY_DE_19}	1	#{RW_20080317_177}	    #{DY_DE_32}%R#{DY_DE_33}	0		2	Ðoàn Chính Thu¥n	0	65	1	10;11;12	60	-1	-1	-1	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004353	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018017	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Diên Khánh	    #{DY_DE_05}%n#{DY_DE_04}	    #{DY_DE_20}%n#{DY_DE_19}	1	#{RW_20080317_177}	    #{DY_DE_32}%R#{DY_DE_33}	0		2	Ðoàn Chính Thu¥n	0	66	1	10;11;12	70	-1	-1	-1	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004353	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018018	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Diên Khánh	    #{DY_DE_05}%n#{DY_DE_04}	    #{DY_DE_20}%n#{DY_DE_19}	1	#{RW_20080317_177}	    #{DY_DE_32}%R#{DY_DE_33}	0		2	Ðoàn Chính Thu¥n	0	67	1	10;11;12	80	-1	-1	-1	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004353	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018019	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Diên Khánh	    #{DY_DE_05}%n#{DY_DE_04}	    #{DY_DE_20}%n#{DY_DE_19}	1	#{RW_20080317_177}	    #{DY_DE_32}%R#{DY_DE_33}	0		2	Ðoàn Chính Thu¥n	0	68	1	10;11;12	90	-1	-1	-1	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004353	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018020	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Diên Khánh	    #{DY_DE_06}%n#{DY_DE_04}	    #{DY_DE_21}%n#{DY_DE_19}	1	#{RW_20080317_177}	    #{DY_DE_32}%R#{DY_DE_33}	0		2	Ðoàn Chính Thu¥n	0	69	1	13;14;15	40	-1	-1	-1	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004356	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018021	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Diên Khánh	    #{DY_DE_06}%n#{DY_DE_04}	    #{DY_DE_21}%n#{DY_DE_19}	1	#{RW_20080317_177}	    #{DY_DE_32}%R#{DY_DE_33}	0		2	Ðoàn Chính Thu¥n	0	70	1	13;14;15	50	-1	-1	-1	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004356	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018022	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Diên Khánh	    #{DY_DE_06}%n#{DY_DE_04}	    #{DY_DE_21}%n#{DY_DE_19}	1	#{RW_20080317_177}	    #{DY_DE_32}%R#{DY_DE_33}	0		2	Ðoàn Chính Thu¥n	0	71	1	13;14;15	60	-1	-1	-1	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004356	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018023	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Diên Khánh	    #{DY_DE_06}%n#{DY_DE_04}	    #{DY_DE_21}%n#{DY_DE_19}	1	#{RW_20080317_177}	    #{DY_DE_32}%R#{DY_DE_33}	0		2	Ðoàn Chính Thu¥n	0	72	1	13;14;15	70	-1	-1	-1	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004356	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018024	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Diên Khánh	    #{DY_DE_06}%n#{DY_DE_04}	    #{DY_DE_21}%n#{DY_DE_19}	1	#{RW_20080317_177}	    #{DY_DE_32}%R#{DY_DE_33}	0		2	Ðoàn Chính Thu¥n	0	73	1	13;14;15	80	-1	-1	-1	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004356	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018025	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Diên Khánh	    #{DY_DE_06}%n#{DY_DE_04}	    #{DY_DE_21}%n#{DY_DE_19}	1	#{RW_20080317_177}	    #{DY_DE_32}%R#{DY_DE_33}	0		2	Ðoàn Chính Thu¥n	0	74	1	13;14;15	90	-1	-1	-1	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004356	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018026	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Diên Khánh	    #{DY_DE_07}	    #{DY_DE_22}	1	#{RW_20080317_176}	    #{DY_DE_32}%R#{DY_DE_33}	0		2	Ðoàn Chính Thu¥n	0	Mµ Dung Phøc	0	16	90	-1	-1	-1	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004359	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018027	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Diên Khánh	    #{DY_DE_08}	    #{DY_DE_23}	1	#{RW_20080317_176}	    #{DY_DE_32}%R#{DY_DE_33}	0		2	Ðoàn Chính Thu¥n	0	Bao B¤t Ð°ng	0	17	80	-1	-1	-1	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004359	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018028	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Diên Khánh	    #{DY_DE_09}	    #{DY_DE_24}	1	#{RW_20080317_176}	    #{DY_DE_32}%R#{DY_DE_33}	0		2	Ðoàn Chính Thu¥n	0	Phong Ba Ác	0	18	80	-1	-1	-1	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004359	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018029	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Diên Khánh	    #{DY_DE_10}	    #{DY_DE_25}	1	#{RW_20080317_176}	    #{DY_DE_32}%R#{DY_DE_33}	0		2	Ðoàn Chính Thu¥n	0	Ð£ng Bách Xuyên	0	19	90	-1	-1	-1	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004359	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018030	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Diên Khánh	    #{DY_DE_11}	    #{DY_DE_26}	1	#{RW_20080317_176}	    #{DY_DE_32}%R#{DY_DE_33}	0		2	Ðoàn Chính Thu¥n	0	Công Dã Càn	0	20	90	-1	-1	-1	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004359	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018031	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Diên Khánh	    #{DY_DE_12}	    #{DY_DE_27}	1	#{RW_20080317_176}	    #{DY_DE_32}%R#{DY_DE_33}	0		2	Ðoàn Chính Thu¥n	0	A Bích	0	21	80	-1	-1	-1	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004359	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018032	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Diên Khánh	    #{DY_DE_13}	    #{DY_DE_28}	1	#{RW_20080317_176}	    #{DY_DE_32}%R#{DY_DE_33}	0		2	Ðoàn Chính Thu¥n	0	Vß½ng Phu Nhân	0	22	90	-1	-1	-1	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004359	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018033	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Diên Khánh	    #{DY_DE_14}	    #{DY_DE_29}	1	#{RW_20080317_176}	    #{DY_DE_32}%R#{DY_DE_33}	0		2	Ðoàn Chính Thu¥n	0	Chu Ðan Th¥n	0	23	80	-1	-1	-1	0	0	0	95	1	#{DY_DE_34}	2	#{DY_DE_35}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004359	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018050	101	10	0	1	0	1	118	62	Nhi®m vø cüa Tiêu Phong	    #{XF_DE_01}%n#{XF_DE_02}	    #{XF_DE_13}%n#{XF_DE_14}	1	#{RW_20080317_192}	#{RW_20080317_180}	0		0	Gia Lu§t ÐÕi ThÕch	0	75	1	24;25;26;27	40	-1	-1	-1	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004388	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018051	101	10	0	1	0	1	118	62	Nhi®m vø cüa Tiêu Phong	    #{XF_DE_01}%n#{XF_DE_02}	    #{XF_DE_13}%n#{XF_DE_14}	1	#{RW_20080317_192}	#{RW_20080317_180}	0		0	Gia Lu§t ÐÕi ThÕch	0	76	1	24;25;26;27	50	-1	-1	-1	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004388	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018052	101	10	0	1	0	1	118	62	Nhi®m vø cüa Tiêu Phong	    #{XF_DE_01}%n#{XF_DE_02}	    #{XF_DE_13}%n#{XF_DE_14}	1	#{RW_20080317_192}	#{RW_20080317_180}	0		0	Gia Lu§t ÐÕi ThÕch	0	77	1	24;25;26;27	60	-1	-1	-1	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004388	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018053	101	10	0	1	0	1	118	62	Nhi®m vø cüa Tiêu Phong	    #{XF_DE_01}%n#{XF_DE_02}	    #{XF_DE_13}%n#{XF_DE_14}	1	#{RW_20080317_192}	#{RW_20080317_180}	0		0	Gia Lu§t ÐÕi ThÕch	0	78	1	24;25;26;27	70	-1	-1	-1	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004388	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018054	101	10	0	1	0	1	118	62	Nhi®m vø cüa Tiêu Phong	    #{XF_DE_01}%n#{XF_DE_02}	    #{XF_DE_13}%n#{XF_DE_14}	1	#{RW_20080317_192}	#{RW_20080317_180}	0		0	Gia Lu§t ÐÕi ThÕch	0	79	1	24;25;26;27	80	-1	-1	-1	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004388	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018055	101	10	0	1	0	1	118	62	Nhi®m vø cüa Tiêu Phong	    #{XF_DE_01}%n#{XF_DE_02}	    #{XF_DE_13}%n#{XF_DE_14}	1	#{RW_20080317_192}	#{RW_20080317_180}	0		0	Gia Lu§t ÐÕi ThÕch	0	80	1	24;25;26;27	90	-1	-1	-1	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004388	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018056	101	10	0	1	0	1	118	62	Nhi®m vø cüa Tiêu Phong	    #{XF_DE_03}	#{XF_DE_13}#RÐOàn Chính Thu¥n#W#{XF_DE_14}	1	#{RW_20080317_192}	#{RW_20080317_180}	0		0	Gia Lu§t ÐÕi ThÕch	0	Ðoàn Chính Thu¥n	0	28	40	-1	-1	-1	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004389	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018057	101	10	0	1	0	1	118	62	Nhi®m vø cüa Tiêu Phong	    #{XF_DE_03}	#{XF_DE_13}#RÐOàn Chính Thu¥n#W#{XF_DE_14}	1	#{RW_20080317_192}	#{RW_20080317_180}	0		0	Gia Lu§t ÐÕi ThÕch	0	Ðoàn Chính Thu¥n	0	28	50	-1	-1	-1	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004389	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018058	101	10	0	1	0	1	118	62	Nhi®m vø cüa Tiêu Phong	    #{XF_DE_03}	#{XF_DE_13}#RÐOàn Chính Thu¥n#W#{XF_DE_14}	1	#{RW_20080317_192}	#{RW_20080317_180}	0		0	Gia Lu§t ÐÕi ThÕch	0	Ðoàn Chính Thu¥n	0	28	60	-1	-1	-1	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004389	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018059	101	10	0	1	0	1	118	62	Nhi®m vø cüa Tiêu Phong	    #{XF_DE_03}	#{XF_DE_13}#RÐOàn Chính Thu¥n#W#{XF_DE_14}	1	#{RW_20080317_192}	#{RW_20080317_180}	0		0	Gia Lu§t ÐÕi ThÕch	0	Ðoàn Chính Thu¥n	0	28	70	-1	-1	-1	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004389	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018060	101	10	0	1	0	1	118	62	Nhi®m vø cüa Tiêu Phong	    #{XF_DE_03}	#{XF_DE_13}#RÐOàn Chính Thu¥n#W#{XF_DE_14}	1	#{RW_20080317_192}	#{RW_20080317_180}	0		0	Gia Lu§t ÐÕi ThÕch	0	Ðoàn Chính Thu¥n	0	28	80	-1	-1	-1	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004389	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
