INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	FLOAT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
2500	帮会叛徒	0	11	70	0	10	0	-1	9	20	1	0.1	-1	0	381	179	381	179	601	433	0	0	133	26	2	2	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1608	1	1	-1	100	100	set:CommonNPCHeader4 image:CommonNPCHeader4_1	1200	2400	20	132	681	319	681	319	2889	1	28	10	0	0	2	5	0	0	0	-1
2501	帮会叛徒	0	21	138	0	10	0	-1	9	20	1	0.1	-1	0	714	335	714	335	3030	811	0	0	249	49	3	3	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1606	1	1	-1	100	100	set:CommonNPCHeader6 image:CommonNPCHeader6_17	1200	2400	30	214	1013	476	1013	476	4915	1	28	10	0	0	2	5	0	0	0	-1
2502	帮会叛徒	0	31	220	0	10	0	-1	9	20	1	0.1	-1	0	1047	491	1047	491	5076	1189	0	0	364	72	4	4	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1605	1	1	-1	100	100	set:CommonNPCHeader4 image:CommonNPCHeader4_7	1200	2400	40	312	1346	632	1346	632	7344	1	28	10	0	0	2	5	0	0	0	-1
2503	帮会叛徒	0	41	319	0	10	0	-1	9	20	1	0.1	-1	0	1379	648	1379	648	7525	1567	0	0	604	95	5	5	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1607	1	1	-1	100	100	set:CommonNPCHeader6 image:CommonNPCHeader6_19	1200	2400	50	425	1679	788	1679	788	10176	1	28	10	0	0	2	5	0	0	0	-1
2504	帮会叛徒	0	51	433	0	10	0	-1	9	20	1	0.1	-1	0	1797	804	1797	804	10377	1945	0	0	874	118	6	6	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1609	1	1	-1	100	100	set:CommonNPCHeader6 image:CommonNPCHeader6_24	1200	2400	60	554	2011	944	2011	944	13411	1	28	10	0	0	2	5	0	0	0	-1
2505	帮会叛徒	0	61	563	0	10	0	-1	9	20	1	0.1	-1	0	2147	960	2147	960	13632	2323	0	0	1192	141	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1611	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_3	1200	2400	70	699	2344	1101	2344	1101	17049	1	28	10	0	0	2	5	0	0	0	-1
2506	帮会叛徒	0	71	709	0	10	0	-1	9	20	1	0.1	-1	0	2496	1116	2496	1116	17291	2701	0	0	1559	165	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1603	1	1	-1	100	100	set:CommonNPCHeader9 image:CommonNPCHeader9_7	1200	2400	80	861	2676	1257	2676	1257	21091	1	28	10	0	0	2	5	0	0	0	-1
2507	帮会叛徒	0	81	871	0	10	0	-1	9	20	1	0.1	-1	0	2845	1272	2845	1272	21353	3079	0	0	1974	188	9	9	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1604	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_4	1200	2400	90	985	3009	1413	3009	1413	25536	1	28	10	0	0	2	5	0	0	0	-1
2508	帮会叛徒	0	91	996	0	10	0	-1	9	20	1	0.1	-1	0	3499	1429	3499	1429	25818	3457	0	0	2216	211	9	9	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1610	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_1	1200	2400	100	1106	3342	1569	3342	1569	30384	1	28	10	0	0	2	5	0	0	0	-1
2509	帮会叛徒	0	101	1118	0	10	0	-1	9	20	1	0.1	-1	0	4219	1585	4219	1585	30686	3835	0	0	2458	234	10	10	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1608	1	1	-1	100	100	set:CommonNPCHeader4 image:CommonNPCHeader4_1	1200	2400	110	1222	3674	1726	3674	1726	35635	1	28	10	0	0	2	5	0	0	0	-1
2510	镜湖水匪	0	10	262	0	10	0	-1	9	20	1	0.1	-1	0	801	163	801	163	506	396	0	0	122	24	2	2	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	517	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_25	1200	2400	110	4890	8452	1726	8452	1726	57016	1	28	10	0	0	2	5	0	0	0	-1
2511	镜湖水匪	0	20	528	0	10	0	-1	9	20	1	0.1	-1	0	1566	319	1566	319	4623	774	0	0	237	47	3	3	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	517	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_25	1200	2400	110	4890	8452	1726	8452	1726	57016	1	28	10	0	0	2	5	0	0	0	-1
2512	镜湖水匪	0	30	857	0	10	0	-1	9	20	1	0.1	-1	0	2331	476	2331	476	7864	1152	0	0	352	70	4	4	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	517	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_25	1200	2400	110	4890	8452	1726	8452	1726	57016	1	28	10	0	0	2	5	0	0	0	-1
2513	镜湖水匪	0	40	1248	0	10	0	-1	9	20	1	0.1	-1	0	3096	632	3096	632	11750	1530	0	0	589	93	5	5	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	517	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_25	1200	2400	110	4890	8452	1726	8452	1726	57016	1	28	10	0	0	2	5	0	0	0	-1
2514	镜湖水匪	0	50	1703	0	10	0	-1	9	20	1	0.1	-1	0	4054	788	4054	788	16281	1908	0	0	857	116	6	6	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	517	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_25	1200	2400	110	4890	8452	1726	8452	1726	57016	1	28	10	0	0	2	5	0	0	0	-1
2515	镜湖水匪	0	60	2218	0	10	0	-1	9	20	1	0.1	-1	0	4858	944	4858	944	21457	2286	0	0	1173	139	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	517	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_25	1200	2400	110	4890	8452	1726	8452	1726	57016	1	28	10	0	0	2	5	0	0	0	-1
2516	镜湖水匪	0	70	2799	0	10	0	-1	9	20	1	0.1	-1	0	5661	1101	5661	1101	27279	2664	0	0	1537	162	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	517	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_25	1200	2400	110	4890	8452	1726	8452	1726	57016	1	28	10	0	0	2	5	0	0	0	-1
2517	镜湖水匪	0	80	3444	0	10	0	-1	9	20	1	0.1	-1	0	6464	1257	6464	1257	33745	3042	0	0	1950	185	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	517	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_25	1200	2400	110	4890	8452	1726	8452	1726	57016	1	28	10	0	0	2	5	0	0	0	-1
2518	镜湖水匪	0	90	3943	0	10	0	-1	9	20	1	0.1	-1	0	7960	1413	7960	1413	40857	3420	0	0	2192	208	9	9	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	517	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_25	1200	2400	110	4890	8452	1726	8452	1726	57016	1	28	10	0	0	2	5	0	0	0	-1
2519	镜湖水匪	0	100	6641	0	10	0	-1	9	20	1	0.1	-1	0	9608	1569	9608	1569	48614	3798	0	0	2434	231	10	10	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	517	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_25	1200	2400	110	7335	8452	1726	8452	1726	57016	1	28	10	0	0	2	5	0	0	0	-1
2520	镜湖水匪精英	0	10	2400	0	10	0	-1	9	40	3	0.1	-1	1	1742	545	1742	545	4224	1320	0	0	408	81	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1757	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_25	1200	2400	110	44640	18374	5753	18374	5753	475136	1	28	10	0	0	2	7	0	0	0	-1
2521	镜湖水匪精英	0	20	4824	0	10	0	-1	9	40	3	0.1	-1	1	3405	1066	3405	1066	38528	2580	0	0	792	158	10	10	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1757	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_25	1200	2400	110	44640	18374	5753	18374	5753	475136	1	28	10	0	0	2	7	0	0	0	-1
2522	镜湖水匪精英	0	30	7824	0	10	0	-1	9	40	3	0.1	-1	1	5068	1587	5068	1587	65536	3840	0	0	1176	235	13	13	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1757	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_25	1200	2400	110	44640	18374	5753	18374	5753	475136	1	28	10	0	0	2	7	0	0	0	-1
2523	镜湖水匪精英	0	40	11400	0	10	0	-1	9	40	3	0.1	-1	1	6732	2108	6732	2108	97920	5100	0	0	1965	312	17	17	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1757	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_25	1200	2400	110	44640	18374	5753	18374	5753	475136	1	28	10	0	0	2	7	0	0	0	-1
2524	镜湖水匪精英	0	50	15552	0	10	0	-1	9	40	3	0.1	-1	1	8814	2628	8814	2628	135680	6360	0	0	2857	388	20	20	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1757	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_25	1200	2400	110	44640	18374	5753	18374	5753	475136	1	28	10	0	0	2	7	0	0	0	-1
2525	镜湖水匪精英	0	60	20256	0	10	0	-1	9	40	3	0.1	-1	1	10561	3149	10561	3149	178816	7620	0	0	3911	465	23	23	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1757	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_25	1200	2400	110	44640	18374	5753	18374	5753	475136	1	28	10	0	0	2	7	0	0	0	-1
2526	镜湖水匪精英	0	70	25560	0	10	0	-1	9	40	3	0.1	-1	1	12307	3670	12307	3670	227328	8880	0	0	5125	542	26	26	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1757	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_25	1200	2400	110	44640	18374	5753	18374	5753	475136	1	28	10	0	0	2	7	0	0	0	-1
2527	镜湖水匪精英	0	80	31440	0	10	0	-1	9	40	3	0.1	-1	1	14054	4191	14054	4191	281216	10140	0	0	6501	619	29	29	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1757	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_25	1200	2400	110	44640	18374	5753	18374	5753	475136	1	28	10	0	0	2	7	0	0	0	-1
2528	镜湖水匪精英	0	90	36000	0	10	0	-1	9	40	3	0.1	-1	1	17305	4712	17305	4712	340480	11400	0	0	7308	696	33	33	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1757	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_25	1200	2400	110	44640	18374	5753	18374	5753	475136	1	28	10	0	0	2	7	0	0	0	-1
2529	镜湖水匪精英	0	100	40416	0	10	0	-1	9	40	3	0.1	-1	1	20889	5232	20889	5232	405120	12660	0	0	8114	772	36	36	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1757	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_25	1200	2400	110	44640	18374	5753	18374	5753	475136	1	28	10	0	0	2	7	0	0	0	-1
2530	镜湖水匪头领	0	10	4472	0	10	0	-1	9	40	3	0.1	-1	1	1452	682	1452	682	7920	1650	0	0	510	102	9	9	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	691	1	1	-1	100	100	set:FightNPCHeader8 image:FightNPCHeader8_11	1200	2400	110	83181	15312	7192	15312	7192	890880	1	28	10	0	0	2	4	0	0	0	-1
2531	镜湖水匪头领	0	20	8988	0	10	0	-1	9	40	3	0.1	-1	1	2838	1333	2838	1333	72240	3225	0	0	990	198	13	13	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	691	1	1	-1	100	100	set:FightNPCHeader8 image:FightNPCHeader8_11	1200	2400	110	83181	15312	7192	15312	7192	890880	1	28	10	0	0	2	4	0	0	0	-1
2532	镜湖水匪头领	0	30	14579	0	10	0	-1	9	40	3	0.1	-1	1	4224	1984	4224	1984	122880	4800	0	0	1470	294	17	17	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	691	1	1	-1	100	100	set:FightNPCHeader8 image:FightNPCHeader8_11	1200	2400	110	83181	15312	7192	15312	7192	890880	1	28	10	0	0	2	4	0	0	0	-1
2533	镜湖水匪头领	0	40	21242	0	10	0	-1	9	40	3	0.1	-1	1	5610	2635	5610	2635	183600	6375	0	0	2457	390	21	21	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	691	1	1	-1	100	100	set:FightNPCHeader8 image:FightNPCHeader8_11	1200	2400	110	83181	15312	7192	15312	7192	890880	1	28	10	0	0	2	4	0	0	0	-1
2534	镜湖水匪头领	0	50	28979	0	10	0	-1	9	40	3	0.1	-1	1	7345	3286	7345	3286	254400	7950	0	0	3572	486	25	25	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	691	1	1	-1	100	100	set:FightNPCHeader8 image:FightNPCHeader8_11	1200	2400	110	83181	15312	7192	15312	7192	890880	1	28	10	0	0	2	4	0	0	0	-1
2535	镜湖水匪头领	0	60	37744	0	10	0	-1	9	40	3	0.1	-1	1	8801	3937	8801	3937	335280	9525	0	0	4888	582	29	29	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	691	1	1	-1	100	100	set:FightNPCHeader8 image:FightNPCHeader8_11	1200	2400	110	83181	15312	7192	15312	7192	890880	1	28	10	0	0	2	4	0	0	0	-1
2536	镜湖水匪头领	0	70	47628	0	10	0	-1	9	40	3	0.1	-1	1	10256	4588	10256	4588	426240	11100	0	0	6407	678	33	33	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	691	1	1	-1	100	100	set:FightNPCHeader8 image:FightNPCHeader8_11	1200	2400	110	83181	15312	7192	15312	7192	890880	1	28	10	0	0	2	4	0	0	0	-1
2537	镜湖水匪头领	0	80	58584	0	10	0	-1	9	40	3	0.1	-1	1	11711	5239	11711	5239	527280	12675	0	0	8127	774	37	37	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	691	1	1	-1	100	100	set:FightNPCHeader8 image:FightNPCHeader8_11	1200	2400	110	83181	15312	7192	15312	7192	890880	1	28	10	0	0	2	4	0	0	0	-1
2538	镜湖水匪头领	0	90	67082	0	10	0	-1	9	40	3	0.1	-1	1	14421	5890	14421	5890	638400	14250	0	0	9135	870	41	41	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	691	1	1	-1	100	100	set:FightNPCHeader8 image:FightNPCHeader8_11	1200	2400	110	83181	15312	7192	15312	7192	890880	1	28	10	0	0	2	4	0	0	0	-1
2539	镜湖水匪头领	0	100	75310	0	10	0	-1	9	40	3	0.1	-1	1	17407	6541	17407	6541	759600	15825	0	0	10143	966	45	45	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	691	1	1	-1	100	100	set:FightNPCHeader8 image:FightNPCHeader8_11	1200	2400	110	83181	15312	7192	15312	7192	890880	1	28	10	0	0	2	4	0	0	0	-1
2540	未使用	0	101	1118	0	10	0	-1	9	20	1	0.1	-1	0	4219	1585	4219	1585	30686	3835	0	0	2458	234	10	10	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1608	1	1	-1	100	100	set:CommonNPCHeader4 image:CommonNPCHeader4_1	1200	2400	110	1222	3674	1726	3674	1726	35635	1	28	10	0	0	2	5	0	0	0	-1
3000	成年兔子	0	5	5	0	10	1	-1	9	20	1	0.1	-1	0	151	71	151	71	99	172	0	0	54	10	1	1	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	806	1	1	-1	100	100	set:PetHeader1 image:PetHeader1_25	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0	-1
3001	变异兔子	0	5	5	0	10	1	-1	9	20	1	0.1	-1	0	151	71	151	71	99	172	0	0	54	10	1	1	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	831	1	1	-1	100	100	set:PetHeader1 image:PetHeader1_25	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0	-1
3009	兔子宝宝	0	5	5	0	10	1	-1	9	20	1	0.1	-1	0	151	71	151	71	99	172	0	0	54	10	1	1	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	806	1	1	-1	100	100	set:PetHeader1 image:PetHeader1_25	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0	-1
3010	成年燕子	0	5	5	0	10	1	-1	9	20	1	0.1	-1	0	151	71	151	71	99	172	0	0	54	10	1	1	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	816	1	1	-1	100	100	set:PetHeader1 image:PetHeader1_8	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	13	0	0	4	1	0	0	0	-1
3011	变异燕子	0	5	5	0	10	1	-1	9	20	1	0.1	-1	0	151	71	151	71	99	172	0	0	54	10	1	1	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	938	1	1	-1	100	100	set:PetHeader1 image:PetHeader1_8	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	13	0	0	4	1	0	0	0	-1
3019	燕子宝宝	0	5	5	0	10	1	-1	9	20	1	0.1	-1	0	151	71	151	71	99	172	0	0	54	10	1	1	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	816	1	1	-1	100	100	set:PetHeader1 image:PetHeader1_8	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	13	0	0	4	1	0	0	0	-1
3020	成年乌龟	0	5	5	0	10	1	-1	9	20	1	0.1	-1	0	151	71	151	71	99	172	0	0	54	10	1	1	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	848	1	1	-1	100	100	set:PetHeader1 image:PetHeader1_14	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0	-1
3021	变异乌龟	0	5	5	0	10	1	-1	9	20	1	0.1	-1	0	151	71	151	71	99	172	0	0	54	10	1	1	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	823	1	1	-1	100	100	set:PetHeader1 image:PetHeader1_14	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0	-1
3029	乌龟宝宝	0	5	5	0	10	1	-1	9	20	1	0.1	-1	0	151	71	151	71	99	172	0	0	54	10	1	1	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	848	1	1	-1	100	100	set:PetHeader1 image:PetHeader1_14	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0	-1
3030	成年狗	0	15	13	0	10	1	-1	9	20	1	0.1	-1	0	429	201	429	201	1300	487	0	0	150	30	2	2	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	845	1	1	-1	100	100	set:PetHeader1 image:PetHeader1_24	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0	-1
3031	变异狗	0	15	13	0	10	1	-1	9	20	1	0.1	-1	0	429	201	429	201	1300	487	0	0	150	30	2	2	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	820	1	1	-1	100	100	set:PetHeader1 image:PetHeader1_24	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0	-1
3039	狗宝宝	0	15	13	0	10	1	-1	9	20	1	0.1	-1	0	429	201	429	201	1300	487	0	0	150	30	2	2	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	845	1	1	-1	100	100	set:PetHeader1 image:PetHeader1_24	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0	-1
3040	成年刺猬	0	15	13	0	10	1	-1	9	20	1	0.1	-1	0	429	201	429	201	1300	487	0	0	150	30	2	2	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	814	1	1	-1	100	100	set:PetHeader1 image:PetHeader1_6	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	13	0	0	4	1	0	0	0	-1
3041	变异刺猬	0	15	13	0	10	1	-1	9	20	1	0.1	-1	0	429	201	429	201	1300	487	0	0	150	30	2	2	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	921	1	1	-1	100	100	set:PetHeader1 image:PetHeader1_6	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	13	0	0	4	1	0	0	0	-1
3049	刺猬宝宝	0	15	13	0	10	1	-1	9	20	1	0.1	-1	0	429	201	429	201	1300	487	0	0	150	30	2	2	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	814	1	1	-1	100	100	set:PetHeader1 image:PetHeader1_6	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	13	0	0	4	1	0	0	0	-1
3050	成年猴子	0	15	13	0	10	1	-1	9	20	1	0.1	-1	0	429	201	429	201	1300	487	0	0	150	30	2	2	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	808	1	1	-1	100	100	set:PetHeader1 image:PetHeader1_15	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0	-1
3051	变异猴子	0	15	13	0	10	1	-1	9	20	1	0.1	-1	0	429	201	429	201	1300	487	0	0	150	30	2	2	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	971	1	1	-1	100	100	set:PetHeader1 image:PetHeader1_15	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0	-1
3059	猴子宝宝	0	15	13	0	10	1	-1	9	20	1	0.1	-1	0	429	201	429	201	1300	487	0	0	150	30	2	2	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	808	1	1	-1	100	100	set:PetHeader1 image:PetHeader1_15	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0	-1
3060	成年松鼠	0	25	24	0	10	0	-1	9	20	1	0.1	-1	0	706	331	706	331	2996	802	0	0	246	49	3	3	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	821	1	1	-1	100	100	set:PetHeader1 image:PetHeader1_12	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0	-1
3061	变异松鼠	0	25	24	0	10	0	-1	9	20	1	0.1	-1	0	706	331	706	331	2996	802	0	0	246	49	3	3	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	846	1	1	-1	100	100	set:PetHeader1 image:PetHeader1_12	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0	-1
3062	变异松鼠	0	25	24	0	10	0	-1	9	20	1	0.1	-1	0	706	331	706	331	2996	802	0	0	246	49	3	3	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	941	1	1	-1	100	100	set:PetHeader1 image:PetHeader1_12	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0	-1
3069	松鼠宝宝	0	25	24	0	10	0	-1	9	20	1	0.1	-1	0	706	331	706	331	2996	802	0	0	246	49	3	3	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	821	1	1	-1	100	100	set:PetHeader1 image:PetHeader1_12	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0	-1
3070	成年浣熊	0	25	24	0	10	0	-1	9	20	1	0.1	-1	0	706	331	706	331	2996	802	0	0	246	49	3	3	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	807	1	1	-1	100	100	set:PetHeader1 image:PetHeader1_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0	-1
3071	变异浣熊	0	25	24	0	10	0	-1	9	20	1	0.1	-1	0	706	331	706	331	2996	802	0	0	246	49	3	3	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	892	1	1	-1	100	100	set:PetHeader1 image:PetHeader1_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0	-1
3072	变异浣熊	0	25	24	0	10	0	-1	9	20	1	0.1	-1	0	706	331	706	331	2996	802	0	0	246	49	3	3	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	832	1	1	-1	100	100	set:PetHeader1 image:PetHeader1_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0	-1
3079	浣熊宝宝	0	25	24	0	10	0	-1	9	20	1	0.1	-1	0	706	331	706	331	2996	802	0	0	246	49	3	3	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	807	1	1	-1	100	100	set:PetHeader1 image:PetHeader1_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0	-1
3080	成年鹦鹉	0	25	24	0	10	0	-1	9	20	1	0.1	-1	0	706	331	706	331	2996	802	0	0	246	49	3	3	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	822	1	1	-1	100	100	set:PetHeader1 image:PetHeader1_10	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0	-1
3081	变异鹦鹉	0	25	24	0	10	0	-1	9	20	1	0.1	-1	0	706	331	706	331	2996	802	0	0	246	49	3	3	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	953	1	1	-1	100	100	set:PetHeader1 image:PetHeader1_10	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0	-1
3082	变异鹦鹉	0	25	24	0	10	0	-1	9	20	1	0.1	-1	0	706	331	706	331	2996	802	0	0	246	49	3	3	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	954	1	1	-1	100	100	set:PetHeader1 image:PetHeader1_10	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0	-1
3089	鹦鹉宝宝	0	25	24	0	10	0	-1	9	20	1	0.1	-1	0	706	331	706	331	2996	802	0	0	246	49	3	3	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	822	1	1	-1	100	100	set:PetHeader1 image:PetHeader1_10	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0	-1
