INT	STRING	STRING	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING
221	Bµ Bµ Sinh Hoa	Bµ Bµ Sinh Hoa	5	0	50	3	1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p	-1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p n± mÕnh	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	32587	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	14	Hi®u quä 3	2572	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
222	Bµ Bµ Sinh Hoa	Bµ Bµ Sinh Hoa	5	0	60	3	1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p	-1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p n± mÕnh	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	32588	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	15	Hi®u quä 3	2572	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
223	Bµ Bµ Sinh Hoa	Bµ Bµ Sinh Hoa	5	0	70	3	1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p	-1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p n± mÕnh	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	32589	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	16	Hi®u quä 3	2572	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
224	Bµ Bµ Sinh Hoa	Bµ Bµ Sinh Hoa	5	0	80	3	1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p	-1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p n± mÕnh	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	32590	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	17	Hi®u quä 3	2572	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
225	Bµ Bµ Sinh Hoa	Bµ Bµ Sinh Hoa	5	0	90	3	1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p	-1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p n± mÕnh	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	32591	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	18	Hi®u quä 3	2572	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
226	Bµ Bµ Sinh Hoa	Bµ Bµ Sinh Hoa	5	0	100	3	1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p	-1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p n± mÕnh	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	32592	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	19	Hi®u quä 3	2572	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
227	Bµ Bµ Sinh Hoa	Bµ Bµ Sinh Hoa	5	0	110	3	1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p	-1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p n± mÕnh	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	32593	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	20	Hi®u quä 3	2572	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
228	Bµ Bµ Sinh Hoa	Bµ Bµ Sinh Hoa	5	0	120	3	1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p	-1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p n± mÕnh	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	32594	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	21	Hi®u quä 3	2572	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
229	Bµ Bµ Sinh Hoa	Bµ Bµ Sinh Hoa	5	0	130	3	1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p	-1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p n± mÕnh	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	32595	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	22	Hi®u quä 3	2572	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
230	Bµ Bµ Sinh Hoa	Bµ Bµ Sinh Hoa	5	0	140	3	1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p	-1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p n± mÕnh	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	32596	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	23	Hi®u quä 3	2572	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
231	Bµ Bµ Sinh Hoa	Bµ Bµ Sinh Hoa	5	0	150	3	1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p	-1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p n± mÕnh	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	32597	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	24	Hi®u quä 3	2572	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
232	Bµ Bµ Sinh Hoa	Bµ Bµ Sinh Hoa	5	0	160	3	1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p	-1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p n± mÕnh	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	32598	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	25	Hi®u quä 3	2572	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
301	Ðào Hoa Tr§n Công	Ðào Hoa Tr§n	1	0	10	2	1	G01_xy_jq_xj_Ðào Hoa Tr§n	-1	G01_xy_jq_zdo_Ðào Hoa Tr§n	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	2452	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	100	Hi®u quä 3	2610	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
302	Ðào Hoa Tr§n Công	Ðào Hoa Tr§n	1	0	20	2	1	G01_xy_jq_xj_Ðào Hoa Tr§n	-1	G01_xy_jq_zdo_Ðào Hoa Tr§n	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	2453	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	100	Hi®u quä 3	2611	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
303	Ðào Hoa Tr§n Công	Ðào Hoa Tr§n	1	0	30	2	1	G01_xy_jq_xj_Ðào Hoa Tr§n	-1	G01_xy_jq_zdo_Ðào Hoa Tr§n	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	2454	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	100	Hi®u quä 3	2612	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
304	Ðào Hoa Tr§n Công	Ðào Hoa Tr§n	1	0	40	2	1	G01_xy_jq_xj_Ðào Hoa Tr§n	-1	G01_xy_jq_zdo_Ðào Hoa Tr§n	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	2455	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	100	Hi®u quä 3	2613	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
305	Ðào Hoa Tr§n Công	Ðào Hoa Tr§n	1	0	50	2	1	G01_xy_jq_xj_Ðào Hoa Tr§n	-1	G01_xy_jq_zdo_Ðào Hoa Tr§n	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	2456	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	100	Hi®u quä 3	2614	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
306	Ðào Hoa Tr§n Công	Ðào Hoa Tr§n	1	0	60	2	1	G01_xy_jq_xj_Ðào Hoa Tr§n	-1	G01_xy_jq_zdo_Ðào Hoa Tr§n	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	2457	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	100	Hi®u quä 3	2615	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
307	Ðào Hoa Tr§n Công	Ðào Hoa Tr§n	1	0	70	2	1	G01_xy_jq_xj_Ðào Hoa Tr§n	-1	G01_xy_jq_zdo_Ðào Hoa Tr§n	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	2458	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	100	Hi®u quä 3	2616	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
308	Ðào Hoa Tr§n Công	Ðào Hoa Tr§n	1	0	80	2	1	G01_xy_jq_xj_Ðào Hoa Tr§n	-1	G01_xy_jq_zdo_Ðào Hoa Tr§n	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	2459	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	100	Hi®u quä 3	2617	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
309	Ðào Hoa Tr§n Công	Ðào Hoa Tr§n	1	0	90	2	1	G01_xy_jq_xj_Ðào Hoa Tr§n	-1	G01_xy_jq_zdo_Ðào Hoa Tr§n	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	2460	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	100	Hi®u quä 3	2618	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
310	Ðào Hoa Tr§n Công	Ðào Hoa Tr§n	1	0	100	2	1	G01_xy_jq_xj_Ðào Hoa Tr§n	-1	G01_xy_jq_zdo_Ðào Hoa Tr§n	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	2461	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	100	Hi®u quä 3	2619	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
311	Ðào Hoa Tr§n Công	Ðào Hoa Tr§n	1	0	110	2	1	G01_xy_jq_xj_Ðào Hoa Tr§n	-1	G01_xy_jq_zdo_Ðào Hoa Tr§n	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	2462	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	100	Hi®u quä 3	2620	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
312	Ðào Hoa Tr§n Công	Ðào Hoa Tr§n	1	0	120	2	1	G01_xy_jq_xj_Ðào Hoa Tr§n	-1	G01_xy_jq_zdo_Ðào Hoa Tr§n	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	2463	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	100	Hi®u quä 3	2621	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
313	Ðào Hoa Tr§n Công	Ðào Hoa Tr§n	1	0	130	2	1	G01_xy_jq_xj_Ðào Hoa Tr§n	-1	G01_xy_jq_zdo_Ðào Hoa Tr§n	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	17171	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	100	Hi®u quä 3	17181	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
314	Ðào Hoa Tr§n Công	Ðào Hoa Tr§n	1	0	140	2	1	G01_xy_jq_xj_Ðào Hoa Tr§n	-1	G01_xy_jq_zdo_Ðào Hoa Tr§n	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	17172	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	100	Hi®u quä 3	17182	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
315	Ðào Hoa Tr§n Công	Ðào Hoa Tr§n	1	0	150	2	1	G01_xy_jq_xj_Ðào Hoa Tr§n	-1	G01_xy_jq_zdo_Ðào Hoa Tr§n	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	17173	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	100	Hi®u quä 3	17183	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
316	Ðào Hoa Tr§n Công	Ðào Hoa Tr§n	1	0	160	2	1	G01_xy_jq_xj_Ðào Hoa Tr§n	-1	G01_xy_jq_zdo_Ðào Hoa Tr§n	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	17174	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	100	Hi®u quä 3	17184	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
317	Bµ Bµ Sinh Hoa	Bµ Bµ Sinh Hoa	5	0	10	3	1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p	-1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p n± mÕnh	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	32583	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	100	Hi®u quä 3	2610	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
318	Bµ Bµ Sinh Hoa	Bµ Bµ Sinh Hoa	5	0	20	3	1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p	-1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p n± mÕnh	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	32584	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	100	Hi®u quä 3	2611	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
319	Bµ Bµ Sinh Hoa	Bµ Bµ Sinh Hoa	5	0	30	3	1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p	-1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p n± mÕnh	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	32585	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	100	Hi®u quä 3	2612	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
320	Bµ Bµ Sinh Hoa	Bµ Bµ Sinh Hoa	5	0	40	3	1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p	-1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p n± mÕnh	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	32586	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	100	Hi®u quä 3	2613	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
321	Bµ Bµ Sinh Hoa	Bµ Bµ Sinh Hoa	5	0	50	3	1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p	-1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p n± mÕnh	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	32587	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	100	Hi®u quä 3	2614	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
322	Bµ Bµ Sinh Hoa	Bµ Bµ Sinh Hoa	5	0	60	3	1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p	-1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p n± mÕnh	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	32588	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	100	Hi®u quä 3	2615	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
323	Bµ Bµ Sinh Hoa	Bµ Bµ Sinh Hoa	5	0	70	3	1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p	-1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p n± mÕnh	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	32589	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	100	Hi®u quä 3	2616	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
324	Bµ Bµ Sinh Hoa	Bµ Bµ Sinh Hoa	5	0	80	3	1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p	-1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p n± mÕnh	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	32590	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	100	Hi®u quä 3	2617	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
325	Bµ Bµ Sinh Hoa	Bµ Bµ Sinh Hoa	5	0	90	3	1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p	-1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p n± mÕnh	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	32591	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	100	Hi®u quä 3	2618	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
326	Bµ Bµ Sinh Hoa	Bµ Bµ Sinh Hoa	5	0	100	3	1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p	-1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p n± mÕnh	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	32592	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	100	Hi®u quä 3	2619	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
327	Bµ Bµ Sinh Hoa	Bµ Bµ Sinh Hoa	5	0	110	3	1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p	-1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p n± mÕnh	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	32593	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	100	Hi®u quä 3	2620	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
328	Bµ Bµ Sinh Hoa	Bµ Bµ Sinh Hoa	5	0	120	3	1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p	-1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p n± mÕnh	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	32594	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	100	Hi®u quä 3	2621	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
329	Bµ Bµ Sinh Hoa	Bµ Bµ Sinh Hoa	5	0	130	3	1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p	-1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p n± mÕnh	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	32595	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	100	Hi®u quä 3	17181	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
330	Bµ Bµ Sinh Hoa	Bµ Bµ Sinh Hoa	5	0	140	3	1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p	-1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p n± mÕnh	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	32596	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	100	Hi®u quä 3	17182	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
331	Bµ Bµ Sinh Hoa	Bµ Bµ Sinh Hoa	5	0	150	3	1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p	-1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p n± mÕnh	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	32597	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	100	Hi®u quä 3	17183	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
332	Bµ Bµ Sinh Hoa	Bµ Bµ Sinh Hoa	5	0	160	3	1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p	-1	G01_xy_Bµ Bµ Sinh Hoa_b¦y r§p n± mÕnh	-1		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	Hi®u quä 1	32598	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	100	Hi®u quä 3	17184	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
351	Ð¸nh Häi Th¥n Châm	Ð¸nh Häi Th¥n Châm	4	0	0	2	5	G01_xy_Ð¸nh Häi Th¥n Châm_2	-1	G01_xy_Ð¸nh Häi Th¥n Châm_3	-1		0	0	0	0	0	10000	2000	15	15	-1	-1	4	0	0	0	0	0	0	Hi®u quä 1	29952	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
352	Ð¸nh Häi Th¥n Châm	Ð¸nh Häi Th¥n Châm	4	0	0	2	6	G01_xy_Ð¸nh Häi Th¥n Châm_2	-1	G01_xy_Ð¸nh Häi Th¥n Châm_3	-1		0	0	0	0	0	12000	2000	15	15	-1	-1	4	0	0	0	0	0	0	Hi®u quä 1	29953	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
353	Ð¸nh Häi Th¥n Châm	Ð¸nh Häi Th¥n Châm	4	0	0	2	7	G01_xy_Ð¸nh Häi Th¥n Châm_2	-1	G01_xy_Ð¸nh Häi Th¥n Châm_3	-1		0	0	0	0	0	14000	2000	15	15	-1	-1	4	0	0	0	0	0	0	Hi®u quä 1	29954	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
354	Ð¸nh Häi Th¥n Châm	Ð¸nh Häi Th¥n Châm	4	0	0	2	8	G01_xy_Ð¸nh Häi Th¥n Châm_2	-1	G01_xy_Ð¸nh Häi Th¥n Châm_3	-1		0	0	0	0	0	16000	2000	15	15	-1	-1	4	0	0	0	0	0	0	Hi®u quä 1	29955	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
355	Ð¸nh Häi Th¥n Châm	Ð¸nh Häi Th¥n Châm	4	0	0	2	9	G01_xy_Ð¸nh Häi Th¥n Châm_2	-1	G01_xy_Ð¸nh Häi Th¥n Châm_3	-1		0	0	0	0	0	18000	2000	15	15	-1	-1	4	0	0	0	0	0	0	Hi®u quä 1	29956	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
356	Ð¸nh Häi Th¥n Châm	Ð¸nh Häi Th¥n Châm	4	0	0	2	10	G01_xy_Ð¸nh Häi Th¥n Châm_2	-1	G01_xy_Ð¸nh Häi Th¥n Châm_3	-1		0	0	0	0	0	20000	2000	15	15	-1	-1	4	0	0	0	0	0	0	Hi®u quä 1	29957	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
357	Ð¸nh Häi Th¥n Châm	Ð¸nh Häi Th¥n Châm	4	0	0	2	12	G01_xy_Ð¸nh Häi Th¥n Châm_2	-1	G01_xy_Ð¸nh Häi Th¥n Châm_3	-1		0	0	0	0	0	24000	2000	15	15	-1	-1	4	0	0	0	0	0	0	Hi®u quä 1	29958	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
358	Ð¸nh Häi Th¥n Châm	Ð¸nh Häi Th¥n Châm	4	0	0	2	14	G01_xy_Ð¸nh Häi Th¥n Châm_2	-1	G01_xy_Ð¸nh Häi Th¥n Châm_3	-1		0	0	0	0	0	28000	2000	15	15	-1	-1	4	0	0	0	0	0	0	Hi®u quä 1	29959	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
359	Ð¸nh Häi Th¥n Châm	Ð¸nh Häi Th¥n Châm	4	0	0	2	15	G01_xy_Ð¸nh Häi Th¥n Châm_2	-1	G01_xy_Ð¸nh Häi Th¥n Châm_3	-1		0	0	0	0	0	30000	2000	15	15	-1	-1	4	0	0	0	0	0	0	Hi®u quä 1	29960	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
360	Ð¸nh Häi Th¥n Châm	Ð¸nh Häi Th¥n Châm	4	0	0	2	15	G01_xy_Ð¸nh Häi Th¥n Châm_2	-1	G01_xy_Ð¸nh Häi Th¥n Châm_3	-1		0	0	0	0	0	30000	2000	15	15	-1	-1	4	0	0	0	0	0	0	Hi®u quä 1	29961	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
361	Ð¸nh Häi Th¥n Châm	Ð¸nh Häi Th¥n Châm	4	0	0	2	15	G01_xy_Ð¸nh Häi Th¥n Châm_2	-1	G01_xy_Ð¸nh Häi Th¥n Châm_3	-1		0	0	0	0	0	30000	2000	15	15	-1	-1	4	0	0	0	0	0	0	Hi®u quä 1	29962	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
362	Ð¸nh Häi Th¥n Châm	Ð¸nh Häi Th¥n Châm	4	0	0	2	15	G01_xy_Ð¸nh Häi Th¥n Châm_2	-1	G01_xy_Ð¸nh Häi Th¥n Châm_3	-1		0	0	0	0	0	30000	2000	15	15	-1	-1	4	0	0	0	0	0	0	Hi®u quä 1	29963	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
