INT	STRING
212128	TÕi#GĞ?i Lı#Wtìm ğßşc#RTh¦m Quát#W#{_INFOAIM222, 103, 2, Th¦m Quát}.
212129	TÕi#GL?c Dß½ng#Wtìm ğßşc#RTß Mã Quang#W#{_INFOAIM207, 212, 0, Tß Mã Quang}.
212130	TÕi#GTÔ Châu#Wtìm ğßşc#RVß½ng An ThÕch#W#{_INFOAIM267, 116, 1, Vß½ng An ThÕch}.
212131	TÕi#GĞ?i Lı#Wtìm ğßşc#RTh¦m Quát#W#{_INFOAIM222, 103, 2, Th¦m Quát}.
212132	TÕi#GL?c Dß½ng#Wtìm ğßşc#RTß Mã Quang#W#{_INFOAIM207, 212, 0, Tß Mã Quang}.
212133	TÕi#GTÔ Châu#Wtìm ğßşc#RVß½ng An ThÕch#W#{_INFOAIM267, 116, 1, Vß½ng An ThÕch}.
212134	TÕi#GĞ?i Lı#Wtìm ğßşc#RLí Công Bµ#W#{_INFOAIM160, 128, 2, Lí Công Bµ}.
212136	Ğào Y¬u Y¬u m¶i ngß½i Hoà cüa ngß½i hæu duyên Nhân cùng nhau, khiêu chiªn t±ng cµng 5Quan Ğào Hoa Tr§n.
212140	TÕi #GtHành ĞÕi Lı Tu Vån Ğài#W tìm #RVß½ng Thi«u #W#{_INFOAIM217,255,2,Vß½ng Thi«u}.
212141	#RXUng Thª Hành#W#{_INFOAIM263, 46, 18, Xung Thª Hành}yêu c¥u ngß½i giªt TØ#Y20Danh#WT¥n Gia TrÕi BÕi Binh.
212144	Bä 5Cá Kim T® giao cho#GĞ?i Lı#WĞích#RVß½ng Thi«u#W#{_INFOAIM217, 255, 2, Vß½ng Thi«u}.
220900	TÕi#GTHiªu Lâm Tñ#Wtìm ğßşc#RTu® Phß½ng#W#{_INFOAIM96, 82, 9, Tu® Phß½ng}.
220901	Ğánh bÕi t¤t cä Thi¬u Lâm Mµc Nhân.
221900	TÕi#GCÁi Bang#Wtìm ğßşc#RH°ng Thông#W#{_INFOAIM92, 77, 10, H°ng Thông}.
221901	Giªt chªt t¤t cä Thâu TØu Ğích H¥u TØ.
222900	TÕi#GQUang Minh Ği®n#Wtìm ğßşc#RLâm Nham#W#{_INFOAIM98, 105, 11, Lâm Nham}.
222901	Giªt chªt t¤t cä M§t Thám.
223900	TÕi#GNÚi Võ Ğang#Wtìm ğßşc#RTrß½ng Trung Hành#W#{_INFOAIM78, 95, 12, Trß½ng Trung Hành}.
223901	Tiêu di®t t¤t cä Yêu Nhiêu Tâm Ma.
224900	TÕi#GTHiên Long Tñ#Wtìm ğßşc#RB±n Phàm#W#{_INFOAIM95, 88, 13, B±n Phàm}.
224901	Ğánh bÕi t¤t cä Tr¤n Yêu ‘i LuÛ.
225900	TÕi#GLÅng Ba Ğµng#Wtìm ğßşc#RT¥n Quan#W#{_INFOAIM119, 152, 14, T¥n Quan}.
225901	Ğánh bÕi t¤t cä Hoa ThÕch ‘i LuÛ.
226900	TÕi#GNGa Mi S½n#Wtìm ğßşc#RMÕnh Long#W#{_INFOAIM95, 86, 15, MÕnh Long}.
226901	Giªt chªt t¤t cä Nga Mi ºa Viên.
227900	TÕi#GTInh Tú Häi#Wtìm ğßşc#RVß½ng NgÕn#W#{_INFOAIM96, 92, 16, Vß½ng NgÕn}.
227901	Giªt chªt t¤t cä Mµc Vß½ng Tri Thù.
228900	TÕi#GLInh ThÑu Cung#Wtìm ğßşc#RPhù Mçn Nghi#W#{_INFOAIM95, 60, 17, Phù Mçn Nghi}.
228901	Tiêu di®t t¤t cä Thiên S½n Tuyªt Quái.
228902	TÕi#GĞ?i Lı#Wtìm ğßşc#RVß½ng Thi«u#W#{_INFOAIM217, 255, 2, Vß½ng Thi«u}.
228903	#RXUng Thª Hành#W#{_INFOAIM263, 46, 18, Xung Thª Hành}yêu c¥u ngß½i giªt TØ T¥n Bác Quang Hoà b¯n gã T¥n Gia TrÕi Lµ Bá.
228904	Bä 5Cá Kim T® giao cho#GĞ?i Lı#WĞích#RVß½ng Thi«u#W#{_INFOAIM217, 255, 2, Vß½ng Thi«u}.
228905	TÕi#GM? Dung S½n Trang#Wtìm ğßşc#RMµ Dung Thång#W#{_INFOAIM69, 125, 284, Mµ Dung Thång}.
228906	Tiêu di®t t¤t cä Thß T£c.
229020	Thu ğßşc#RNGô ?#W#{_INFOAIM127, 133, 1, Ngô ?}Ğích üy thác, KhÑ Tr×ng Tr× Cß¶ng ĞÕo.
229024	Dß chính mình Ğích quan h® ngß¶i ği thåm dò 10XØ th¥n bí n½i.
230000	Hoàn thành#RTRí Thanh ĞÕi Sß#W#{_INFOAIM79, 52, 0, Trí Thanh ĞÕi Sß}Ğích nhi®m vø.
230011	Tìm ğßşc#RD¿½ng Tranh#W#{_INFOAIM234, 69, 0, Dß½ng Tranh}, hoàn thành ThuÖ Lao nhi®m vø.
230012	Tìm ğßşc#RV¿½ng Tích Tân#W#{_INFOAIM271, 88, 0, Vß½ng Tích Tân}, hoàn thành Trân Lung KÏ Cøc nhi®m vø.
231000	Giªt chªt ThuÖ Lao Trung 10phÕm nhân ğ¥u møc.
231001	Giªt chªt 108Mai quân c¶.
232000	#RHÔ Diên Báo#W#{_INFOAIM244, 215, 1, Hô Diên Báo}cho ngß½i hoàn thành ThuÖ Lao bình ğ¸nh Ğích nhi®m vø.
232001	KhÑ#GTHái H°#WTräo#RHô Diên Khánh#W#{_INFOAIM67, 77, 4, Hô Diên Khánh}.
232002	#RHÔ Diên Khánh#W#{_INFOAIM67, 77, 4, Hô Diên Khánh}cho ngß½i giªt chªt#Y10Cá#WphÕm nhân ğ¥u møc Hoà#Y50#WCá ti¬u quái v§t.
250036	Träo#GL?c Dß½ng#WĞích#RHï Lai LÕc#W#{_INFOAIM177, 94, 0, Hï Lai LÕc}.
250037	Träo#GL?c Dß½ng#WĞích#RHï Lai LÕc#W#{_INFOAIM177, 94, 0, Hï Lai LÕc}.
250039	TÕi#GNH¸ Häi#W#{_INFOAIM191, 269, 24, Ğào Y¬u Y¬u}, #GKiªm Các#W#{_INFOAIM147, 48, 7, Ğào Y¬u Y¬u}, #GThái H°#W#{_INFOAIM244, 142, 4, Ğào Y¬u Y¬u}, #GDÕ Tây H°#W#{_INFOAIM231, 118, 164, Ğào Y¬u Y¬u}, #GĞµi Hoàng#W#{_INFOAIM166, 95, 8, Ğào Y¬u Y¬u}tìm ğßşc Ğào Y¬u Y¬u.
250040	Ğ÷c Tam Sinh ThÕch Thßşng Ğích kiªp trß¾c chuy®n xßa.
250553	Thïnh TÕi#GL?c Dß½ng#{_INFOAIM166, 112, 0, Phùng Th§p Vû}#RPhùng Th§p Vû#WXØ ğ±i#YHuy«n C½ Ğ°#WH§u, cån cÑ#YHuy«n C½ Ğ°#Wnêu lên ği trß¾c#Gğ¯i Ñng Chü Thành#W, T?i#Gchï ğ¸nh ğ¸a ği¬m#WM¸ch Bäo T¥m Trân.
311004	Giªt chªt 1Danh phän quân thü lînh, 13Danh phän quân thü v®, 6Danh phän quân bäo v® cØa.
311005	Giªt chªt 1Danh phän quân thü lînh, 13Danh phän quân thü v®, 6Danh phän quân bäo v® cØa.
401000	Giªt chªt toàn bµ quân c¶ Hoà Vi­n C± KÏ H°n.
401010	Giªt chªt Mµc Nhân HÕng Trung toàn bµ quái v§t.
401020	Giªt chªt ThuÖ Lao Trung toàn bµ quái v§t.
500500	Tìm ğßşc#RbÄo tàng#Wgiao cho#RHà Ch¤p Trung#W.
500503	Giªt chªt Dß tñ mình c¤p b§c kém C¤p 10 trong vòng Ğích quái v§t, chÑng minh thñc lñc cüa chính mình.
500600	Luy®n t§p t± ğµi.
500601	Tham gia'ván c¶'hoÕt ğµng, giªt chªt Vi­n C± KÏ H°n.
500602	T¾i C¤p 30 Ğáo#GL?c Dß½ng#W#{_INFOAIM160, 134, 0, Chu Thiên Sß}#WTräo#RChu Thiên Sß#W.
500603	T¾i C¤p 32 Ğáo#GL?c Dß½ng#W#{_INFOAIM160, 134, 0, Chu Thiên Sß}#WTräo#RChu Thiên Sß#W.
500604	Giªt chªt 1Cá dã ngoÕi#GT?c Binh Ğ¥u Møc#W.
500605	T¾i C¤p 35 Ğáo#GL?c Dß½ng#W#{_INFOAIM160, 134, 0, Chu Thiên Sß}#WTräo#RChu Thiên Sß#W.
500606	KhÑ#GL?c Dß½ng#WTräo#RChu Thiên Sß#W#{_INFOAIM160, 134, 0, Chu Thiên Sß}.
500607	Tham gia'ğánh lén môn phái'hoÕt ğµng, giªt chªt 1Cá ºa Bá.
500608	T¾i C¤p 38 Ğáo#GL?c Dß½ng#W#{_INFOAIM160, 134, 0, Chu Thiên Sß}#WTräo#RChu Thiên Sß#W.
500609	XØ lı#YD¿ Ğµc#W. Träo#RTi«n H°ng Vû#W#{_INFOAIM62, 162, 1, Ti«n H°ng Vû}#Wphøc m®nh.
500610	XØ lı#YHng Hùng Vß½ng#W, H¿¾ng#RHoa Kiªm Vû#W#{_INFOAIM250, 108, 1, Hoa Kiªm Vû}#Wphøc m®nh.
500611	XØ lı#YCÁt Vinh#W. Träo#RTi«n H°ng Vû#W#{_INFOAIM62, 162, 1, Ti«n H°ng Vû}#Wphøc m®nh.
500612	T¾i C¤p 40 Ğáo#GL?c Dß½ng#W#{_INFOAIM160, 134, 0, Chu Thiên Sß}#WTräo#RChu Thiên Sß#W.
500613	T¾i C¤p 42 Ğáo#GL?c Dß½ng#W#{_INFOAIM160, 134, 0, Chu Thiên Sß}#WTräo#RChu Thiên Sß#W.
500614	T¾i C¤p 45 Ğáo#GL?c Dß½ng#W#{_INFOAIM160, 134, 0, Chu Thiên Sß}#WTräo#RChu Thiên Sß#W.
500615	T¾i C¤p 48 Ğáo#GL?c Dß½ng#W#{_INFOAIM160, 134, 0, Chu Thiên Sß}#WTräo#RChu Thiên Sß#W.
500616	T¾i C¤p 50 Ğáo#GL?c Dß½ng#W#{_INFOAIM160, 134, 0, Chu Thiên Sß}#WTräo#RChu Thiên Sß#W.
500618	ThuÖ Lao bän sao, giªt chªt 20Cá Tù PhÕm.
500621	Tìm ğßşc#GL?c Dß½ng#{_INFOAIM177, 184, 0, Bành Hoài Ng÷c}#RBành Hoài Ng÷c#W
500622	Hoàn thành#GtRang b¸ khoan#WH§u ği tìm#GLÕc Dß½ng#{_INFOAIM177, 184, 0, Bành Hoài Ng÷c}#RBành Hoài Ng÷c#W
500623	Hoàn thành#GbÄo thÕch ğßşc khäm#WH§u ği tìm#GLÕc Dß½ng#{_INFOAIM177, 184, 0, Bành Hoài Ng÷c}#RBành Hoài Ng÷c#W
500624	Tìm ğßşc#GL?c Dß½ng#{_INFOAIM182, 157, 0, Vân Mi­u Mi­u}#RVân Mi­u Mi­u#W
500625	Ğang Trân Thú H÷c T§p Quá#GhAi l¥n kÛ nång#WH§u, ği tìm#GLÕc Dß½ng#{_INFOAIM182, 157, 0, Vân Mi­u Mi­u}#RVân Mi­u Mi­u#W
503000	Ği trß¾c#GĞ?i Lı·Hoan#W, #GLÕc Dß½ng·Hoan#W, #GTô Châu·Hoan#Wğánh bÕi'#RTha Môn#W', tra xét manh m¯i.
503001	Ği trß¾c#GĞ?i Lı·Hoan#W, #GLÕc Dß½ng·Hoan#W, #GTô Châu·Hoan#W, cùng các hi®p sî hşp lñc ğánh bÕi#Rthô bÕo Thú Minh#W.
505010	Thïnh ği trß¾c chï ğ¸nh ğ¸a ği¬m#G%S0#WXØ, sØ døng#Ykªt duyên ng÷c bµi#Wm· ra kªt duyên. Thành công kªt duyên H§u phän h°i#GLÕc Dß½ng#{_INFOAIM175, 71, 0, Li­u Nhß Hinh}#RLi­u Nhß Hinh#WXØ.
505100	Hu« cÑu ra Ğích#GTHú H°n Tàn Phách#WT¯ng Chí#GLÕc Dß½ng#WsØ døng#{_INFOAIM144, 101, 0, T¸nh Tr÷c Linh Ng÷c}#RT¸nh Tr÷c Linh Ng÷c#Whoàn thành T¸nh Hoá.
600004	Tiêu di®t t¤t cä Ğäo LoÕn Ğích Ti¬u T£c.
600007	Hoàn thành Chu Thª Hæu Ğích nhi®m vø.
600012	Hoàn thành C¦u Tä Ğích nhi®m vø.
600013	Trä l¶i th½ c± Ğ¯i Câu Nh¤t Ğ«.
600014	Tiêu di®t thß phòng Trung t¤t cä Ğ¯ Quái.
600017	Hoàn thành Møc D¸ch Ğích nhi®m vø.
600019	KhÑ th¸ trß¶ng giáo hu¤n lßu manh ºa Bá.
600023	Hoàn thành Ğ°ng Phù Dung Ğích nhi®m vø.
600025	Chï ği¬m · ğây Ğích t¤t cä bän bang ğ® tØ.
600030	Hoàn thành Võ ĞÕi Uy Ğích nhi®m vø.
600031	SØ døng Tu¥n La Linh, b¡t khä nghi Ğích Nhân.
600035	Hoàn thành bang hµi ĞÕi t±ng quän Ğích nhi®m vø.
600037	Ğu±i ği Tß Sñ Giä.
600040	Hoàn thành bang hµi ĞÕi t±ng quän Ğích nhi®m vø.
600045	T± ğµi thu th§p 3Cá khác nhau bang phái thành th¸ Tình Báo.
600047	Thu th§p#YL?ch ThÕch#W.
600048	Thu th§p#YNHÕn Linh#W.
600049	Thu th§p#YTH¤t Di®p Liên#W.
791022	Tß¾ng Thñc HÕp cho NhÕn Môn Quan(x, x) Dß½ng Thiên Phong
791023	TÕi(x, x)(x, x)(x, x) XØ thu th§p thäo dßşc H§u Dß ngß¶i H° ğ¯i thoÕi
791024	TÕi(x, x)(x, x)(x, x) XØ thu th§p thäo dßşc H§u giao cho NhÕn Môn Quan(x, x) ngß¶i H°
791061	SØ døng#GB„t Minh C¥m#WcÑu tr¸#G3#WDanh phát b®nh Ğích dân chúng, thành công H§u Hß¾ng#GTô Châu#RVß½ng Hoà Linh#W#{_INFOAIM194, 132, 1, Vß½ng Hoà Linh}h°i phøc.
791062	Ği trß¾c#GTHái H°#W, #GKính H°#W, #GTây H°#WDß#Rlén lút Ğích bán dÕo#Wnói chuy®n v¾i nhau tìm hi¬u, Tính ğem ğánh bÕi, hoàn thành H§u Hß¾ng#GTô Châu#RVß½ng Hoà Linh#W#{_INFOAIM194, 132, 1, Vß½ng Hoà Linh}h°i phøc.
791063	Ği trß¾c#GTÔ Châu#{_INFOAIM188, 46, 1, Vß½ng NhÕn Túc}#RVß½ng NhÕn Túc#WXØ tiªn vào MÕn Ğà Phúc Ğ¸a, hoàn thành mµt l¥n c¥u phúc.
791098	Hoà các\u0020hÕ bè b¡t ğ¥u nhi®m vø, thành công H§u phän h°i#GL?c Dß½ng#{_INFOAIM111, 128, 0, Xa chÕy ch¥m ch§m}#RXa chÕy ch¥m ch§m#W, #GĞÕi Lı#{_INFOAIM111, 146, 2, Løc bình yên}#RLøc bình yên#W, #GTô Châu#{_INFOAIM172, 162, 1, Mã ğ« danh}#RMã ğ« danh#Wı mµt ch² trä lÕi nhi®m vø.
791101	Thïnh tìm ğßşc#GĞ?i Lı#{_INFOAIM75, 162, 2, Trß½ng S½n}#RTrß½ng S½n#W, #GĞÕi Lı#{_INFOAIM80, 90, 2, Vß½ng Vû}#RVß½ng Vû#W, #GĞÕi Lı#{_INFOAIM201, 167, 2, Lı Tß}#RLı Tß#Wba gã hi«m nghi Nhân, nh§n ğßşc Ki l¶i khai H§u phän h°i#GĞÕi Lı#{_INFOAIM131, 135, 2, Hß Thanh}#RHß Thanh#WXØ, chï ra và xác nh§n kë c¡p.
791102	Thïnh thiªu hi®p ği trß¾c#GĞ?i Lı#{_INFOAIM80, 90, 2, Vß½ng Vû}#Wtìm kiªm#RVß½ng Vû#W, nH§n ğßşc Thü Tín Tính cån cÑ m£t trên Ğích#Gv¸ trí tin tÑc#W, ği trß¾c Tô Châu các n½i tìm kiªm ba gã ti¬u thß½ng: #RMÕi Du Lang#W, #RMÕi Thiªt Lang#W, #RMÕi Thán Ông#W, Tính Ğ¯i b÷n h÷ Hæu Ki®n sØ døng#YVß½ng Vû Ğích Thü Tín#W.
791103	Thïnh thiªu hi®p ği trß¾c#GĞ?i Lı#{_INFOAIM218, 110, 2, Quá Tam ChuÏ}#RQuá Tam ChuÏ#W, #GLÕc Dß½ng#{_INFOAIM213, 160, 0, Vß½ng ĞÑc Phú}#RVß½ng ĞÑc Phú#W, #GTô Châu#{_INFOAIM251, 151, 1, Tiªt Chúc}#RTiªt Chúc#WXØ, Thïnh b÷n h÷ nh§n#Ggiä mÕo chª ph¦m#Wxu¤t xØ.
791105	Thïnh thiªu hi®p TÕi#GTÔ Châu#{_INFOAIM214, 210, 1Phó thiªt thü}#RPhó thiªt thü#WXØ truy«n vào trß¶ng cänh Tính ğánh bÕi#G10#WCá#Rğúc công tßşng#W, ğOÕt lÕi bäo ğao, Tính ği trß¾c#GĞÕi Lı#{_INFOAIM135, 117, 2, Tiêu Phong}#WTß¾ng bäo ğao giao cho#RTiêu Phong#W.
801018	Ğä bÕi t¤t cä Ğích Khäo Trß¶ng Hµ V®.
805020	C¤p bang hµi ĞÕi t±ng quän 5Cá Kim T®.
805026	C¤p bang hµi ĞÕi t±ng quän 5Cá Kim T®.
805042	Bäo hµ bang phái n½i dùng chân, giªt chªt t¤t cä Ğích quái v§t.
806021	Thïnh ği trß¾c#GL?c Dß½ng#{_INFOAIM40, 56, 0, Nguy®t Lão}#RNguy®t Lão#WXØ Dß Nhçm Ğích mµt khác Bán cùng nhau lña ch÷n hôn l­.
807022	Cån cÑ ğ¸a Ğ° chï th¸ TÕi#GTÔ Châu#Wtìm kiªm#G4#WĞoá#GT¥n Tuª hß¾ng dß½ng#W, tÌm kiªm xong H§u l§p tÑc phän h°i#GTô Châu#{_INFOAIM170, 142, 1, T¥n Løc}#RT¥n Løc#WXØ.
808016	Giªt chªt t¤t cä Ğích quái v§t.
808027	Giªt chªt t¤t cä Ğích quái v§t.
808028	Giªt chªt t¤t cä Ğích quái v§t.
808029	Giªt chªt t¤t cä Ğích quái v§t.
808030	Giªt chªt t¤t cä Ğích quái v§t.
808031	Giªt chªt t¤t cä Ğích quái v§t.
808032	Giªt chªt t¤t cä Ğích quái v§t.
808033	Giªt chªt t¤t cä Ğích quái v§t.
808034	Giªt chªt t¤t cä Ğích quái v§t.
808038	Thu th§p#Y10Cá#WHäo Hæu Thiêm Danh.
808080	Châm#G24Trän#WKh±ng Minh Ğång.
808081	Châm#G24Trän#WKh±ng Minh Ğång.
808082	Châm#G24Trän#WKh±ng Minh Ğång.
808095	Tß¾ng Thánh Hoä Hoä Cñ truy«n t¯ng Ğáo#GTÂy H°#RTô Phi#{_INFOAIM164, 262, 30, Tô Phi}#Wtrong tay.
808096	Ğáo#GTÂy H°#Wtìm ğßşc#RTô Phi#{_INFOAIM164, 262, 30, Tô Phi}#W, tIªn vào Lam C¥u Trß¶ng.
808097	Tß¾ng Thánh Hoä Hoä Cñ truy«n t¯ng Ğáo#GĞ?i Lı#RThân Tình#{_INFOAIM256, 127, 2, Thân Tình}#Wtrong tay.
808098	Ğáo#GĞ?i Lı#RThân Tình#{_INFOAIM256, 127, 2, Thân Tình}#WXØ liên tøc trä l¶i 5Cá v¤n ğ«.
808099	Tß¾ng Thánh Hoä Hoä Cñ truy«n t¯ng Ğáo#GNH¸ Häi#RĞao Nghiêu#{_INFOAIM207, 49, 24, Ğao Nghiêu}#Wtrong tay.
808100	Ğáo#GNH¸ Häi#Wtìm ğßşc#RĞao Nghiêu#{_INFOAIM207, 49, 24, Ğao Nghiêu}#W, tIªn vào Bài C¥u Trß¶ng.
808101	Tß¾ng Thánh Hoä Hoä Cñ truy«n t¯ng Ğáo#GL?c Dß½ng#RYªn Thanh#{_INFOAIM112, 202, 0, Yªn Thanh}#Wtrong tay.
808102	Ğáo LÕc Dß½ng#RY?n Thanh#{_INFOAIM112, 202, 0, Yªn Thanh}#WXØ liên tøc trä l¶i 5Cá v¤n ğ«.
808103	Tß¾ng Thánh Hoä Hoä Cñ truy«n t¯ng Ğáo#GNHÕn Nam#RChu Vô Uı#{_INFOAIM242, 73, 18, Chu Vô Uı}#Wtrong tay.
808104	Ğáo#GNHÕn Nam#Wtìm ğßşc#RChu Vô Uı#{_INFOAIM242, 73, 18, Chu Vô Uı}#W, tIªn vào Túc C¥u Trß¶ng.
808105	Tß¾ng Thánh Hoä Hoä Cñ truy«n t¯ng Ğáo#GTÔ Châu#RThánh Hoä Ğàn#{_INFOAIM91, 84, 1, Thánh Hoä Ğàn}#Wtrong tay.
808131	Tìm ğßşc 5Cá Nguy®n Linh Tuy«n, Ğáo#GTHái H°#WĞích#{_INFOAIM157, 185, 4, HÑa Nguy®n Thø}XØ Hß¾ng#RHÑa Nguy®n Thø#WHÑa Nguy®n 5ThÑ.
809311	Tìm ğßşc#YcÁt tß¶ng Khánh#Wtñ phù, ğßa cho#GĞÕi Lı#{_INFOAIM173, 146, 2, Tôn Bát Gia}#RTôn Bát Gia#W.
809312	Tìm ğßşc#YKHoái LÕc Hành#Wtñ phù, ğßa cho#GĞÕi Lı#{_INFOAIM173, 146, 2, Tôn Bát Gia}#RTôn Bát Gia#W.
809313	Tìm ğßşc#YnHß ı HÕ#Wtñ phù, ğßa cho#GĞÕi Lı#{_INFOAIM173, 146, 2, Tôn Bát Gia}#RTôn Bát Gia#W.
810115	Ği trß¾c%s0XØ hoàn thành hoÕt ğµng: %s1/1.
810125	SØ døng Luyªn Ngæ Thái Tiên giä dÕng 6ThÑ Mai Quª Hoa Tùng, thành công H§u Hß¾ng Mai Quª Hoa Tùng h°i phøc.
888754	Ği trß¾c#GL?c Dß½ng#{_INFOAIM177, 100, 0, ánh vàng rñc rŞ}#Ránh vàng rñc rŞ#WXØ, sØ døng#Ykim qua ti«n ğúc#Wtrao ğ±i nh§n ğßşc#G6#WCá#Ykim qua NoÕ NoÕ Bính#W, ğ‘i#G6#WThÑ H§u TÕi#GLÕc Dß½ng#{_INFOAIM177, 98, 0, A Ô}#RA Ô#WXØ ğ® trình nhi®m vø.
889988	Tß¾ng#G5#WCá#YTØ MÕn Ğà#Wmang v« giao cho#GMÕn Ğà S½n Trang#W#{_INFOAIM125, 122, 592, Vß½ng Linh Tøng}#RVß½ng Linh Tøng#W.
890046	#WTHïnh cùng v¾i Tha thiªu hi®p tÕo thành ít nh¤t#G3Nhân ğã ngoài#Wğµi ngû tham dñ hoÕt ğµng, ğÕt t¾i chï ğ¸nh vi tích phân H§u, tr· lÕi#GTô Châu#RBao Thª Vinh#{_INFOAIM190, 168, 1, Bao Thª Vinh}#WXØ giao phó nhi®m vø.
890065	#WğI trß¾c#GBÕch Khê H°#{_INFOAIM133, 45, 613, -1}#Wg¥n ğây tìm ğßşc#RSß½ng Nguy®t Khôi Lang#W, tIêu di®t chúng nó.
890066	#WğI trß¾c#GBÕch Khê H°#{_INFOAIM135, 96, 613, -1}#Wg¥n ğây tìm ğßşc#Rcu°ng nhi®t Ğích tµc nhân#W, KHu ğu±i b÷n h¡n.
890067	#WğI trß¾c#GTrß¶ng Xuân C¯c·Hoành Nhai#{_INFOAIM176, 194, 616, -1}#Wg¥n ğây tìm ğßşc#RMµc Giáp Báo#Wngang nhau Cän chúng nó.
890068	#Wm?c sØa chæa Phøc H§u TÕi#GBÕch Khê H°#{_INFOAIM78, 150, 613, -1}#Wg¥n ğây Phanh Trang Häo#RTrùng Giáp·Täo Ng÷c Tr¥n Ğích th§p phß½ng Luân#Wğ°ng tiªn Hành sØa chæa, nªu chung quanh Hæu m£t khác ğ°ng các\u0020hÕ h² trş Tß¾ng làm ít công to.
890069	#WtRş giúp#RM£c Tri S¥u#Wthu th§p mµt ít#YKhê C¯c kem gói#W, KHä ği trß¾c#GBÕch Khê H°#{_INFOAIM193, 196, 613, -1}#Wg¥n ğây tiªn hành tìm kiªm.
890070	#WcÄi trang H§u TÕi#GThøc tre Häi#Wtìm ğßşc chính xác Ğích NPCsØ døng kÛ nång: #Ghöi thåm tin tÑc#W, TÁi ği trß¾c#RGiang Hành Vân#Wch² ·#{_INFOAIM35, 100, 614, -1}#Wg¥n ğây sØ døng kÛ nång: #Gğ¬ ğ£t tri âm HÕp#W.
890071	#WcÄi trang H§u TÕi#GTây Lß½ng Phong Lâm#Wtìm ğßşc chính xác Ğích NPCsØ døng kÛ nång: #Ghöi thåm tin tÑc#W, TÁi ği trß¾c#RNguy­n Phong Miên#Wch² ·#{_INFOAIM69, 39, 615, -1}#Wg¥n ğây sØ døng kÛ nång: #Gğ¬ ğ£t tri âm HÕp#W.
890072	#WtRş giúp#RM£c ºc#Wği trß¾c#GThøc tre Häi#{_INFOAIM95, 68, 614, -1}#WXØ tiêu di®t#RTrúc Häi BÕch Viên#W.
890073	#WğI trß¾c#GThøc tre Häi#{_INFOAIM174, 187, 614, -1}#WXØ Khu Cän tác loÕn Ğích#Rcu°ng nhi®t Ğích tµc nhân#W.
890074	#WğI trß¾c#GTrß¶ng Xuân C¯c·Hoành Nhai#{_INFOAIM84, 58, 616, -1}#Wg¥n ğây tìm ğßşc#RLinh Nghê#W, THung Ki trong tay ğoÕt lÕi#Ydò ğß¶ng †n Giáp mänh nhö#W.
890079	#WtRş giúp#RM£c Li#Wği trß¾c#GTây Lß½ng Phong Lâm#{_INFOAIM46, 100, 615, -1}#WXØ tiêu di®t#Rc± ğÕo H° Lang#W.
890080	#WğI trß¾c#GTây Lß½ng Phong Lâm#{_INFOAIM90, 184, 615, -1}#Wg¥n ğây tìm ğßşc#Rcu°ng nhi®t Ğích tµc nhân#W, KHu ğu±i b÷n h¡n.
890081	#WğI trß¾c#GTrß¶ng Xuân C¯c·Hoành Nhai#{_INFOAIM145, 107, 616, -1}#Wg¥n ğây tìm ğßşc#RĞÕo Bäo Nhân#W, KHu ğu±i b÷n h¡n Tính ğoÕt lÕi#YC½ NguÜ Chu¦n Mão#W.
890082	#Wm?c sØa chæa Phøc H§u TÕi#GTây Lß½ng Phong Lâm#{_INFOAIM71, 121, 615, -1}#Wg¥n ğây Phanh Trang Häo#Rmänh che tay#Wğ°ng tiªn Hành sØa chæa, nªu chung quanh Hæu m£t khác ğ°ng các\u0020hÕ h² trş Tß¾ng làm ít công to.
890083	#WtRş giúp#RNguy­n Phong Miên#Wthu th§p mµt ít#YTây Phü häi ğß¶ng#W, KHä ği trß¾c#GTây Lß½ng Phong Lâm#{_INFOAIM140, 138, 615, -1}#Wg¥n ğây tiªn hành tìm kiªm.
890084	#WcÄi trang H§u TÕi#GBÕch Khê H°#Wtìm ğßşc chính xác Ğích NPCsØ døng kÛ nång: #Ghöi thåm tin tÑc#W, TÁi ği trß¾c#RM£c Tri S¥u#Wch² ·#{_INFOAIM73, 44, 613, -1}#Wg¥n ğây sØ døng kÛ nång: #Gğ¬ ğ£t an th¥n lß hß½ng#W.
890085	#WcÄi trang H§u TÕi#GThøc tre Häi#Wtìm ğßşc chính xác Ğích NPCsØ døng kÛ nång: #Ghöi thåm tin tÑc#W, TÁi ği trß¾c#RGiang Hành Vân#WĞích ch² ·#{_INFOAIM35, 100, 614, -1}#Wg¥n ğây sØ døng kÛ nång: #Gğ¬ ğ£t an th¥n lß hß½ng#W.
890105	#WtÌm ğßşc#GBÕch Khê H°#{_INFOAIM130, 190, 613, M£c Nhß}#RM£c Nhß#WH§u ği trß¾c#Gtuyªt s½n c¤m ğ¸a#W, cHª phøc#RBång Thñc Mµc Y¬m#W.
890107	#WtÌm ğßşc#GThøc tre Häi#{_INFOAIM70, 37, 614, M£c Tinh Ông}#RM£c Tinh Ông#WH§u ği trß¾c#GU Hoàng Lı#W, tIêu di®t#RğÕo t£c#W.
890108	#WtÌm ğßşc#GTây Lß½ng Phong Lâm#{_INFOAIM54, 58, 615, M£c Li}#RM£c Li#WH§u ği trß¾c#GSß½ng Hi®p C¯c#W, cHª phøc#RThiên C½ Mµc Giáp Báo#W.
