INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
517	10102000	4005	0	252	-1	-1	-1	-1	-1
518	10102000	4006	0	253	-1	-1	-1	-1	-1
519	10102000	4007	0	254	-1	-1	-1	-1	-1
520	10102000	4008	0	255	-1	-1	-1	-1	-1
521	10100000	4024	0	257	-1	-1	-1	-1	-1
522	10100000	4025	0	257	-1	-1	-1	-1	-1
523	10100000	4026	0	257	-1	-1	-1	-1	-1
524	10100000	4027	0	257	-1	-1	-1	-1	-1
525	10100000	4029	0	258	-1	-1	-1	-1	-1
526	10100000	4030	0	258	-1	-1	-1	-1	-1
527	10100000	4031	0	258	-1	-1	-1	-1	-1
528	10100000	4032	0	258	-1	-1	-1	-1	-1
529	10102000	4041	0	262	-1	-1	-1	-1	-1
530	10102000	4042	0	262	-1	-1	-1	-1	-1
531	10102000	4043	0	262	-1	-1	-1	-1	-1
532	10102000	4044	0	262	-1	-1	-1	-1	-1
533	10104000	4051	0	264	-1	-1	-1	-1	-1
534	10104000	4052	0	264	-1	-1	-1	-1	-1
535	10104000	4053	0	264	-1	-1	-1	-1	-1
536	10104000	4054	0	264	-1	-1	-1	-1	-1
537	10107000	4057	0	265	-1	-1	-1	-1	-1
538	10107000	4058	0	265	-1	-1	-1	-1	-1
539	10107000	4059	0	265	-1	-1	-1	-1	-1
540	10107000	4060	0	265	-1	-1	-1	-1	-1
541	10104000	4062	0	266	-1	-1	-1	-1	-1
542	10104000	4063	0	266	-1	-1	-1	-1	-1
543	10104000	4064	0	266	-1	-1	-1	-1	-1
544	10104000	4065	0	266	-1	-1	-1	-1	-1
545	10103000	4072	0	267	-1	-1	-1	-1	-1
546	10103000	4073	0	267	-1	-1	-1	-1	-1
547	10103000	4074	0	267	-1	-1	-1	-1	-1
548	10103000	4075	0	267	-1	-1	-1	-1	-1
549	10102000	4101	0	268	-1	-1	-1	-1	-1
550	10102000	4102	0	269	-1	-1	-1	-1	-1
551	10102000	4103	0	270	-1	-1	-1	-1	-1
552	10102000	4104	0	271	-1	-1	-1	-1	-1
553	10102000	4096	0	273	-1	-1	-1	-1	-1
554	10102000	4097	0	273	-1	-1	-1	-1	-1
555	10102000	4098	0	273	-1	-1	-1	-1	-1
556	10102000	4099	0	273	-1	-1	-1	-1	-1
557	10102000	4127	0	274	-1	-1	-1	-1	-1
558	10102000	4128	0	274	-1	-1	-1	-1	-1
559	10102000	4129	0	274	-1	-1	-1	-1	-1
560	10102000	4130	0	274	-1	-1	-1	-1	-1
561	10102000	4186	0	275	-1	-1	-1	-1	-1
562	10102000	4187	0	275	-1	-1	-1	-1	-1
563	10102000	4188	0	275	-1	-1	-1	-1	-1
564	10102000	4189	0	275	-1	-1	-1	-1	-1
565	10101000	4197	0	276	-1	-1	-1	-1	-1
566	10101000	4198	0	276	-1	-1	-1	-1	-1
567	10101000	4199	0	276	-1	-1	-1	-1	-1
568	10101000	4200	0	276	-1	-1	-1	-1	-1
569	10104000	4192	0	277	-1	-1	-1	-1	-1
570	10104000	4193	0	277	-1	-1	-1	-1	-1
571	10104000	4194	0	277	-1	-1	-1	-1	-1
572	10104000	4195	0	277	-1	-1	-1	-1	-1
573	10106000	4202	0	278	-1	-1	-1	-1	-1
574	10106000	4203	0	278	-1	-1	-1	-1	-1
575	10106000	4204	0	278	-1	-1	-1	-1	-1
576	10106000	4205	0	278	-1	-1	-1	-1	-1
577	10101000	4213	0	279	-1	-1	-1	-1	-1
578	10101000	4214	0	280	-1	-1	-1	-1	-1
579	10101000	4215	0	281	-1	-1	-1	-1	-1
580	10101000	4216	0	282	-1	-1	-1	-1	-1
581	10102000	4223	0	284	-1	-1	-1	-1	-1
582	10102000	4224	0	285	-1	-1	-1	-1	-1
583	10102000	4225	0	286	-1	-1	-1	-1	-1
584	10102000	4226	0	287	-1	-1	-1	-1	-1
585	10102000	4238	0	289	-1	-1	-1	-1	-1
586	10102000	4239	0	289	-1	-1	-1	-1	-1
587	10102000	4240	0	289	-1	-1	-1	-1	-1
588	10102000	4241	0	289	-1	-1	-1	-1	-1
589	10102000	4255	0	290	-1	-1	-1	-1	-1
590	10102000	4256	0	290	-1	-1	-1	-1	-1
591	10102000	4257	0	290	-1	-1	-1	-1	-1
592	10102000	4258	0	290	-1	-1	-1	-1	-1
593	10100000	4261	0	291	-1	-1	-1	-1	-1
594	10100000	4262	0	291	-1	-1	-1	-1	-1
595	10100000	4263	0	291	-1	-1	-1	-1	-1
596	10100000	4264	0	291	-1	-1	-1	-1	-1
597	10105000	4266	0	292	-1	-1	-1	-1	-1
598	10105000	4267	0	292	-1	-1	-1	-1	-1
599	10105000	4268	0	292	-1	-1	-1	-1	-1
600	10105000	4269	0	292	-1	-1	-1	-1	-1
601	10102000	4276	0	293	-1	-1	-1	-1	-1
602	10102000	4277	0	294	-1	-1	-1	-1	-1
603	10102000	4278	0	295	-1	-1	-1	-1	-1
604	10102000	4279	0	296	-1	-1	-1	-1	-1
605	10100000	4271	0	298	-1	-1	-1	-1	-1
606	10100000	4272	0	298	-1	-1	-1	-1	-1
607	10100000	4273	0	298	-1	-1	-1	-1	-1
608	10100000	4274	0	298	-1	-1	-1	-1	-1
609	10103000	4296	0	299	-1	-1	-1	-1	-1
610	10103000	4297	0	299	-1	-1	-1	-1	-1
611	10103000	4298	0	299	-1	-1	-1	-1	-1
612	10103000	4299	0	299	-1	-1	-1	-1	-1
613	10102000	4352	0	302	-1	-1	-1	-1	-1
614	10102000	4353	0	302	-1	-1	-1	-1	-1
615	10102000	4354	0	302	-1	-1	-1	-1	-1
616	10102000	4355	0	302	-1	-1	-1	-1	-1
617	10105000	4357	0	303	-1	-1	-1	-1	-1
618	10105000	4358	0	303	-1	-1	-1	-1	-1
619	10105000	4359	0	303	-1	-1	-1	-1	-1
620	10105000	4360	0	303	-1	-1	-1	-1	-1
621	10102000	4560	0	367	-1	-1	-1	-1	-1
622	10102000	4561	0	367	-1	-1	-1	-1	-1
623	10102000	4562	0	367	-1	-1	-1	-1	-1
624	10102000	4563	0	367	-1	-1	-1	-1	-1
625	10101000	4575	0	368	-1	-1	-1	-1	-1
626	10101000	4576	0	368	-1	-1	-1	-1	-1
627	10101000	4577	0	368	-1	-1	-1	-1	-1
628	10101000	4578	0	368	-1	-1	-1	-1	-1
629	10102000	4581	0	369	-1	-1	-1	-1	-1
630	10102000	4582	0	369	-1	-1	-1	-1	-1
631	10102000	4583	0	369	-1	-1	-1	-1	-1
632	10102000	4584	0	369	-1	-1	-1	-1	-1
633	10107000	4586	0	370	-1	-1	-1	-1	-1
634	10107000	4587	0	370	-1	-1	-1	-1	-1
635	10107000	4588	0	370	-1	-1	-1	-1	-1
636	10107000	4589	0	370	-1	-1	-1	-1	-1
637	10104000	4621	0	378	-1	-1	-1	-1	-1
638	10104000	4622	0	378	-1	-1	-1	-1	-1
639	10104000	4623	0	378	-1	-1	-1	-1	-1
640	10104000	4624	0	378	-1	-1	-1	-1	-1
641	10101000	4630	0	380	-1	-1	-1	-1	-1
642	10101000	4631	0	380	-1	-1	-1	-1	-1
643	10101000	4632	0	380	-1	-1	-1	-1	-1
644	10101000	4633	0	380	-1	-1	-1	-1	-1
645	10100000	4646	0	382	-1	-1	-1	-1	-1
646	10100000	4647	0	382	-1	-1	-1	-1	-1
647	10100000	4648	0	382	-1	-1	-1	-1	-1
648	10100000	4649	0	382	-1	-1	-1	-1	-1
649	10101000	4687	0	395	-1	-1	-1	-1	-1
650	10101000	4688	0	395	-1	-1	-1	-1	-1
651	10101000	4689	0	395	-1	-1	-1	-1	-1
652	10101000	4690	0	395	-1	-1	-1	-1	-1
653	10105000	4692	0	396	-1	-1	-1	-1	-1
654	10105000	4693	0	396	-1	-1	-1	-1	-1
655	10105000	4694	0	396	-1	-1	-1	-1	-1
656	10105000	4695	0	396	-1	-1	-1	-1	-1
657	10102000	4726	0	407	-1	-1	-1	-1	-1
658	10102000	4727	0	407	-1	-1	-1	-1	-1
659	10102000	4728	0	407	-1	-1	-1	-1	-1
660	10102000	4729	0	407	-1	-1	-1	-1	-1
661	10102000	4734	0	409	-1	-1	-1	-1	-1
662	10102000	4735	0	410	-1	-1	-1	-1	-1
663	10102000	4736	0	411	-1	-1	-1	-1	-1
664	10102000	4737	0	412	-1	-1	-1	-1	-1
																	
665	10136310	1589	0	413	-1	-1	-1	-1	-1
666	10136420	1619	0	414	-1	-1	-1	-1	-1
667	10136482	1633	0	415	-1	-1	-1	-1	-1
668	10136420	1717	0	414	-1	-1	-1	-1	-1
669	10136420	1718	0	414	-1	-1	-1	-1	-1
670	10136420	1719	0	414	-1	-1	-1	-1	-1
671	10136420	1720	0	414	-1	-1	-1	-1	-1
672	10136420	1721	0	414	-1	-1	-1	-1	-1
673	10136420	1722	0	414	-1	-1	-1	-1	-1
674	10136420	1723	0	414	-1	-1	-1	-1	-1
675	10136420	1724	0	414	-1	-1	-1	-1	-1
676	10136789	1716	0	416	417	418	-1	-1	-1

812	10102000	3242	0	327	-1	-1	-1	-1	-1
813	10102000	3243	0	327	-1	-1	-1	-1	-1
814	10102000	3244	0	327	-1	-1	-1	-1	-1
815	10102000	3245	0	327	-1	-1	-1	-1	-1
817	10105000	3247	0	328	-1	-1	-1	-1	-1
818	10105000	3248	0	328	-1	-1	-1	-1	-1
819	10105000	3249	0	328	-1	-1	-1	-1	-1
820	10105000	3250	0	328	-1	-1	-1	-1	-1
822	10102000	3252	0	329	-1	-1	-1	-1	-1
823	10102000	3253	0	329	-1	-1	-1	-1	-1
824	10102000	3254	0	329	-1	-1	-1	-1	-1
825	10102000	3255	0	329	-1	-1	-1	-1	-1
827	10102000	3237	0	330	-1	-1	-1	-1	-1
828	10102000	3238	0	331	-1	-1	-1	-1	-1
829	10102000	3239	0	332	-1	-1	-1	-1	-1
830	10102000	3240	0	333	-1	-1	-1	-1	-1
832	10100000	3232	0	335	-1	-1	-1	-1	-1
833	10100000	3233	0	335	-1	-1	-1	-1	-1
834	10100000	3234	0	335	-1	-1	-1	-1	-1
835	10100000	3235	0	335	-1	-1	-1	-1	-1
