INT	STRING	FLOAT	FLOAT	FLOAT	FLOAT	INT	INT	INT	INT
1795	秦家寨劫匪头目.obj	1	2	1.2	0.15	182	183	184	612
1796	秦家寨喽啰头目.obj	1	2	1.2	0.15	182	183	184	612
1797	秦家寨护卫头目.obj	1	2	1.2	0.15	182	183	184	612
1798	秦家寨探子头目.obj	1	2	1.2	0.15	182	183	184	612
1799	秦家寨教头头目.obj	1	2	1.2	0.15	182	183	184	612
1800	红枫熊头目.obj	1	2	1.2	0.15	182	183	184	481
1801	红枫蜘蛛头目.obj	1	2	1.2	0.15	182	183	184	633
1802	红衣马匪头目.obj	1	2	1.2	0.15	182	183	184	577
1803	红袍蜘蛛头目.obj	1	2	1.2	0.15	182	183	184	633
1804	纵火水鬼头目.obj	1	2	1.2	0.15	182	183	184	642
1805	花岗石人头目.obj	1	2	1.2	0.15	182	183	184	663
1806	花岗石狮头目.obj	1	2	1.2	0.15	182	183	184	607
1808	蓑衣野人头目.obj	1	2	1.2	0.15	182	183	184	739
1809	藤甲勇士头目.obj	1	2	1.2	0.15	182	183	184	697
1810	藤甲贼头目.obj	1	2	1.2	0.15	182	183	184	698
1811	蜀道白猿头目.obj	1	2	1.2	0.15	182	183	184	873
1812	蜀道黑猿头目.obj	1	2	1.2	0.15	182	183	184	873
1813	赤脚野人头目.obj	1	2	1.2	0.15	182	183	184	739
1814	轻甲莽盖头目.obj	1	2	1.2	0.15	182	183	184	372
1815	追风马匪头目.obj	1	2	1.2	0.15	182	183	184	577
1816	遗弃木人头目.obj	1	2	1.2	0.15	182	183	184	776
1817	遗弃铜人头目.obj	1	2	1.2	0.15	182	183	184	777
1818	重甲莽盖头目.obj	1	2	1.2	0.15	182	183	184	372
1819	镜湖水鬼头目.obj	1	2	1.2	0.15	182	183	184	805
1820	镜湖鳄鱼头目.obj	1	2	1.2	0.15	182	183	184	807
1821	闪电马匪头目.obj	1	2	1.2	0.15	182	183	184	577
1822	阿鼻修罗头目.obj	1	2	1.2	0.15	182	183	184	148
1823	雪人头目.obj	1	2	1.2	0.15	182	183	184	501
1824	雪山猎人头目.obj	1	2	1.2	0.15	182	183	184	577
1825	雪山莽盖头目.obj	1	2	1.2	0.15	182	183	184	372
1826	马匪探子头目.obj	1	2	1.2	0.15	182	183	184	577
1827	高山白猿头目.obj	1	2	1.2	0.15	182	183	184	873
1828	黑熊头目.obj	1	2	1.2	0.15	182	183	184	901
1829	黑衣马匪头目.obj	1	2	1.2	0.15	182	183	184	577
1830	龙井水贼头目.obj	1	2	1.2	0.15	182	183	184	393
1831	龙血石人头目.obj	1	2	1.2	0.15	182	183	184	663
1832	水鬼大boss.obj	1	2	1	0.15	182	183	184	472
1833	水鬼小boss.obj	1	2	1	0.15	182	183	184	167
1834	东巴boss.obj	1	2	1.3	0.15	182	183	184	115
1835	海盗鼠.obj	1	2	1	0.15	182	183	184	601
1836	企鹅王黑.obj	1	2	0.4	0.15	182	183	184	141
1837	企鹅王白.obj	1	2	0.4	0.15	182	183	184	141
1838	企鹅王粉.obj	1	2	0.4	0.15	182	183	184	141
1839	企鹅王红.obj	1	2	0.4	0.15	182	183	184	141
1840	企鹅王金.obj	1	2	0.4	0.15	182	183	184	141
1841	企鹅王蓝.obj	1	2	0.4	0.15	182	183	184	141
1842	企鹅王绿.obj	1	2	0.4	0.15	182	183	184	141
1843	企鹅王紫.obj	1	2	0.4	0.15	182	183	184	141
1844	海盗鼠深红.obj	1	2	1	0.15	182	183	184	601
1845	海盗鼠钴蓝.obj	1	2	1	0.15	182	183	184	601
1846	海盗鼠湖蓝.obj	1	2	1	0.15	182	183	184	601
1847	海盗鼠炭黑.obj	1	2	1	0.15	182	183	184	601
1848	海盗鼠大红.obj	1	2	1	0.15	182	183	184	601
1849	海盗鼠紫.obj	1	2	1	0.15	182	183	184	601
1850	海盗鼠绿.obj	1	2	1	0.15	182	183	184	601
1851	大角狼兽.obj	1	2	0.55	0.15	182	183	184	601
1852	大角狼兽身1.obj	1	2	0.55	0.15	182	183	184	601
1853	大角狼兽身2.obj	1	2	0.55	0.15	182	183	184	601
1854	大角狼兽身3.obj	1	2	0.55	0.15	182	183	184	601
1855	大角狼兽身4.obj	1	2	0.55	0.15	182	183	184	601
1856	大角狼兽身5.obj	1	2	0.55	0.15	182	183	184	601
1857	大角狼兽身6.obj	1	2	0.55	0.15	182	183	184	601
1858	大角狼兽身7.obj	1	2	0.55	0.15	182	183	184	601
1859	鸟人.obj	1	2	0.5	0.15	182	183	184	601
1860	鸟人1.obj	1	2	0.5	0.15	182	183	184	601
1861	鸟人2.obj	1	2	0.5	0.15	182	183	184	601
1862	鸟人3.obj	1	2	0.5	0.15	182	183	184	601
1863	鸟人4.obj	1	2	0.5	0.15	182	183	184	601
1864	鸟人5.obj	1	2	0.5	0.15	182	183	184	601
1865	鸟人6.obj	1	2	0.5	0.15	182	183	184	601
1866	鸟人7.obj	1	2	0.5	0.15	182	183	184	601
1867	玉兔.obj	1	2	1	0.15	182	183	184	601
1868	玉兔1.obj	1	2	1	0.15	182	183	184	601
1869	玉兔2.obj	1	2	1	0.15	182	183	184	601
1870	玉兔3.obj	1	2	1	0.15	182	183	184	601
1871	玉兔4.obj	1	2	1	0.15	182	183	184	601
1872	玉兔5.obj	1	2	1	0.15	182	183	184	601
1873	玉兔6.obj	1	2	1	0.15	182	183	184	601
1874	玉兔7.obj	1	2	1	0.15	182	183	184	601
1875	淘气玉兔.obj	1	2	2	0.15	182	183	184	466
1876	盐湖熊.obj	1	2	1	0.15	182	183	184	247
1877	盐湖守卫.obj	1	2	1	0.15	182	183	184	606
1878	盐湖苦工.obj	1	2	1	0.15	182	183	184	603
1879	盐湖监工.obj	1	2	1	0.15	182	183	184	606
1880	盐湖鳄鱼.obj	1	2	1	0.15	182	183	184	463
1881	盐湖熊.obj	1	2	1.2	0.15	182	183	184	247
1882	盐湖守卫.obj	1	2	1.2	0.15	182	183	184	606
1883	盐湖苦工.obj	1	2	1.2	0.15	182	183	184	603
1884	盐湖监工.obj	1	2	1.2	0.15	182	183	184	606
1885	盐湖鳄鱼.obj	1	2	1.2	0.15	182	183	184	463
1886	宝箱童子.obj	1	2	1	0.15	182	183	184	601
1887	宝箱童子1.obj	1	2	1	0.15	182	183	184	601
1888	宝箱童子2.obj	1	2	1	0.15	182	183	184	601
1889	宝箱童子3.obj	1	2	1	0.15	182	183	184	601
1890	宝箱童子4.obj	1	2	1	0.15	182	183	184	601
1891	宝箱童子5.obj	1	2	1	0.15	182	183	184	601
1892	宝箱童子6.obj	1	2	1	0.15	182	183	184	601
1893	宝箱童子7.obj	1	2	1	0.15	182	183	184	601
1894	树袋熊.obj	1	2	1	0.15	182	183	184	601
1895	树袋熊1.obj	1	2	1	0.15	182	183	184	601
1896	树袋熊2.obj	1	2	1	0.15	182	183	184	601
1897	树袋熊3.obj	1	2	1	0.15	182	183	184	601
1898	树袋熊4.obj	1	2	1	0.15	182	183	184	601
1899	树袋熊5.obj	1	2	1	0.15	182	183	184	601
1900	树袋熊6.obj	1	2	1	0.15	182	183	184	601
1901	树袋熊7.obj	1	2	1	0.15	182	183	184	601
1902	黑色斑点霸王龙.obj	1	2	1	0.15	182	183	184	601
1903	蓝色斑点霸王龙.obj	1	2	1	0.15	182	183	184	601
1904	墨绿色斑点霸王龙.obj	1	2	1	0.15	182	183	184	601
1905	紫红色霸王龙.obj	1	2	1	0.15	182	183	184	601
1906	紫色斑点霸王龙.obj	1	2	1	0.15	182	183	184	601
1907	黑色斑点霸王龙.obj	1	2	2	0.15	182	183	184	601
1908	野猪首领.obj	1	2	0.7	0.15	182	183	184	791
1909	白色宝箱.obj	1	2	1	0.15	182	183	184	330
1910	白色秘笈.obj	1	2	1	0.15	182	183	184	611
1911	黑色秘笈.obj	1	2	1	0.15	182	183	184	611
1912	红色秘笈.obj	1	2	1	0.15	182	183	184	611
1913	黄色秘笈.obj	1	2	1	0.15	182	183	184	611
1914	蓝色秘笈.obj	1	2	1	0.15	182	183	184	611
1915	绿色秘笈.obj	1	2	1	0.15	182	183	184	611
1916	紫色秘笈.obj	1	2	1	0.15	182	183	184	611
1917	蹴鞠红球.obj	1	2	2	0.15	182	183	184	751
1918	蹴鞠花球.obj	1	2	2	0.15	182	183	184	752
1919	蹴鞠黄球.obj	1	2	2	0.15	182	183	184	755
1920	蹴鞠蓝球.obj	1	2	2	0.15	182	183	184	750
1921	蹴鞠boss.obj	1	2	1.3	0.15	182	183	184	744
1922	黄色宝箱.obj	1	2	1	0.15	182	183	184	330
1923	连弩塔.obj	1	2	0.8	0.15	182	183	184	772
1924	守御塔.obj	1	2	0.8	0.15	182	183	184	316
1925	治疗塔.obj	1	2	0.8	0.15	182	183	184	462
1926	黑色墨镜猫.obj	1	2	2	0.15	182	183	184	601
1927	粉红色猪.obj	1	2	1.2	0.15	182	183	184	601
1928	土黄狗.obj	1	2	1.2	0.15	182	183	184	601
1929	银纹金头鹰.obj	1	2	1.2	0.15	182	183	184	601
1930	黑色宠物虎.obj	1	2	1.2	0.15	182	183	184	601
1931	淡褐黄鸟.obj	1	2	1.5	0.15	182	183	184	601
1932	土黄色年兽.obj	1	2	1.5	0.15	182	183	184	601
1933	褐色壳淡黄色龙龟.obj	1	2	1.5	0.15	182	183	184	601
1934	白色金斑英招.obj	1	2	1.5	0.15	182	183	184	601
1935	冰麒麟.obj	1	2	1.5	0.15	182	183	184	601
1936	盐湖守卫.obj	1	2	1.4	0.15	182	183	184	606
1937	大角狼兽.obj	1	2	1	0.15	182	183	184	601
1938	鸟人.obj	1	2	1	0.15	182	183	184	601
1939	宋将士3.obj	1	2	1.2	0.15	182	183	184	325
1940	宋将士4.obj	1	2	1.2	0.15	182	183	184	326
1941	蹴鞠红球.obj	1	2	3	0.15	182	183	184	751
1942	蹴鞠花球.obj	1	2	3	0.15	182	183	184	752
1943	蹴鞠黄球.obj	1	2	3	0.15	182	183	184	755
1944	蹴鞠蓝球.obj	1	2	3	0.15	182	183	184	750
1945	夏青青.obj	1	2	1	0.15	182	183	184	240
1946	宠物蝴蝶.obj	1	2	1	0.15	182	183	184	601
1947	宠物蝴蝶1.obj	1	2	1	0.15	182	183	184	601
1948	宠物蝴蝶2.obj	1	2	1	0.15	182	183	184	601
1949	宠物蝴蝶3.obj	1	2	1	0.15	182	183	184	601
1950	宠物蝴蝶4.obj	1	2	1	0.15	182	183	184	601
1951	宠物蝴蝶5.obj	1	2	1	0.15	182	183	184	601
1952	宠物蝴蝶6.obj	1	2	1	0.15	182	183	184	601
1953	宠物蝴蝶7.obj	1	2	1	0.15	182	183	184	601
1954	白色赤足野猪.obj	1	2	1.2	0.15	182	183	184	601
1955	黑色猪.obj	1	2	1.3	0.15	182	183	184	601
1956	淡红野猪.obj	1	2	1.2	0.15	182	183	184	601
1957	宠物大甲虫.obj	1	2	0.55	0.15	182	183	184	244
1958	宠物大甲虫1.obj	1	2	0.55	0.15	182	183	184	244
1959	宠物大甲虫2.obj	1	2	0.55	0.15	182	183	184	244
1960	宠物大甲虫3.obj	1	2	0.55	0.15	182	183	184	244
1961	宠物大甲虫4.obj	1	2	0.55	0.15	182	183	184	244
1962	宠物大甲虫5.obj	1	2	0.55	0.15	182	183	184	244
1963	宠物大甲虫6.obj	1	2	0.55	0.15	182	183	184	244
1964	宠物大甲虫7.obj	1	2	0.55	0.15	182	183	184	244
1965	龙猫.obj	1	2	1.05	0.15	182	183	184	601
1966	龙猫1.obj	1	2	1.05	0.15	182	183	184	601
1967	龙猫2.obj	1	2	1.05	0.15	182	183	184	601
1968	龙猫3.obj	1	2	1.05	0.15	182	183	184	601
1969	龙猫4.obj	1	2	1.05	0.15	182	183	184	601
1970	龙猫5.obj	1	2	1.05	0.15	182	183	184	601
1971	龙猫6.obj	1	2	1.05	0.15	182	183	184	601
1972	龙猫7.obj	1	2	1.05	0.15	182	183	184	601
1973	熊猫.obj	1	2	0.6	0.15	182	183	184	601
1974	熊猫1.obj	1	2	0.6	0.15	182	183	184	601
1975	熊猫2.obj	1	2	0.6	0.15	182	183	184	601
1976	熊猫3.obj	1	2	0.6	0.15	182	183	184	601
1977	熊猫4.obj	1	2	0.6	0.15	182	183	184	601
1978	熊猫5.obj	1	2	0.6	0.15	182	183	184	601
1979	熊猫6.obj	1	2	0.6	0.15	182	183	184	601
1980	熊猫7.obj	1	2	0.6	0.15	182	183	184	601
1981	宠物螃蟹.obj	1	2	1.1	0.15	182	183	184	331
1982	宠物螃蟹1.obj	1	2	1.1	0.15	182	183	184	332
1983	宠物螃蟹2.obj	1	2	1.1	0.15	182	183	184	333
1984	宠物螃蟹3.obj	1	2	1.1	0.15	182	183	184	334
1985	宠物螃蟹4.obj	1	2	1.1	0.15	182	183	184	335
1986	宠物螃蟹5.obj	1	2	1.1	0.15	182	183	184	336
1987	宠物螃蟹6.obj	1	2	1.1	0.15	182	183	184	337
1988	宠物螃蟹7.obj	1	2	1.1	0.15	182	183	184	338
1989	于九莲.obj	1	2	1	0.15	182	183	184	743
1990	珍兽欢乐猪.obj	1	2	1	0.15	182	183	184	601
1991	珍兽欢乐猪1.obj	1	2	1	0.15	182	183	184	601
1992	珍兽欢乐猪2.obj	1	2	1	0.15	182	183	184	601
1993	珍兽欢乐猪3.obj	1	2	1	0.15	182	183	184	601
1994	珍兽欢乐猪4.obj	1	2	1	0.15	182	183	184	601
1995	珍兽欢乐猪5.obj	1	2	1	0.15	182	183	184	601
1996	珍兽欢乐猪6.obj	1	2	1	0.15	182	183	184	601
1997	珍兽欢乐猪7.obj	1	2	1	0.15	182	183	184	601
1998	变身圣诞树.obj	1	2	1	0.15	182	183	184	190
1999	变身大铃铛.obj	1	2	1	0.15	182	183	184	191
2000	变身糖果盒.obj	1	2	1	0.15	182	183	184	198
2001	粉色北极熊.obj	1	2	1.5	0.15	182	183	184	627
2002	玉兔4.obj	1	2	1.5	0.15	182	183	184	507
2003	黄鸭.obj	1	2	1.8	0.15	182	183	184	897
2004	翼牛.obj	1	2	0.8	0.15	182	183	184	650
2005	铁翼牛.obj	1	2	0.8	0.15	182	183	184	801
2006	西域萨满.obj	1	2	1	0.15	182	183	184	716
2007	西域巫医.obj	1	2	1	0.15	182	183	184	712
2008	西域马匪.obj	1	2	1	0.15	182	183	184	727
2009	西域劫匪.obj	1	2	1	0.15	182	183	184	711
2010	西域窃贼.obj	1	2	1	0.15	182	183	184	719
2011	废墟恐蝎.obj	1	2	1	0.15	182	183	184	375
2012	荒原蝎.obj	1	2	1	0.15	182	183	184	672
2013	北方盗贼.obj	1	2	1	0.15	182	183	184	174
2014	北方强盗.obj	1	2	1	0.15	182	183	184	172
2015	翼牛.obj	1	2	1	0.15	182	183	184	650
2016	铁翼牛.obj	1	2	1	0.15	182	183	184	801
2017	西域萨满.obj	1	2	1.2	0.15	182	183	184	716
2018	西域巫医.obj	1	2	1.2	0.15	182	183	184	712
2019	西域马匪.obj	1	2	1.2	0.15	182	183	184	727
2020	西域劫匪.obj	1	2	1.2	0.15	182	183	184	711
2021	西域窃贼.obj	1	2	1.2	0.15	182	183	184	719
2022	废墟恐蝎.obj	1	2	1.2	0.15	182	183	184	375
2023	荒原蝎.obj	1	2	1.2	0.15	182	183	184	672
2024	北方盗贼.obj	1	2	1.2	0.15	182	183	184	174
2025	北方强盗.obj	1	2	1.2	0.15	182	183	184	172
2026	金壳冰角白龙龟.obj	1	2	2	0.15	182	183	184	601
2027	企鹅王1.obj	1	2	1	0.15	182	183	184	142
2028	变身灯笼1.obj	1	2	1	0.15	182	183	184	193
2029	变身灯笼2.obj	1	2	1	0.15	182	183	184	194
2030	变身灯笼3.obj	1	2	1	0.15	182	183	184	195
2031	变身灯笼1.obj	1	2	1	0.15	182	183	184	193
2032	变身灯笼2.obj	1	2	1	0.15	182	183	184	194
2033	变身灯笼3.obj	1	2	1	0.15	182	183	184	195
2034	珍兽唐装鼠1.obj	1	2	1	0.15	182	183	184	601
2035	珍兽唐装鼠.obj	1	2	1	0.15	182	183	184	601
2036	珍兽唐装鼠2.obj	1	2	1	0.15	182	183	184	601
2037	珍兽唐装鼠3.obj	1	2	1	0.15	182	183	184	601
2038	珍兽唐装鼠4.obj	1	2	1	0.15	182	183	184	601
2039	珍兽唐装鼠5.obj	1	2	1	0.15	182	183	184	601
2040	珍兽唐装鼠6.obj	1	2	1	0.15	182	183	184	601
2041	珍兽唐装鼠7.obj	1	2	1	0.15	182	183	184	601
2042	珍兽年兽1.obj	1	2	0.85	0.15	182	183	184	601
2043	珍兽年兽2.obj	1	2	0.85	0.15	182	183	184	601
2044	珍兽年兽3.obj	1	2	0.85	0.15	182	183	184	601
2045	珍兽年兽4.obj	1	2	0.85	0.15	182	183	184	601
2046	珍兽年兽5.obj	1	2	0.85	0.15	182	183	184	601
2047	珍兽年兽6.obj	1	2	0.85	0.15	182	183	184	601
2048	珍兽年兽7.obj	1	2	0.85	0.15	182	183	184	601
2049	珍兽年兽8.obj	1	2	0.85	0.15	182	183	184	601
2050	珍兽年兽boss.obj	1	2	1	0.15	182	183	184	516
2051	骑乘春节白熊.obj	1	2	1	0.15	194	195	196	850
2052	鸳鸯.obj	1	2	1	0.15	182	183	184	884
2053	鸳鸯1.obj	1	2	1	0.15	182	183	184	884
2054	鸳鸯2.obj	1	2	1	0.15	182	183	184	884
2055	鸳鸯3.obj	1	2	1	0.15	182	183	184	884
2056	鸳鸯4.obj	1	2	1	0.15	182	183	184	884
2057	鸳鸯5.obj	1	2	1	0.15	182	183	184	884
2058	鸳鸯6.obj	1	2	1	0.15	182	183	184	884
2059	鸳鸯7.obj	1	2	1	0.15	182	183	184	884
2060	变身二踢脚.obj	1	2	1	0.15	182	183	184	184
2061	变身门神.obj	1	2	1	0.15	182	183	184	200
2062	npc怪西域三头蛮1A.obj	1	2	1	0.15	182	183	184	710
2063	npc怪西域沙尘.obj	1	2	1	0.15	182	183	184	718
2064	沙漠野人巫师.obj	1	2	1	0.15	182	183	184	368
2065	沙漠野人战士.obj	1	2	1	0.15	182	183	184	364
2066	沙漠野人.obj	1	2	1	0.15	182	183	184	739
2067	食腐鸟.obj	1	2	1	0.15	182	183	184	831
2068	npc怪西域三头蛮1A.obj	1	2	1.2	0.15	182	183	184	710
2069	npc怪西域沙尘.obj	1	2	1.2	0.15	182	183	184	718
2070	沙漠野人巫师.obj	1	2	1.2	0.15	182	183	184	368
2071	沙漠野人战士.obj	1	2	1.2	0.15	182	183	184	364
2072	沙漠野人.obj	1	2	1.2	0.15	182	183	184	739
2073	食腐鸟.obj	1	2	1.2	0.15	182	183	184	831
2074	鸭嘴兽.obj	1	2	1	0.15	182	183	184	627
2075	鸭嘴兽1.obj	1	2	1	0.15	182	183	184	627
2076	鸭嘴兽2.obj	1	2	1	0.15	182	183	184	627
2077	鸭嘴兽3.obj	1	2	1	0.15	182	183	184	627
2078	鸭嘴兽4.obj	1	2	1	0.15	182	183	184	627
2079	鸭嘴兽5.obj	1	2	1	0.15	182	183	184	627
2080	鸭嘴兽6.obj	1	2	1	0.15	182	183	184	627
2081	鸭嘴兽7.obj	1	2	1	0.15	182	183	184	627
2082	npc立繁.obj	1	2	1	0.15	182	183	184	509
2083	墨镜猫1.obj	1	2	1	0.15	182	183	184	627
2084	墨镜猫2.obj	1	2	1	0.15	182	183	184	627
2085	墨镜猫3.obj	1	2	1	0.15	182	183	184	627
2086	墨镜猫4.obj	1	2	1	0.15	182	183	184	627
2087	墨镜猫5.obj	1	2	1	0.15	182	183	184	627
2088	墨镜猫6.obj	1	2	1	0.15	182	183	184	627
2089	墨镜猫7.obj	1	2	1	0.15	182	183	184	627
2090	墨镜猫8.obj	1	2	1	0.15	182	183	184	627
2094	变异翼牛.obj	1	2	1	0.15	182	183	184	650
2095	变异铁翼牛.obj	1	2	1	0.15	182	183	184	801
2096	npc西域年轻女子1.obj	1	2	1	0.15	182	183	184	803
2097	npc西域年轻女子2.obj	1	2	1	0.15	182	183	184	509
2098	npc西域年轻男子1.obj	1	2	1	0.15	182	183	184	713
2099	npc西域年轻男子2.obj	1	2	1	0.15	182	183	184	714
2100	npc西域年轻男子3.obj	1	2	1	0.15	182	183	184	715
2101	npc西域杂耍艺人.obj	1	2	1	0.15	182	183	184	717
2102	npc西域老年女子1.obj	1	2	1	0.15	182	183	184	720
2103	npc西域老年男子1.obj	1	2	1	0.15	182	183	184	721
2104	npc西域老年男子2.obj	1	2	1	0.15	182	183	184	722
2105	npc西域耍蛇人.obj	1	2	0.9	0.15	182	183	184	723
2106	npc西域耍蛇人蛇.obj	1	2	1	0.15	182	183	184	724
2107	npc西域跳舞女子.obj	1	2	1	0.15	182	183	184	725
2108	npc西域驼队商人.obj	1	2	1	0.15	182	183	184	730
2109	npc西域驼队骆驼.obj	1	2	1	0.15	182	183	184	731
2110	npc西域老年男子1a.obj	1	2	1	0.15	182	183	184	721
2111	npc西域老年男子2a.obj	1	2	1	0.15	182	183	184	722
2112	npc西域老年男子2b.obj	1	2	1	0.15	182	183	184	722
2113	npc西域年轻男子1a.obj	1	2	1	0.15	182	183	184	713
2114	npc西域年轻男子1b.obj	1	2	1	0.15	182	183	184	713
2115	npc西域年轻男子2a.obj	1	2	1	0.15	182	183	184	714
2116	npc西域年轻男子3a.obj	1	2	1	0.15	182	183	184	714
2117	npc西域年轻女子1a.obj	1	2	1	0.15	182	183	184	803
2118	npc西域年轻女子1b.obj	1	2	1	0.15	182	183	184	803
2119	npc西域年轻女子1c.obj	1	2	1	0.15	182	183	184	803
2120	npc西域年轻女子2a.obj	1	2	1	0.15	182	183	184	509
2121	npc西域年轻女子2b.obj	1	2	1	0.15	182	183	184	509
2122	npc西域年轻女子2c.obj	1	2	1	0.15	182	183	184	509
2123	npc西域跳舞女子a.obj	1	2	1	0.15	182	183	184	725
2124	npc西域跳舞女子b.obj	1	2	1	0.15	182	183	184	725
2125	蹴鞠bossa.obj	1	2	1.3	0.15	182	183	184	745
2126	蹴鞠bossb.obj	1	2	1.3	0.15	182	183	184	746
2127	蹴鞠bossc.obj	1	2	1.3	0.15	182	183	184	747
2128	篮球boss.obj	1	2	1	0.15	182	183	184	753
2129	排球boss.obj	1	2	1	0.15	182	183	184	749
2130	足球boss.obj	1	2	1	0.15	182	183	184	754
2131	圣火台.obj	1	2	1	0.15	182	183	184	230
2132	变身圣火传递女.obj	1	2	1	0.15	182	183	184	188
2133	变身圣火传递男.obj	1	2	1	0.15	185	186	187	189
2134	云母石人.obj	1	2	1.3	0.15	182	183	184	135
2135	龙血石人.obj	1	2	1.8	0.15	182	183	184	663
2136	npc怪西域马场守卫.obj	1	2	1	0.15	182	183	184	728
2137	npc怪西域马场守卫.obj	1	2	1.2	0.15	182	183	184	728
2138	npc怪西域食腐鸟1.obj	1	2	1	0.15	182	183	184	831
2139	npc怪西域食腐鸟1.obj	1	2	1.2	0.15	182	183	184	831
2140	npc怪西域驯马师.obj	1	2	1	0.15	182	183	184	729
2141	npc怪西域驯马师.obj	1	2	1.2	0.15	182	183	184	729
2142	npc怪西域野马.obj	1	2	1.7	0.15	182	183	184	726
2143	npc怪西域野马.obj	1	2	2	0.15	182	183	184	726
2144	npc怪西域匈奴战士2.obj	1	2	1	0.15	182	183	184	65
2145	npc怪西域匈奴战士2.obj	1	2	1.2	0.15	182	183	184	65
2146	npc怪西域匈奴萨满2.obj	1	2	1	0.15	182	183	184	66
2147	npc怪西域匈奴萨满2.obj	1	2	1.2	0.15	182	183	184	66
2148	白骆驼.obj	1	2	1	0.15	203	204	205	600
2149	赤龙.obj	1	2	1.3	0.15	182	183	184	601
2150	boss飘渺峰哈大霸.obj	1	2	1	0.15	182	183	184	26
2151	boss飘渺峰桑土公.obj	1	2	1	0.15	182	183	184	29
2152	boss飘渺峰乌老大.obj	1	2	1	0.15	182	183	184	24
2153	boss飘渺峰卓不凡.obj	1	2	1	0.15	182	183	184	25
2154	boss飘渺峰不平道人.obj	1	2	1	0.15	182	183	184	23
2155	boss飘渺峰李秋水.obj	1	2	1.3	0.15	182	183	184	28
2156	珍兽穷奇.obj	1	2	1.5	0.15	182	183	184	601
2157	珍兽穷奇2.obj	1	2	1.5	0.15	182	183	184	601
2158	珍兽穷奇3.obj	1	2	1.5	0.15	182	183	184	601
2159	珍兽穷奇4.obj	1	2	1.5	0.15	182	183	184	601
2160	珍兽穷奇5.obj	1	2	1.5	0.15	182	183	184	601
2161	珍兽穷奇6.obj	1	2	1.5	0.15	182	183	184	601
2162	珍兽穷奇7.obj	1	2	1.5	0.15	182	183	184	601
2163	珍兽穷奇8.obj	1	2	1.5	0.15	182	183	184	601
2164	珍兽白狐1.obj	1	2	1	0.15	182	183	184	527
2165	珍兽白狐2.obj	1	2	1	0.15	182	183	184	527
2166	珍兽白狐3.obj	1	2	1	0.15	182	183	184	527
2167	珍兽白狐4.obj	1	2	1	0.15	182	183	184	527
2168	珍兽白狐5.obj	1	2	1	0.15	182	183	184	527
2169	珍兽白狐6.obj	1	2	1	0.15	182	183	184	527
2170	珍兽白狐7.obj	1	2	1	0.15	182	183	184	527
2171	珍兽白狐.obj	1	2	1	0.15	182	183	184	527
2172	骑乘碧水金睛兽.obj	1	2	1.5	0.15	182	183	184	855
2173	npc束河古镇沧澜.obj	1	2	1	0.15	182	183	184	80
2174	npc束河古镇哈巴.obj	1	2	1	0.15	182	183	184	78
2175	npc束河古镇金沙.obj	1	2	1	0.15	182	183	184	92
2176	npc束河古镇徐霞客.obj	1	2	1	0.15	182	183	184	79
2177	npc束河古镇玉龙.obj	1	2	1	0.15	182	183	184	81
2178	boss缥缈峰普通侠士.obj	1	2	1	0.15	182	183	184	19
2179	npc束河古镇跳舞者01.obj	1	2	1	0.15	182	183	184	82
2180	npc束河古镇跳舞者02.obj	1	2	1	0.15	182	183	184	83
2181	npc束河古镇跳舞者03.obj	1	2	1	0.15	182	183	184	84
2182	npc束河古镇跳舞者04.obj	1	2	1	0.15	182	183	184	85
2183	npc束河古镇跳舞者05.obj	1	2	1	0.15	182	183	184	86
2184	npc束河古镇跳舞者06.obj	1	2	1	0.15	182	183	184	87
2185	npc束河古镇跳舞者07.obj	1	2	1	0.15	182	183	184	88
2186	npc束河古镇跳舞者08.obj	1	2	1	0.15	182	183	184	89
2187	npc束河古镇跳舞者09.obj	1	2	1	0.15	182	183	184	90
2188	npc束河古镇跳舞者10.obj	1	2	1	0.15	182	183	184	91
2189	珍兽上古神猿1.obj	1	2	1	0.15	182	183	184	513
2190	珍兽上古神猿2.obj	1	2	1	0.15	182	183	184	513
2191	珍兽上古神猿3.obj	1	2	1	0.15	182	183	184	513
2192	珍兽上古神猿4.obj	1	2	1	0.15	182	183	184	513
2193	珍兽上古神猿5.obj	1	2	1	0.15	182	183	184	513
2194	珍兽上古神猿6.obj	1	2	1	0.15	182	183	184	513
2195	地宫boss古墓幽禁守卫.obj	1	2	1	0.15	182	183	184	234
2196	地宫BOSS秦王.obj	1	2	1	0.15	182	183	184	235
2197	地宫盗墓者.obj	1	2	1	0.15	182	183	184	237
2198	地宫秦将护卫.obj	1	2	0.75	0.15	182	183	184	238
2199	古墓残破雕塑.obj	1	2	1	0.15	182	183	184	206
2200	古墓虫子.obj	1	2	1	0.15	182	183	184	208
2201	古墓幽灵.obj	1	2	0.75	0.15	182	183	184	203
2202	古墓幽灵法师.obj	1	2	1	0.15	182	183	184	205
2203	npc怪地宫护卫.obj	1	2	0.75	0.15	182	183	184	48
2204	npc怪古墓残破雕塑.obj	1	2	1	0.15	182	183	184	47
2205	古墓工匠.obj	1	2	1	0.15	182	183	184	202
2206	古墓石人.obj	1	2	1	0.15	182	183	184	207
2207	古墓幽灵护卫.obj	1	2	1	0.15	182	183	184	204
2208	宠物穿山甲.obj	1	2	1.6	0.15	182	183	184	601
