INT	INT	STRING	STRING	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
154	12	Minh Giáo hi®p næ	Minh Giáo S½ C¤p næ ð® tØ.	21	1	-1	Sß môn c¯ng hiªn	1	Minh Giáo Næ ð® tØ cam ch¸u cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
155	12	Th¸ Hoä hi®p næ	Minh Giáo Trung C¤p næ ð® tØ.	21	2	-1	Sß môn c¯ng hiªn	1	Minh Giáo Næ ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 1000cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
156	12	Hµ giáo Tän Nhân	Minh Giáo cao c¤p næ ð® tØ.	21	3	-1	Sß môn c¯ng hiªn	1	Minh Giáo Næ ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 2500cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
157	12	Quang minh thánh næ	Minh Giáo bí m§t næ ð® tØ.	21	4	-1	Sß môn c¯ng hiªn	1	Minh Giáo Næ ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 5000cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
158	12	Cái Bang hi®p sî	Cái Bang S½ C¤p nam ð® tØ.	21	1	-1	Sß môn c¯ng hiªn	1	Cái Bang Nam ð® tØ cam ch¸u cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
159	12	Thanh Liên ð® tØ	Cái Bang Trung C¤p nam ð® tØ.	21	2	-1	Sß môn c¯ng hiªn	1	Cái Bang Nam ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 1000cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
160	12	Huy«n Vû trß·ng lão	Cái Bang cao c¤p nam ð® tØ.	21	3	-1	Sß môn c¯ng hiªn	1	Cái Bang Nam ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 2500cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
161	12	Chß·ng B±ng vòi nß¾c	Cái Bang bí m§t nam ð® tØ.	21	4	-1	Sß môn c¯ng hiªn	1	Cái Bang Nam ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 5000cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
162	12	Cái Bang hi®p næ	Cái Bang S½ C¤p næ ð® tØ.	21	1	-1	Sß môn c¯ng hiªn	1	Cái Bang Næ ð® tØ cam ch¸u cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
163	12	BÕch Liên ð® tØ	Cái Bang Trung C¤p næ ð® tØ.	21	2	-1	Sß môn c¯ng hiªn	1	Cái Bang Næ ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 1000cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
164	12	Chu Tß¾c trß·ng lão	Cái Bang cao c¤p næ ð® tØ.	21	3	-1	Sß môn c¯ng hiªn	1	Cái Bang Næ ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 2500cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
165	12	Chß·ng Bát Long Næ	Cái Bang bí m§t næ ð® tØ.	21	4	-1	Sß môn c¯ng hiªn	1	Cái Bang Næ ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 5000cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
166	12	Võ Ðang hi®p sî	Võ Ðang S½ C¤p nam ð® tØ.	21	1	-1	Sß môn c¯ng hiªn	1	Võ Ðang Nam ð® tØ cam ch¸u cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
167	12	Thanh Minh cß sî	Võ Ðang Trung C¤p nam ð® tØ.	21	2	-1	Sß môn c¯ng hiªn	1	Võ Ðang Nam ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 1000cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
168	12	Vô vi chân nhân	Võ Ðang cao c¤p nam ð® tØ.	21	3	-1	Sß môn c¯ng hiªn	1	Võ Ðang Nam ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 2500cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
169	12	Võ Ðang thiên tôn	Võ Ðang bí m§t nam ð® tØ.	21	4	-1	Sß môn c¯ng hiªn	1	Võ Ðang Nam ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 5000cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
170	12	Võ Ðang hi®p næ	Võ Ðang S½ C¤p næ ð® tØ.	21	1	-1	Sß môn c¯ng hiªn	1	Võ Ðang Næ ð® tØ cam ch¸u cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
171	12	Mây tr¡ng cß sî	Võ Ðang Trung C¤p næ ð® tØ.	21	2	-1	Sß môn c¯ng hiªn	1	Võ Ðang Næ ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 1000cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
172	12	Thanh tînh Tän Nhân	Võ Ðang cao c¤p næ ð® tØ.	21	3	-1	Sß môn c¯ng hiªn	1	Võ Ðang Næ ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 2500cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
173	12	Võ Ðang tiên tØ	Võ Ðang bí m§t næ ð® tØ.	21	4	-1	Sß môn c¯ng hiªn	1	Võ Ðang Næ ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 5000cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
174	12	Nga Mi hi®p sî	Nga Mi S½ C¤p nam ð® tØ.	21	1	-1	Sß môn c¯ng hiªn	1	Nga Mi Nam Ð® TØ cam ch¸u cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
175	12	Gió mát cß sî	Nga Mi Trung C¤p nam ð® tØ.	21	2	-1	Sß môn c¯ng hiªn	1	Nga Mi Nam Ð® TØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 1000cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
176	12	Ng÷c Long hi®p sî	Nga Mi cao c¤p nam ð® tØ.	21	3	-1	Sß môn c¯ng hiªn	1	Nga Mi Nam Ð® TØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 2500cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
177	12	Nga Mi tiên nhân	Nga Mi bí m§t nam ð® tØ.	21	4	-1	Sß môn c¯ng hiªn	1	Nga Mi Nam Ð® TØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 5000cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
178	12	Nga Mi hi®p næ	Nga Mi S½ C¤p næ ð® tØ.	21	1	-1	Sß môn c¯ng hiªn	1	Nga Mi Næ Ð® TØ cam ch¸u cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
179	12	Trång sáng cß sî	Nga Mi Trung C¤p næ ð® tØ.	21	2	-1	Sß môn c¯ng hiªn	1	Nga Mi Næ Ð® TØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 1000cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
180	12	Kim Phßþng hi®p næ	Nga Mi cao c¤p næ ð® tØ.	21	3	-1	Sß môn c¯ng hiªn	1	Nga Mi Næ Ð® TØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 2500cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
181	12	Nga Mi tiên tØ	Nga Mi bí m§t næ ð® tØ.	21	4	-1	Sß môn c¯ng hiªn	1	Nga Mi Næ Ð® TØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 5000cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
182	12	Tinh Túc hi®p sî	Tinh Túc S½ C¤p nam ð® tØ.	21	1	-1	Sß môn c¯ng hiªn	1	Tinh Túc Nam ð® tØ cam ch¸u cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
183	12	Hành Ôn lang quân	Tinh Túc Trung C¤p nam ð® tØ.	21	2	-1	Sß môn c¯ng hiªn	1	Tinh Túc Nam ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 1000cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
184	12	Ðòi mÕng phán quan	Tinh Túc cao c¤p nam ð® tØ.	21	3	-1	Sß môn c¯ng hiªn	1	Tinh Túc Nam ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 2500cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
185	12	Ðµc thü Y Tiên	Tinh Túc bí m§t nam ð® tØ.	21	4	-1	Sß môn c¯ng hiªn	1	Tinh Túc Nam ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 5000cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
186	12	Tinh Túc hi®p næ	Tinh Túc S½ C¤p næ ð® tØ.	21	1	-1	Sß môn c¯ng hiªn	1	Tinh Túc Næ ð® tØ cam ch¸u cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
187	12	Hành Ôn nß½ng tØ	Tinh Túc Trung C¤p næ ð® tØ.	21	2	-1	Sß môn c¯ng hiªn	1	Tinh Túc Næ ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 1000cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
188	12	ÐoÕt m®nh DÕ Xoa	Tinh Túc cao c¤p næ ð® tØ.	21	3	-1	Sß môn c¯ng hiªn	1	Tinh Túc Næ ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 2500cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
189	12	Ðµc Thü Dßþc Vß½ng	Tinh Túc bí m§t næ ð® tØ.	21	4	-1	Sß môn c¯ng hiªn	1	Tinh Túc Næ ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 5000cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
190	12	Thiên Long hi®p sî	Thiên Long S½ C¤p nam ð® tØ.	21	1	-1	Sß môn c¯ng hiªn	1	Thiên Long Nam ð® tØ cam ch¸u cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
191	12	Tàng Kinh hi®p sî	Thiên Long Trung C¤p nam ð® tØ.	21	2	-1	Sß môn c¯ng hiªn	1	Thiên Long Nam ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 1000cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
192	12	Sùng Thánh thiên sß	Thiên Long cao c¤p nam ð® tØ.	21	3	-1	Sß môn c¯ng hiªn	1	Thiên Long Nam ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 2500cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
193	12	Thiên Nam Long Vß½ng	Thiên Long bí m§t nam ð® tØ.	21	4	-1	Sß môn c¯ng hiªn	1	Thiên Long Nam ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 5000cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
194	12	Thiên Long hi®p næ	Thiên Long S½ C¤p næ ð® tØ.	21	1	-1	Sß môn c¯ng hiªn	1	Thiên Long Næ Ð® TØ cam ch¸u cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
195	12	Tàng Kinh hi®p næ	Thiên Long Trung C¤p næ ð® tØ.	21	2	-1	Sß môn c¯ng hiªn	1	Thiên Long Næ Ð® TØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 1000cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
196	12	Sùng Thánh thiên næ	Thiên Long cao c¤p næ ð® tØ.	21	3	-1	Sß môn c¯ng hiªn	1	Thiên Long Næ Ð® TØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 2500cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
197	12	Thiên Nam Long Næ	Thiên Long bí m§t næ ð® tØ.	21	4	-1	Sß môn c¯ng hiªn	1	Thiên Long Næ Ð® TØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 5000cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
198	12	Thiên S½n hi®p sî	Thiên S½n S½ C¤p nam ð® tØ.	21	1	-1	Sß môn c¯ng hiªn	1	Thiên S½n Nam Ð® TØ cam ch¸u cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
199	12	Dß½ng Thiên Bµ Chúng	Thiên S½n Trung C¤p nam ð® tØ.	21	2	-1	Sß môn c¯ng hiªn	1	Thiên S½n Nam Ð® TØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 1000cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
200	12	Thiên S½n chim di«u	Thiên S½n cao c¤p nam ð® tØ.	21	3	-1	Sß môn c¯ng hiªn	1	Thiên S½n Nam Ð® TØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 2500cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
201	12	H²n Nguyên S½n Th¥n	Thiên S½n bí m§t nam ð® tØ.	21	4	-1	Sß môn c¯ng hiªn	1	Thiên S½n Nam Ð® TØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 5000cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
202	12	Thiên S½n hi®p næ	Thiên S½n S½ C¤p næ ð® tØ.	21	1	-1	Sß môn c¯ng hiªn	1	Thiên S½n Næ Ð® TØ cam ch¸u cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
203	12	HÕo Thiên Bµ Chúng	Thiên S½n Trung C¤p næ ð® tØ.	21	2	-1	Sß môn c¯ng hiªn	1	Thiên S½n Næ Ð® TØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 1000cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
204	12	Thiên S½n Tuyªt Ðiêu	Thiên S½n cao c¤p næ ð® tØ.	21	3	-1	Sß môn c¯ng hiªn	1	Thiên S½n Næ Ð® TØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 2500cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
205	12	H²n Nguyên Hoa Th¥n	Thiên S½n bí m§t næ ð® tØ.	21	4	-1	Sß môn c¯ng hiªn	1	Thiên S½n Næ Ð® TØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 5000cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
206	12	Tiêu dao hi®p sî	Tiêu dao S½ C¤p nam ð® tØ.	21	1	-1	Sß môn c¯ng hiªn	1	Tiêu Dao Nam ð® tØ cam ch¸u cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
207	12	Ðánh ðàn cß sî	Tiêu dao Trung C¤p nam ð® tØ.	21	2	-1	Sß môn c¯ng hiªn	1	Tiêu Dao Nam ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 1000cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
208	12	LÕc Th¥n hi®p sî	Tiêu dao cao c¤p nam ð® tØ.	21	3	-1	Sß môn c¯ng hiªn	1	Tiêu Dao Nam ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 2500cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
209	12	Tiêu dao th¥n long	Tiêu dao bí m§t nam ð® tØ.	21	4	-1	Sß môn c¯ng hiªn	1	Tiêu Dao Nam ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 5000cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
210	12	Tiêu dao hi®p næ	Tiêu dao S½ C¤p næ ð® tØ.	21	1	-1	Sß môn c¯ng hiªn	1	Tiêu Dao Næ Ð® TØ cam ch¸u cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
211	12	Thì Hoa cß sî	Tiêu dao Trung C¤p næ ð® tØ.	21	2	-1	Sß môn c¯ng hiªn	1	Tiêu Dao Næ Ð® TØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 1000cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
212	12	Lång Ba hi®p næ	Tiêu dao cao c¤p næ ð® tØ.	21	3	-1	Sß môn c¯ng hiªn	1	Tiêu Dao Næ Ð® TØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 2500cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
213	12	Tiêu dao thánh næ	Tiêu dao bí m§t næ ð® tØ.	21	4	-1	Sß môn c¯ng hiªn	1	Tiêu Dao Næ Ð® TØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 5000cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
214	13	S½ C¤p sß phó	S½ thái ðµ làm ngß¶i Sß, Dß ð° ð® cµng ð°ng tiªn bµ. #rKhä Thu 2Danh ð° ð®	28	1	-1	Sß ÐÑc c¤p b§c	1	L¥n ð¥u tiên thu ð° ð® Th¶i, có th¬ nh§n ðßþc Cai danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
215	13	Trung C¤p sß phó	Thái ðµ làm ngß¶i gß½ng t¯t, c¦n tr÷ng. #rKhä Thu 3Danh ð° ð®	28	2	-1	Sß ÐÑc c¤p b§c	1	Sß ÐÑc Tr¸ ðÕt t¾i 6000Ði¬m H§u có th¬ lînh Cai danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
