INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT
768	11108	水淹七军	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：68点#r有效距离：0-2米#r瞬间释放#r冷却时间：12秒#r单体近身攻击 冰攻击增加#c54FF00{A:853 B:8.47674128758109}#cFFFFFF点，有#c54FF0024%#cFFFFFF几率令目标进入虚弱状态，体力和定力降低#c54FF00{A:115 B:1}#cFFFFFF点，持续30秒#r#c5BC257需要装备武器	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：68点 有效距离：0-2米#r瞬间释放 冷却时间：12秒#r单体近身攻击 冰攻击增加，有#c54FF0024%#cFFFFFF几率令目标进入虚弱状态，体力和定力降低，持续30秒#r#c5BC257需要装备武器	3	12000	-1	-1	消耗mp	4	68	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	攻击的效果	664	给自己的效果	-1	给自己的效果的发生几率	0	给目标的效果	676	给目标的效果的发生几率	24		0		0		0		0		0		0		0
769	11109	水淹七军	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：76点#r有效距离：0-2米#r瞬间释放#r冷却时间：12秒#r单体近身攻击 冰攻击增加#c54FF00{A:955 B:8.47674128758109}#cFFFFFF点，有#c54FF0026%#cFFFFFF几率令目标进入虚弱状态，体力和定力降低#c54FF00{A:130 B:1}#cFFFFFF点，持续30秒#r#c5BC257需要装备武器	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：76点 有效距离：0-2米#r瞬间释放 冷却时间：12秒#r单体近身攻击 冰攻击增加，有#c54FF0026%#cFFFFFF几率令目标进入虚弱状态，体力和定力降低，持续30秒#r#c5BC257需要装备武器	3	12000	-1	-1	消耗mp	4	76	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	攻击的效果	665	给自己的效果	-1	给自己的效果的发生几率	0	给目标的效果	677	给目标的效果的发生几率	26		0		0		0		0		0		0		0
770	11110	水淹七军	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：84点#r有效距离：0-2米#r瞬间释放#r冷却时间：12秒#r单体近身攻击 冰攻击增加#c54FF00{A:1056 B:8.47674128758109}#cFFFFFF点，有#c54FF0028%#cFFFFFF几率令目标进入虚弱状态，体力和定力降低#c54FF00{A:145 B:1}#cFFFFFF点，持续30秒#r#c5BC257需要装备武器	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：84点 有效距离：0-2米#r瞬间释放 冷却时间：12秒#r单体近身攻击 冰攻击增加，有#c54FF0028%#cFFFFFF几率令目标进入虚弱状态，体力和定力降低，持续30秒#r#c5BC257需要装备武器	3	12000	-1	-1	消耗mp	4	84	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	攻击的效果	666	给自己的效果	-1	给自己的效果的发生几率	0	给目标的效果	678	给目标的效果的发生几率	28		0		0		0		0		0		0		0
771	11111	水淹七军	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：92点#r有效距离：0-2米#r瞬间释放#r冷却时间：12秒#r单体近身攻击 冰攻击增加#c54FF00{A:1158 B:8.47674128758109}#cFFFFFF点，有#c54FF0030%#cFFFFFF几率令目标进入虚弱状态，体力和定力降低#c54FF00{A:160 B:1}#cFFFFFF点，持续30秒#r#c5BC257需要装备武器	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：92点 有效距离：0-2米#r瞬间释放 冷却时间：12秒#r单体近身攻击 冰攻击增加，有#c54FF0030%#cFFFFFF几率令目标进入虚弱状态，体力和定力降低，持续30秒#r#c5BC257需要装备武器	3	12000	-1	-1	消耗mp	4	92	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	攻击的效果	667	给自己的效果	-1	给自己的效果的发生几率	0	给目标的效果	679	给目标的效果的发生几率	30		0		0		0		0		0		0		0
772	11112	水淹七军	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：100点#r有效距离：0-2米#r瞬间释放#r冷却时间：12秒#r单体近身攻击 冰攻击增加#c54FF00{A:1260 B:8.47674128758109}#cFFFFFF点，有#c54FF0032%#cFFFFFF几率令目标进入虚弱状态，体力和定力降低#c54FF00{A:175 B:1}#cFFFFFF点，持续30秒#r#c5BC257需要装备武器	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：100点 有效距离：0-2米#r瞬间释放 冷却时间：12秒#r单体近身攻击 冰攻击增加，有#c54FF0032%#cFFFFFF几率令目标进入虚弱状态，体力和定力降低，持续30秒#r#c5BC257需要装备武器	3	12000	-1	-1	消耗mp	4	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	攻击的效果	668	给自己的效果	-1	给自己的效果的发生几率	0	给目标的效果	680	给目标的效果的发生几率	32		0		0		0		0		0		0		0
773	11201	水神下凡	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：35点#r运气时间：5秒#r冷却时间：30秒#r防御状态  获得怒气的速度增加#c54FF0030%#cFFFFFF，此状态下攻击目标，有#c54FF00{A:30 B:0.2}%#cFFFFFF几率使目标进入破绽状态，内外功攻击降低#c54FF00{A:190 B:12.69968}#cFFFFFF点，持续30秒#r#c5BC257与火神下凡不能共同作用	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：35点#r运气时间：5秒 冷却时间：30秒#r防御状态  获得怒气的速度增加，此状态下攻击目标，一定几率使目标进入破绽状态，内外功攻击降低，持续30秒#r#c5BC257与火神下凡不能共同作用	0	30000	5000	-1	消耗mp	4	35	-1	驱散原有状态	9	7	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	621	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1		0		0		0		0		0		0		0		0
774	11202	水神下凡	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：59点#r运气时间：5秒#r冷却时间：30秒#r防御状态  获得怒气的速度增加#c54FF0030%#cFFFFFF，此状态下攻击目标，有#c54FF00{A:32 B:0.2}%#cFFFFFF几率使目标进入破绽状态，内外功攻击降低#c54FF00{A:349 B:12.69968}#cFFFFFF点，持续30秒#r#c5BC257与火神下凡不能共同作用	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：59点#r运气时间：5秒 冷却时间：30秒#r防御状态  获得怒气的速度增加，此状态下攻击目标，一定几率使目标进入破绽状态，内外功攻击降低，持续30秒#r#c5BC257与火神下凡不能共同作用	0	30000	5000	-1	消耗mp	4	59	-1	驱散原有状态	9	7	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	622	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1		0		0		0		0		0		0		0		0
775	11203	水神下凡	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：83点#r运气时间：5秒#r冷却时间：30秒#r防御状态  获得怒气的速度增加#c54FF0030%#cFFFFFF，此状态下攻击目标，有#c54FF00{A:34 B:0.2}%#cFFFFFF几率使目标进入破绽状态，内外功攻击降低#c54FF00{A:507 B:12.69968}#cFFFFFF点，持续30秒#r#c5BC257与火神下凡不能共同作用	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：83点#r运气时间：5秒 冷却时间：30秒#r防御状态  获得怒气的速度增加，此状态下攻击目标，一定几率使目标进入破绽状态，内外功攻击降低，持续30秒#r#c5BC257与火神下凡不能共同作用	0	30000	5000	-1	消耗mp	4	83	-1	驱散原有状态	9	7	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	623	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1		0		0		0		0		0		0		0		0
776	11204	水神下凡	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：107点#r运气时间：5秒#r冷却时间：30秒#r防御状态  获得怒气的速度增加#c54FF0030%#cFFFFFF，此状态下攻击目标，有#c54FF00{A:36 B:0.2}%#cFFFFFF几率使目标进入破绽状态，内外功攻击降低#c54FF00{A:666 B:12.69968}#cFFFFFF点，持续30秒#r#c5BC257与火神下凡不能共同作用	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：107点#r运气时间：5秒 冷却时间：30秒#r防御状态  获得怒气的速度增加，此状态下攻击目标，一定几率使目标进入破绽状态，内外功攻击降低，持续30秒#r#c5BC257与火神下凡不能共同作用	0	30000	5000	-1	消耗mp	4	107	-1	驱散原有状态	9	7	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	624	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1		0		0		0		0		0		0		0		0
777	11205	水神下凡	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：131点#r运气时间：5秒#r冷却时间：30秒#r防御状态  获得怒气的速度增加#c54FF0030%#cFFFFFF，此状态下攻击目标，有#c54FF00{A:38 B:0.2}%#cFFFFFF几率使目标进入破绽状态，内外功攻击降低#c54FF00{A:825 B:12.69968}#cFFFFFF点，持续30秒#r#c5BC257与火神下凡不能共同作用	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：131点#r运气时间：5秒 冷却时间：30秒#r防御状态  获得怒气的速度增加，此状态下攻击目标，一定几率使目标进入破绽状态，内外功攻击降低，持续30秒#r#c5BC257与火神下凡不能共同作用	0	30000	5000	-1	消耗mp	4	131	-1	驱散原有状态	9	7	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	625	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1		0		0		0		0		0		0		0		0
778	11206	水神下凡	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：155点#r运气时间：5秒#r冷却时间：30秒#r防御状态  获得怒气的速度增加#c54FF0030%#cFFFFFF，此状态下攻击目标，有#c54FF00{A:40 B:0.2}%#cFFFFFF几率使目标进入破绽状态，内外功攻击降低#c54FF00{A:984 B:12.69968}#cFFFFFF点，持续30秒#r#c5BC257与火神下凡不能共同作用	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：155点#r运气时间：5秒 冷却时间：30秒#r防御状态  获得怒气的速度增加，此状态下攻击目标，一定几率使目标进入破绽状态，内外功攻击降低，持续30秒#r#c5BC257与火神下凡不能共同作用	0	30000	5000	-1	消耗mp	4	155	-1	驱散原有状态	9	7	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	626	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1		0		0		0		0		0		0		0		0
779	11207	水神下凡	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：179点#r运气时间：5秒#r冷却时间：30秒#r防御状态  获得怒气的速度增加#c54FF0030%#cFFFFFF，此状态下攻击目标，有#c54FF00{A:42 B:0.2}%#cFFFFFF几率使目标进入破绽状态，内外功攻击降低#c54FF00{A:1142 B:12.69968}#cFFFFFF点，持续30秒#r#c5BC257与火神下凡不能共同作用	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：179点#r运气时间：5秒 冷却时间：30秒#r防御状态  获得怒气的速度增加，此状态下攻击目标，一定几率使目标进入破绽状态，内外功攻击降低，持续30秒#r#c5BC257与火神下凡不能共同作用	0	30000	5000	-1	消耗mp	4	179	-1	驱散原有状态	9	7	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	627	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1		0		0		0		0		0		0		0		0
780	11208	水神下凡	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：203点#r运气时间：5秒#r冷却时间：30秒#r防御状态  获得怒气的速度增加#c54FF0030%#cFFFFFF，此状态下攻击目标，有#c54FF00{A:44 B:0.2}%#cFFFFFF几率使目标进入破绽状态，内外功攻击降低#c54FF00{A:1301 B:12.69968}#cFFFFFF点，持续30秒#r#c5BC257与火神下凡不能共同作用	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：203点#r运气时间：5秒 冷却时间：30秒#r防御状态  获得怒气的速度增加，此状态下攻击目标，一定几率使目标进入破绽状态，内外功攻击降低，持续30秒#r#c5BC257与火神下凡不能共同作用	0	30000	5000	-1	消耗mp	4	203	-1	驱散原有状态	9	7	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	628	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1		0		0		0		0		0		0		0		0
781	11209	水神下凡	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：227点#r运气时间：5秒#r冷却时间：30秒#r防御状态  获得怒气的速度增加#c54FF0030%#cFFFFFF，此状态下攻击目标，有#c54FF00{A:46 B:0.2}%#cFFFFFF几率使目标进入破绽状态，内外功攻击降低#c54FF00{A:1460 B:12.69968}#cFFFFFF点，持续30秒#r#c5BC257与火神下凡不能共同作用	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：227点#r运气时间：5秒 冷却时间：30秒#r防御状态  获得怒气的速度增加，此状态下攻击目标，一定几率使目标进入破绽状态，内外功攻击降低，持续30秒#r#c5BC257与火神下凡不能共同作用	0	30000	5000	-1	消耗mp	4	227	-1	驱散原有状态	9	7	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	629	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1		0		0		0		0		0		0		0		0
782	11210	水神下凡	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：251点#r运气时间：5秒#r冷却时间：30秒#r防御状态  获得怒气的速度增加#c54FF0030%#cFFFFFF，此状态下攻击目标，有#c54FF00{A:48 B:0.2}%#cFFFFFF几率使目标进入破绽状态，内外功攻击降低#c54FF00{A:1619 B:12.69968}#cFFFFFF点，持续30秒#r#c5BC257与火神下凡不能共同作用	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：251点#r运气时间：5秒 冷却时间：30秒#r防御状态  获得怒气的速度增加，此状态下攻击目标，一定几率使目标进入破绽状态，内外功攻击降低，持续30秒#r#c5BC257与火神下凡不能共同作用	0	30000	5000	-1	消耗mp	4	251	-1	驱散原有状态	9	7	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	630	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1		0		0		0		0		0		0		0		0
783	11211	水神下凡	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：275点#r运气时间：5秒#r冷却时间：30秒#r防御状态  获得怒气的速度增加#c54FF0030%#cFFFFFF，此状态下攻击目标，有#c54FF00{A:50 B:0.2}%#cFFFFFF几率使目标进入破绽状态，内外功攻击降低#c54FF00{A:1777 B:12.69968}#cFFFFFF点，持续30秒#r#c5BC257与火神下凡不能共同作用	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：275点#r运气时间：5秒 冷却时间：30秒#r防御状态  获得怒气的速度增加，此状态下攻击目标，一定几率使目标进入破绽状态，内外功攻击降低，持续30秒#r#c5BC257与火神下凡不能共同作用	0	30000	5000	-1	消耗mp	4	275	-1	驱散原有状态	9	7	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	631	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1		0		0		0		0		0		0		0		0
784	11212	水神下凡	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：299点#r运气时间：5秒#r冷却时间：30秒#r防御状态  获得怒气的速度增加#c54FF0030%#cFFFFFF，此状态下攻击目标，有#c54FF00{A:52 B:0.2}%#cFFFFFF几率使目标进入破绽状态，内外功攻击降低#c54FF00{A:1936 B:12.69968}#cFFFFFF点，持续30秒#r#c5BC257与火神下凡不能共同作用	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：299点#r运气时间：5秒 冷却时间：30秒#r防御状态  获得怒气的速度增加，此状态下攻击目标，一定几率使目标进入破绽状态，内外功攻击降低，持续30秒#r#c5BC257与火神下凡不能共同作用	0	30000	5000	-1	消耗mp	4	299	-1	驱散原有状态	9	7	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	632	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1		0		0		0		0		0		0		0		0
785	11301	长生水	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：25点#r瞬间释放#r冷却时间：5秒#r单体净化 解除自己身上持续减血的效果#r等级高于自己心法等级的不良效果不能解除#r#c5BC257需要水神下凡状态	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：25点#r瞬间释放 冷却时间：5秒#r单体净化 解除自己身上持续减血的效果#r等级高于自己心法等级的不良效果不能解除#r#c5BC257需要水神下凡状态	0	5000	-1	-1	消耗mp	4	25	-1	需要水神下凡	0	8	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	597	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1		0		0		0		0		0		0		0		0
786	11302	长生水	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：25点#r瞬间释放#r冷却时间：5秒#r单体净化 解除自己身上持续减血的效果#r等级高于自己心法等级的不良效果不能解除#r#c5BC257需要水神下凡状态	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：25点#r瞬间释放 冷却时间：5秒#r单体净化 解除自己身上持续减血的效果#r等级高于自己心法等级的不良效果不能解除#r#c5BC257需要水神下凡状态	0	5000	-1	-1	消耗mp	4	25	-1	需要水神下凡	0	8	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	598	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1		0		0		0		0		0		0		0		0
787	11303	长生水	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：25点#r瞬间释放#r冷却时间：5秒#r单体净化 解除自己身上持续减血的效果#r等级高于自己心法等级的不良效果不能解除#r#c5BC257需要水神下凡状态	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：25点#r瞬间释放 冷却时间：5秒#r单体净化 解除自己身上持续减血的效果#r等级高于自己心法等级的不良效果不能解除#r#c5BC257需要水神下凡状态	0	5000	-1	-1	消耗mp	4	25	-1	需要水神下凡	0	8	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	599	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1		0		0		0		0		0		0		0		0
788	11304	长生水	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：25点#r瞬间释放#r冷却时间：5秒#r单体净化 解除自己身上持续减血的效果#r等级高于自己心法等级的不良效果不能解除#r#c5BC257需要水神下凡状态	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：25点#r瞬间释放 冷却时间：5秒#r单体净化 解除自己身上持续减血的效果#r等级高于自己心法等级的不良效果不能解除#r#c5BC257需要水神下凡状态	0	5000	-1	-1	消耗mp	4	25	-1	需要水神下凡	0	8	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	600	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1		0		0		0		0		0		0		0		0
789	11305	长生水	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：25点#r瞬间释放#r冷却时间：5秒#r单体净化 解除自己身上持续减血的效果#r等级高于自己心法等级的不良效果不能解除#r#c5BC257需要水神下凡状态	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：25点#r瞬间释放 冷却时间：5秒#r单体净化 解除自己身上持续减血的效果#r等级高于自己心法等级的不良效果不能解除#r#c5BC257需要水神下凡状态	0	5000	-1	-1	消耗mp	4	25	-1	需要水神下凡	0	8	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	601	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1		0		0		0		0		0		0		0		0
790	11306	长生水	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：25点#r瞬间释放#r冷却时间：5秒#r单体净化 解除自己身上持续减血的效果#r等级高于自己心法等级的不良效果不能解除#r#c5BC257需要水神下凡状态	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：25点#r瞬间释放 冷却时间：5秒#r单体净化 解除自己身上持续减血的效果#r等级高于自己心法等级的不良效果不能解除#r#c5BC257需要水神下凡状态	0	5000	-1	-1	消耗mp	4	25	-1	需要水神下凡	0	8	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	602	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1		0		0		0		0		0		0		0		0
791	11307	长生水	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：25点#r瞬间释放#r冷却时间：5秒#r单体净化 解除自己身上持续减血的效果#r等级高于自己心法等级的不良效果不能解除#r#c5BC257需要水神下凡状态	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：25点#r瞬间释放 冷却时间：5秒#r单体净化 解除自己身上持续减血的效果#r等级高于自己心法等级的不良效果不能解除#r#c5BC257需要水神下凡状态	0	5000	-1	-1	消耗mp	4	25	-1	需要水神下凡	0	8	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	603	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1		0		0		0		0		0		0		0		0
792	11308	长生水	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：25点#r瞬间释放#r冷却时间：5秒#r单体净化 解除自己身上持续减血的效果#r等级高于自己心法等级的不良效果不能解除#r#c5BC257需要水神下凡状态	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：25点#r瞬间释放 冷却时间：5秒#r单体净化 解除自己身上持续减血的效果#r等级高于自己心法等级的不良效果不能解除#r#c5BC257需要水神下凡状态	0	5000	-1	-1	消耗mp	4	25	-1	需要水神下凡	0	8	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	604	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1		0		0		0		0		0		0		0		0
793	11309	长生水	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：25点#r瞬间释放#r冷却时间：5秒#r单体净化 解除自己身上持续减血的效果#r等级高于自己心法等级的不良效果不能解除#r#c5BC257需要水神下凡状态	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：25点#r瞬间释放 冷却时间：5秒#r单体净化 解除自己身上持续减血的效果#r等级高于自己心法等级的不良效果不能解除#r#c5BC257需要水神下凡状态	0	5000	-1	-1	消耗mp	4	25	-1	需要水神下凡	0	8	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	605	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1		0		0		0		0		0		0		0		0
794	11310	长生水	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：25点#r瞬间释放#r冷却时间：5秒#r单体净化 解除自己身上持续减血的效果#r等级高于自己心法等级的不良效果不能解除#r#c5BC257需要水神下凡状态	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：25点#r瞬间释放 冷却时间：5秒#r单体净化 解除自己身上持续减血的效果#r等级高于自己心法等级的不良效果不能解除#r#c5BC257需要水神下凡状态	0	5000	-1	-1	消耗mp	4	25	-1	需要水神下凡	0	8	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	606	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1		0		0		0		0		0		0		0		0
795	11311	长生水	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：25点#r瞬间释放#r冷却时间：5秒#r单体净化 解除自己身上持续减血的效果#r等级高于自己心法等级的不良效果不能解除#r#c5BC257需要水神下凡状态	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：25点#r瞬间释放 冷却时间：5秒#r单体净化 解除自己身上持续减血的效果#r等级高于自己心法等级的不良效果不能解除#r#c5BC257需要水神下凡状态	0	5000	-1	-1	消耗mp	4	25	-1	需要水神下凡	0	8	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	607	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1		0		0		0		0		0		0		0		0
796	11312	长生水	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：25点#r瞬间释放#r冷却时间：5秒#r单体净化 解除自己身上持续减血的效果#r等级高于自己心法等级的不良效果不能解除#r#c5BC257需要水神下凡状态	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：25点#r瞬间释放 冷却时间：5秒#r单体净化 解除自己身上持续减血的效果#r等级高于自己心法等级的不良效果不能解除#r#c5BC257需要水神下凡状态	0	5000	-1	-1	消耗mp	4	25	-1	需要水神下凡	0	8	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	608	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1		0		0		0		0		0		0		0		0
797	11401	烈焰刀	刀斧、枪棒类武器的基础外功攻击效果增加#c54FF0050%#cFFFFFF#r#c5BC257被动技能	刀斧、枪棒类武器的基础外功攻击效果增加#c54FF0050%#cFFFFFF#r#c5BC257被动技能	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	武器的基础物理攻击修正%	50	武器的基础魔法攻击修正%	0	武器类型1	0	武器类型2	1		0		0		0		0		0		0		0		0
798	11402	烈焰刀	刀斧、枪棒类武器的基础外功攻击效果增加#c54FF0055%#cFFFFFF#r#c5BC257被动技能	刀斧、枪棒类武器的基础外功攻击效果增加#c54FF0055%#cFFFFFF#r#c5BC257被动技能	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	武器的基础物理攻击修正%	55	武器的基础魔法攻击修正%	0	武器类型1	0	武器类型2	1		0		0		0		0		0		0		0		0
799	11403	烈焰刀	刀斧、枪棒类武器的基础外功攻击效果增加#c54FF0060%#cFFFFFF#r#c5BC257被动技能	刀斧、枪棒类武器的基础外功攻击效果增加#c54FF0060%#cFFFFFF#r#c5BC257被动技能	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	武器的基础物理攻击修正%	60	武器的基础魔法攻击修正%	0	武器类型1	0	武器类型2	1		0		0		0		0		0		0		0		0
800	11404	烈焰刀	刀斧、枪棒类武器的基础外功攻击效果增加#c54FF0065%#cFFFFFF#r#c5BC257被动技能	刀斧、枪棒类武器的基础外功攻击效果增加#c54FF0065%#cFFFFFF#r#c5BC257被动技能	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	武器的基础物理攻击修正%	65	武器的基础魔法攻击修正%	0	武器类型1	0	武器类型2	1		0		0		0		0		0		0		0		0
801	11405	烈焰刀	刀斧、枪棒类武器的基础外功攻击效果增加#c54FF0070%#cFFFFFF#r#c5BC257被动技能	刀斧、枪棒类武器的基础外功攻击效果增加#c54FF0070%#cFFFFFF#r#c5BC257被动技能	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	武器的基础物理攻击修正%	70	武器的基础魔法攻击修正%	0	武器类型1	0	武器类型2	1		0		0		0		0		0		0		0		0
