INT	STRING	INT	INT	FLOAT	INT	INT	INT	STRING	INT	INT	STRING	INT	INT	FLOAT
1134	轻甲莽盖	1	1814	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1135	南海鳄鱼	1	1750	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1136	鳄鱼帮混混	1	1719	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1137	石老人	1	1793	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1138	鳄鱼帮打手	1	1718	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1139	南海海盗	1	1723	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1140	岳不平	1	525	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1141	黑沼豹	1	1705	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1142	丛林蜂	1	1727	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1143	黑苗战士	1	210	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1144	藤甲贼	1	1810	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1145	藤甲勇士	1	1809	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1146	兀骨突	1	53	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1147	图巴鲁	1	559	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1148	古里赤	1	1936	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1149	盐湖熊	1	1876	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1150	盐湖鳄鱼	1	1880	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1151	挖盐木人	1	652	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1152	挖盐苦工	1	1878	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1153	偃师监工	1	1879	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1154	偃师守卫	1	1877	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1155	冰封傀儡	1	654	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1156	黑熊	1	1828	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1157	东北虎	1	1704	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1158	雪人	1	445	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1159	獠牙雪人	1	1789	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1160	雪山猎人	1	1824	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1161	纥石烈阿疏	1	161	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1162	嗜血鳄鱼	1	1754	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1163	鳄鱼帮勇士	1	1717	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1164	南海盗神	1	1722	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1165	鳄鱼帮杀手	1	1720	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1166	鳄鱼帮堂主	1	1717	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1167	裘老七	1	527	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1168	沼泽鳄鱼	1	1783	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1169	永夜修罗	1	1782	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1170	万劫修罗	1	1744	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1171	厄修罗	1	1752	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1172	阿鼻修罗	1	1822	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1173	古汉	1	564	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1174	苗越刺客	1	1765	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1175	木云雪人	1	558	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1176	大黑熊	1	1756	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1177	雪山莽盖	1	1825	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1178	雪山狼	1	1737	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1179	重甲莽盖	1	1818	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1180	巴伦莽盖	1	1767	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1181	霍斯	1	157	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1182	护宝神兽	1	145	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1183	盗墓小贼	1	1781	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1184	护宝神兽	1	145	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1185	沙漠马匪	1	1826	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1186	护宝神兽	1	145	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1187	护宝铜人	1	1817	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1188	护宝神兽	1	145	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1189	寻宝豪杰	1	1784	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1190	木桶伯	1	568	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1191	洞穴石人	1	1753	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1192	断桥花妖	1	1715	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1193	花港毒蜂	1	1728	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1194	流寇	1	1784	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1195	龙井水贼	1	1830	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1196	密探	1	38	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1197	水鬼探子	1	1781	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1198	赤脚野人	1	1813	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1199	风狼	1	1733	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1200	花斑豹	1	1706	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1201	狼族荆棘使	1	1787	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1202	狼族探子	1	1740	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1203	狼族战士	1	1743	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1204	秦家寨恶霸	1	177	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1205	秦家寨护卫使	1	614	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1206	秦家寨头领	1	176	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1207	秦家寨土匪	1	615	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1208	秦家寨卫兵	1	175	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1209	工魂影像	1	665	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1210	暗杀者	1	546	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1211	大剑师	1	289	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1212	荒野剑客	1	287	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1213	剑齿豹	1	608	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1214	剑灵	1	567	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1215	剑冢刺客	1	515	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1216	狼族神汉	1	1739	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1217	狼族头人	1	1740	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1218	狼族土司	1	1741	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1219	狼族勇士	1	1742	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1220	蓑衣野人	1	1808	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1221	雪狼	1	1736	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1222	迎客毛贼	1	556	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1223	黑猿	1	2392	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1224	巨蝎	1	2394	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1225	锦衣乞丐	1	2389	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1226	花酒和尚	1	2387	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1227	魏迁	1	2395	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1228	蟾蜍怪	1	2393	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1229	妖邪蜘蛛	1	2390	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1230	打草谷辽兵	1	1772	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1231	红枫熊	1	1800	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1232	红枫蜘蛛	1	1801	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1233	秦家寨护卫	1	1797	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1234	秦家寨教头	1	1799	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1235	秦家寨劫匪	1	1795	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1236	白花蜘蛛	1	1790	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1237	山越护法	1	1764	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1238	山越祭司	1	1766	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1239	山越战士	1	1763	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1240	深谷白猿	1	1785	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1241	树甲哨兵	1	1702	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1242	花岗石狮	1	1806	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1243	狼蛛	1	1788	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1244	页岩石人	1	1753	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1245	棕熊	1	1777	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1246	锦衣乞丐	1	2389	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1247	花酒和尚	1	2387	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1248	文武状元	1	2391	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1249	赖千岛	1	2386	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1250	草原狼	1	1732	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1251	蒙古黑蜂	1	1729	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1252	闪电马匪	1	1821	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1253	弯刀马匪	1	1768	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1254	追风马匪	1	1815	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1255	打草谷宋兵	1	1771	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1256	红袍蜘蛛	1	1803	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1257	流寇	1	1784	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1258	棚民	1	1724	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1259	山越护法	1	1764	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1260	山越祭司	1	1766	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1261	迷人蜂	1	555	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1262	桃根仙	1	500	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1263	桃花仙	1	13	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1264	桃实仙	1	538	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1265	桃枝仙	1	514	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1266	花斑豹	1	1706	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1267	盗墓马匪	1	154	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1268	鬼狼	1	168	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1269	黑毒蜂	1	19	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1270	护墓莽盖	1	160	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1271	骷髅	1	1405	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1272	一品堂刺客	1	1784	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1273	成年灵企鹅	1	708	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1274	雪原狼	1	602	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1275	雪原莽盖	1	164	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1276	银皑雪人	1	558	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1277	成年圣企鹅	1	708	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1278	企鹅王	1	2027	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1279	鳄鱼帮打手	1	1718	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1280	鳄鱼帮混混	1	1719	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1281	南海鳄鱼	1	1750	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1282	南海海盗	1	1723	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1283	石老人	1	1793	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1284	挖盐苦工	1	1878	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1285	挖盐木人	1	652	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1286	盐湖鳄鱼	1	1880	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1287	盐湖熊	1	1876	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1288	偃师监工	1	1879	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1289	偃师守卫	1	1877	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1290	巴伦莽盖	1	1767	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1291	大黑熊	1	1756	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1292	雪山狼	1	1737	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1293	雪山莽盖	1	1825	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1294	重甲莽盖	1	1818	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1295	护岛神兽20级	1	145	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1296	护岛神兽40级	1	625	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1297	护岛神兽60级	1	626	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1298	护岛神兽80级	1	627	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1299	无敌飞天猫	1	1926	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1300	莽牯毒蛤王	1	664	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1301	闪电狗	1	2287	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1302	龙龟	1	1933	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1303	大笨熊	1	2001	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1304	小兔兔	1	9266	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1305	飘飘鸭	1	817	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1306	猿公子	1	647	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1307	峨嵋利爪恶猿	1	645	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1308	峨嵋白眉恶猿	1	644	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1309	峨嵋凶猱	1	646	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1310	孙立者	1	639	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1311	复仇恶猿	1	636	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1312	强壮恶猿	1	637	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1313	精壮恶猿	1	638	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1314	金裳	1	635	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1315	密探先锋	1	632	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1316	青旗探马	1	633	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1317	蓝旗探马	1	634	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1318	彭侯	1	631	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1319	木人喽啰	1	628	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1320	木人精英	1	629	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1321	木人武士	1	630	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1322	王君	1	655	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1323	灭妖傀儡	1	652	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1324	诛仙傀儡	1	653	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1325	弑神傀儡	1	654	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1326	白岑	1	659	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1327	天山小雪怪	1	656	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1328	天山大雪怪	1	657	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1329	天山雪怪王	1	658	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1330	孟昧	1	643	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1331	妖异心魔	1	640	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1332	破嗔心魔	1	641	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1333	杀欲心魔	1	642	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1334	贾川	1	663	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1335	腐体傀儡	1	660	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1336	蚀心傀儡	1	661	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1337	化魄傀儡	1	662	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1338	秋三十娘	1	651	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1339	木王蜘蛛	1	648	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1340	水王蜘蛛	1	649	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1341	火王蜘蛛	1	650	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1342	霜影	1	1834	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1343	白棋子	1	520	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1344	黑棋子	1	522	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1345	白棋魂	1	537	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1346	黑棋魂	1	567	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1347	远古棋魂	1	569	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1348	上古银宝箱	1	2216	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1349	上古金宝箱	1	2217	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1350	银宝箱童子	1	2218	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1351	金宝箱童子	1	2219	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1352	镇宝龙王	1	2220	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1353	贼兵喽啰	1	53	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1354	贼兵头目	1	669	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1355	伪宋军	1	1771	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1356	逃窜匪类	1	1826	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1357	伪宋军副都统	1	669	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1358	伪宋军都统	1	668	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1359	余毒	1	666	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1360	野熊	1	518	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1361	红熊王	1	571	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1362	绿林大盗	1	1826	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1363	绿林劫匪	1	1601	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1364	狗头军师	1	206	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1365	山寨大王	1	667	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1366	玄雷坡土匪	1	177	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1367	牛曲	1	1799	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1368	牛奇	1	669	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1369	王阎	1	668	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1370	毒障小怪	1	530	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1371	撕风魔	1	685	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1372	裂地行者	1	692	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1373	武玄将	1	690	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1374	五毒魔使	1	694	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1375	破焰尊者	1	688	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1376	洪棘妖王	1	693	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1377	妖魔随从	1	2016	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1378	火焰妖魔	1	687	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1379	哈大霸	1	2150	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1380	桑土公	1	2151	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1381	乌老大	1	2152	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1382	卓不凡	1	2153	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1383	不平道人	1	2154	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1384	任平生	1	2178	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1385	李秋水	1	2155	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1386	岳老三	1	348	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1387	云中鹤	1	73	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1388	叶二娘	1	70	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1389	段延庆	1	123	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1390	姚伯当	1	1799	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1391	司马林	1	1755	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1392	鸠摩智	1	1620	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1393	慕容复	1	118	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1394	喽啰	1	177	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1395	恶霸	1	1799	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1396	宋姜	1	2312	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1397	李魁	1	2317	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1398	吴永	1	2311	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1399	卢君逸	1	2315	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1400	公孙圣	1	2321	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1401	关盛	1	2320	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1402	鲁志生	1	2314	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1403	呼延啄	1	2319	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1404	林充	1	2316	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1405	秦冥	1	2313	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1406	花容	1	2318	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1407	武颂	1	2310	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1408	伪官军	1	417	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1409	盗书恶僧	1	299	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1410	蒙面恶僧	1	2305	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1411	暴走白斑猪	1	1954	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1412	暴走黑鬃猪	1	1955	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1413	暴走红皮猪	1	1956	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1414	野猪头目	1	1908	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1415	尖牙野猪	1	905	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1416	尖牙野猪王	1	670	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1417	狂暴龙	1	1907	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1418	雷麟	1	2222	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1419	雏凤	1	2223	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1420	护岛神兽	1	145	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1421	黄色足球	1	1919	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1422	红色足球	1	1917	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1423	蓝色足球	1	1920	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1424	花色足球	1	1918	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
1425	孙美美	1	1921	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
2076	枯木傀儡	1	12597	0.7	1129	272	539	attach1	272	539	attach1	-1	1	0
2077	火云邪兽	1	12598	0.7	1130	269	536	attach1	269	536	attach1	-1	1	0
2078	玄天雷兽	1	12599	0.7	1131	269	536	attach1	269	536	attach1	-1	1	0
2079	九州神龙	6	12674	0.7	1140	269	536	attach1	269	536	attach2	-1	-1	0
2080	月兔	1	12686	0.7	1141	272	539	attach1	272	539	attach1	-1	1	0
2083	烟雨清荷	1	12780	0.6	1146	272	539	attach1	272	539	attach1	-1	-1	3
2084	幻火赤麟兽	1	12778	0.6	1147	269	536	attach1	290	557	attach1	-1	1	0
2085	炙足鬼马	1	12779	0.6	1150	269	536	attach1	290	557	attach1	-1	1	0
2086	添福锦鳞	1	12781	0.7	1149	269	536	attach1	269	536	attach1	-1	-1	0
2087	天工玲珑鼠	1	12782	0.7	1148	272	539	attach1	272	539	attach1	-1	1	0
2088	陆行鸟	1	12783	0.7	1145	269	536	attach1	269	536	attach1	-1	1	0
2089	金麟舞狮	1	12798	0.7	1151	269	536	attach1	269	536	attach1	-1	1	0
2091	七宝莲座	2	12838	0.6	1154	272	539	attach1	272	539	attach2	-1	-1	0
2094	金翅	1	12841	0.7	1153	269	536	attach1	269	536	attach1	-1	-1	5
2096	翡翠御驾	6	12926	0.7	1160	272	539	attach1	272	539	attach2	-1	-1	0
2098	烈焰狂犀	1	12962	0.7	1157	269	536	attach1	269	536	attach1	-1	1	0
2099	童子台	2	12963	0.7	1158	272	539	attach1	272	539	attach2	-1	1	0
2100	月白蛟马	1	12964	0.7	1159	267	534	attach1	267	534	attach1	-1	1	0
2153	金翅蓝色	1	12842	0.7	1161	269	536	attach1	269	536	attach1	-1	-1	2
2154	金翅青色	1	12843	0.7	1162	269	536	attach1	269	536	attach1	-1	-1	2
