INT	STRING	INT
17735	繁林古塔一层	0
17736	繁林古塔二层	0
17737	繁林古塔三层	0
17738	繁林古塔四层	0
17739	沉月古塔一层	0
17740	沉月古塔二层	0
17741	沉月古塔三层	0
17742	沉月古塔四层	0
17743	地火古塔一层	0
17744	地火古塔二层	0
17745	地火古塔三层	0
17746	地火古塔四层	0
17747	繁林古塔一层	0
17748	繁林古塔二层	0
17749	繁林古塔三层	0
17750	繁林古塔四层	0
17751	沉月古塔一层	0
17752	沉月古塔二层	0
17753	沉月古塔三层	0
17754	沉月古塔四层	0
17755	地火古塔一层	0
17756	地火古塔二层	0
17757	地火古塔三层	0
17758	地火古塔四层	0
17759	繁林古塔一层	0
17760	繁林古塔二层	0
17761	繁林古塔三层	0
17762	繁林古塔四层	0
17763	沉月古塔一层	0
17764	沉月古塔二层	0
17765	沉月古塔三层	0
17766	沉月古塔四层	0
17767	地火古塔一层	0
17768	地火古塔二层	0
17769	地火古塔三层	0
17770	地火古塔四层	0
17771	繁林古塔一层	0
17772	繁林古塔二层	0
17773	繁林古塔三层	0
17774	繁林古塔四层	0
17775	沉月古塔一层	0
17776	沉月古塔二层	0
17777	沉月古塔三层	0
17778	沉月古塔四层	0
17779	地火古塔一层	0
17780	地火古塔二层	0
17781	地火古塔三层	0
17782	地火古塔四层	0
17783	繁林古塔一层	0
17784	繁林古塔二层	0
17785	繁林古塔三层	0
17786	繁林古塔四层	0
17787	沉月古塔一层	0
17788	沉月古塔二层	0
17789	沉月古塔三层	0
17790	沉月古塔四层	0
17791	地火古塔一层	0
17792	地火古塔二层	0
17793	地火古塔三层	0
17794	地火古塔四层	0
17795	繁林古塔一层	0
17796	繁林古塔二层	0
17797	繁林古塔三层	0
17798	繁林古塔四层	0
17799	沉月古塔一层	0
17800	沉月古塔二层	0
17801	沉月古塔三层	0
17802	沉月古塔四层	0
17803	地火古塔一层	0
17804	地火古塔二层	0
17805	地火古塔三层	0
17806	地火古塔四层	0
17807	繁林古塔一层	0
17808	繁林古塔二层	0
17809	繁林古塔三层	0
17810	繁林古塔四层	0
17811	沉月古塔一层	0
17812	沉月古塔二层	0
17813	沉月古塔三层	0
17814	沉月古塔四层	0
17815	地火古塔一层	0
17816	地火古塔二层	0
17817	地火古塔三层	0
17818	地火古塔四层	0
17819	繁林古塔一层	0
17820	繁林古塔二层	0
17821	繁林古塔三层	0
17822	繁林古塔四层	0
17823	沉月古塔一层	0
17824	沉月古塔二层	0
17825	沉月古塔三层	0
17826	沉月古塔四层	0
17827	地火古塔一层	0
17828	地火古塔二层	0
17829	地火古塔三层	0
17830	地火古塔四层	0
17831	繁林古塔一层	0
17832	繁林古塔二层	0
17833	繁林古塔三层	0
17834	繁林古塔四层	0
17835	沉月古塔一层	0
17836	沉月古塔二层	0
17837	沉月古塔三层	0
17838	沉月古塔四层	0
17839	地火古塔一层	0
17840	地火古塔二层	0
17841	地火古塔三层	0
17842	地火古塔四层	0
17843	繁林古塔一层	0
17844	繁林古塔二层	0
17845	繁林古塔三层	0
17846	繁林古塔四层	0
17847	沉月古塔一层	0
17848	沉月古塔二层	0
17849	沉月古塔三层	0
17850	沉月古塔四层	0
17851	地火古塔一层	0
17852	地火古塔二层	0
17853	地火古塔三层	0
17854	地火古塔四层	0
17855	繁林古塔一层	0
17856	繁林古塔二层	0
17857	繁林古塔三层	0
17858	繁林古塔四层	0
17859	沉月古塔一层	0
17860	沉月古塔二层	0
17861	沉月古塔三层	0
17862	沉月古塔四层	0
17863	地火古塔一层	0
17864	地火古塔二层	0
17865	地火古塔三层	0
17866	地火古塔四层	0
17867	繁林古塔一层	0
17868	繁林古塔二层	0
17869	繁林古塔三层	0
17870	繁林古塔四层	0
17871	沉月古塔一层	0
17872	沉月古塔二层	0
17873	沉月古塔三层	0
17874	沉月古塔四层	0
17875	地火古塔一层	0
17876	地火古塔二层	0
17877	地火古塔三层	0
17878	地火古塔四层	0
17879	繁林古塔一层	0
17880	繁林古塔二层	0
17881	繁林古塔三层	0
17882	繁林古塔四层	0
17883	沉月古塔一层	0
17884	沉月古塔二层	0
17885	沉月古塔三层	0
17886	沉月古塔四层	0
17887	地火古塔一层	0
17888	地火古塔二层	0
17889	地火古塔三层	0
17890	地火古塔四层	0
17891	繁林古塔一层	0
17892	繁林古塔二层	0
17893	繁林古塔三层	0
17894	繁林古塔四层	0
17895	沉月古塔一层	0
17896	沉月古塔二层	0
17897	沉月古塔三层	0
17898	沉月古塔四层	0
17899	地火古塔一层	0
17900	地火古塔二层	0
17901	地火古塔三层	0
17902	地火古塔四层	0
17903	繁林古塔一层	0
17904	繁林古塔二层	0
17905	繁林古塔三层	0
17906	繁林古塔四层	0
17907	沉月古塔一层	0
17908	沉月古塔二层	0
17909	沉月古塔三层	0
17910	沉月古塔四层	0
17911	地火古塔一层	0
17912	地火古塔二层	0
17913	地火古塔三层	0
17914	地火古塔四层	0
17915	繁林古塔一层	0
17916	繁林古塔二层	0
17917	繁林古塔三层	0
17918	繁林古塔四层	0
17919	沉月古塔一层	0
17920	沉月古塔二层	0
17921	沉月古塔三层	0
17922	沉月古塔四层	0
17923	地火古塔一层	0
17924	地火古塔二层	0
17925	地火古塔三层	0
17926	地火古塔四层	0
17927	繁林古塔一层	0
17928	繁林古塔二层	0
17929	繁林古塔三层	0
17930	繁林古塔四层	0
17931	沉月古塔一层	0
17932	沉月古塔二层	0
17933	沉月古塔三层	0
17934	沉月古塔四层	0
17935	地火古塔一层	0
17936	地火古塔二层	0
17937	地火古塔三层	0
17938	地火古塔四层	0
17939	繁林古塔一层	0
17940	繁林古塔二层	0
17941	繁林古塔三层	0
17942	繁林古塔四层	0
