INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
7991	Oa Ngßu Biªn D¸	799	5	9	1	0	100	10	684	300000	-1	-1	656	900000	728	250000	716	100000	668	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	970	1402	862	862	970	846	930	972	1099	1269	200	500	150	100	50	1800000	7990
7992	Oa Ngßu Biªn D¸	799	5	9	1	0	100	10	684	300000	-1	-1	656	900000	728	250000	716	100000	668	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1097	1585	975	975	1097	846	930	972	1099	1269	200	500	150	100	50	1800000	7990
7999	Oa Ngßu Bäo Bäo	799	5	9	0	1	100	10	684	300000	-1	-1	656	900000	728	250000	716	100000	668	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	844	1219	750	750	844	846	930	972	1099	1269	200	500	150	100	50	1800000	7990
8000	Oa Ngßu Trß·ng Thành	800	45	9	0	0	100	10	684	350000	-1	-1	656	900000	728	300000	716	150000	668	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	881	1272	783	783	881	948	1042	1090	1232	1422	200	500	150	100	50	1800000	8000
8001	Oa Ngßu Biªn D¸	800	45	9	1	0	100	10	684	350000	-1	-1	656	900000	728	300000	716	150000	668	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	969	1399	861	861	969	948	1042	1090	1232	1422	200	500	150	100	50	1800000	8000
8002	Oa Ngßu Biªn D¸	800	45	9	1	0	100	10	684	350000	-1	-1	656	900000	728	300000	716	150000	668	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1057	1527	939	939	1057	948	1042	1090	1232	1422	200	500	150	100	50	1800000	8000
8003	Oa Ngßu Biªn D¸	800	45	9	1	0	100	10	684	350000	-1	-1	656	900000	728	300000	716	150000	668	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1145	1654	1018	1018	1145	948	1042	1090	1232	1422	200	500	150	100	50	1800000	8000
8009	Oa Ngßu Bäo Bäo	800	45	9	0	1	100	10	684	350000	-1	-1	656	900000	728	300000	716	150000	668	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	881	1272	783	783	881	948	1042	1090	1232	1422	200	500	150	100	50	1800000	8000
8010	Oa Ngßu Trß·ng Thành	801	55	9	0	0	100	10	684	400000	-1	-1	656	900000	728	350000	716	200000	668	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	918	1326	816	816	918	1051	1156	1208	1366	1576	200	500	150	100	50	1800000	8010
8011	Oa Ngßu Biªn D¸	801	55	9	1	0	100	10	684	400000	-1	-1	656	900000	728	350000	716	200000	668	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	986	1425	877	877	986	1051	1156	1208	1366	1576	200	500	150	100	50	1800000	8010
8012	Oa Ngßu Biªn D¸	801	55	9	1	0	100	10	684	400000	-1	-1	656	900000	728	350000	716	200000	668	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1055	1524	938	938	1055	1051	1156	1208	1366	1576	200	500	150	100	50	1800000	8010
8013	Oa Ngßu Biªn D¸	801	55	9	1	0	100	10	684	400000	-1	-1	656	900000	728	350000	716	200000	668	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1124	1624	999	999	1124	1051	1156	1208	1366	1576	200	500	150	100	50	1800000	8010
8014	Oa Ngßu Biªn D¸	801	55	9	1	0	100	10	684	400000	-1	-1	656	900000	728	350000	716	200000	668	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1193	1723	1060	1060	1193	1051	1156	1208	1366	1576	200	500	150	100	50	1800000	8010
8019	Oa Ngßu Bäo Bäo	801	55	9	0	1	100	10	684	400000	-1	-1	656	900000	728	350000	716	200000	668	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	918	1326	816	816	918	1051	1156	1208	1366	1576	200	500	150	100	50	1800000	8010
8020	Oa Ngßu Trß·ng Thành	802	65	9	0	0	100	10	684	450000	-1	-1	656	900000	728	400000	716	250000	668	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	954	1379	848	848	954	1153	1268	1325	1498	1729	200	500	150	100	50	1800000	8020
8021	Oa Ngßu Biªn D¸	802	65	9	1	0	100	10	684	450000	-1	-1	656	900000	728	400000	716	250000	668	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1012	1462	899	899	1012	1153	1268	1325	1498	1729	200	500	150	100	50	1800000	8020
8022	Oa Ngßu Biªn D¸	802	65	9	1	0	100	10	684	450000	-1	-1	656	900000	728	400000	716	250000	668	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1069	1544	950	950	1069	1153	1268	1325	1498	1729	200	500	150	100	50	1800000	8020
8023	Oa Ngßu Biªn D¸	802	65	9	1	0	100	10	684	450000	-1	-1	656	900000	728	400000	716	250000	668	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1126	1627	1001	1001	1126	1153	1268	1325	1498	1729	200	500	150	100	50	1800000	8020
8024	Oa Ngßu Biªn D¸	802	65	9	1	0	100	10	684	450000	-1	-1	656	900000	728	400000	716	250000	668	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1184	1710	1052	1052	1184	1153	1268	1325	1498	1729	200	500	150	100	50	1800000	8020
8025	Oa Ngßu Biªn D¸	802	65	9	1	0	100	10	684	450000	-1	-1	656	900000	728	400000	716	250000	668	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1241	1793	1103	1103	1241	1153	1268	1325	1498	1729	200	500	150	100	50	1800000	8020
8029	Oa Ngßu Bäo Bäo	802	65	9	0	1	100	10	684	450000	-1	-1	656	900000	728	400000	716	250000	668	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	954	1379	848	848	954	1153	1268	1325	1498	1729	200	500	150	100	50	1800000	8020
8030	Oa Ngßu Trß·ng Thành	803	75	9	0	0	100	10	684	500000	-1	-1	656	900000	728	450000	716	300000	668	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	991	1432	881	881	991	1255	1380	1443	1631	1882	200	500	150	100	50	1800000	8030
8031	Oa Ngßu Biªn D¸	803	75	9	1	0	100	10	684	500000	-1	-1	656	900000	728	450000	716	300000	668	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1041	1504	925	925	1041	1255	1380	1443	1631	1882	200	500	150	100	50	1800000	8030
8032	Oa Ngßu Biªn D¸	803	75	9	1	0	100	10	684	500000	-1	-1	656	900000	728	450000	716	300000	668	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1090	1575	969	969	1090	1255	1380	1443	1631	1882	200	500	150	100	50	1800000	8030
8033	Oa Ngßu Biªn D¸	803	75	9	1	0	100	10	684	500000	-1	-1	656	900000	728	450000	716	300000	668	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1140	1647	1013	1013	1140	1255	1380	1443	1631	1882	200	500	150	100	50	1800000	8030
8034	Oa Ngßu Biªn D¸	803	75	9	1	0	100	10	684	500000	-1	-1	656	900000	728	450000	716	300000	668	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1190	1719	1057	1057	1190	1255	1380	1443	1631	1882	200	500	150	100	50	1800000	8030
8035	Oa Ngßu Biªn D¸	803	75	9	1	0	100	10	684	500000	-1	-1	656	900000	728	450000	716	300000	668	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1239	1790	1102	1102	1239	1255	1380	1443	1631	1882	200	500	150	100	50	1800000	8030
8036	Oa Ngßu Biªn D¸	803	75	9	1	0	100	10	684	500000	-1	-1	656	900000	728	450000	716	300000	668	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1289	1862	1146	1146	1289	1255	1380	1443	1631	1882	200	500	150	100	50	1800000	8030
8039	Oa Ngßu Bäo Bäo	803	75	9	0	1	100	10	684	500000	-1	-1	656	900000	728	450000	716	300000	668	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	991	1432	881	881	991	1255	1380	1443	1631	1882	200	500	150	100	50	1800000	8030
8040	Oa Ngßu Trß·ng Thành	804	85	9	0	0	100	10	684	550000	-1	-1	656	900000	728	500000	716	350000	668	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1027	1484	913	913	1027	1357	1492	1560	1764	2035	200	500	150	100	50	1800000	8040
8041	Oa Ngßu Biªn D¸	804	85	9	1	0	100	10	684	550000	-1	-1	656	900000	728	500000	716	350000	668	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1071	1548	952	952	1071	1357	1492	1560	1764	2035	200	500	150	100	50	1800000	8040
8042	Oa Ngßu Biªn D¸	804	85	9	1	0	100	10	684	550000	-1	-1	656	900000	728	500000	716	350000	668	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1115	1611	991	991	1115	1357	1492	1560	1764	2035	200	500	150	100	50	1800000	8040
8043	Oa Ngßu Biªn D¸	804	85	9	1	0	100	10	684	550000	-1	-1	656	900000	728	500000	716	350000	668	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1159	1675	1031	1031	1159	1357	1492	1560	1764	2035	200	500	150	100	50	1800000	8040
8044	Oa Ngßu Biªn D¸	804	85	9	1	0	100	10	684	550000	-1	-1	656	900000	728	500000	716	350000	668	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1203	1739	1070	1070	1203	1357	1492	1560	1764	2035	200	500	150	100	50	1800000	8040
8045	Oa Ngßu Biªn D¸	804	85	9	1	0	100	10	684	550000	-1	-1	656	900000	728	500000	716	350000	668	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1248	1802	1109	1109	1248	1357	1492	1560	1764	2035	200	500	150	100	50	1800000	8040
8046	Oa Ngßu Biªn D¸	804	85	9	1	0	100	10	684	550000	-1	-1	656	900000	728	500000	716	350000	668	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1292	1866	1148	1148	1292	1357	1492	1560	1764	2035	200	500	150	100	50	1800000	8040
8047	Oa Ngßu Biªn D¸	804	85	9	1	0	100	10	684	550000	-1	-1	656	900000	728	500000	716	350000	668	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1336	1929	1187	1187	1336	1357	1492	1560	1764	2035	200	500	150	100	50	1800000	8040
8049	Oa Ngßu Bäo Bäo	804	85	9	0	1	100	10	684	550000	-1	-1	656	900000	728	500000	716	350000	668	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1027	1484	913	913	1027	1357	1492	1560	1764	2035	200	500	150	100	50	1800000	8040
8050	Oa Ngßu Trß·ng Thành	805	95	9	0	0	100	10	684	600000	-1	-1	656	900000	728	550000	716	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1064	1537	946	946	1064	1459	1604	1677	1896	2188	200	500	150	100	50	1800000	8050
8051	Oa Ngßu Biªn D¸	805	95	9	1	0	100	10	684	600000	-1	-1	656	900000	728	550000	716	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1104	1595	981	981	1104	1459	1604	1677	1896	2188	200	500	150	100	50	1800000	8050
8052	Oa Ngßu Biªn D¸	805	95	9	1	0	100	10	684	600000	-1	-1	656	900000	728	550000	716	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1144	1653	1017	1017	1144	1459	1604	1677	1896	2188	200	500	150	100	50	1800000	8050
8053	Oa Ngßu Biªn D¸	805	95	9	1	0	100	10	684	600000	-1	-1	656	900000	728	550000	716	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1184	1710	1052	1052	1184	1459	1604	1677	1896	2188	200	500	150	100	50	1800000	8050
8054	Oa Ngßu Biªn D¸	805	95	9	1	0	100	10	684	600000	-1	-1	656	900000	728	550000	716	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1224	1768	1088	1088	1224	1459	1604	1677	1896	2188	200	500	150	100	50	1800000	8050
8055	Oa Ngßu Biªn D¸	805	95	9	1	0	100	10	684	600000	-1	-1	656	900000	728	550000	716	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1264	1826	1123	1123	1264	1459	1604	1677	1896	2188	200	500	150	100	50	1800000	8050
8056	Oa Ngßu Biªn D¸	805	95	9	1	0	100	10	684	600000	-1	-1	656	900000	728	550000	716	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1304	1883	1159	1159	1304	1459	1604	1677	1896	2188	200	500	150	100	50	1800000	8050
8057	Oa Ngßu Biªn D¸	805	95	9	1	0	100	10	684	600000	-1	-1	656	900000	728	550000	716	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1344	1941	1194	1194	1344	1459	1604	1677	1896	2188	200	500	150	100	50	1800000	8050
8058	Oa Ngßu Biªn D¸	805	95	9	1	0	100	10	684	600000	-1	-1	656	900000	728	550000	716	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1384	1999	1230	1230	1384	1459	1604	1677	1896	2188	200	500	150	100	50	1800000	8050
8059	Oa Ngßu Bäo Bäo	805	95	9	0	1	100	10	684	600000	-1	-1	656	900000	728	550000	716	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1064	1537	946	946	1064	1459	1604	1677	1896	2188	200	500	150	100	50	1800000	8050
8060	HÕt TØ Trß·ng Thành	806	5	9	0	0	10	10	694	300000	-1	-1	659	900000	726	250000	704	100000	662	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1219	1031	656	844	656	846	930	972	1099	1269	100	500	50	150	200	1800000	8060
8061	HÕt TØ Biªn D¸	806	5	9	1	0	10	10	694	300000	-1	-1	659	900000	726	250000	704	100000	662	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1402	1186	755	970	755	846	930	972	1099	1269	100	500	50	150	200	1800000	8060
8062	HÕt TØ Biªn D¸	806	5	9	1	0	10	10	694	300000	-1	-1	659	900000	726	250000	704	100000	662	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1585	1341	853	1097	853	846	930	972	1099	1269	100	500	50	150	200	1800000	8060
8069	HÕt TØ Bäo Bäo	806	5	9	0	1	10	10	694	300000	-1	-1	659	900000	726	250000	704	100000	662	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1219	1031	656	844	656	846	930	972	1099	1269	100	500	50	150	200	1800000	8060
8070	HÕt TØ Trß·ng Thành	807	45	9	0	0	10	10	694	350000	-1	-1	659	900000	726	300000	704	150000	662	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1272	1076	685	881	685	948	1042	1090	1232	1422	100	500	50	150	200	1800000	8070
8071	HÕt TØ Biªn D¸	807	45	9	1	0	10	10	694	350000	-1	-1	659	900000	726	300000	704	150000	662	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1399	1184	753	969	753	948	1042	1090	1232	1422	100	500	50	150	200	1800000	8070
8072	HÕt TØ Biªn D¸	807	45	9	1	0	10	10	694	350000	-1	-1	659	900000	726	300000	704	150000	662	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1527	1292	822	1057	822	948	1042	1090	1232	1422	100	500	50	150	200	1800000	8070
8073	HÕt TØ Biªn D¸	807	45	9	1	0	10	10	694	350000	-1	-1	659	900000	726	300000	704	150000	662	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1654	1399	890	1145	890	948	1042	1090	1232	1422	100	500	50	150	200	1800000	8070
8079	HÕt TØ Bäo Bäo	807	45	9	0	1	10	10	694	350000	-1	-1	659	900000	726	300000	704	150000	662	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1272	1076	685	881	685	948	1042	1090	1232	1422	100	500	50	150	200	1800000	8070
8080	HÕt TØ Trß·ng Thành	808	55	9	0	0	10	10	694	400000	-1	-1	659	900000	726	350000	704	200000	662	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1326	1122	714	918	714	1051	1156	1208	1366	1576	100	500	50	150	200	1800000	8080
8081	HÕt TØ Biªn D¸	808	55	9	1	0	10	10	694	400000	-1	-1	659	900000	726	350000	704	200000	662	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1425	1206	767	986	767	1051	1156	1208	1366	1576	100	500	50	150	200	1800000	8080
8082	HÕt TØ Biªn D¸	808	55	9	1	0	10	10	694	400000	-1	-1	659	900000	726	350000	704	200000	662	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1524	1290	821	1055	821	1051	1156	1208	1366	1576	100	500	50	150	200	1800000	8080
8083	HÕt TØ Biªn D¸	808	55	9	1	0	10	10	694	400000	-1	-1	659	900000	726	350000	704	200000	662	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1624	1374	874	1124	874	1051	1156	1208	1366	1576	100	500	50	150	200	1800000	8080
8084	HÕt TØ Biªn D¸	808	55	9	1	0	10	10	694	400000	-1	-1	659	900000	726	350000	704	200000	662	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1723	1458	928	1193	928	1051	1156	1208	1366	1576	100	500	50	150	200	1800000	8080
8089	HÕt TØ Bäo Bäo	808	55	9	0	1	10	10	694	400000	-1	-1	659	900000	726	350000	704	200000	662	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1326	1122	714	918	714	1051	1156	1208	1366	1576	100	500	50	150	200	1800000	8080
8090	HÕt TØ Trß·ng Thành	809	65	9	0	0	10	10	694	450000	-1	-1	659	900000	726	400000	704	250000	662	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1379	1167	742	954	742	1153	1268	1325	1498	1729	100	500	50	150	200	1800000	8090
8091	HÕt TØ Biªn D¸	809	65	9	1	0	10	10	694	450000	-1	-1	659	900000	726	400000	704	250000	662	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1462	1237	787	1012	787	1153	1268	1325	1498	1729	100	500	50	150	200	1800000	8090
8092	HÕt TØ Biªn D¸	809	65	9	1	0	10	10	694	450000	-1	-1	659	900000	726	400000	704	250000	662	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1544	1307	831	1069	831	1153	1268	1325	1498	1729	100	500	50	150	200	1800000	8090
8093	HÕt TØ Biªn D¸	809	65	9	1	0	10	10	694	450000	-1	-1	659	900000	726	400000	704	250000	662	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1627	1377	876	1126	876	1153	1268	1325	1498	1729	100	500	50	150	200	1800000	8090
8094	HÕt TØ Biªn D¸	809	65	9	1	0	10	10	694	450000	-1	-1	659	900000	726	400000	704	250000	662	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1710	1447	920	1184	920	1153	1268	1325	1498	1729	100	500	50	150	200	1800000	8090
8095	HÕt TØ Biªn D¸	809	65	9	1	0	10	10	694	450000	-1	-1	659	900000	726	400000	704	250000	662	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1793	1517	965	1241	965	1153	1268	1325	1498	1729	100	500	50	150	200	1800000	8090
8099	HÕt TØ Bäo Bäo	809	65	9	0	1	10	10	694	450000	-1	-1	659	900000	726	400000	704	250000	662	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1379	1167	742	954	742	1153	1268	1325	1498	1729	100	500	50	150	200	1800000	8090
8100	HÕt TØ Trß·ng Thành	810	75	9	0	0	10	10	694	500000	-1	-1	659	900000	726	450000	704	300000	662	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1432	1212	771	991	771	1255	1380	1443	1631	1882	100	500	50	150	200	1800000	8100
8101	HÕt TØ Biªn D¸	810	75	9	1	0	10	10	694	500000	-1	-1	659	900000	726	450000	704	300000	662	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1504	1272	809	1041	809	1255	1380	1443	1631	1882	100	500	50	150	200	1800000	8100
8102	HÕt TØ Biªn D¸	810	75	9	1	0	10	10	694	500000	-1	-1	659	900000	726	450000	704	300000	662	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1575	1333	848	1090	848	1255	1380	1443	1631	1882	100	500	50	150	200	1800000	8100
8103	HÕt TØ Biªn D¸	810	75	9	1	0	10	10	694	500000	-1	-1	659	900000	726	450000	704	300000	662	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1647	1394	887	1140	887	1255	1380	1443	1631	1882	100	500	50	150	200	1800000	8100
8104	HÕt TØ Biªn D¸	810	75	9	1	0	10	10	694	500000	-1	-1	659	900000	726	450000	704	300000	662	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1719	1454	925	1190	925	1255	1380	1443	1631	1882	100	500	50	150	200	1800000	8100
8105	HÕt TØ Biªn D¸	810	75	9	1	0	10	10	694	500000	-1	-1	659	900000	726	450000	704	300000	662	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1790	1515	964	1239	964	1255	1380	1443	1631	1882	100	500	50	150	200	1800000	8100
8106	HÕt TØ Biªn D¸	810	75	9	1	0	10	10	694	500000	-1	-1	659	900000	726	450000	704	300000	662	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1862	1575	1002	1289	1002	1255	1380	1443	1631	1882	100	500	50	150	200	1800000	8100
8109	HÕt TØ Bäo Bäo	810	75	9	0	1	10	10	694	500000	-1	-1	659	900000	726	450000	704	300000	662	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1432	1212	771	991	771	1255	1380	1443	1631	1882	100	500	50	150	200	1800000	8100
8110	HÕt TØ Trß·ng Thành	811	85	9	0	0	10	10	694	550000	-1	-1	659	900000	726	500000	704	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1484	1256	799	1027	799	1357	1492	1560	1764	2035	100	500	50	150	200	1800000	8110
8111	HÕt TØ Biªn D¸	811	85	9	1	0	10	10	694	550000	-1	-1	659	900000	726	500000	704	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1548	1310	833	1071	833	1357	1492	1560	1764	2035	100	500	50	150	200	1800000	8110
8112	HÕt TØ Biªn D¸	811	85	9	1	0	10	10	694	550000	-1	-1	659	900000	726	500000	704	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1611	1363	867	1115	867	1357	1492	1560	1764	2035	100	500	50	150	200	1800000	8110
8113	HÕt TØ Biªn D¸	811	85	9	1	0	10	10	694	550000	-1	-1	659	900000	726	500000	704	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1675	1417	902	1159	902	1357	1492	1560	1764	2035	100	500	50	150	200	1800000	8110
8114	HÕt TØ Biªn D¸	811	85	9	1	0	10	10	694	550000	-1	-1	659	900000	726	500000	704	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1739	1471	936	1203	936	1357	1492	1560	1764	2035	100	500	50	150	200	1800000	8110
8115	HÕt TØ Biªn D¸	811	85	9	1	0	10	10	694	550000	-1	-1	659	900000	726	500000	704	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1802	1525	970	1248	970	1357	1492	1560	1764	2035	100	500	50	150	200	1800000	8110
8116	HÕt TØ Biªn D¸	811	85	9	1	0	10	10	694	550000	-1	-1	659	900000	726	500000	704	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1866	1579	1004	1292	1004	1357	1492	1560	1764	2035	100	500	50	150	200	1800000	8110
8117	HÕt TØ Biªn D¸	811	85	9	1	0	10	10	694	550000	-1	-1	659	900000	726	500000	704	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1929	1633	1039	1336	1039	1357	1492	1560	1764	2035	100	500	50	150	200	1800000	8110
8119	HÕt TØ Bäo Bäo	811	85	9	0	1	10	10	694	550000	-1	-1	659	900000	726	500000	704	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1484	1256	799	1027	799	1357	1492	1560	1764	2035	100	500	50	150	200	1800000	8110
8120	HÕt TØ Trß·ng Thành	812	95	9	0	0	10	10	694	600000	-1	-1	659	900000	726	550000	704	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1537	1301	828	1064	828	1459	1604	1677	1896	2188	100	500	50	150	200	1800000	8120
8121	HÕt TØ Biªn D¸	812	95	9	1	0	10	10	694	600000	-1	-1	659	900000	726	550000	704	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1595	1350	859	1104	859	1459	1604	1677	1896	2188	100	500	50	150	200	1800000	8120
8122	HÕt TØ Biªn D¸	812	95	9	1	0	10	10	694	600000	-1	-1	659	900000	726	550000	704	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1653	1398	890	1144	890	1459	1604	1677	1896	2188	100	500	50	150	200	1800000	8120
8123	HÕt TØ Biªn D¸	812	95	9	1	0	10	10	694	600000	-1	-1	659	900000	726	550000	704	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1710	1447	921	1184	921	1459	1604	1677	1896	2188	100	500	50	150	200	1800000	8120
8124	HÕt TØ Biªn D¸	812	95	9	1	0	10	10	694	600000	-1	-1	659	900000	726	550000	704	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1768	1496	952	1224	952	1459	1604	1677	1896	2188	100	500	50	150	200	1800000	8120
8125	HÕt TØ Biªn D¸	812	95	9	1	0	10	10	694	600000	-1	-1	659	900000	726	550000	704	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1826	1545	983	1264	983	1459	1604	1677	1896	2188	100	500	50	150	200	1800000	8120
