INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
3310	Long Quân Trß·ng Thành		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3311	Long Quân Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3312	Long Quân Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3313	Long Quân Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3314	Long Quân Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3315	Long Quân Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3316	Long Quân Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3317	Long Quân Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3319	Long Quân Bäo Bäo		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3320	Anh Chiêu Trß·ng Thành		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3321	Anh Chiêu Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3322	Anh Chiêu Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3323	Anh Chiêu Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3324	Anh Chiêu Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3325	Anh Chiêu Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3326	Anh Chiêu Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3327	Anh Chiêu Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3329	Anh Chiêu Bäo Bäo		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3330	KÏ Lân Trß·ng Thành		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3331	KÏ Lân Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3332	KÏ Lân Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3333	KÏ Lân Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3334	KÏ Lân Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3335	KÏ Lân Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3336	KÏ Lân Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3337	KÏ Lân Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3338	KÏ Lân Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3339	KÏ Lân Bäo Bäo		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3340	Giao Long Trß·ng Thành		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3341	Giao Long Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3342	Giao Long Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3343	Giao Long Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3344	Giao Long Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3345	Giao Long Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3346	Giao Long Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3347	Giao Long Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3348	Giao Long Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3349	Giao Long Bäo Bäo		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3350	Sài Miêu Trß·ng Thành		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3351	Sài Miêu Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3352	Sài Miêu Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3359	Sài Miêu Bäo Bäo		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3360	Kê Trß·ng Thành		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3361	Kê Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3362	Kê Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3369	Kê Bäo Bäo		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3370	Áp TØ Trß·ng Thành		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3371	Áp TØ Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3372	Áp TØ Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3379	Áp TØ Bäo Bäo		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3380	Trß·ng thành s½n dß½ng		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3381	Biªn d¸ s½n dß½ng		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3382	Biªn d¸ s½n dß½ng		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3389	S½n dß½ng cøc cßng		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3390	Mao Lß Trß·ng Thành		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3391	Mao Lß Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3392	Mao Lß Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3399	Mao Lß Bäo Bäo		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3400	Nga Trß·ng Thành		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3401	Nga Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3402	Nga Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3409	Nga Bäo Bäo		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3410	Bá Vß½ng Long Trß·ng Thành		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3411	Bá Vß½ng Long Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3412	Bá Vß½ng Long Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3419	Bá Vß½ng Long Bäo Bäo		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3420	Xí Nga Trß·ng Thành		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3421	Xí Nga Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3422	Xí Nga Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3429	Xí Nga Bäo Bäo		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3430	ÐÕi ThØ Trß·ng Thành		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3431	ÐÕi ThØ Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3432	ÐÕi ThØ Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3439	ÐÕi ThØ Bäo Bäo		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3440	Áp ChuÖ Thú Trß·ng Thành		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3441	Áp ChuÖ Thú Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3442	Áp ChuÖ Thú Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3449	Áp ChuÖ Thú Bäo Bäo		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3450	Trß Trß·ng Thành		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3451	Trß Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3459	Trß Bäo Bäo		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3460	Thanh Oa Trß·ng Thành		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3461	Thanh Oa Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3469	Thanh Oa Bäo Bäo		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3470	Ti¬u Tßþng Trß·ng Thành		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3471	Ti¬u Tßþng Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3479	Ti¬u Tßþng Bäo Bäo		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3480	Tuyªt H° Trß·ng Thành		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3481	Tuyªt H° Biªn D¸		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3489	Tuyªt H° Bäo Bäo		0	0	0	0	0	0	0	0	0	0	0	0	0	0
3490	Lang Trß·ng Thành	#BHUy«n Võ Ðäo#{_INFOAIM200, 162, 112, -1}#W	34	0	0	0	0	0	0	0	0	0	0	0	0	0
3491	Lang Biªn D¸	#BHUy«n Võ Ðäo#{_INFOAIM200, 162, 112, -1}#W	2	0	0	0	0	0	0	0	0	0	0	0	0	0
3492	Lang Biªn D¸	#BHUy«n Võ Ðäo#{_INFOAIM200, 162, 112, -1}#W	2	0	0	0	0	0	0	0	0	0	0	0	0	0
3499	Lang Bäo Bäo	#BHUy«n Võ Ðäo#{_INFOAIM200, 162, 112, -1}#W	0	0	0	0	0	0	0	0	0	0	0	0	0	0
