INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT
10201015	1	2	1	15	0	382	1	-1	-1	H± Vî TÕm Kim Thß½ng	50	Ðßþc luy®n t× thép th¥n trong núi, ðao thß½ng sáng nhß ði®n, chém s¡t nhß bùn.	2700	12960	175	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	108	-1	108	-1	-1	-1	-1	-1	-1	-1	-1	-1	Spear2_2	Thß½ng B±ng	2019	2002	0
10201016	1	2	1	16	0	388	1	-1	-1	Ngû Ðµc Th¤u C¯t Thß½ng	60	Thß½ng Thân ánh sáng, Thß½ng Nhçn Thßþng Hæu kÏ d¸ Ðích Hoa Vån, d¤u diªm Hü C¯t n÷c ðµc, Ph¥n Tâm Th¸ C¯t.	3850	18480	187	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	128	-1	128	-1	-1	-1	-1	-1	-1	-1	-1	-1	Spear2_8	Thß½ng B±ng	2026	2002	0
10201017	1	2	1	17	0	393	1	-1	-1	BÕo Võ Di®t H°n Thß½ng	70	Là binh khí cüa Tu La vß½ng, là mµt trong Bát bµ vß½ng, ð°n r¢ng vçn gi¤u trong ngß¶i cüa Tu La vß½ng, ð¥u thß½ng có hình thoi, mang h°i câu, có th¬ công phá t¤t cä.	5570	26736	200	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	148	-1	148	-1	-1	-1	-1	-1	-1	-1	-1	-1	Spear2_13	Thß½ng B±ng	2027	2002	0
10201018	1	2	1	18	0	398	1	-1	-1	Xiªt Tinh Xuyên Thiên	80	Thßþng c± th¶i ði¬m truy«n xu¯ng Ðích binh khí, ôn nhu§n Nhß Ng÷c, Khß¾c cÑng r¡n vô cùng, nghe nói Thß½ng Trung có d¤u Càn Khôn th¥n công, Ðãn vçn B¤t Vi thª nhân S· hi¬u th¤u ðáo.	7450	35760	212	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	168	-1	168	-1	-1	-1	-1	-1	-1	-1	-1	-1	Spear3_2	Thß½ng B±ng	2028	2002	0
10201019	1	2	1	19	0	402	1	-1	-1	ÐoÕn Trß¶ng	90	S½n Gian C± †n giang h° Kiªn, chim ð² quyên Nh¤t Minh Nhân ÐoÕn Trß¶ng.	9950	47760	225	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	188	-1	188	-1	-1	-1	-1	-1	-1	-1	-1	-1	Spear3_6	Thß½ng B±ng	2029	2002	0
10201020	1	2	1	20	0	407	1	-1	-1	V¸ ¿½ng	100	Løc Qu¯c vi®c binh ðao Dung v§t gì? Hàm Dß½ng Bäo Khí Chiªu V¸ ¿½ng.	16000	76800	237	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	208	-1	208	-1	-1	-1	-1	-1	-1	-1	-1	-1	Spear3_11	Thß½ng B±ng	2030	2002	0
10202001	1	2	2	1	0	458	1	-1	-1	Xích Ð°ng Ðao	10	Ðßþc ðúc b¢ng loÕi ð°ng ðö ph± thông, ðßþc dùng ð¬ phòng thân khi hành t¦u giang h°.	180	864	125	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	28	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword1_2	Ð½n Ðoän	2031	2002	0
10202002	1	2	2	2	0	462	1	-1	-1	Thanh Phong Kiªm	20	Kiªm này ðßþc luy®n t× thép tinh chª, mûi kiªm s¡c nh÷n, thân kiªm dài mänh phát ánh xanh lÕnh l¨o, sát khí hi®n rõ.	540	2592	137	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	48	-1	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword1_8	Ð½n Ðoän	2032	2002	0
10202003	1	2	2	3	0	463	1	-1	-1	Thiên Lang Kiªm	30	Thân kiªm hình c± xßa, truy«n là th¥n khí cüa tµc Thiên Lang, bên trong ¦n chÑa Bí Kíp, l¤y ðßþc Bí Kíp ðó thì có th¬ th¯ng nh¤t bµ tµc Thiên Lang.	1150	5520	150	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	68	-1	68	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword1_9	Ð½n Ðoän	2033	2002	0
10202004	1	2	2	4	0	469	1	-1	-1	Vi®n Vß½ng Ðao	40	Tß½ng truy«n là ðao cüa Vi®t Vß½ng Câu Ti­n, ðßþc chª tÕo r¤t tinh xäo, hoa mÛ không gì sánh k¸p, lßÞi ðao s¡c bén, có th¬ chém ng÷c nát vàng.	1780	8544	162	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	88	-1	88	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword1_15	Ð½n Ðoän	2034	2002	0
10202005	1	2	2	5	0	475	1	-1	-1	Tùng Vån C± Ð¸nh Ðao	50	Hình dáng ðao r¤t kÏ lÕ, lµ ra mûi nh÷n trong ðÕi khí, huy«n di®u vô song.	2700	12960	175	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	108	-1	108	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword2_5	Ð½n Ðoän	2035	2002	0
10202006	1	2	2	6	0	476	1	-1	-1	Tài Kim Kiªm	60	Là danh kiªm th¶i c± ðÕi, thân kiªm dày n£ng, nhßng lÕi s¡c nh÷n không gì sánh k¸p, khi rút khöi bao kiªm thì nghe nhß tiªng s¤m g¥m, nh§t nguy®t không còn ánh sáng.	3850	18480	187	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	128	-1	128	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword2_6	Ð½n Ðoän	2036	2002	0
10202007	1	2	2	7	0	481	1	-1	-1	Du Long Kiªm	70	Kiªm chßa rút khöi vö, h°ng quang ðã toä ra t× vö kiªm, rút khöi vö mµt t¤c thì khí kiªm xuyên mây, gi¯ng nhß kinh thiên du long.	5570	26736	200	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	148	-1	148	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword2_11	Ð½n Ðoän	2037	2002	0
10202008	1	2	2	8	0	485	1	-1	-1	TØ Ði®n Thanh Sß½ng	80	Dùng huy«n thiªt vÕn niên tinh luy®n trong bÕch thán minh höa 100 ngày mà thành, là th¥n khí hiªm th¤y trong thiên hÕ.	7450	35760	212	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	168	-1	168	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword2_15	Ð½n Ðoän	2038	2002	0
10202009	1	2	2	9	0	490	1	-1	-1	M£c C¥u	90	Ðao này là ðao thành tín thanh cao, xét v« ðao kiªm, gi¯ng nhß lên núi cao mà nhìn xu¯ng vñc thÆm, lúc ¦n lúc hi®n nhß có con r°ng l¾n n¢m.	9950	47760	225	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	188	-1	188	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword3_4	Ð½n Ðoän	2039	2002	0
10202010	1	2	2	10	0	495	1	-1	-1	TrÕm Lß	100	Âu dã nh¤t khÑ c½ xuân thu, trÕm lß chi kiªm di®c du du	16000	76800	237	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	208	-1	208	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword3_9	Ð½n Ðoän	2040	2002	0
10202011	1	2	2	11	0	458	1	-1	-1	Thanh Ð°ng Ðao	10	Ðßþc ðúc b¢ng loÕi ð°ng xanh ph± thông, ðßþc dùng ð¬ phòng thân khi hành t¦u giang h°.	180	864	125	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	28	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword1_2	Ð½n Ðoän	2031	2002	0
10202012	1	2	2	12	0	462	1	-1	-1	Khi Xß½ng Kiªm	20	Kiªm khí siêu nhiên, thân kiªm nhß có bång tuyªt bäo hµ, tß½ng ð¯i s¡c nh÷n, sát khí hi®n rõ.	540	2592	137	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	48	-1	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword1_8	Ð½n Ðoän	2032	2002	0
10202013	1	2	2	13	0	463	1	-1	-1	Phá Quân Kiªm	30	Thân kiªm c± xßa, tß½ng truy«n là kiªm ðeo cüa l¾p cao thü không phäi là kiªm khách tråm nåm trß¾c, bên trong ¦n chÑa Bí Kíp võ lâm, l¤y ðßþc Bí Kíp ðó có th¬ phá ngàn quân.	1150	5520	150	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	68	-1	68	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword1_9	Ð½n Ðoän	2033	2002	0
10202014	1	2	2	14	0	471	1	-1	-1	Ngô Câu Kiªm	40	Tß½ng truy«n kiªm này là do Ngô Vß½ng Phù Sai l®nh cho thþ giöi rèn trong 5 nåm mà thành, thân kiªm hoa mÛ, mang h°i câu, Th¸ Huyªt vô ðÕo.	1780	8544	162	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	88	-1	88	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword2_1	Ð½n Ðoän	2041	2002	0
10202015	1	2	2	15	0	475	1	-1	-1	Bª Nguy®t Tu Quang Kiªm	50	Là bäo kiªm ðßþc trang trí b¢ng bäy viên ng÷c trai màu, chín viên ng÷c thÕch, lßÞi kiªm nhß sß½ng tuyªt, nghe nói khi kiªm rút khöi bao thì sáng nhß m£t trång.	2700	12960	175	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	108	-1	108	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword2_5	Ð½n Ðoän	2035	2002	0
10202016	1	2	2	16	0	477	1	-1	-1	ÐoÕn Ng÷c Kiªm	60	Danh kiªm c± ðÕi, kiªm này chÕm vào v§t không phát ra âm thanh, có th¬ chém nát ng÷c tan vàng.	3850	18480	187	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	128	-1	128	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword2_7	Ð½n Ðoän	2042	2002	0
10202017	1	2	2	17	0	481	1	-1	-1	Thiên Bµc Kiªm	70	Hình thù kiªm kÏ quái, tß½ng truy«n nåm ðó Thiên C½ lão nhân l¤y ðßþc trong Thiên Bµc trên núi Tuyªt S½n, träi qua sñ mài mòn hàng ngàn nåm cüa nß¾c · Thiên Bµc, kiªm có th¬ chém ðÑt chiªc lông ðang bay, tuy®t thª nhân gian.	5570	26736	200	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	148	-1	148	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword2_11	Ð½n Ðoän	2037	2002	0
10202018	1	2	2	18	0	481	1	-1	-1	Xích Tiêu BÕch Ðª	80	Th¥n Khí, lñc phá thiên, ngß¶i không có duyên không th¬ có ðßþc.#r#GCÓ th¬ ðªn LÕc Dß½ng (280, 322) tìm Bành Hoài Ng÷c, Lâu Lan (279, 198) tìm Kh¡c Lý Mµc, Thúc Hà C± Tr¤n (134, 85) tìm Kinh Khäm Thñc dùng Hàn Ng÷c Tinh Túy ho£c Ði¬m Kim Ti­n ð¬ ðøc l² cao c¤p.	7450	35760	212	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	168	-1	168	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword2_16	Ð½n Ðoän	2043	2002	0
10202019	1	2	2	19	0	492	1	-1	-1	Rao	90	Kiªm dài ba thß¾c Løc Th¯n, ánh m£t tr¶i HÕ Quan kiªm này, kiªm phong Nhß Nh¤t Ho¢ng nß¾c trong, Thü Ð¦u T¡c thân kiªm Nhßþc hoa sen n· rµ, yên l£ng T¡c gi¯ng nhß Hæu Thiên Long nhß ði vào cõi th¥n tiên trong ðó.	9950	47760	225	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	188	-1	188	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword3_6	Ð½n Ðoän	2044	2002	0
10202020	1	2	2	20	0	496	1	-1	-1	Long Uyên	100	LÕi th¤y Long Uyên Xung B¡c Ð¦u, giang h° Ki Ðµ Hñu phân tranh.	16000	76800	237	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	208	-1	208	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword3_10	Ð½n Ðoän	2045	2002	0
10203001	1	2	3	1	0	591	1	-1	-1	Tú Nhung Song Ðao	10	Song kiªm ð°ng s¡c, luy®n t× s¡t tinh chª mà thành, thích hþp cho ngß¶i m¾i vào giang h° sØ døng.	180	864	125	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	28	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands1_2	Song Ðoän	2046	2002	0
10203002	1	2	3	2	0	596	1	-1	-1	BÕch H± Song Kiªm	20	Thân kiªm nhö h©p, tß½ng truy«n kiªm có cái th¥n cüa bÕch h±, uy lñc r¤t l¾n.	540	2592	137	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	48	-1	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands1_7	Song Ðoän	2047	2002	0
10203003	1	2	3	3	0	600	1	-1	-1	Nh§t Nguy®t Song Kiªm	30	Cô âm b¤t sinh, cô dß½ng b¤t trß¶ng, âm dß½ng ð°ng tu, song kiªm m¾i hþp bích.	1150	5520	150	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	68	-1	68	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands1_11	Song Ðoän	2048	2002	0
10203004	1	2	3	4	0	604	1	-1	-1	Phân Thüy Nga Mi Thích	40	Khéo léo nh© nhàng, d­ dàng cho mang theo, Nãi n±i tiªng Næ Phi T£c NhÕn vô song Ðích thành danh vû khí.	1780	8544	162	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	88	-1	88	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands1_15	Song Ðoän	2049	2002	0
10203005	1	2	3	5	0	608	1	-1	-1	Long Phøng Song Kiªm	50	Thß hùng song kiªm, thân kiªm có kh¡c hoa vån long phßþng c± xßa. Hai kiªm cäm Ñng lçn nhau, long kiªm xu¤t, phßþng kiªm theo.	2700	12960	175	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	108	-1	108	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands2_3	Song Ðoän	2050	2002	0
10203006	1	2	3	6	0	613	1	-1	-1	Ðoàn Hoa Song Phü	60	Là vû khí lßu truy«n lÕi t× th¶i thßþng c±, hai m£t ð«u có lßÞi s¡c, cán dài 8 t¤c, có th¬ t¤n công trong phÕm vi rµng, song búa có th¬ quét ngàn quân.	3850	18480	187	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	128	-1	128	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands2_8	Song Ðoän	2051	2002	0
10203007	1	2	3	7	0	618	1	-1	-1	Th¤t Tinh Mµng Ði®p Song Ðao	70	Tß½ng truy«n là do næ ngh® nhân Phí Ðình ðúc ra trong lúc ðau lòng mu¯n ðoÕn tuy®t, song ðao khi múa s¨ có ðôi bß¾m lßþn bay cu¯n quanh ðao.	5570	26736	200	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	148	-1	148	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands2_13	Song Ðoän	2052	2002	0
10203008	1	2	3	8	0	622	1	-1	-1	Lãnh Nguy®t Hàn Tinh	80	Trång lÕnh Ti®m Sinh, hàn tinh biªn m¤t, ngàn nåm th¥n khí, Ðao Hþp vô song, trong ðao Tàng Trß¾c võ lâm Ðích ðÕi bí m§t, Ð¡c Chi Giä vô ð¸ch Ô thiên hÕ.	7450	35760	212	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	168	-1	168	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands3_1	Song Ðoän	2053	2002	0
10203009	1	2	3	9	0	626	1	-1	-1	Phøng C¥u Hoàng	90	Tß½ng truy«n khi ðúc kiªm Lôi Công rèn s¡t, Vû Nß½ng x¯i nß¾c, qua 10 nåm tròn m¾i luy®n thành, lßÞi kiªm sáng nhß thuÖ tinh, hai kiêm h­ ð£t xu¯ng là hþp v« mµt ch².	9950	47760	225	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	188	-1	188	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands3_5	Song Ðoän	2054	2002	0
