INT	INT	STRING	STRING	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
1101	1028	Võ Ðang thân truy«n ð® nh¤t nhân	Võ Ðang thân truy«n, v¤n ðïnh sß môn.	165	3	336	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1102	1028	Nga Mi Ð® Nh¤t Nhân	Nga Mi NgoÕi Môn, v¤n ðïnh sß môn.	165	1	336	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	35	1	0	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1103	1028	Nga Mi Nh§p Th¤t ð® nh¤t nhân	Nga Mi Nh§p Th¤t, v¤n ðïnh sß môn.	165	2	336	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1104	1028	Nga Mi thân truy«n ð® nh¤t nhân	Nga Mi thân truy«n, v¤n ðïnh sß môn.	165	3	336	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1105	1028	Tinh Túc Ð® Nh¤t Nhân	Tinh Túc NgoÕi Môn, v¤n ðïnh sß môn.	165	1	336	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	35	1	0	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1106	1028	Tinh Túc Nh§p Th¤t ð® nh¤t nhân	Tinh Túc Nh§p Th¤t, v¤n ðïnh sß môn.	165	2	336	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1107	1028	Tinh Túc thân truy«n ð® nh¤t nhân	Tinh Túc thân truy«n, v¤n ðïnh sß môn.	165	3	336	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1108	1028	Minh Giáo Ð® Nh¤t Nhân	Minh Giáo NgoÕi Môn, v¤n ðïnh sß môn.	165	1	336	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	35	1	0	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1109	1028	Minh Giáo Nh§p Th¤t ð® nh¤t nhân	Minh Giáo Nh§p Th¤t, v¤n ðïnh sß môn.	165	2	336	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1110	1028	Minh Giáo thân truy«n ð® nh¤t nhân	Minh Giáo thân truy«n, v¤n ðïnh sß môn.	165	3	336	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1111	1028	Thiên Long Ð® Nh¤t Nhân	Thiên Long NgoÕi Môn, v¤n ðïnh sß môn.	165	1	336	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	35	1	0	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1112	1028	Thiên Long Nh§p Th¤t ð® nh¤t nhân	Thiên Long Nh§p Th¤t, v¤n ðïnh sß môn.	165	2	336	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1113	1028	Thiên Long thân truy«n ð® nh¤t nhân	Thiên Long thân truy«n, v¤n ðïnh sß môn.	165	3	336	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1114	1028	Tiêu Dao Ð® Nh¤t Nhân	Tiêu dao NgoÕi Môn, v¤n ðïnh sß môn.	165	1	336	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	35	1	0	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1115	1028	Tiêu dao Nh§p Th¤t ð® nh¤t nhân	Tiêu dao Nh§p Th¤t, v¤n ðïnh sß môn.	165	2	336	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1116	1028	Tiêu dao thân truy«n ð® nh¤t nhân	Tiêu dao thân truy«n, v¤n ðïnh sß môn.	165	3	336	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1117	1028	Cái Bang Ð® Nh¤t Nhân	Cái Bang NgoÕi Môn, v¤n ðïnh sß môn.	165	1	336	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	35	1	0	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1118	1028	Cái Bang Nh§p Th¤t ð® nh¤t nhân	Cái Bang Nh§p Th¤t, v¤n ðïnh sß môn.	165	2	336	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1119	1028	Cái Bang thân truy«n ð® nh¤t nhân	Cái Bang thân truy«n, v¤n ðïnh sß môn.	165	3	336	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1120	1028	Thiên S½n Ð® Nh¤t Nhân	Thiên S½n NgoÕi Môn, v¤n ðïnh sß môn.	165	1	336	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	35	1	0	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1121	1028	Thiên S½n Nh§p Th¤t ð® nh¤t nhân	Thiên S½n Nh§p Th¤t, v¤n ðïnh sß môn.	165	2	336	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1122	1028	Thiên S½n thân truy«n ð® nh¤t nhân	Thiên S½n thân truy«n, v¤n ðïnh sß môn.	165	3	336	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1123	1028	Thiªu Lâm thÆng t¾i tr¶i cao Giä	Thiªu Lâm NgoÕi Môn, thÆng t¾i tr¶i cao Hi¬n Phong.	165	1	336	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 2Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 2Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	36	1	0	3000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1124	1028	Thiªu Lâm Nh§p Th¤t thÆng t¾i tr¶i cao Giä	Thiªu Lâm Nh§p Th¤t, thÆng t¾i tr¶i cao Hi¬n Phong.	165	2	336	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 2Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 2Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1125	1028	Thiªu Lâm thân truy«n thÆng t¾i tr¶i cao Giä	Thiªu Lâm thân truy«n, thÆng t¾i tr¶i cao Hi¬n Phong.	165	3	336	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 2Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 2Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1126	1028	Võ Ðang thÆng t¾i tr¶i cao Giä	Võ Ðang NgoÕi Môn, thÆng t¾i tr¶i cao Hi¬n Phong.	165	1	336	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 2Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 2Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	36	1	0	3000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1127	1028	Võ Ðang Nh§p Th¤t thÆng t¾i tr¶i cao Giä	Võ Ðang Nh§p Th¤t, thÆng t¾i tr¶i cao Hi¬n Phong.	165	2	336	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 2Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 2Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1128	1028	Võ Ðang thân truy«n thÆng t¾i tr¶i cao Giä	Võ Ðang thân truy«n, thÆng t¾i tr¶i cao Hi¬n Phong.	165	3	336	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 2Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 2Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1129	1028	Nga Mi thÆng t¾i tr¶i cao Giä	Nga Mi NgoÕi Môn, thÆng t¾i tr¶i cao Hi¬n Phong.	165	1	336	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 2Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 2Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	36	1	0	3000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1130	1028	Nga Mi Nh§p Th¤t thÆng t¾i tr¶i cao Giä	Nga Mi Nh§p Th¤t, thÆng t¾i tr¶i cao Hi¬n Phong.	165	2	336	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 2Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 2Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1131	1028	Nga Mi thân truy«n thÆng t¾i tr¶i cao Giä	Nga Mi thân truy«n, thÆng t¾i tr¶i cao Hi¬n Phong.	165	3	336	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 2Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 2Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1132	1028	Tinh Túc thÆng t¾i tr¶i cao Giä	Tinh Túc NgoÕi Môn, thÆng t¾i tr¶i cao Hi¬n Phong.	165	1	336	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 2Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 2Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	36	1	0	3000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1133	1028	Tinh Túc Nh§p Th¤t thÆng t¾i tr¶i cao Giä	Tinh Túc Nh§p Th¤t, thÆng t¾i tr¶i cao Hi¬n Phong.	165	2	336	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 2Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 2Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1134	1028	Tinh Túc thân truy«n thÆng t¾i tr¶i cao Giä	Tinh Túc thân truy«n, thÆng t¾i tr¶i cao Hi¬n Phong.	165	3	336	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 2Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 2Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1135	1028	Minh Giáo thÆng t¾i tr¶i cao Giä	Minh Giáo NgoÕi Môn, thÆng t¾i tr¶i cao Hi¬n Phong.	165	1	336	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 2Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 2Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	36	1	0	3000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1136	1028	Minh Giáo Nh§p Th¤t thÆng t¾i tr¶i cao Giä	Minh Giáo Nh§p Th¤t, thÆng t¾i tr¶i cao Hi¬n Phong.	165	2	336	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 2Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 2Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1137	1028	Minh Giáo thân truy«n thÆng t¾i tr¶i cao Giä	Minh Giáo thân truy«n, thÆng t¾i tr¶i cao Hi¬n Phong.	165	3	336	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 2Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 2Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1138	1028	Thiên Long thÆng t¾i tr¶i cao Giä	Thiên Long NgoÕi Môn, thÆng t¾i tr¶i cao Hi¬n Phong.	165	1	336	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 2Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 2Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	36	1	0	3000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1139	1028	Thiên Long Nh§p Th¤t thÆng t¾i tr¶i cao Giä	Thiên Long Nh§p Th¤t, thÆng t¾i tr¶i cao Hi¬n Phong.	165	2	336	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 2Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 2Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
