INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
10433192	1	4	33	192	0	615	1	-1	-1	Tôn Vû Chi Hàm Quang song kiªm	52	Thân kiªm th§t l¾n, cä v§t th¬ màu vàng, vû ðµng ðÑng lên, kim quang b¡n ra b¯n phía, lñc sát thß½ng th§t l¾n, Th¸ không th¬ xem Ðích binh khí.	2900	11600	177	3	3	-1	-1	BothHands2_10	Song Ðoän	1400	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	8	-1	7	-1	-1	-1	-1	-1	-1	-1	112	-1	112	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433193	1	4	33	193	0	615	1	-1	-1	Tôn Vû Chi Hàm Quang song kiªm	53	Thân kiªm th§t l¾n, cä v§t th¬ màu vàng, vû ðµng ðÑng lên, kim quang b¡n ra b¯n phía, lñc sát thß½ng th§t l¾n, Th¸ không th¬ xem Ðích binh khí.	3000	12000	179	3	3	-1	-1	BothHands2_10	Song Ðoän	1400	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	6	-1	6	-1	-1	-1	-1	-1	-1	-1	114	-1	114	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433194	1	4	33	194	0	615	1	-1	-1	Tôn Vû Chi Hàm Quang song kiªm	54	Thân kiªm th§t l¾n, cä v§t th¬ màu vàng, vû ðµng ðÑng lên, kim quang b¡n ra b¯n phía, lñc sát thß½ng th§t l¾n, Th¸ không th¬ xem Ðích binh khí.	3100	12400	180	3	3	-1	-1	BothHands2_10	Song Ðoän	1400	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	32	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	8	-1	6	-1	-1	-1	-1	-1	-1	-1	116	-1	116	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433195	1	4	33	195	0	615	1	-1	-1	Tôn Vû Chi Hàm Quang song kiªm	55	Thân kiªm th§t l¾n, cä v§t th¬ màu vàng, vû ðµng ðÑng lên, kim quang b¡n ra b¯n phía, lñc sát thß½ng th§t l¾n, Th¸ không th¬ xem Ðích binh khí.	3200	12800	181	3	3	-1	-1	BothHands2_10	Song Ðoän	1400	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	32	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	9	-1	6	-1	-1	-1	-1	-1	-1	-1	118	-1	118	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433196	1	4	33	196	0	615	1	-1	-1	Tôn Vû Chi Hàm Quang song kiªm	56	Thân kiªm th§t l¾n, cä v§t th¬ màu vàng, vû ðµng ðÑng lên, kim quang b¡n ra b¯n phía, lñc sát thß½ng th§t l¾n, Th¸ không th¬ xem Ðích binh khí.	3300	13200	182	3	3	-1	-1	BothHands2_10	Song Ðoän	1400	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	33	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	6	-1	8	-1	-1	-1	-1	-1	-1	-1	120	-1	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433197	1	4	33	197	0	615	1	-1	-1	Tôn Vû Chi Hàm Quang song kiªm	57	Thân kiªm th§t l¾n, cä v§t th¬ màu vàng, vû ðµng ðÑng lên, kim quang b¡n ra b¯n phía, lñc sát thß½ng th§t l¾n, Th¸ không th¬ xem Ðích binh khí.	3400	13600	184	3	3	-1	-1	BothHands2_10	Song Ðoän	1400	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	33	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	9	-1	8	-1	-1	-1	-1	-1	-1	-1	122	-1	122	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433198	1	4	33	198	0	615	1	-1	-1	Tôn Vû Chi Hàm Quang song kiªm	58	Thân kiªm th§t l¾n, cä v§t th¬ màu vàng, vû ðµng ðÑng lên, kim quang b¡n ra b¯n phía, lñc sát thß½ng th§t l¾n, Th¸ không th¬ xem Ðích binh khí.	3500	14000	185	3	3	-1	-1	BothHands2_10	Song Ðoän	1400	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	34	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	8	-1	7	-1	-1	-1	-1	-1	-1	-1	124	-1	124	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433199	1	4	33	199	0	615	1	-1	-1	Tôn Vû Chi Hàm Quang song kiªm	59	Thân kiªm th§t l¾n, cä v§t th¬ màu vàng, vû ðµng ðÑng lên, kim quang b¡n ra b¯n phía, lñc sát thß½ng th§t l¾n, Th¸ không th¬ xem Ðích binh khí.	3600	14400	186	3	3	-1	-1	BothHands2_10	Song Ðoän	1400	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	8	-1	9	-1	-1	-1	-1	-1	-1	-1	126	-1	126	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433200	1	4	33	200	0	615	1	-1	-1	Tôn Vû Chi Hàm Quang song kiªm	60	Thân kiªm th§t l¾n, cä v§t th¬ màu vàng, vû ðµng ðÑng lên, kim quang b¡n ra b¯n phía, lñc sát thß½ng th§t l¾n, Th¸ không th¬ xem Ðích binh khí.	3850	15400	187	3	3	-1	-1	BothHands2_10	Song Ðoän	1400	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	9	-1	9	-1	-1	-1	-1	-1	-1	-1	128	-1	128	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433201	1	4	33	201	0	620	1	-1	-1	Tráng sî Chi Th×a Änh Song Ðao	61	Thân ðao Phiªm Trß¾c trong trëo nhßng lÕnh lùng quang mang, thþ khéo tinh xäo c¦n th§n, nghe nói Vi Th×a Änh truy«n nhân S· TÕo, th¥n lñc Phø Thân.	4000	16000	189	3	3	-1	-1	BothHands2_15	Song Ðoän	1401	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	130	-1	130	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433202	1	4	33	202	0	620	1	-1	-1	Tráng sî Chi Th×a Änh Song Ðao	62	Thân ðao Phiªm Trß¾c trong trëo nhßng lÕnh lùng quang mang, thþ khéo tinh xäo c¦n th§n, nghe nói Vi Th×a Änh truy«n nhân S· TÕo, th¥n lñc Phø Thân.	4150	16600	190	3	3	-1	-1	BothHands2_15	Song Ðoän	1401	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	132	-1	132	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433203	1	4	33	203	0	620	1	-1	-1	Tráng sî Chi Th×a Änh Song Ðao	63	Thân ðao Phiªm Trß¾c trong trëo nhßng lÕnh lùng quang mang, thþ khéo tinh xäo c¦n th§n, nghe nói Vi Th×a Änh truy«n nhân S· TÕo, th¥n lñc Phø Thân.	4300	17200	191	3	3	-1	-1	BothHands2_15	Song Ðoän	1401	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	134	-1	134	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433204	1	4	33	204	0	620	1	-1	-1	Tráng sî Chi Th×a Änh Song Ðao	64	Thân ðao Phiªm Trß¾c trong trëo nhßng lÕnh lùng quang mang, thþ khéo tinh xäo c¦n th§n, nghe nói Vi Th×a Änh truy«n nhân S· TÕo, th¥n lñc Phø Thân.	4450	17800	192	3	3	-1	-1	BothHands2_15	Song Ðoän	1401	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	136	-1	136	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433205	1	4	33	205	0	620	1	-1	-1	Tráng sî Chi Th×a Änh Song Ðao	65	Thân ðao Phiªm Trß¾c trong trëo nhßng lÕnh lùng quang mang, thþ khéo tinh xäo c¦n th§n, nghe nói Vi Th×a Änh truy«n nhân S· TÕo, th¥n lñc Phø Thân.	4600	18400	194	3	3	-1	-1	BothHands2_15	Song Ðoän	1401	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	138	-1	138	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433206	1	4	33	206	0	620	1	-1	-1	Tráng sî Chi Th×a Änh Song Ðao	66	Thân ðao Phiªm Trß¾c trong trëo nhßng lÕnh lùng quang mang, thþ khéo tinh xäo c¦n th§n, nghe nói Vi Th×a Änh truy«n nhân S· TÕo, th¥n lñc Phø Thân.	4750	19000	195	3	3	-1	-1	BothHands2_15	Song Ðoän	1401	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	140	-1	140	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433207	1	4	33	207	0	620	1	-1	-1	Tráng sî Chi Th×a Änh Song Ðao	67	Thân ðao Phiªm Trß¾c trong trëo nhßng lÕnh lùng quang mang, thþ khéo tinh xäo c¦n th§n, nghe nói Vi Th×a Änh truy«n nhân S· TÕo, th¥n lñc Phø Thân.	4900	19600	196	3	3	-1	-1	BothHands2_15	Song Ðoän	1401	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	142	-1	142	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433208	1	4	33	208	0	620	1	-1	-1	Tráng sî Chi Th×a Änh Song Ðao	68	Thân ðao Phiªm Trß¾c trong trëo nhßng lÕnh lùng quang mang, thþ khéo tinh xäo c¦n th§n, nghe nói Vi Th×a Änh truy«n nhân S· TÕo, th¥n lñc Phø Thân.	5050	20200	197	3	3	-1	-1	BothHands2_15	Song Ðoän	1401	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	144	-1	144	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433209	1	4	33	209	0	620	1	-1	-1	Tráng sî Chi Th×a Änh Song Ðao	69	Thân ðao Phiªm Trß¾c trong trëo nhßng lÕnh lùng quang mang, thþ khéo tinh xäo c¦n th§n, nghe nói Vi Th×a Änh truy«n nhân S· TÕo, th¥n lñc Phø Thân.	5200	20800	199	3	3	-1	-1	BothHands2_15	Song Ðoän	1401	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	29	-1	-1	-1	-1	-1	-1	-1	-1	-1	146	-1	146	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433210	1	4	33	210	0	620	1	-1	-1	Tráng sî Chi Th×a Änh Song Ðao	70	Thân ðao Phiªm Trß¾c trong trëo nhßng lÕnh lùng quang mang, thþ khéo tinh xäo c¦n th§n, nghe nói Vi Th×a Änh truy«n nhân S· TÕo, th¥n lñc Phø Thân.	5570	22280	200	3	3	-1	-1	BothHands2_15	Song Ðoän	1401	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	29	-1	-1	-1	-1	-1	-1	-1	-1	-1	148	-1	148	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433211	1	4	33	211	0	620	1	-1	-1	Trß½ng Liêu Chi Th×a Änh Song Ðao	61	Thân ðao Phiªm Trß¾c trong trëo nhßng lÕnh lùng quang mang, thþ khéo tinh xäo c¦n th§n, nghe nói Vi Th×a Änh truy«n nhân S· TÕo, th¥n lñc Phø Thân.	4000	16000	189	3	3	-1	-1	BothHands2_15	Song Ðoän	1402	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	130	-1	130	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433212	1	4	33	212	0	620	1	-1	-1	Trß½ng Liêu Chi Th×a Änh Song Ðao	62	Thân ðao Phiªm Trß¾c trong trëo nhßng lÕnh lùng quang mang, thþ khéo tinh xäo c¦n th§n, nghe nói Vi Th×a Änh truy«n nhân S· TÕo, th¥n lñc Phø Thân.	4150	16600	190	3	3	-1	-1	BothHands2_15	Song Ðoän	1402	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	17	-1	-1	-1	-1	-1	-1	-1	-1	-1	132	-1	132	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433213	1	4	33	213	0	620	1	-1	-1	Trß½ng Liêu Chi Th×a Änh Song Ðao	63	Thân ðao Phiªm Trß¾c trong trëo nhßng lÕnh lùng quang mang, thþ khéo tinh xäo c¦n th§n, nghe nói Vi Th×a Änh truy«n nhân S· TÕo, th¥n lñc Phø Thân.	4300	17200	191	3	3	-1	-1	BothHands2_15	Song Ðoän	1402	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	17	-1	-1	-1	-1	-1	-1	-1	-1	-1	134	-1	134	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433214	1	4	33	214	0	620	1	-1	-1	Trß½ng Liêu Chi Th×a Änh Song Ðao	64	Thân ðao Phiªm Trß¾c trong trëo nhßng lÕnh lùng quang mang, thþ khéo tinh xäo c¦n th§n, nghe nói Vi Th×a Änh truy«n nhân S· TÕo, th¥n lñc Phø Thân.	4450	17800	192	3	3	-1	-1	BothHands2_15	Song Ðoän	1402	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	136	-1	136	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433215	1	4	33	215	0	620	1	-1	-1	Trß½ng Liêu Chi Th×a Änh Song Ðao	65	Thân ðao Phiªm Trß¾c trong trëo nhßng lÕnh lùng quang mang, thþ khéo tinh xäo c¦n th§n, nghe nói Vi Th×a Änh truy«n nhân S· TÕo, th¥n lñc Phø Thân.	4600	18400	194	3	3	-1	-1	BothHands2_15	Song Ðoän	1402	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	138	-1	138	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433216	1	4	33	216	0	620	1	-1	-1	Trß½ng Liêu Chi Th×a Änh Song Ðao	66	Thân ðao Phiªm Trß¾c trong trëo nhßng lÕnh lùng quang mang, thþ khéo tinh xäo c¦n th§n, nghe nói Vi Th×a Änh truy«n nhân S· TÕo, th¥n lñc Phø Thân.	4750	19000	195	3	3	-1	-1	BothHands2_15	Song Ðoän	1402	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	17	-1	-1	-1	-1	-1	-1	-1	-1	-1	140	-1	140	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433217	1	4	33	217	0	620	1	-1	-1	Trß½ng Liêu Chi Th×a Änh Song Ðao	67	Thân ðao Phiªm Trß¾c trong trëo nhßng lÕnh lùng quang mang, thþ khéo tinh xäo c¦n th§n, nghe nói Vi Th×a Änh truy«n nhân S· TÕo, th¥n lñc Phø Thân.	4900	19600	196	3	3	-1	-1	BothHands2_15	Song Ðoän	1402	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	142	-1	142	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433218	1	4	33	218	0	620	1	-1	-1	Trß½ng Liêu Chi Th×a Änh Song Ðao	68	Thân ðao Phiªm Trß¾c trong trëo nhßng lÕnh lùng quang mang, thþ khéo tinh xäo c¦n th§n, nghe nói Vi Th×a Änh truy«n nhân S· TÕo, th¥n lñc Phø Thân.	5050	20200	197	3	3	-1	-1	BothHands2_15	Song Ðoän	1402	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	144	-1	144	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433219	1	4	33	219	0	620	1	-1	-1	Trß½ng Liêu Chi Th×a Änh Song Ðao	69	Thân ðao Phiªm Trß¾c trong trëo nhßng lÕnh lùng quang mang, thþ khéo tinh xäo c¦n th§n, nghe nói Vi Th×a Änh truy«n nhân S· TÕo, th¥n lñc Phø Thân.	5200	20800	199	3	3	-1	-1	BothHands2_15	Song Ðoän	1402	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	146	-1	146	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433220	1	4	33	220	0	620	1	-1	-1	Trß½ng Liêu Chi Th×a Änh Song Ðao	70	Thân ðao Phiªm Trß¾c trong trëo nhßng lÕnh lùng quang mang, thþ khéo tinh xäo c¦n th§n, nghe nói Vi Th×a Änh truy«n nhân S· TÕo, th¥n lñc Phø Thân.	5570	22280	200	3	3	-1	-1	BothHands2_15	Song Ðoän	1402	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	148	-1	148	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433221	1	4	33	221	0	620	1	-1	-1	Chuyên Chß Chi Th×a Änh Song Ðao	61	Thân ðao Phiªm Trß¾c trong trëo nhßng lÕnh lùng quang mang, thþ khéo tinh xäo c¦n th§n, nghe nói Vi Th×a Änh truy«n nhân S· TÕo, th¥n lñc Phø Thân.	4000	16000	189	3	3	-1	-1	BothHands2_15	Song Ðoän	1403	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	56	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	-1	-1	-1	-1	-1	-1	130	-1	130	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433222	1	4	33	222	0	620	1	-1	-1	Chuyên Chß Chi Th×a Änh Song Ðao	62	Thân ðao Phiªm Trß¾c trong trëo nhßng lÕnh lùng quang mang, thþ khéo tinh xäo c¦n th§n, nghe nói Vi Th×a Änh truy«n nhân S· TÕo, th¥n lñc Phø Thân.	4150	16600	190	3	3	-1	-1	BothHands2_15	Song Ðoän	1403	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	57	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	-1	-1	-1	-1	-1	-1	132	-1	132	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433223	1	4	33	223	0	620	1	-1	-1	Chuyên Chß Chi Th×a Änh Song Ðao	63	Thân ðao Phiªm Trß¾c trong trëo nhßng lÕnh lùng quang mang, thþ khéo tinh xäo c¦n th§n, nghe nói Vi Th×a Änh truy«n nhân S· TÕo, th¥n lñc Phø Thân.	4300	17200	191	3	3	-1	-1	BothHands2_15	Song Ðoän	1403	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	58	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	-1	-1	-1	-1	-1	-1	134	-1	134	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433224	1	4	33	224	0	620	1	-1	-1	Chuyên Chß Chi Th×a Änh Song Ðao	64	Thân ðao Phiªm Trß¾c trong trëo nhßng lÕnh lùng quang mang, thþ khéo tinh xäo c¦n th§n, nghe nói Vi Th×a Änh truy«n nhân S· TÕo, th¥n lñc Phø Thân.	4450	17800	192	3	3	-1	-1	BothHands2_15	Song Ðoän	1403	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	59	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	-1	-1	-1	-1	-1	-1	136	-1	136	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433225	1	4	33	225	0	620	1	-1	-1	Chuyên Chß Chi Th×a Änh Song Ðao	65	Thân ðao Phiªm Trß¾c trong trëo nhßng lÕnh lùng quang mang, thþ khéo tinh xäo c¦n th§n, nghe nói Vi Th×a Änh truy«n nhân S· TÕo, th¥n lñc Phø Thân.	4600	18400	194	3	3	-1	-1	BothHands2_15	Song Ðoän	1403	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	-1	-1	-1	-1	-1	-1	138	-1	138	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
