INT	INT	INT	INT
21343	85	509	658
21344	85	510	658
21345	85	511	658
21346	85	512	658
21347	85	513	658
21348	85	514	658
21349	85	515	658
21350	85	516	658
21351	85	517	658
21352	85	518	658
21353	85	519	658
21354	85	520	658
21355	85	521	658
21356	85	522	658
21357	85	523	658
21358	85	524	658
21359	85	525	658
21360	85	526	658
21361	85	527	658
21362	85	528	658
21363	85	529	658
21364	85	530	658
21365	85	531	658
21366	85	532	658
21367	85	533	658
21368	85	534	658
21369	85	535	658
21370	85	536	658
21371	85	537	658
21372	85	538	658
21373	85	539	658
21374	85	540	658
21375	85	541	658
21376	85	542	658
21377	85	543	658
21378	85	544	658
21379	85	545	658
21380	85	546	658
21381	85	547	658
21382	85	548	658
21383	85	549	658
21384	85	550	658
21385	85	551	658
21386	85	552	658
21387	85	553	658
21388	85	554	658
21389	85	555	658
21390	85	556	658
21391	85	557	658
21392	85	558	658
21393	85	559	658
21394	85	560	658
21395	86	0	657
21396	86	1	1
21397	86	2	1
21398	86	3	658
21399	86	4	659
21400	86	14	660
21401	86	15	658
21402	86	16	661
21403	86	23	662
21404	86	24	663
21405	86	25	664
21406	86	99	665
21407	86	125	666
21408	86	126	667
21409	86	127	668
21410	86	128	669
21411	86	129	670
21412	86	130	671
21413	86	131	672
21414	86	132	673
21415	86	133	674
21416	86	134	675
21417	86	135	676
21418	86	136	677
21419	86	137	678
21420	86	138	679
21421	86	139	680
21422	86	140	681
21423	86	141	682
21424	86	142	683
21425	86	143	684
21426	86	144	685
21427	86	145	686
21428	86	146	687
21429	86	147	688
21430	86	148	689
21431	86	149	690
21432	86	150	691
21433	86	151	692
21434	86	152	693
21435	86	153	694
21436	86	154	695
21437	86	155	696
21438	86	156	697
21439	86	157	698
21440	86	158	699
21441	86	159	700
21442	86	160	701
21443	86	161	702
21444	86	162	703
21445	86	163	704
21446	86	164	705
21447	86	165	706
21448	86	166	707
21449	86	167	708
21450	86	168	709
21451	86	169	710
21452	86	170	711
21453	86	171	712
21454	86	172	713
21455	86	173	714
21456	86	174	715
21457	86	175	716
21458	86	176	717
21459	86	177	718
21460	86	178	719
21461	86	179	720
21462	86	180	721
21463	86	181	722
21464	86	182	723
21465	86	183	724
21466	86	184	725
21467	86	185	726
21468	86	186	727
21469	86	187	728
21470	86	188	729
21471	86	189	730
21472	86	190	731
21473	86	191	732
21474	86	192	733
21475	86	193	734
21476	86	194	735
21477	86	195	736
21478	86	196	737
21479	86	197	738
21480	86	198	739
21481	86	199	740
21482	86	200	741
21483	86	201	742
21484	86	202	743
21485	86	203	744
21486	86	204	706
21487	86	205	707
21488	86	206	708
21489	86	450	658
21490	86	451	658
21491	86	452	658
21492	86	453	658
21493	86	454	658
21494	86	455	658
21495	86	456	658
21496	86	457	658
21497	86	458	658
21498	86	459	658
21499	86	460	658
21500	86	461	658
21501	86	462	658
21502	86	463	658
21503	86	464	658
21504	86	465	658
21505	86	466	658
21506	86	467	658
21507	86	468	658
21508	86	469	658
21509	86	470	658
21510	86	471	658
21511	86	472	658
21512	86	473	658
21513	86	474	658
21514	86	475	658
21515	86	476	658
21516	86	477	658
21517	86	478	658
21518	86	479	658
21519	86	480	658
21520	86	481	658
21521	86	482	658
21522	86	483	658
21523	86	484	658
21524	86	485	658
21525	86	486	658
21526	86	487	658
21527	86	488	658
21528	86	489	658
21529	86	490	658
21530	86	491	658
21531	86	492	658
21532	86	493	658
21533	86	494	658
21534	86	495	658
21535	86	496	658
21536	86	497	658
21537	86	498	658
21538	86	499	658
21539	86	500	658
21540	86	501	658
21541	86	502	658
21542	86	503	658
21543	86	504	658
21544	86	505	658
21545	86	506	658
21546	86	507	658
21547	86	508	658
21548	86	509	658
21549	86	510	658
21550	86	511	658
21551	86	512	658
21552	86	513	658
21553	86	514	658
21554	86	515	658
21555	86	516	658
21556	86	517	658
21557	86	518	658
21558	86	519	658
21559	86	520	658
21560	86	521	658
21561	86	522	658
21562	86	523	658
21563	86	524	658
21564	86	525	658
21565	86	526	658
21566	86	527	658
21567	86	528	658
21568	86	529	658
21569	86	530	658
21570	86	531	658
21571	86	532	658
21572	86	533	658
21573	86	534	658
21574	86	535	658
21575	86	536	658
21576	86	537	658
21577	86	538	658
21578	86	539	658
21579	86	540	658
21580	86	541	658
21581	86	542	658
21582	86	543	658
21583	86	544	658
21584	86	545	658
21585	86	546	658
21586	86	547	658
21587	86	548	658
21588	86	549	658
21589	86	550	658
21590	86	551	658
21591	86	552	658
21592	86	553	658
21593	86	554	658
21594	86	555	658
21595	86	556	658
21596	86	557	658
21597	86	558	658
21598	86	559	658
21599	86	560	658
21600	87	0	657
21601	87	1	1
21602	87	2	1
21603	87	3	658
21604	87	4	659
21605	87	14	660
21606	87	15	658
21607	87	16	661
21608	87	23	662
21609	87	24	663
21610	87	25	664
21611	87	99	665
21612	87	125	666
21613	87	126	667
21614	87	127	668
21615	87	128	669
21616	87	129	670
21617	87	130	671
21618	87	131	672
21619	87	132	673
21620	87	133	674
21621	87	134	675
21622	87	135	676
21623	87	136	677
21624	87	137	678
21625	87	138	679
21626	87	139	680
21627	87	140	681
21628	87	141	682
21629	87	142	683
21630	87	143	684
21631	87	144	685
21632	87	145	686
21633	87	146	687
21634	87	147	688
21635	87	148	689
21636	87	149	690
21637	87	150	691
21638	87	151	692
21639	87	152	693
21640	87	153	694
21641	87	154	695
21642	87	155	696
21643	87	156	697
21644	87	157	698
21645	87	158	699
21646	87	159	700
21647	87	160	701
21648	87	161	702
21649	87	162	703
21650	87	163	704
21651	87	164	705
21652	87	165	706
21653	87	166	707
21654	87	167	708
21655	87	168	709
21656	87	169	710
21657	87	170	711
21658	87	171	712
21659	87	172	713
21660	87	173	714
21661	87	174	715
21662	87	175	716
21663	87	176	717
21664	87	177	718
21665	87	178	719
21666	87	179	720
21667	87	180	721
21668	87	181	722
21669	87	182	723
21670	87	183	724
21671	87	184	725
21672	87	185	726
21673	87	186	727
21674	87	187	728
21675	87	188	729
21676	87	189	730
21677	87	190	731
21678	87	191	732
21679	87	192	733
21680	87	193	734
21681	87	194	735
21682	87	195	736
21683	87	196	737
21684	87	197	738
21685	87	198	739
21686	87	199	740
21687	87	200	741
21688	87	201	742
21689	87	202	743
21690	87	203	744
21691	87	204	706
21692	87	205	707
21693	87	206	708
21694	87	450	658
21695	87	451	658
21696	87	452	658
21697	87	453	658
21698	87	454	658
21699	87	455	658
21700	87	456	658
21701	87	457	658
21702	87	458	658
21703	87	459	658
21704	87	460	658
21705	87	461	658
21706	87	462	658
21707	87	463	658
21708	87	464	658
21709	87	465	658
21710	87	466	658
21711	87	467	658
21712	87	468	658
21713	87	469	658
21714	87	470	658
21715	87	471	658
21716	87	472	658
21717	87	473	658
21718	87	474	658
21719	87	475	658
21720	87	476	658
21721	87	477	658
21722	87	478	658
21723	87	479	658
21724	87	480	658
21725	87	481	658
21726	87	482	658
21727	87	483	658
21728	87	484	658
21729	87	485	658
21730	87	486	658
21731	87	487	658
21732	87	488	658
21733	87	489	658
21734	87	490	658
21735	87	491	658
21736	87	492	658
21737	87	493	658
21738	87	494	658
21739	87	495	658
21740	87	496	658
21741	87	497	658
21742	87	498	658
21743	87	499	658
21744	87	500	658
21745	87	501	658
21746	87	502	658
21747	87	503	658
21748	87	504	658
21749	87	505	658
21750	87	506	658
21751	87	507	658
21752	87	508	658
21753	87	509	658
21754	87	510	658
21755	87	511	658
21756	87	512	658
21757	87	513	658
21758	87	514	658
21759	87	515	658
21760	87	516	658
21761	87	517	658
21762	87	518	658
21763	87	519	658
21764	87	520	658
21765	87	521	658
21766	87	522	658
21767	87	523	658
21768	87	524	658
21769	87	525	658
21770	87	526	658
21771	87	527	658
21772	87	528	658
21773	87	529	658
21774	87	530	658
21775	87	531	658
21776	87	532	658
21777	87	533	658
21778	87	534	658
21779	87	535	658
21780	87	536	658
21781	87	537	658
21782	87	538	658
21783	87	539	658
21784	87	540	658
21785	87	541	658
21786	87	542	658
21787	87	543	658
21788	87	544	658
21789	87	545	658
21790	87	546	658
21791	87	547	658
21792	87	548	658
21793	87	549	658
21794	87	550	658
21795	87	551	658
21796	87	552	658
21797	87	553	658
21798	87	554	658
21799	87	555	658
21800	87	556	658
21801	87	557	658
21802	87	558	658
21803	87	559	658
21804	87	560	658
21805	88	0	657
21806	88	1	1
21807	88	2	1
21808	88	3	658
21809	88	4	659
21810	88	14	660
21811	88	15	658
21812	88	16	661
21813	88	23	662
21814	88	24	663
21815	88	25	664
21816	88	99	665
21817	88	125	666
21818	88	126	667
21819	88	127	668
21820	88	128	669
21821	88	129	670
21822	88	130	671
21823	88	131	672
21824	88	132	673
21825	88	133	674
21826	88	134	675
21827	88	135	676
21828	88	136	677
21829	88	137	678
21830	88	138	679
21831	88	139	680
21832	88	140	681
21833	88	141	682
21834	88	142	683
21835	88	143	684
21836	88	144	685
21837	88	145	686
21838	88	146	687
21839	88	147	688
21840	88	148	689
21841	88	149	690
21842	88	150	691
21843	88	151	692
21844	88	152	693
21845	88	153	694
21846	88	154	695
21847	88	155	696
21848	88	156	697
21849	88	157	698
21850	88	158	699
21851	88	159	700
21852	88	160	701
21853	88	161	702
21854	88	162	703
21855	88	163	704
21856	88	164	705
21857	88	165	706
21858	88	166	707
21859	88	167	708
21860	88	168	709
21861	88	169	710
21862	88	170	711
21863	88	171	712
21864	88	172	713
21865	88	173	714
21866	88	174	715
21867	88	175	716
21868	88	176	717
21869	88	177	718
21870	88	178	719
21871	88	179	720
21872	88	180	721
21873	88	181	722
21874	88	182	723
21875	88	183	724
21876	88	184	725
21877	88	185	726
21878	88	186	727
21879	88	187	728
21880	88	188	729
21881	88	189	730
21882	88	190	731
21883	88	191	732
21884	88	192	733
21885	88	193	734
21886	88	194	735
21887	88	195	736
21888	88	196	737
21889	88	197	738
21890	88	198	739
21891	88	199	740
21892	88	200	741
21893	88	201	742
21894	88	202	743
21895	88	203	744
21896	88	204	706
21897	88	205	707
21898	88	206	708
21899	88	450	658
21900	88	451	658
21901	88	452	658
21902	88	453	658
21903	88	454	658
21904	88	455	658
21905	88	456	658
21906	88	457	658
21907	88	458	658
21908	88	459	658
21909	88	460	658
21910	88	461	658
21911	88	462	658
21912	88	463	658
21913	88	464	658
21914	88	465	658
21915	88	466	658
21916	88	467	658
21917	88	468	658
21918	88	469	658
21919	88	470	658
21920	88	471	658
21921	88	472	658
21922	88	473	658
21923	88	474	658
21924	88	475	658
21925	88	476	658
21926	88	477	658
21927	88	478	658
21928	88	479	658
21929	88	480	658
21930	88	481	658
21931	88	482	658
21932	88	483	658
21933	88	484	658
21934	88	485	658
21935	88	486	658
21936	88	487	658
21937	88	488	658
21938	88	489	658
21939	88	490	658
21940	88	491	658
21941	88	492	658
21942	88	493	658
21943	88	494	658
21944	88	495	658
21945	88	496	658
21946	88	497	658
21947	88	498	658
21948	88	499	658
21949	88	500	658
21950	88	501	658
21951	88	502	658
21952	88	503	658
21953	88	504	658
21954	88	505	658
21955	88	506	658
21956	88	507	658
21957	88	508	658
21958	88	509	658
21959	88	510	658
21960	88	511	658
21961	88	512	658
21962	88	513	658
21963	88	514	658
21964	88	515	658
21965	88	516	658
21966	88	517	658
21967	88	518	658
21968	88	519	658
21969	88	520	658
21970	88	521	658
21971	88	522	658
21972	88	523	658
21973	88	524	658
21974	88	525	658
21975	88	526	658
21976	88	527	658
21977	88	528	658
21978	88	529	658
21979	88	530	658
21980	88	531	658
21981	88	532	658
21982	88	533	658
21983	88	534	658
21984	88	535	658
21985	88	536	658
21986	88	537	658
21987	88	538	658
21988	88	539	658
21989	88	540	658
21990	88	541	658
21991	88	542	658
21992	88	543	658
21993	88	544	658
21994	88	545	658
21995	88	546	658
21996	88	547	658
21997	88	548	658
21998	88	549	658
21999	88	550	658
22000	88	551	658
22001	88	552	658
22002	88	553	658
22003	88	554	658
22004	88	555	658
22005	88	556	658
22006	88	557	658
22007	88	558	658
22008	88	559	658
22009	88	560	658
22010	89	0	657
22011	89	1	1
22012	89	2	1
22013	89	3	658
22014	89	4	659
22015	89	14	660
22016	89	15	658
22017	89	16	661
22018	89	23	662
22019	89	24	663
22020	89	25	664
22021	89	99	665
22022	89	125	666
22023	89	126	667
22024	89	127	668
22025	89	128	669
22026	89	129	670
22027	89	130	671
22028	89	131	672
22029	89	132	673
22030	89	133	674
22031	89	134	675
22032	89	135	676
22033	89	136	677
22034	89	137	678
22035	89	138	679
22036	89	139	680
22037	89	140	681
22038	89	141	682
22039	89	142	683
22040	89	143	684
22041	89	144	685
22042	89	145	686
22043	89	146	687
22044	89	147	688
22045	89	148	689
22046	89	149	690
22047	89	150	691
22048	89	151	692
22049	89	152	693
22050	89	153	694
22051	89	154	695
22052	89	155	696
22053	89	156	697
22054	89	157	698
22055	89	158	699
22056	89	159	700
22057	89	160	701
22058	89	161	702
22059	89	162	703
22060	89	163	704
22061	89	164	705
22062	89	165	706
22063	89	166	707
22064	89	167	708
22065	89	168	709
22066	89	169	710
22067	89	170	711
22068	89	171	712
22069	89	172	713
22070	89	173	714
22071	89	174	715
22072	89	175	716
22073	89	176	717
22074	89	177	718
22075	89	178	719
22076	89	179	720
22077	89	180	721
22078	89	181	722
22079	89	182	723
22080	89	183	724
22081	89	184	725
22082	89	185	726
22083	89	186	727
22084	89	187	728
22085	89	188	729
22086	89	189	730
22087	89	190	731
22088	89	191	732
22089	89	192	733
22090	89	193	734
22091	89	194	735
22092	89	195	736
22093	89	196	737
22094	89	197	738
22095	89	198	739
22096	89	199	740
22097	89	200	741
22098	89	201	742
22099	89	202	743
22100	89	203	744
22101	89	204	706
22102	89	205	707
22103	89	206	708
22104	89	450	658
22105	89	451	658
22106	89	452	658
22107	89	453	658
22108	89	454	658
22109	89	455	658
22110	89	456	658
22111	89	457	658
22112	89	458	658
22113	89	459	658
22114	89	460	658
22115	89	461	658
22116	89	462	658
22117	89	463	658
22118	89	464	658
22119	89	465	658
22120	89	466	658
22121	89	467	658
22122	89	468	658
22123	89	469	658
22124	89	470	658
22125	89	471	658
22126	89	472	658
22127	89	473	658
22128	89	474	658
22129	89	475	658
22130	89	476	658
22131	89	477	658
22132	89	478	658
22133	89	479	658
22134	89	480	658
22135	89	481	658
22136	89	482	658
22137	89	483	658
22138	89	484	658
22139	89	485	658
22140	89	486	658
22141	89	487	658
22142	89	488	658
22143	89	489	658
22144	89	490	658
22145	89	491	658
22146	89	492	658
22147	89	493	658
22148	89	494	658
22149	89	495	658
22150	89	496	658
22151	89	497	658
22152	89	498	658
22153	89	499	658
22154	89	500	658
22155	89	501	658
22156	89	502	658
22157	89	503	658
22158	89	504	658
22159	89	505	658
22160	89	506	658
22161	89	507	658
22162	89	508	658
22163	89	509	658
22164	89	510	658
22165	89	511	658
22166	89	512	658
22167	89	513	658
22168	89	514	658
22169	89	515	658
22170	89	516	658
22171	89	517	658
22172	89	518	658
22173	89	519	658
22174	89	520	658
22175	89	521	658
22176	89	522	658
22177	89	523	658
22178	89	524	658
22179	89	525	658
22180	89	526	658
22181	89	527	658
22182	89	528	658
22183	89	529	658
22184	89	530	658
22185	89	531	658
22186	89	532	658
22187	89	533	658
22188	89	534	658
22189	89	535	658
22190	89	536	658
22191	89	537	658
22192	89	538	658
22193	89	539	658
22194	89	540	658
22195	89	541	658
22196	89	542	658
22197	89	543	658
22198	89	544	658
22199	89	545	658
22200	89	546	658
22201	89	547	658
22202	89	548	658
22203	89	549	658
22204	89	550	658
22205	89	551	658
22206	89	552	658
22207	89	553	658
22208	89	554	658
22209	89	555	658
22210	89	556	658
22211	89	557	658
22212	89	558	658
22213	89	559	658
22214	89	560	658
22215	90	0	657
22216	90	1	1
22217	90	2	1
22218	90	3	658
22219	90	4	659
22220	90	14	660
22221	90	15	658
22222	90	16	661
22223	90	23	662
22224	90	24	663
22225	90	25	664
22226	90	99	665
22227	90	125	666
22228	90	126	667
22229	90	127	668
22230	90	128	669
22231	90	129	670
22232	90	130	671
22233	90	131	672
22234	90	132	673
22235	90	133	674
22236	90	134	675
22237	90	135	676
22238	90	136	677
22239	90	137	678
22240	90	138	679
22241	90	139	680
22242	90	140	681
22243	90	141	682
22244	90	142	683
22245	90	143	684
22246	90	144	685
22247	90	145	686
22248	90	146	687
22249	90	147	688
22250	90	148	689
22251	90	149	690
22252	90	150	691
22253	90	151	692
22254	90	152	693
22255	90	153	694
22256	90	154	695
22257	90	155	696
22258	90	156	697
22259	90	157	698
22260	90	158	699
22261	90	159	700
22262	90	160	701
22263	90	161	702
22264	90	162	703
22265	90	163	704
22266	90	164	705
22267	90	165	706
22268	90	166	707
22269	90	167	708
22270	90	168	709
22271	90	169	710
22272	90	170	711
22273	90	171	712
22274	90	172	713
22275	90	173	714
22276	90	174	715
22277	90	175	716
22278	90	176	717
22279	90	177	718
22280	90	178	719
22281	90	179	720
22282	90	180	721
22283	90	181	722
22284	90	182	723
22285	90	183	724
22286	90	184	725
22287	90	185	726
22288	90	186	727
22289	90	187	728
22290	90	188	729
22291	90	189	730
22292	90	190	731
22293	90	191	732
22294	90	192	733
22295	90	193	734
22296	90	194	735
22297	90	195	736
22298	90	196	737
22299	90	197	738
22300	90	198	739
22301	90	199	740
22302	90	200	741
22303	90	201	742
22304	90	202	743
22305	90	203	744
22306	90	204	706
22307	90	205	707
22308	90	206	708
22309	90	450	658
22310	90	451	658
22311	90	452	658
22312	90	453	658
22313	90	454	658
22314	90	455	658
22315	90	456	658
22316	90	457	658
22317	90	458	658
22318	90	459	658
22319	90	460	658
22320	90	461	658
22321	90	462	658
22322	90	463	658
22323	90	464	658
22324	90	465	658
22325	90	466	658
22326	90	467	658
22327	90	468	658
22328	90	469	658
22329	90	470	658
22330	90	471	658
22331	90	472	658
22332	90	473	658
22333	90	474	658
22334	90	475	658
22335	90	476	658
22336	90	477	658
22337	90	478	658
22338	90	479	658
22339	90	480	658
22340	90	481	658
22341	90	482	658
22342	90	483	658
22343	90	484	658
22344	90	485	658
22345	90	486	658
22346	90	487	658
22347	90	488	658
22348	90	489	658
22349	90	490	658
22350	90	491	658
22351	90	492	658
22352	90	493	658
22353	90	494	658
22354	90	495	658
22355	90	496	658
22356	90	497	658
22357	90	498	658
22358	90	499	658
22359	90	500	658
22360	90	501	658
22361	90	502	658
22362	90	503	658
22363	90	504	658
22364	90	505	658
22365	90	506	658
22366	90	507	658
22367	90	508	658
22368	90	509	658
22369	90	510	658
22370	90	511	658
22371	90	512	658
22372	90	513	658
22373	90	514	658
22374	90	515	658
22375	90	516	658
22376	90	517	658
22377	90	518	658
22378	90	519	658
22379	90	520	658
22380	90	521	658
22381	90	522	658
22382	90	523	658
22383	90	524	658
22384	90	525	658
22385	90	526	658
22386	90	527	658
22387	90	528	658
22388	90	529	658
22389	90	530	658
22390	90	531	658
22391	90	532	658
22392	90	533	658
22393	90	534	658
22394	90	535	658
22395	90	536	658
22396	90	537	658
22397	90	538	658
22398	90	539	658
22399	90	540	658
22400	90	541	658
22401	90	542	658
22402	90	543	658
22403	90	544	658
22404	90	545	658
22405	90	546	658
22406	90	547	658
22407	90	548	658
22408	90	549	658
22409	90	550	658
22410	90	551	658
22411	90	552	658
22412	90	553	658
22413	90	554	658
22414	90	555	658
22415	90	556	658
22416	90	557	658
22417	90	558	658
22418	90	559	658
22419	90	560	658
22420	91	0	657
22421	91	1	1
22422	91	2	1
22423	91	3	658
22424	91	4	659
22425	91	14	660
22426	91	15	658
22427	91	16	661
22428	91	23	662
22429	91	24	663
22430	91	25	664
22431	91	99	665
22432	91	125	666
22433	91	126	667
22434	91	127	668
22435	91	128	669
22436	91	129	670
22437	91	130	671
22438	91	131	672
22439	91	132	673
22440	91	133	674
22441	91	134	675
22442	91	135	676
22443	91	136	677
22444	91	137	678
22445	91	138	679
22446	91	139	680
22447	91	140	681
22448	91	141	682
22449	91	142	683
22450	91	143	684
22451	91	144	685
22452	91	145	686
22453	91	146	687
22454	91	147	688
22455	91	148	689
22456	91	149	690
22457	91	150	691
22458	91	151	692
22459	91	152	693
22460	91	153	694
22461	91	154	695
22462	91	155	696
22463	91	156	697
22464	91	157	698
22465	91	158	699
22466	91	159	700
22467	91	160	701
22468	91	161	702
22469	91	162	703
22470	91	163	704
22471	91	164	705
22472	91	165	706
22473	91	166	707
22474	91	167	708
22475	91	168	709
22476	91	169	710
22477	91	170	711
22478	91	171	712
22479	91	172	713
22480	91	173	714
22481	91	174	715
22482	91	175	716
22483	91	176	717
22484	91	177	718
22485	91	178	719
22486	91	179	720
22487	91	180	721
22488	91	181	722
22489	91	182	723
22490	91	183	724
22491	91	184	725
22492	91	185	726
22493	91	186	727
22494	91	187	728
22495	91	188	729
22496	91	189	730
22497	91	190	731
22498	91	191	732
22499	91	192	733
22500	91	193	734
22501	91	194	735
22502	91	195	736
22503	91	196	737
22504	91	197	738
22505	91	198	739
22506	91	199	740
22507	91	200	741
22508	91	201	742
22509	91	202	743
22510	91	203	744
22511	91	204	706
22512	91	205	707
22513	91	206	708
22514	91	450	658
22515	91	451	658
22516	91	452	658
22517	91	453	658
22518	91	454	658
22519	91	455	658
22520	91	456	658
22521	91	457	658
22522	91	458	658
22523	91	459	658
22524	91	460	658
22525	91	461	658
22526	91	462	658
22527	91	463	658
22528	91	464	658
22529	91	465	658
22530	91	466	658
22531	91	467	658
22532	91	468	658
22533	91	469	658
22534	91	470	658
22535	91	471	658
22536	91	472	658
22537	91	473	658
22538	91	474	658
22539	91	475	658
22540	91	476	658
22541	91	477	658
22542	91	478	658
22543	91	479	658
22544	91	480	658
22545	91	481	658
22546	91	482	658
22547	91	483	658
22548	91	484	658
22549	91	485	658
22550	91	486	658
22551	91	487	658
22552	91	488	658
22553	91	489	658
22554	91	490	658
22555	91	491	658
22556	91	492	658
22557	91	493	658
22558	91	494	658
22559	91	495	658
22560	91	496	658
22561	91	497	658
22562	91	498	658
22563	91	499	658
22564	91	500	658
22565	91	501	658
22566	91	502	658
22567	91	503	658
22568	91	504	658
22569	91	505	658
22570	91	506	658
22571	91	507	658
22572	91	508	658
22573	91	509	658
22574	91	510	658
22575	91	511	658
22576	91	512	658
22577	91	513	658
22578	91	514	658
22579	91	515	658
22580	91	516	658
22581	91	517	658
22582	91	518	658
22583	91	519	658
22584	91	520	658
22585	91	521	658
22586	91	522	658
22587	91	523	658
22588	91	524	658
22589	91	525	658
22590	91	526	658
22591	91	527	658
22592	91	528	658
22593	91	529	658
22594	91	530	658
22595	91	531	658
22596	91	532	658
22597	91	533	658
22598	91	534	658
22599	91	535	658
22600	91	536	658
22601	91	537	658
22602	91	538	658
22603	91	539	658
22604	91	540	658
22605	91	541	658
22606	91	542	658
22607	91	543	658
22608	91	544	658
22609	91	545	658
22610	91	546	658
22611	91	547	658
22612	91	548	658
22613	91	549	658
22614	91	550	658
22615	91	551	658
22616	91	552	658
22617	91	553	658
22618	91	554	658
22619	91	555	658
22620	91	556	658
22621	91	557	658
22622	91	558	658
22623	91	559	658
22624	91	560	658
22625	92	0	0
22626	92	1	1
22627	92	2	1
22628	92	3	190
22629	92	4	307
22630	92	14	5
22631	92	15	190
22632	92	16	656
22633	92	23	7
22634	92	24	149
22635	92	25	9
22636	92	99	144
22637	92	125	13
22638	92	126	14
22639	92	127	15
22640	92	128	16
22641	92	129	17
22642	92	130	18
22643	92	131	19
22644	92	132	20
22645	92	133	21
22646	92	134	22
22647	92	135	23
22648	92	136	24
22649	92	137	25
22650	92	138	26
22651	92	139	27
22652	92	140	28
22653	92	141	29
22654	92	142	30
22655	92	143	31
22656	92	144	32
22657	92	145	33
22658	92	146	34
22659	92	147	35
22660	92	148	36
22661	92	149	37
22662	92	150	38
22663	92	151	39
22664	92	152	40
22665	92	153	41
22666	92	154	42
22667	92	155	43
22668	92	156	44
22669	92	157	45
22670	92	158	46
22671	92	159	47
22672	92	160	48
22673	92	161	49
22674	92	162	269
22675	92	163	270
22676	92	164	271
22677	92	165	53
22678	92	166	54
22679	92	167	55
22680	92	168	56
22681	92	169	57
22682	92	170	58
22683	92	171	59
22684	92	172	60
22685	92	173	61
22686	92	174	62
22687	92	175	63
22688	92	176	64
22689	92	177	65
22690	92	178	66
22691	92	179	67
22692	92	180	68
22693	92	181	69
22694	92	182	70
22695	92	183	71
22696	92	184	72
22697	92	185	73
22698	92	186	74
22699	92	187	75
22700	92	188	76
22701	92	189	77
22702	92	190	78
22703	92	191	79
22704	92	192	80
22705	92	193	81
22706	92	194	82
22707	92	195	83
22708	92	196	84
22709	92	197	85
22710	92	198	86
22711	92	199	87
22712	92	200	88
22713	92	201	89
22714	92	202	90
22715	92	203	91
22716	92	204	53
22717	92	205	54
22718	92	206	55
22719	92	450	156
22720	92	451	207
22721	92	452	158
22722	92	453	159
22723	92	454	160
22724	92	455	159
22725	92	456	161
22726	92	457	162
22727	92	458	163
22728	92	459	164
22729	92	460	165
22730	92	461	166
22731	92	462	159
22732	92	463	159
22733	92	464	159
22734	92	465	159
22735	92	466	159
22736	92	467	159
22737	92	468	159
22738	92	469	159
22739	92	470	159
22740	92	471	159
22741	92	472	159
22742	92	473	159
22743	92	474	159
22744	92	475	159
22745	92	476	159
22746	92	477	159
22747	92	478	159
22748	92	479	159
22749	92	480	167
22750	92	481	168
22751	92	482	169
22752	92	483	170
22753	92	484	122
22754	92	485	159
22755	92	486	122
22756	92	487	171
22757	92	488	172
22758	92	489	173
22759	92	490	174
22760	92	491	175
22761	92	492	176
22762	92	493	177
22763	92	494	178
22764	92	495	179
22765	92	496	180
22766	92	497	181
22767	92	498	181
22768	92	499	181
22769	92	500	181
22770	92	501	181
22771	92	502	181
22772	92	503	181
22773	92	504	181
22774	92	505	181
22775	92	506	181
22776	92	507	181
22777	92	508	181
22778	92	509	181
22779	92	510	181
22780	92	511	182
22781	92	512	182
22782	92	513	183
22783	92	514	183
22784	92	515	184
22785	92	516	184
22786	92	517	185
22787	92	518	185
22788	92	519	181
22789	92	520	181
22790	92	521	186
22791	92	522	186
22792	92	523	181
22793	92	524	181
22794	92	525	181
22795	92	526	181
22796	92	527	181
22797	92	528	181
22798	92	529	181
22799	92	530	181
22800	92	531	131
22801	92	532	131
22802	92	533	181
22803	92	534	181
22804	92	535	181
22805	92	536	181
22806	92	537	158
22807	92	538	159
22808	92	539	159
22809	92	540	160
22810	92	541	187
22811	92	542	187
22812	92	543	133
22813	92	544	133
22814	92	545	134
22815	92	546	134
22816	92	547	135
22817	92	548	135
22818	92	549	136
22819	92	550	136
22820	92	551	137
22821	92	552	137
22822	92	553	181
22823	92	554	181
22824	92	555	181
22825	92	556	181
22826	92	557	188
22827	92	558	188
22828	92	559	181
22829	92	560	181
22830	93	0	745
22831	93	1	233
22832	93	2	233
22833	93	3	4
22834	93	4	4
22835	93	14	4
22836	93	15	4
22837	93	16	4
22838	93	23	4
22839	93	24	4
22840	93	25	4
22841	93	99	4
22842	93	125	4
22843	93	126	4
22844	93	127	4
22845	93	128	4
22846	93	129	4
22847	93	130	4
22848	93	131	4
22849	93	132	4
22850	93	133	4
22851	93	134	4
22852	93	135	4
22853	93	136	4
22854	93	137	4
22855	93	138	4
22856	93	139	4
22857	93	140	4
22858	93	141	4
22859	93	142	4
22860	93	143	4
22861	93	144	4
22862	93	145	4
22863	93	146	4
22864	93	147	4
22865	93	148	4
22866	93	149	4
22867	93	150	4
22868	93	151	4
22869	93	152	4
22870	93	153	4
22871	93	154	4
22872	93	155	4
22873	93	156	4
22874	93	157	4
22875	93	158	4
22876	93	159	4
22877	93	160	4
22878	93	161	4
22879	93	162	4
22880	93	163	4
22881	93	164	4
22882	93	165	4
22883	93	166	4
22884	93	167	4
22885	93	168	4
22886	93	169	4
22887	93	170	4
22888	93	171	4
22889	93	172	4
22890	93	173	4
22891	93	174	4
22892	93	175	4
22893	93	176	4
22894	93	177	4
22895	93	178	4
22896	93	179	4
